,where,might,the,doctor,'s,self-interest,be,at,odds,with,the,patient,'s,self-interest,?
a,0.40997210144996643,0.4210625886917114,0.5829201340675354,0.22883038222789764,0.04866964742541313,0.27884796261787415,0.39883795380592346,0.3095070421695709,0.20879139006137848,0.3783375024795532,0.5829201340675354,0.2571181356906891,0.04866964742541313,0.27884796261787415,0.23916715383529663
financial,0.19108395278453827,0.22219818830490112,0.29952070116996765,0.13266615569591522,0.06992136687040329,0.2774241864681244,0.180576354265213,0.14216125011444092,0.1632618010044098,0.2360578030347824,0.29952070116996765,0.23028327524662018,0.06992136687040329,0.2774241864681244,0.06444920599460602
self-interest,0.22807972133159637,0.3103272616863251,0.21719126403331757,0.1535571962594986,-0.055708132684230804,1.0,0.25711116194725037,0.22490370273590088,0.3375381529331207,0.18751117587089539,0.21719126403331757,0.2361041158437729,-0.055708132684230804,1.0,0.2922072410583496
in,0.5344807505607605,0.26443570852279663,0.6662389636039734,0.25567495822906494,-0.037580832839012146,0.2894425392150879,0.3481820821762085,0.4374977946281433,0.15568311512470245,0.4080928862094879,0.6662389636039734,0.18493591248989105,-0.037580832839012146,0.2894425392150879,0.20430970191955566
``,0.020612511783838272,0.10682063549757004,0.029072100296616554,0.03718610852956772,-0.03416389226913452,0.0448293462395668,0.07670000940561295,-0.07642947137355804,0.10722485184669495,0.08974023163318634,0.029072100296616554,0.09363552927970886,-0.03416389226913452,0.0448293462395668,0.0685480609536171
diagnosing,0.22042334079742432,0.32563236355781555,0.2824374735355377,0.36074408888816833,-0.09355417639017105,0.1601262092590332,0.3245307505130768,0.22301432490348816,0.23188923299312592,0.32576432824134827,0.2824374735355377,0.5753055214881897,-0.09355417639017105,0.1601262092590332,0.2675415575504303
'',0.016034942120313644,0.07446564733982086,0.041273195296525955,0.06782495975494385,-0.04859459400177002,-0.035489194095134735,0.08835477381944656,0.04379578307271004,0.05791527405381203,0.07907696813344955,0.041273195296525955,0.042768146842718124,-0.04859459400177002,-0.035489194095134735,0.018684765323996544
as,0.35409465432167053,0.3630484640598297,0.48381632566452026,0.17422905564308167,-0.05775856226682663,0.24623718857765198,0.5230465531349182,0.28092536330223083,0.19983406364917755,0.40387406945228577,0.48381632566452026,0.18784567713737488,-0.05775856226682663,0.24623718857765198,0.27043893933296204
many,0.4338301420211792,0.40663015842437744,0.4335206151008606,0.18319568037986755,0.01698932610452175,0.27150148153305054,0.3961109519004822,0.2716965675354004,0.1856185644865036,0.35744401812553406,0.4335206151008606,0.1967238187789917,0.01698932610452175,0.27150148153305054,0.2124512493610382
conditions,0.34076395630836487,0.3326473534107208,0.2622014284133911,0.19442571699619293,0.03221945837140083,0.1569402664899826,0.328298419713974,0.19586089253425598,0.2434767186641693,0.2560398578643799,0.2622014284133911,0.3110395073890686,0.03221945837140083,0.1569402664899826,0.17021824419498444
as,0.35409465432167053,0.3630484640598297,0.48381632566452026,0.17422905564308167,-0.05775856226682663,0.24623718857765198,0.5230465531349182,0.28092536330223083,0.19983406364917755,0.40387406945228577,0.48381632566452026,0.18784567713737488,-0.05775856226682663,0.24623718857765198,0.27043893933296204
possible,0.30851277709007263,0.48653697967529297,0.32701125741004944,0.12353453785181046,0.036827296018600464,0.27612772583961487,0.43379613757133484,0.27175527811050415,0.29284361004829407,0.2800780236721039,0.32701125741004944,0.270484060049057,0.036827296018600464,0.27612772583961487,0.3059970438480377
",",0.3149496018886566,0.2533247768878937,0.4933079481124878,0.20407600700855255,-0.0016132977325469255,0.3407120704650879,0.39254459738731384,0.38314947485923767,0.2816000282764435,0.4120737314224243,0.4933079481124878,0.1891828030347824,-0.0016132977325469255,0.3407120704650879,0.31091248989105225
and,0.43859338760375977,0.31685465574264526,0.5171257257461548,0.21673844754695892,0.06895173341035843,0.2937970757484436,0.41766801476478577,0.3571503460407257,0.27936220169067383,0.5477725267410278,0.5171257257461548,0.24569113552570343,0.06895173341035843,0.2937970757484436,0.20544172823429108
in,0.5344807505607605,0.26443570852279663,0.6662389636039734,0.25567495822906494,-0.037580832839012146,0.2894425392150879,0.3481820821762085,0.4374977946281433,0.15568311512470245,0.4080928862094879,0.6662389636039734,0.18493591248989105,-0.037580832839012146,0.2894425392150879,0.20430970191955566
exaggerating,0.21186353266239166,0.41132819652557373,0.22905364632606506,0.19387733936309814,-0.04240960255265236,0.3224738538265228,0.34367841482162476,0.12806810438632965,0.2921609580516815,0.2655981779098511,0.22905364632606506,0.32198312878608704,-0.04240960255265236,0.3224738538265228,0.2908308804035187
their,0.3356108069419861,0.3404811918735504,0.516537070274353,0.16057325899600983,-0.005530759692192078,0.2753877639770508,0.3200586438179016,0.23641370236873627,0.2539905905723572,0.4258328378200531,0.516537070274353,0.26774200797080994,-0.005530759692192078,0.2753877639770508,0.1898253709077835
seriousness,0.21628634631633759,0.3562251329421997,0.23477229475975037,0.2812383472919464,-0.08036209642887115,0.2606239318847656,0.2611404061317444,0.13228416442871094,0.2922474443912506,0.2158791720867157,0.23477229475975037,0.395148903131485,-0.08036209642887115,0.2606239318847656,0.2175779640674591
",",0.3149496018886566,0.2533247768878937,0.4933079481124878,0.20407600700855255,-0.0016132977325469255,0.3407120704650879,0.39254459738731384,0.38314947485923767,0.2816000282764435,0.4120737314224243,0.4933079481124878,0.1891828030347824,-0.0016132977325469255,0.3407120704650879,0.31091248989105225
because,0.46146172285079956,0.479086697101593,0.44596394896507263,0.15718744695186615,0.05210670828819275,0.31064385175704956,0.5052481293678284,0.32998594641685486,0.2977873682975769,0.3967972993850708,0.44596394896507263,0.2079096883535385,0.05210670828819275,0.31064385175704956,0.2528740465641022
he,0.3705328106880188,0.19044071435928345,0.4571082592010498,0.3197924494743347,0.024063590914011,0.28283655643463135,0.3325980603694916,0.3280475437641144,0.28613749146461487,0.2845253646373749,0.4571082592010498,0.26063162088394165,0.024063590914011,0.28283655643463135,0.2089974731206894
or,0.3651050925254822,0.534751296043396,0.4174870550632477,0.21396701037883759,0.06871571391820908,0.1882532835006714,0.5260903835296631,0.21026140451431274,0.1276315450668335,0.38158315420150757,0.4174870550632477,0.3113284707069397,0.06871571391820908,0.1882532835006714,0.32389625906944275
she,0.30256137251853943,0.13826991617679596,0.36308351159095764,0.36409133672714233,0.026962807402014732,0.23539060354232788,0.2869488298892975,0.30755123496055603,0.23860715329647064,0.25768333673477173,0.36308351159095764,0.29048430919647217,0.026962807402014732,0.23539060354232788,0.14223381876945496
can,0.3773181736469269,0.6426551342010498,0.312528520822525,0.18107515573501587,-0.02075597457587719,0.1992369294166565,0.5791122913360596,0.16641086339950562,0.2021397352218628,0.3572797477245331,0.312528520822525,0.2972522974014282,-0.02075597457587719,0.1992369294166565,0.3226337134838104
then,0.5403340458869934,0.32659319043159485,0.4297412931919098,0.19567610323429108,0.010921895503997803,0.18472792208194733,0.38089728355407715,0.3363982141017914,0.2280091643333435,0.37121716141700745,0.4297412931919098,0.19522608816623688,0.010921895503997803,0.18472792208194733,0.2884598970413208
sell,0.21872642636299133,0.26510775089263916,0.19874759018421173,0.15650705993175507,0.10946694761514664,0.3283919095993042,0.2757044732570648,0.1894519031047821,0.1641571968793869,0.1959729641675949,0.19874759018421173,0.1433180272579193,0.10946694761514664,0.3283919095993042,0.1556897759437561
more,0.29405033588409424,0.4014604389667511,0.39758381247520447,0.16165468096733093,0.032942235469818115,0.26641952991485596,0.5445363521575928,0.2627858817577362,0.2310582846403122,0.3535402715206146,0.39758381247520447,0.24067845940589905,0.032942235469818115,0.26641952991485596,0.27894994616508484
medications,0.2238607108592987,0.36701634526252747,0.23477277159690857,0.39268040657043457,-0.08309099823236465,0.17156527936458588,0.35963380336761475,0.18424174189567566,0.21830058097839355,0.2625941336154938,0.23477277159690857,0.5465871095657349,-0.08309099823236465,0.17156527936458588,0.22114922106266022
to,0.47735077142715454,0.5153919458389282,0.535392165184021,0.22950075566768646,0.03782717138528824,0.28720423579216003,0.4972836375236511,0.36524343490600586,0.2928321957588196,0.4239959120750427,0.535392165184021,0.2912805676460266,0.03782717138528824,0.28720423579216003,0.29463258385658264
the,0.5003893971443176,0.32504433393478394,1.0,0.2820442318916321,-0.01540423184633255,0.21719126403331757,0.4248143136501312,0.457212895154953,0.20617792010307312,0.4223487675189972,1.0,0.2195289433002472,-0.01540423184633255,0.21719126403331757,0.22068053483963013
patient,0.20016412436962128,0.2917565107345581,0.2195289433002472,0.46968910098075867,-0.07155405730009079,0.2361041158437729,0.2990906238555908,0.1778835952281952,0.1418306529521942,0.2506621479988098,0.2195289433002472,1.0000001192092896,-0.07155405730009079,0.2361041158437729,0.24355199933052063
.,0.41390106081962585,0.27493223547935486,0.5934505462646484,0.22361043095588684,-0.003708066651597619,0.3423091471195221,0.4383580684661865,0.4549728035926819,0.2874327600002289,0.4446153938770294,0.5934505462646484,0.22164101898670197,-0.003708066651597619,0.3423091471195221,0.4130953550338745
