,in,what,year,did,roger,goodell,call,super,bowl,50,'an,important,game,for,us,as,a,league,',?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1998666524887085,0.2954566180706024,0.26640447974205017,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2042166292667389,0.39348116517066956,0.285271555185318,0.4739971458911896,0.25727739930152893,0.48381632566452026,0.5829201340675354,0.2724147439002991,0.474788099527359,0.22068053483963013
league,0.22963495552539825,0.16616638004779816,0.20387181639671326,0.17557655274868011,0.1720457822084427,0.2768418490886688,0.1716781109571457,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.17677533626556396,0.18639467656612396,0.3045117259025574,0.26433616876602173,0.17080022394657135,0.1659073382616043,0.17562834918498993,1.0000001192092896,0.16685627400875092,0.15941482782363892
planned,0.2658644914627075,0.21141068637371063,0.1802033931016922,0.3708326518535614,0.10174563527107239,0.16590255498886108,0.17421193420886993,0.17853780090808868,0.08377405256032944,0.07631795853376389,0.12948958575725555,0.12631328403949738,0.21595211327075958,0.21071262657642365,0.17674916982650757,0.19086168706417084,0.23569394648075104,0.13655230402946472,0.2277860790491104,0.16188396513462067
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.16690795123577118,0.217975452542305,0.27641981840133667,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.16093815863132477,0.30913278460502625,0.2540906071662903,0.4451248347759247,0.2928973436355591,0.42092081904411316,0.45503583550453186,0.18720030784606934,0.34544456005096436,0.29463258385658264
make,0.268858402967453,0.3792211413383484,0.12837903201580048,0.3602050840854645,0.07139068841934204,0.17941296100616455,0.32051756978034973,0.1708221435546875,0.1729167103767395,0.06736696511507034,0.10161639004945755,0.3184412121772766,0.191360205411911,0.386745423078537,0.2402772307395935,0.3324085772037506,0.34303420782089233,0.12700673937797546,0.2516511380672455,0.28314751386642456
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1998666524887085,0.2954566180706024,0.26640447974205017,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2042166292667389,0.39348116517066956,0.285271555185318,0.4739971458911896,0.25727739930152893,0.48381632566452026,0.5829201340675354,0.2724147439002991,0.474788099527359,0.22068053483963013
50th,0.11835864186286926,0.08142440766096115,0.18765272200107574,0.04507705196738243,-0.014887803234159946,0.0952029675245285,0.02808169275522232,0.14578431844711304,0.10496746003627777,-0.014330796897411346,0.151615709066391,0.1049063429236412,0.07862702757120132,0.07924925535917282,0.11785663664340973,0.07544080913066864,0.12353889644145966,0.10506757348775864,0.07407621294260025,0.004919986240565777
super,0.18576006591320038,0.13651713728904724,0.20762673020362854,0.16038043797016144,0.1611955761909485,0.22485686838626862,0.16256055235862732,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.11744048446416855,0.10205074399709702,0.3480181396007538,0.22938419878482819,0.1514306664466858,0.21450649201869965,0.26005712151527405,0.37144264578819275,0.17380782961845398,0.166326642036438
bowl,0.17236235737800598,0.15942467749118805,0.22878921031951904,0.18569406867027283,0.1433940976858139,0.2514421343803406,0.04397061839699745,0.4848237931728363,1.0,0.005446359980851412,0.08998379111289978,0.11682874709367752,0.2413962334394455,0.24430087208747864,0.125444233417511,0.14539222419261932,0.19533146917819977,0.3365440368652344,0.10706733912229538,0.21118052303791046
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,-0.014167015440762043,-0.12794704735279083,0.11138522624969482,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.11545882374048233,0.12753228843212128,-0.06292625516653061,0.01270448137074709,0.01951291412115097,0.03910288214683533,0.07272057235240936,0.03209106624126434,0.0022648978047072887,0.0685480609536171
spectacular,0.26685625314712524,0.2168264091014862,0.18459247052669525,0.20057879388332367,0.1301741600036621,0.2571769058704376,0.10730718076229095,0.20316950976848602,0.19099116325378418,-0.02760523185133934,0.07592754065990448,0.2445591390132904,0.2708473801612854,0.25304871797561646,0.09567493200302124,0.2058294266462326,0.27283763885498047,0.1388787478208542,0.1769881546497345,0.14826124906539917
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.003441191976889968,0.07086741179227829,-0.01835283823311329,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.032416291534900665,0.03843875601887703,0.07443881779909134,-0.04479556903243065,-0.05206549912691116,0.006628023460507393,0.04890415817499161,-0.040509432554244995,0.05904744192957878,0.018684765323996544
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.20353803038597107,0.32750290632247925,0.237839937210083,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1753048598766327,0.37549954652786255,0.25192898511886597,0.5064792633056641,0.25715014338493347,0.49487000703811646,0.3739250600337982,0.211333766579628,0.3053182065486908,0.20544172823429108
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.1228225976228714,0.24923716485500336,0.2914465367794037,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.16773274540901184,0.3865286409854889,0.27499276399612427,0.4137635827064514,0.282404363155365,0.4735107421875,0.47537946701049805,0.17157399654388428,0.3494868278503418,0.32716336846351624
it,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.1760876625776291,0.19893643260002136,0.21226534247398376,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.10862638056278229,0.31749022006988525,0.23708535730838776,0.32171204686164856,0.28048714995384216,0.4461488723754883,0.5452592968940735,0.1834152340888977,0.5141429305076599,0.25732165575027466
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.6268245577812195,0.13326995074748993,0.21928122639656067,0.2709020972251892,0.16404198110103607,0.17156143486499786,0.05957036092877388,0.16404980421066284,0.23083971440792084,0.20549730956554413,0.39877474308013916,0.30914580821990967,0.3824005722999573,0.398599237203598,0.15430445969104767,0.23268723487854004,0.37178951501846313
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.22657383978366852,0.09867391735315323,0.17473284900188446,0.26608726382255554,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.16558389365673065,0.2492702454328537,0.24152140319347382,0.3801851272583008,0.24659982323646545,0.5230465531349182,0.39883795380592346,0.1451711356639862,0.2717236876487732,0.3324260413646698
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,-0.014167015440762043,-0.12794704735279083,0.11138522624969482,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.11545882374048233,0.12753228843212128,-0.06292625516653061,0.01270448137074709,0.01951291412115097,0.03910288214683533,0.07272057235240936,0.03209106624126434,0.0022648978047072887,0.0685480609536171
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.12185677886009216,0.2664170563220978,0.1605527549982071,0.09755856543779373,0.13908697664737701,0.02188069000840187,0.22875848412513733,0.2662794589996338,0.16604416072368622,0.3236706852912903,0.1722210943698883,0.37218472361564636,0.44552403688430786,0.1228543370962143,0.36139753460884094,0.19793890416622162
important,0.3796374499797821,0.31164905428886414,0.15453378856182098,0.22188524901866913,0.14276210963726044,0.13641658425331116,0.18571747839450836,0.10205074399709702,0.11682874709367752,-0.0009842811850830913,0.13234259188175201,1.0000001192092896,0.1870519071817398,0.3458578288555145,0.18796388804912567,0.2693694233894348,0.2963852882385254,0.18639467656612396,0.2114408314228058,0.17812499403953552
game,0.23986028134822845,0.2246788740158081,0.24385766685009003,0.19789010286331177,0.1911574751138687,0.23549653589725494,0.2006632536649704,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1574447602033615,0.1870519071817398,0.9999998807907104,0.2608485519886017,0.19386646151542664,0.18194591999053955,0.23211604356765747,0.3045117259025574,0.18312206864356995,0.1829071193933487
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.202398419380188,0.2673582136631012,0.272861123085022,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.1389276534318924,0.3458578288555145,0.2608485519886017,0.9999999403953552,0.26768606901168823,0.44774648547172546,0.44038116931915283,0.26433616876602173,0.31184524297714233,0.264628142118454
us,0.19746538996696472,0.32081687450408936,0.17973962426185608,0.23250600695610046,0.10898207873106003,0.2294151484966278,0.16394245624542236,0.1514306664466858,0.125444233417511,-0.075945183634758,0.09370840340852737,0.18796388804912567,0.19386646151542664,0.26768606901168823,1.0000001192092896,0.1875484585762024,0.1862444281578064,0.17080022394657135,0.17951367795467377,0.2742428481578827
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.1688738912343979,0.31536251306533813,0.2785561680793762,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.2801770269870758,0.2693694233894348,0.18194591999053955,0.44774648547172546,0.1875484585762024,1.0,0.39550232887268066,0.1659073382616043,0.41391023993492126,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.20693595707416534,0.2894425094127655,0.2774817645549774,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.1797483265399933,0.2963852882385254,0.23211604356765747,0.44038116931915283,0.1862444281578064,0.39550232887268066,1.0,0.17562834918498993,0.48837921023368835,0.23916715383529663
league,0.22963495552539825,0.16616638004779816,0.20387181639671326,0.17557655274868011,0.1720457822084427,0.2768418490886688,0.1716781109571457,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.17677533626556396,0.18639467656612396,0.3045117259025574,0.26433616876602173,0.17080022394657135,0.1659073382616043,0.17562834918498993,1.0000001192092896,0.16685627400875092,0.15941482782363892
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.003441191976889968,0.07086741179227829,-0.01835283823311329,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.032416291534900665,0.03843875601887703,0.07443881779909134,-0.04479556903243065,-0.05206549912691116,0.006628023460507393,0.04890415817499161,-0.040509432554244995,0.05904744192957878,0.018684765323996544
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2322678565979004,0.324575275182724,0.2601918876171112,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.18496745824813843,0.33938494324684143,0.2581658959388733,0.4726039469242096,0.3162994682788849,0.515582263469696,0.50484299659729,0.29573896527290344,0.4806240200996399,0.4130953550338745
