,who,developed,the,2007,imaging,campaign,for,abc,?
in,0.2792111933231354,0.2498214840888977,0.6662389636039734,-0.2201838344335556,0.20635999739170074,0.2438942790031433,0.4322226941585541,0.1697147786617279,0.20430970191955566
particular,0.304595410823822,0.27904704213142395,0.4066357910633087,-0.09287993609905243,0.23044201731681824,0.15872281789779663,0.3931528329849243,0.12990683317184448,0.2741454839706421
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,-0.24049624800682068,0.1535363644361496,0.18021923303604126,0.4464869201183319,0.2097204476594925,0.31091248989105225
using,0.24094825983047485,0.2976972460746765,0.28364112973213196,0.010556585155427456,0.36707744002342224,0.14585374295711517,0.3806014060974121,0.1571076661348343,0.2804589569568634
a,0.36608949303627014,0.286296546459198,0.5829201340675354,-0.06548836827278137,0.2354508936405182,0.20502153038978577,0.44038116931915283,0.21331243216991425,0.23916715383529663
system,0.1550477296113968,0.3349688947200775,0.3233085572719574,0.0008722587372176349,0.21427379548549652,0.12356625497341156,0.2630598843097687,0.18915626406669617,0.15556083619594574
of,0.2827862501144409,0.21960023045539856,0.733189046382904,-0.21244128048419952,0.2478860467672348,0.23278115689754486,0.4185989499092102,0.14607268571853638,0.1826142966747284
icons,0.18932922184467316,0.123042531311512,0.2446059137582779,-0.14864827692508698,0.23040445148944855,0.1233440414071083,0.23307403922080994,0.22498074173927307,0.26966553926467896
representing,0.15551713109016418,0.12936405837535858,0.35762789845466614,-0.15227660536766052,0.26557978987693787,0.14100949466228485,0.32728907465934753,0.17056480050086975,0.10637413710355759
different,0.27202165126800537,0.3369370996952057,0.36412742733955383,-0.051595114171504974,0.238524928689003,0.03315948694944382,0.34825223684310913,0.17467725276947021,0.24476227164268494
devices,0.23719681799411774,0.2408635914325714,0.2281099557876587,0.09795728325843811,0.4656074047088623,0.1791776567697525,0.2581363916397095,0.11751861125230789,0.10574188083410263
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,-0.24049624800682068,0.1535363644361496,0.18021923303604126,0.4464869201183319,0.2097204476594925,0.31091248989105225
such,0.2594927251338959,0.2899717092514038,0.3575236201286316,-0.01432243175804615,0.3143567442893982,0.13653714954853058,0.36098620295524597,0.12735801935195923,0.17851735651493073
as,0.3923053741455078,0.21440666913986206,0.48381632566452026,-0.13822752237319946,0.1905869096517563,0.22211018204689026,0.44774648547172546,0.2286096066236496,0.27043893933296204
television,0.2515988349914551,0.09710432589054108,0.24569597840309143,-0.10792902112007141,0.25351643562316895,0.17252661287784576,0.27045196294784546,0.46871840953826904,0.16825827956199646
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,-0.24049624800682068,0.1535363644361496,0.18021923303604126,0.4464869201183319,0.2097204476594925,0.31091248989105225
computers,0.24158135056495667,0.27072766423225403,0.19305875897407532,-0.006631835363805294,0.42238137125968933,0.10100772976875305,0.26595377922058105,0.1941423863172531,0.22440722584724426
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,-0.2391151487827301,0.2447846680879593,0.20802859961986542,0.5064792633056641,0.16453155875205994,0.20544172823429108
mobile,0.13817812502384186,0.18904881179332733,0.22962960600852966,-0.011990521103143692,0.28042280673980713,0.11715570837259293,0.1831681877374649,0.1389712542295456,0.15319456160068512
devices,0.23719681799411774,0.2408635914325714,0.2281099557876587,0.09795728325843811,0.4656074047088623,0.1791776567697525,0.2581363916397095,0.11751861125230789,0.10574188083410263
),0.2457384318113327,0.12915340065956116,0.3456730246543884,-0.1307118982076645,0.12324066460132599,0.10647399723529816,0.3639558255672455,0.18381085991859436,0.42300865054130554
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,-0.24049624800682068,0.1535363644361496,0.18021923303604126,0.4464869201183319,0.2097204476594925,0.31091248989105225
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,-0.2391151487827301,0.2447846680879593,0.20802859961986542,0.5064792633056641,0.16453155875205994,0.20544172823429108
``,0.02397952415049076,0.007079461123794317,0.029072100296616554,0.041756823658943176,-0.06427545845508575,0.023346159607172012,0.01270448137074709,-0.04806871339678764,0.0685480609536171
simplify,0.1922687590122223,0.22441524267196655,0.21066032350063324,-0.1063927635550499,0.2639533281326294,0.11307815462350845,0.273042768239975,0.1464962512254715,0.4334213137626648
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,-0.2391151487827301,0.2447846680879593,0.20802859961986542,0.5064792633056641,0.16453155875205994,0.20544172823429108
bring,0.27226024866104126,0.13245871663093567,0.31620702147483826,-0.1467171311378479,0.18510115146636963,0.2302389293909073,0.28238824009895325,0.14269956946372986,0.250621497631073
a,0.36608949303627014,0.286296546459198,0.5829201340675354,-0.06548836827278137,0.2354508936405182,0.20502153038978577,0.44038116931915283,0.21331243216991425,0.23916715383529663
lot,0.2805033028125763,0.22862473130226135,0.3371950089931488,-0.11636044085025787,0.1508123278617859,0.16077063977718353,0.29954424500465393,0.10309748351573944,0.219394251704216
more,0.31567877531051636,0.2290286272764206,0.39758381247520447,-0.11732427775859833,0.21488696336746216,0.17790749669075012,0.3891189992427826,0.12424832582473755,0.27894994616508484
consistency,0.15074899792671204,0.2257053703069687,0.2339327484369278,-0.008212699554860592,0.24235783517360687,0.16557857394218445,0.35396310687065125,0.15080539882183075,0.256796270608902
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,-0.2391151487827301,0.2447846680879593,0.20802859961986542,0.5064792633056641,0.16453155875205994,0.20544172823429108
continuity,0.16118934750556946,0.23708538711071014,0.376081258058548,-0.20605382323265076,0.30846911668777466,0.16748225688934326,0.2905512750148773,0.2217000126838684,0.19418713450431824
to,0.42656609416007996,0.19491806626319885,0.535392165184021,-0.1738293468952179,0.17666667699813843,0.24738837778568268,0.4451248347759247,0.1762417107820511,0.29463258385658264
the,0.3733934462070465,0.24490751326084137,1.0,-0.23657195270061493,0.19243761897087097,0.2755736708641052,0.4739971458911896,0.2068762183189392,0.22068053483963013
visual,0.16649027168750763,0.22673095762729645,0.25769078731536865,0.051771800965070724,0.36377620697021484,0.1148558035492897,0.2782757580280304,0.047460827976465225,0.15138444304466248
representation,0.12835323810577393,0.2441985011100769,0.31528738141059875,-0.07516299188137054,0.3695261478424072,0.13883742690086365,0.3219805955886841,0.1681428849697113,0.14047172665596008
of,0.2827862501144409,0.21960023045539856,0.733189046382904,-0.21244128048419952,0.2478860467672348,0.23278115689754486,0.4185989499092102,0.14607268571853638,0.1826142966747284
abc,0.14673753082752228,0.11176540702581406,0.2068762183189392,-0.09789758175611496,0.09563563019037247,0.17480497062206268,0.22510288655757904,1.0000001192092896,0.19065172970294952
'',0.024401003494858742,-0.01097940281033516,0.041273195296525955,-0.002170342719182372,0.10140208154916763,-0.09677082300186157,-0.04479556903243065,-0.05768610164523125,0.018684765323996544
.,0.3541337847709656,0.2569568455219269,0.5934505462646484,-0.216732457280159,0.1650768369436264,0.23225265741348267,0.4726039469242096,0.2567209303379059,0.4130953550338745
