,what,type,of,immune,cells,help,to,destroy,abnormal,cells,in,tumors,?
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2541976273059845,0.26320719718933105,0.46191298961639404,1.0,0.3207848370075226,0.24547521770000458,0.26320719718933105,0.45010748505592346,0.233868807554245,0.29463258385658264
destroy,0.24247540533542633,0.19041834771633148,0.24830657243728638,0.2838134467601776,0.24425821006298065,0.3840963542461395,0.3207848370075226,0.9999998807907104,0.24590718746185303,0.24425821006298065,0.2346177101135254,0.1842450648546219,0.1295877993106842
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21364226937294006,0.19095487892627716,0.30064165592193604,0.535392165184021,0.29802682995796204,0.25143370032310486,0.19095487892627716,0.6662389636039734,0.25303611159324646,0.22068053483963013
abnormal,0.32353654503822327,0.24508142471313477,0.2538740932941437,0.41391709446907043,0.43978986144065857,0.2292136400938034,0.24547521770000458,0.24590718746185303,0.9999998807907104,0.43978986144065857,0.24559643864631653,0.5741731524467468,0.1683124601840973
cells,0.1758001297712326,0.2162136286497116,0.21305565536022186,0.5300963521003723,1.0,0.21989507973194122,0.26320719718933105,0.24425821006298065,0.43978986144065857,1.0,0.1711641103029251,0.5030745267868042,0.1898086667060852
using,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.18896368145942688,0.2543039619922638,0.33053669333457947,0.3678804934024811,0.2141427844762802,0.2718794643878937,0.2543039619922638,0.2717311978340149,0.21697105467319489,0.2804589569568634
killer,0.1868809163570404,0.13201098144054413,0.18559542298316956,0.22828464210033417,0.2414173036813736,0.23740586638450623,0.18099956214427948,0.27967074513435364,0.22448843717575073,0.2414173036813736,0.155324324965477,0.20138216018676758,0.13010363280773163
t,0.37454068660736084,0.2279110997915268,0.14617829024791718,0.24755755066871643,0.25527921319007874,0.26672595739364624,0.30417174100875854,0.21615247428417206,0.21882173418998718,0.25527921319007874,0.1924382597208023,0.16999156773090363,0.4954066574573517
cells,0.1758001297712326,0.2162136286497116,0.21305565536022186,0.5300963521003723,1.0,0.21989507973194122,0.26320719718933105,0.24425821006298065,0.43978986144065857,1.0,0.1711641103029251,0.5030745267868042,0.1898086667060852
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.15102852880954742,0.20582014322280884,0.2855570912361145,0.44245919585227966,0.2371576875448227,0.21531926095485687,0.20582014322280884,0.5201468467712402,0.27506208419799805,0.31091248989105225
sometimes,0.34229418635368347,0.29955020546913147,0.296434611082077,0.21842864155769348,0.2148815393447876,0.24269463121891022,0.4055429697036743,0.1956024169921875,0.3698555827140808,0.2148815393447876,0.31462913751602173,0.20465189218521118,0.1751544177532196
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.20084229111671448,0.2187740057706833,0.32894450426101685,0.4239959120750427,0.21885883808135986,0.23408474028110504,0.2187740057706833,0.4080928862094879,0.21587292850017548,0.2433311939239502
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21364226937294006,0.19095487892627716,0.30064165592193604,0.535392165184021,0.29802682995796204,0.25143370032310486,0.19095487892627716,0.6662389636039734,0.25303611159324646,0.22068053483963013
assistance,0.21387380361557007,0.08496265113353729,0.17943856120109558,0.18927349150180817,0.14633232355117798,0.48573943972587585,0.30718302726745605,0.23043783009052277,0.059090446680784225,0.14633232355117798,0.14137481153011322,0.12867918610572815,0.14602699875831604
of,0.33290785551071167,0.18112817406654358,1.0,0.16620753705501556,0.21305565536022186,0.22745388746261597,0.41548454761505127,0.24830657243728638,0.2538740932941437,0.21305565536022186,0.5696388483047485,0.28337860107421875,0.1826142966747284
helper,0.24017302691936493,0.13279050588607788,0.1962171345949173,0.2750261127948761,0.2926276922225952,0.5043534636497498,0.3275086283683777,0.24333405494689941,0.22888033092021942,0.2926276922225952,0.21462301909923553,0.22210179269313812,0.2250194549560547
t,0.37454068660736084,0.2279110997915268,0.14617829024791718,0.24755755066871643,0.25527921319007874,0.26672595739364624,0.30417174100875854,0.21615247428417206,0.21882173418998718,0.25527921319007874,0.1924382597208023,0.16999156773090363,0.4954066574573517
cells,0.1758001297712326,0.2162136286497116,0.21305565536022186,0.5300963521003723,1.0,0.21989507973194122,0.26320719718933105,0.24425821006298065,0.43978986144065857,1.0,0.1711641103029251,0.5030745267868042,0.1898086667060852
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.18267881870269775,0.2868211269378662,0.32205137610435486,0.4645031690597534,0.2516990303993225,0.21422405540943146,0.2868211269378662,0.5591574311256409,0.24799641966819763,0.4130953550338745
