,who,has,expressed,distaste,for,the,canonicity,of,doctor,who,stories,by,other,media,?
no,0.19753101468086243,0.2747333347797394,0.20756469666957855,0.2109576016664505,0.306581974029541,0.3461136817932129,0.2249593585729599,0.24809792637825012,0.13980649411678314,0.19753101468086243,0.1547611653804779,0.15267254412174225,0.2820347249507904,0.15073616802692413,0.32165053486824036
position,0.2597297430038452,0.15836702287197113,0.27800121903419495,0.242887482047081,0.27123650908470154,0.3183514177799225,0.17927680909633636,0.23636478185653687,0.09907162189483643,0.2597297430038452,0.034915026277303696,0.1652236133813858,0.2188711017370224,0.1277720183134079,0.15529610216617584
on,0.2340552806854248,0.34604379534721375,0.1370905190706253,0.13840679824352264,0.36199691891670227,0.5107308030128479,0.16533827781677246,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.19654057919979095,0.33887791633605957,0.3410046398639679,0.19591841101646423,0.2714994251728058
the,0.3733934462070465,0.4177538752555847,0.25207287073135376,0.2536308467388153,0.4739971458911896,1.0,0.3183150291442871,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2397296130657196,0.4408751428127289,0.44152235984802246,0.19221965968608856,0.22068053483963013
canonicity,0.3269948959350586,0.20033501088619232,0.30662256479263306,0.2568031847476959,0.22174793481826782,0.3183150291442871,1.0,0.3165595531463623,0.2597002387046814,0.3269948959350586,0.29192981123924255,0.25721555948257446,0.28753969073295593,0.20445717871189117,0.33589082956314087
of,0.2827862501144409,0.3909035325050354,0.2687252461910248,0.24166637659072876,0.4185989499092102,0.733189046382904,0.3165595531463623,1.0,0.16895952820777893,0.2827862501144409,0.2577437460422516,0.3646814823150635,0.38583824038505554,0.19700391590595245,0.1826142966747284
any,0.29236510396003723,0.3449929356575012,0.3105599582195282,0.28803932666778564,0.3944643437862396,0.4525727927684784,0.31857460737228394,0.3769088089466095,0.20714381337165833,0.29236510396003723,0.15475577116012573,0.2681882679462433,0.5120068788528442,0.22368375957012177,0.4113408327102661
of,0.2827862501144409,0.3909035325050354,0.2687252461910248,0.24166637659072876,0.4185989499092102,0.733189046382904,0.3165595531463623,1.0,0.16895952820777893,0.2827862501144409,0.2577437460422516,0.3646814823150635,0.38583824038505554,0.19700391590595245,0.1826142966747284
such,0.2594927251338959,0.26101309061050415,0.2159341722726822,0.2711845934391022,0.36098620295524597,0.3575236201286316,0.22721104323863983,0.3209529519081116,0.1368570774793625,0.2594927251338959,0.22238491475582123,0.2736194431781769,0.6041211485862732,0.18278858065605164,0.17851735651493073
stories,0.3021683990955353,0.1521075963973999,0.17118212580680847,0.19858279824256897,0.19391687214374542,0.2397296130657196,0.29192981123924255,0.2577437460422516,0.20147667825222015,0.3021683990955353,1.0000001192092896,0.2035069465637207,0.2909756004810333,0.26650694012641907,0.20536305010318756
",",0.3365725874900818,0.3734780251979828,0.24414940178394318,0.25351136922836304,0.4464869201183319,0.4933079481124878,0.3462478816509247,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.22120293974876404,0.3680937886238098,0.4446498453617096,0.23135341703891754,0.31091248989105225
and,0.41279885172843933,0.43716782331466675,0.24103379249572754,0.2643411159515381,0.5064792633056641,0.5171257257461548,0.2690768241882324,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.2888988256454468,0.4289871156215668,0.5504306554794312,0.28782835602760315,0.20544172823429108
producers,0.17970997095108032,0.1381128877401352,0.1610940843820572,0.20845264196395874,0.14814059436321259,0.23758956789970398,0.18311573565006256,0.131597638130188,0.16961602866649628,0.17970997095108032,0.17784015834331512,0.2951318025588989,0.26260995864868164,0.19634410738945007,0.15943901240825653
of,0.2827862501144409,0.3909035325050354,0.2687252461910248,0.24166637659072876,0.4185989499092102,0.733189046382904,0.3165595531463623,1.0,0.16895952820777893,0.2827862501144409,0.2577437460422516,0.3646814823150635,0.38583824038505554,0.19700391590595245,0.1826142966747284
the,0.3733934462070465,0.4177538752555847,0.25207287073135376,0.2536308467388153,0.4739971458911896,1.0,0.3183150291442871,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2397296130657196,0.4408751428127289,0.44152235984802246,0.19221965968608856,0.22068053483963013
show,0.2095358669757843,0.2685723900794983,0.2369401603937149,0.176645889878273,0.3141973614692688,0.319829523563385,0.20332500338554382,0.21383242309093475,0.2094513326883316,0.2095358669757843,0.2451198399066925,0.2779667377471924,0.2846641540527344,0.2275509089231491,0.2520138621330261
have,0.39246654510498047,0.6353569626808167,0.2434452623128891,0.32704463601112366,0.41175219416618347,0.40389683842658997,0.27503183484077454,0.3802283704280853,0.17649078369140625,0.39246654510498047,0.26907452940940857,0.3359639644622803,0.559082567691803,0.2075749784708023,0.32991164922714233
expressed,0.20309218764305115,0.19016686081886292,1.0000001192092896,0.2958061397075653,0.29098325967788696,0.25207287073135376,0.30662256479263306,0.2687252461910248,0.10548917949199677,0.20309218764305115,0.17118212580680847,0.26528993248939514,0.20427915453910828,0.18241149187088013,0.17175263166427612
distaste,0.1532209813594818,0.16178233921527863,0.2958061397075653,1.0000001192092896,0.15372151136398315,0.2536308467388153,0.2568031847476959,0.24166637659072876,0.16260983049869537,0.1532209813594818,0.19858279824256897,0.18331989645957947,0.31403791904449463,0.13650156557559967,0.14896944165229797
for,0.37110671401023865,0.450642853975296,0.29098325967788696,0.15372151136398315,0.9999999403953552,0.4739971458911896,0.22174793481826782,0.4185989499092102,0.1556548923254013,0.37110671401023865,0.19391687214374542,0.3248702883720398,0.3273986279964447,0.2442343533039093,0.264628142118454
the,0.3733934462070465,0.4177538752555847,0.25207287073135376,0.2536308467388153,0.4739971458911896,1.0,0.3183150291442871,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2397296130657196,0.4408751428127289,0.44152235984802246,0.19221965968608856,0.22068053483963013
idea,0.3689709007740021,0.18297205865383148,0.30929550528526306,0.2679298520088196,0.26828616857528687,0.2839161455631256,0.2960831820964813,0.2342950403690338,0.1660250574350357,0.3689709007740021,0.2248132824897766,0.2571745216846466,0.2856239676475525,0.17233416438102722,0.2952161729335785
.,0.3541337847709656,0.4105546176433563,0.24293068051338196,0.21210713684558868,0.4726039469242096,0.5934505462646484,0.298929363489151,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.23087488114833832,0.3936232924461365,0.41511186957359314,0.2313707321882248,0.4130953550338745
