,when,did,oxygen,begin,to,move,from,the,oceans,to,the,atmosphere,?
outgas,0.2929045557975769,0.24532099068164825,0.33528903126716614,0.1693335324525833,0.34155842661857605,0.25084608793258667,0.2697257399559021,0.2851409614086151,0.29005521535873413,0.34155842661857605,0.2851409614086151,0.347423791885376,0.2819617688655853
from,0.405669629573822,0.20248863101005554,0.23457925021648407,0.2698803246021271,0.4069952368736267,0.23929353058338165,1.0,0.40150508284568787,0.16434606909751892,0.4069952368736267,0.40150508284568787,0.20540107786655426,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.20428593456745148,0.34293439984321594,0.535392165184021,0.29817628860473633,0.40150508284568787,1.0,0.2614276707172394,0.535392165184021,1.0,0.24429655075073242,0.22068053483963013
oceans,0.24157823622226715,0.13096754252910614,0.39005953073501587,0.13073334097862244,0.2851090431213379,0.16687968373298645,0.16434606909751892,0.2614276707172394,1.0,0.2851090431213379,0.2614276707172394,0.4957384169101715,0.16026286780834198
3–2.7,0.10665974766016006,0.13680274784564972,0.003078505164012313,0.1071770191192627,0.15195055305957794,0.0460587739944458,0.13186241686344147,0.18755973875522614,0.1010802835226059,0.15195055305957794,0.18755973875522614,-0.04547540843486786,0.047128040343523026
billion,0.17189708352088928,0.1482735127210617,0.2597910165786743,0.1285371035337448,0.2046312391757965,0.1635006219148636,0.18705260753631592,0.2162325382232666,0.28414633870124817,0.2046312391757965,0.2162325382232666,0.24069425463676453,0.25791820883750916
years,0.3409145474433899,0.2695724070072174,0.19261223077774048,0.23470360040664673,0.23891852796077728,0.1417039930820465,0.31063511967658997,0.2912273406982422,0.20782211422920227,0.23891852796077728,0.2912273406982422,0.20980851352214813,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,0.2424188107252121,0.12227606028318405,0.2610180675983429,0.18552860617637634,0.27087220549583435,0.23063679039478302,0.2878154516220093,0.2610180675983429,0.23063679039478302,0.24984849989414215,0.2202194780111313
",",0.36674630641937256,0.3015086054801941,0.21812842786312103,0.27304404973983765,0.44245919585227966,0.25767531991004944,0.39760664105415344,0.4933079481124878,0.27603986859321594,0.44245919585227966,0.4933079481124878,0.26560261845588684,0.31091248989105225
reaching,0.2850120961666107,0.2354024350643158,0.21299006044864655,0.2622828781604767,0.3080388903617859,0.24735674262046814,0.23254083096981049,0.3691650927066803,0.28080984950065613,0.3080388903617859,0.3691650927066803,0.2376326322555542,0.13075216114521027
10,0.057211097329854965,0.1914099007844925,-0.010551653802394867,0.05757668986916542,0.18753696978092194,0.0810106173157692,0.16251149773597717,0.2880653440952301,0.09654050320386887,0.18753696978092194,0.2880653440952301,0.02752726525068283,0.022911956533789635
%,0.1723080277442932,0.1450016051530838,0.25139331817626953,0.08634915202856064,0.18513022363185883,0.1586707979440689,0.21054168045520782,0.21490740776062012,0.19724971055984497,0.18513022363185883,0.21490740776062012,0.2000538408756256,0.21441808342933655
of,0.3757161796092987,0.2513895630836487,0.16848602890968323,0.24830074608325958,0.41548454761505127,0.19058799743652344,0.4249346852302551,0.733189046382904,0.24379432201385498,0.41548454761505127,0.733189046382904,0.1981431096792221,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.23293741047382355,0.20967066287994385,0.3691340684890747,0.20699678361415863,0.32706040143966675,0.559237003326416,0.2218756079673767,0.3691340684890747,0.559237003326416,0.22483336925506592,0.15103481709957123
present,0.20709340274333954,0.1261267513036728,0.1954377293586731,0.185783252120018,0.2453051209449768,0.19019417464733124,0.20334279537200928,0.2829846143722534,0.17045260965824127,0.2453051209449768,0.2829846143722534,0.11919814348220825,0.21759982407093048
level,0.2500830292701721,0.1976850926876068,0.2173268347978592,0.11145644634962082,0.2976585030555725,0.13855141401290894,0.20225347578525543,0.31442487239837646,0.2418324500322342,0.2976585030555725,0.31442487239837646,0.23954588174819946,0.20528386533260345
around,0.39192935824394226,0.1658935695886612,0.237879678606987,0.3215760290622711,0.3591267168521881,0.2640719413757324,0.3577364683151245,0.40085816383361816,0.3312075734138489,0.3591267168521881,0.40085816383361816,0.28088799118995667,0.14729668200016022
1.7,0.11293400824069977,0.14247378706932068,0.1334911733865738,0.04891375079751015,0.12316110730171204,0.03025181032717228,0.059542637318372726,0.05766552686691284,-0.00938427820801735,0.12316110730171204,0.05766552686691284,0.05614014342427254,0.13580046594142914
billion,0.17189708352088928,0.1482735127210617,0.2597910165786743,0.1285371035337448,0.2046312391757965,0.1635006219148636,0.18705260753631592,0.2162325382232666,0.28414633870124817,0.2046312391757965,0.2162325382232666,0.24069425463676453,0.25791820883750916
years,0.3409145474433899,0.2695724070072174,0.19261223077774048,0.23470360040664673,0.23891852796077728,0.1417039930820465,0.31063511967658997,0.2912273406982422,0.20782211422920227,0.23891852796077728,0.2912273406982422,0.20980851352214813,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,0.2424188107252121,0.12227606028318405,0.2610180675983429,0.18552860617637634,0.27087220549583435,0.23063679039478302,0.2878154516220093,0.2610180675983429,0.23063679039478302,0.24984849989414215,0.2202194780111313
.,0.475719153881073,0.35288307070732117,0.2554275095462799,0.24827922880649567,0.4645031690597534,0.31650546193122864,0.41536515951156616,0.5934505462646484,0.26619023084640503,0.4645031690597534,0.5934505462646484,0.202870711684227,0.4130953550338745
