,who,ran,for,a,carolina,touchdown,to,make,the,score,10–7,?
with,0.3282766342163086,0.13531996309757233,0.39140474796295166,0.3783375024795532,0.1565731316804886,0.20674201846122742,0.4239959120750427,0.39503780007362366,0.4223487675189972,0.1785384863615036,0.22094625234603882,0.2433311939239502
a,0.36608949303627014,0.26671481132507324,0.44038116931915283,1.0,0.1979188621044159,0.22309942543506622,0.45503583550453186,0.34303420782089233,0.5829201340675354,0.19997252523899078,0.18077020347118378,0.23916715383529663
1-yard,0.27700075507164,0.25361743569374084,0.252498596906662,0.2793872654438019,0.14568208158016205,0.3804176151752472,0.2238757312297821,0.18271639943122864,0.2968893349170685,0.23600172996520996,0.02270030789077282,0.1193876713514328
touchdown,0.13768897950649261,0.19327321648597717,0.26143357157707214,0.22309942543506622,0.2872190773487091,0.9999999403953552,0.20744045078754425,0.12422988563776016,0.1805710643529892,0.3739069998264313,0.09626159071922302,0.12741123139858246
run,0.2372417002916336,0.5550625920295715,0.27206581830978394,0.2607046067714691,0.1312829703092575,0.2337142378091812,0.2691870927810669,0.2776685953140259,0.27883726358413696,0.21920634806156158,0.07691922038793564,0.17904110252857208
",",0.3365725874900818,0.22539734840393066,0.4464869201183319,0.427140474319458,0.2566046118736267,0.2072077840566635,0.44245919585227966,0.324553906917572,0.4933079481124878,0.16025088727474213,0.11836666613817215,0.31091248989105225
cutting,0.15921923518180847,0.19641222059726715,0.3118418753147125,0.23154695332050323,0.1464405655860901,0.20357181131839752,0.20910726487636566,0.2912021577358246,0.2671166658401489,0.13379888236522675,0.20572486519813538,0.07885761559009552
the,0.3733934462070465,0.28357353806495667,0.4739971458911896,0.5829201340675354,0.24749229848384857,0.1805710643529892,0.535392165184021,0.3146495521068573,1.0,0.2042495757341385,0.13784216344356537,0.22068053483963013
score,0.1809227615594864,0.1113700419664383,0.19645971059799194,0.19997252523899078,0.1318756490945816,0.3739069998264313,0.18782086670398712,0.16786088049411774,0.2042495757341385,1.0,0.04668186604976654,0.199510395526886
to,0.42656609416007996,0.23770277202129364,0.4451248347759247,0.45503583550453186,0.23296888172626495,0.20744045078754425,1.0,0.497876912355423,0.535392165184021,0.18782086670398712,0.17544111609458923,0.29463258385658264
10–7,-0.007315861992537975,-0.02817479521036148,0.11727024614810944,0.18077020347118378,0.01171924825757742,0.09626159071922302,0.17544111609458923,0.2247525155544281,0.13784216344356537,0.04668186604976654,1.0000001192092896,0.29080602526664734
with,0.3282766342163086,0.13531996309757233,0.39140474796295166,0.3783375024795532,0.1565731316804886,0.20674201846122742,0.4239959120750427,0.39503780007362366,0.4223487675189972,0.1785384863615036,0.22094625234603882,0.2433311939239502
11:28,0.07075454294681549,0.04026562720537186,-0.035777460783720016,0.07053816318511963,-0.04374999552965164,-0.038503970950841904,0.00836579967290163,0.026673106476664543,0.04880658909678459,-0.04836249351501465,-0.06769013404846191,-0.040974948555231094
left,0.24052289128303528,0.2502303719520569,0.19966527819633484,0.19688890874385834,0.1195613220334053,0.1656091958284378,0.2724500000476837,0.1654941439628601,0.33113980293273926,0.12552513182163239,0.11964929848909378,0.13251960277557373
in,0.2792111933231354,0.2376149296760559,0.4322226941585541,0.539380669593811,0.2380082756280899,0.14772959053516388,0.45010748505592346,0.268858402967453,0.6662389636039734,0.13240541517734528,0.04400671273469925,0.20430970191955566
the,0.3733934462070465,0.28357353806495667,0.4739971458911896,0.5829201340675354,0.24749229848384857,0.1805710643529892,0.535392165184021,0.3146495521068573,1.0,0.2042495757341385,0.13784216344356537,0.22068053483963013
second,0.21920166909694672,0.20191258192062378,0.25438159704208374,0.3655064105987549,0.16378067433834076,0.21903090178966522,0.3098561465740204,0.11843404173851013,0.4620301127433777,0.16269953548908234,0.036933742463588715,0.17239587008953094
quarter,0.1549677699804306,0.07474980503320694,0.23415552079677582,0.26766106486320496,0.1515623927116394,0.34771355986595154,0.21890336275100708,0.2106017768383026,0.3659466803073883,0.2676204442977905,0.08274317532777786,0.1356993168592453
.,0.3541337847709656,0.2478863000869751,0.4726039469242096,0.50484299659729,0.2702518403530121,0.17317867279052734,0.4645031690597534,0.3547073304653168,0.5934505462646484,0.17928162217140198,0.15368390083312988,0.4130953550338745
