,the,central,pacific,railroad,established,a,station,for,its,new,line,in,what,year,?
near,0.2879819869995117,0.24740588665008545,0.16348561644554138,0.23135150969028473,0.15483351051807404,0.25033900141716003,0.3318963050842285,0.12145546078681946,0.24676969647407532,0.1555754542350769,0.14161072671413422,0.40211278200149536,0.19414293766021729,0.17220816016197205,0.10734958201646805
easterby's—by,0.3755713105201721,0.3404860198497772,0.4001849889755249,0.26949915289878845,0.24150896072387695,0.2989891767501831,0.26936787366867065,0.2267369031906128,0.26642921566963196,0.29650500416755676,0.24212884902954102,0.3420296907424927,0.27648624777793884,0.31244122982025146,0.2657114565372467
now,0.38266420364379883,0.19813436269760132,0.14792513847351074,0.2237393856048584,0.2452143430709839,0.3046339154243469,0.25592219829559326,0.3636377453804016,0.30762502551078796,0.31683605909347534,0.23596182465553284,0.3619694113731384,0.4903225302696228,0.1497349739074707,0.29641881585121155
a,0.5829201340675354,0.26925721764564514,0.2022901177406311,0.2637462913990021,0.23500119149684906,1.0,0.21760036051273346,0.44038116931915283,0.4424409866333008,0.3214259147644043,0.23499317467212677,0.539380669593811,0.3320399522781372,0.29350247979164124,0.23916715383529663
hugely,0.29651761054992676,0.10687780380249023,0.15378831326961517,0.18766087293624878,0.17803658545017242,0.25074681639671326,0.059088971465826035,0.29577937722206116,0.2644198536872864,0.19901999831199646,0.1339978724718094,0.27940186858177185,0.22986026108264923,0.2675977945327759,0.08473856002092361
productive,0.22455596923828125,0.16091233491897583,0.18891926109790802,0.1356130987405777,0.209865540266037,0.24356567859649658,0.12415539473295212,0.2882045805454254,0.2583467364311218,0.176294207572937,0.1817840039730072,0.18184800446033478,0.3203616142272949,0.14261111617088318,0.30353474617004395
wheat,0.24601414799690247,0.2118622213602066,0.15398287773132324,0.2719089388847351,0.09260779619216919,0.1985529065132141,0.13334719836711884,0.18355722725391388,0.17812125384807587,0.1651889532804489,0.11677282303571701,0.1799127757549286,0.21901889145374298,0.1336827129125595,0.1310781091451645
farm—for,0.33013007044792175,0.25015416741371155,0.16784164309501648,0.3748794496059418,0.18622350692749023,0.3473339378833771,0.3774951100349426,0.40734854340553284,0.21277688443660736,0.2302490770816803,0.19769415259361267,0.34469446539878845,0.25254225730895996,0.19196796417236328,0.2375219315290451
its,0.559237003326416,0.2514321208000183,0.19847743213176727,0.2303294986486435,0.25293320417404175,0.4424409866333008,0.26112502813339233,0.2992613911628723,1.0,0.2215755134820938,0.1955282986164093,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.15103481709957123
new,0.3845241069793701,0.21884363889694214,0.23307348787784576,0.23078596591949463,0.21703021228313446,0.3214259147644043,0.12154681980609894,0.2700757384300232,0.2215755134820938,0.9999999403953552,0.21049590408802032,0.3758552670478821,0.2130378633737564,0.25045546889305115,0.14782847464084625
southern,0.3282862603664398,0.46537837386131287,0.3668748438358307,0.2880280613899231,0.2252308577299118,0.25843560695648193,0.22964951395988464,0.14496514201164246,0.27002355456352234,0.15612629055976868,0.15367671847343445,0.3190481662750244,0.18679563701152802,0.18763160705566406,0.11225555837154388
pacific,0.28543707728385925,0.3234509229660034,1.0000001192092896,0.24620293080806732,0.17359240353107452,0.2022901177406311,0.15143758058547974,0.1557701677083969,0.19847743213176727,0.23307348787784576,0.18455694615840912,0.19652380049228668,0.12389002740383148,0.1733911633491516,0.13060949742794037
line,0.29789501428604126,0.12354019284248352,0.18455694615840912,0.2797975540161133,0.17255495488643646,0.23499317467212677,0.4222986400127411,0.2019100785255432,0.1955282986164093,0.21049590408802032,1.0000001192092896,0.2258777767419815,0.2245367169380188,0.13994695246219635,0.16271452605724335
.,0.5934505462646484,0.3193301260471344,0.27515438199043274,0.22421196103096008,0.23771190643310547,0.50484299659729,0.20999185740947723,0.4726039469242096,0.3566088080406189,0.35031336545944214,0.25851553678512573,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.4130953550338745
