,how,many,of,the,episodes,produced,in,the,first,six,seasons,are,not,in,bbc,'s,archives,?
years,0.21949264407157898,0.2731519937515259,0.2904134690761566,0.2912273406982422,0.23877567052841187,0.1589319407939911,0.33554986119270325,0.2912273406982422,0.2958037853240967,0.3696673810482025,0.3019106388092041,0.17491404712200165,0.2464347630739212,0.33554986119270325,0.17876961827278137,0.05563735216856003,0.19109594821929932,0.1914375126361847
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.19166667759418488,0.18961067497730255,0.5696388483047485,0.733189046382904,0.3536086082458496,0.3317931592464447,0.20746608078479767,0.39081433415412903,0.3307090103626251,0.5696388483047485,0.1797877550125122,-0.03817026689648628,0.19350644946098328,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.1889590173959732,0.22045251727104187,0.6662389636039734,1.0,0.49448907375335693,0.3614266812801361,0.24226845800876617,0.40399202704429626,0.4310511648654938,0.6662389636039734,0.2735401690006256,-0.01540423184633255,0.22798994183540344,0.22068053483963013
programme,0.22168685495853424,0.19565530121326447,0.18707643449306488,0.23601844906806946,0.33238911628723145,0.23252727091312408,0.249719500541687,0.23601844906806946,0.3004976212978363,0.1520245522260666,0.17448744177818298,0.16237299144268036,0.1637539565563202,0.249719500541687,0.5583434104919434,0.11070065200328827,0.13671953976154327,0.139840766787529
are,0.311818927526474,0.5655534863471985,0.39081433415412903,0.40399202704429626,0.1978527158498764,0.1927390992641449,0.3841303884983063,0.40399202704429626,0.20306691527366638,0.32657361030578613,0.19379287958145142,1.0,0.46186959743499756,0.3841303884983063,0.11432822793722153,-0.008927806280553341,0.1812613308429718,0.24591213464736938
not,0.4869767427444458,0.4369727373123169,0.3307090103626251,0.4310511648654938,0.1952504813671112,0.1850743442773819,0.3403114080429077,0.4310511648654938,0.2955942749977112,0.20696961879730225,0.15752504765987396,0.46186959743499756,0.9999999403953552,0.3403114080429077,0.17192764580249786,0.002583299996331334,0.1851246953010559,0.41942933201789856
held,0.06776752322912216,0.20985887944698334,0.28960686922073364,0.32185450196266174,0.10026303678750992,0.26008233428001404,0.3127288818359375,0.32185450196266174,0.2648550271987915,0.21692387759685516,0.1752619594335556,0.18270234763622284,0.1698913723230362,0.3127288818359375,0.1753990650177002,0.02657921425998211,0.24242904782295227,0.14103956520557404
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.17357411980628967,0.2542861998081207,1.0,0.6662389636039734,0.4127444326877594,0.3013422191143036,0.2194332778453827,0.3841303884983063,0.3403114080429077,1.0,0.22430340945720673,-0.037580832839012146,0.15187440812587738,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.1889590173959732,0.22045251727104187,0.6662389636039734,1.0,0.49448907375335693,0.3614266812801361,0.24226845800876617,0.40399202704429626,0.4310511648654938,0.6662389636039734,0.2735401690006256,-0.01540423184633255,0.22798994183540344,0.22068053483963013
bbc,0.1965121626853943,0.1944630742073059,0.1797877550125122,0.2735401690006256,0.37426334619522095,0.2725476324558258,0.22430340945720673,0.2735401690006256,0.25469130277633667,0.08515147864818573,0.21125385165214539,0.11432822793722153,0.17192764580249786,0.22430340945720673,1.0000001192092896,0.07641375809907913,0.18343834578990936,0.20556949079036713
's,-0.026164190843701363,0.01698932610452175,-0.03817026689648628,-0.01540423184633255,-0.013447972945868969,-0.03862787038087845,-0.037580832839012146,-0.01540423184633255,-0.014458609744906425,0.06576314568519592,0.02644028328359127,-0.008927806280553341,0.002583299996331334,-0.037580832839012146,0.07641375809907913,0.9999999403953552,-0.058709096163511276,-0.023395681753754616
archives,0.16531193256378174,0.2094850093126297,0.19350644946098328,0.22798994183540344,0.16483287513256073,0.10812819004058838,0.15187440812587738,0.22798994183540344,0.13907819986343384,0.19734998047351837,0.13122491538524628,0.1812613308429718,0.1851246953010559,0.15187440812587738,0.18343834578990936,-0.058709096163511276,0.9999999403953552,0.24684664607048035
(,0.1676948219537735,0.1455259770154953,0.35032153129577637,0.33289089798927307,0.17736345529556274,0.15091001987457275,0.3087427020072937,0.33289089798927307,0.2450505793094635,0.2073679268360138,0.17566418647766113,0.23263892531394958,0.2710699737071991,0.3087427020072937,0.1058402881026268,0.0012731997994706035,0.21832697093486786,0.40561532974243164
most,0.311336874961853,0.6236066222190857,0.4178851246833801,0.47635307908058167,0.10079029202461243,0.19145746529102325,0.41416558623313904,0.47635307908058167,0.34339818358421326,0.28485143184661865,0.22951911389827728,0.48698675632476807,0.419027179479599,0.41416558623313904,0.12601472437381744,0.024445664137601852,0.10765746980905533,0.2107497900724411
notably,0.20099343359470367,0.4425906538963318,0.3080497682094574,0.33497244119644165,0.18046759068965912,0.2668098509311676,0.395790159702301,0.33497244119644165,0.252277672290802,0.1833382248878479,0.26571840047836304,0.27992135286331177,0.17759519815444946,0.395790159702301,0.18000052869319916,-0.0323784165084362,0.09687332808971405,0.10343469679355621
seasons,0.12353117763996124,0.1946718841791153,0.20746608078479767,0.24226845800876617,0.4942089021205902,0.21695159375667572,0.2194332778453827,0.24226845800876617,0.18467745184898376,0.29915758967399597,0.9999999403953552,0.19379287958145142,0.15752504765987396,0.2194332778453827,0.21125385165214539,0.02644028328359127,0.13122491538524628,0.13766995072364807
3,0.12271612882614136,0.026462629437446594,0.046857766807079315,0.06283142417669296,0.0064844172447919846,0.011827312409877777,0.06326868385076523,0.06283142417669296,0.03959788382053375,-0.05339943990111351,-0.05033459514379501,0.03804425150156021,0.07347775250673294,0.06326868385076523,0.048339758068323135,-0.06116730347275734,-0.001084506162442267,0.005975271109491587
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.2131132036447525,0.22260788083076477,0.5201468467712402,0.4933079481124878,0.34503069519996643,0.2737274467945099,0.2613678574562073,0.4062570035457611,0.3769696354866028,0.5201468467712402,0.14724469184875488,-0.0016132977325469255,0.23937274515628815,0.31091248989105225
4,-0.09503452479839325,-0.054631516337394714,0.17227263748645782,0.15499350428581238,-0.047549404203891754,0.020657243207097054,0.08310048282146454,0.15499350428581238,0.18687711656093597,0.06204419583082199,0.0026661730371415615,-0.08760347217321396,-0.0563298724591732,0.08310048282146454,0.010370646603405476,-0.0858617052435875,0.06670857220888138,0.010515431873500347
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.2131132036447525,0.22260788083076477,0.5201468467712402,0.4933079481124878,0.34503069519996643,0.2737274467945099,0.2613678574562073,0.4062570035457611,0.3769696354866028,0.5201468467712402,0.14724469184875488,-0.0016132977325469255,0.23937274515628815,0.31091248989105225
&,0.1377509981393814,0.12268554419279099,0.19900451600551605,0.14992168545722961,0.18550655245780945,0.1529259979724884,0.1358654648065567,0.14992168545722961,0.10695473104715347,0.0995631068944931,0.16119661927223206,0.17888472974300385,0.13937902450561523,0.1358654648065567,0.181424081325531,-0.02038128487765789,0.14230802655220032,0.12596383690834045
5,0.03444203734397888,0.006714559160172939,0.1043979674577713,0.09255307912826538,-0.016699671745300293,0.09363163262605667,0.0862177163362503,0.09255307912826538,0.07577285170555115,-0.04878860339522362,0.020373264327645302,-0.004890664014965296,0.09099120646715164,0.0862177163362503,0.0488610714673996,-0.00032236112747341394,0.023272661492228508,0.06222071498632431
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.2131132036447525,0.22260788083076477,0.5201468467712402,0.4933079481124878,0.34503069519996643,0.2737274467945099,0.2613678574562073,0.4062570035457611,0.3769696354866028,0.5201468467712402,0.14724469184875488,-0.0016132977325469255,0.23937274515628815,0.31091248989105225
from,0.22939439117908478,0.33099696040153503,0.4249346852302551,0.40150508284568787,0.22955967485904694,0.19831010699272156,0.4274188280105591,0.40150508284568787,0.23348960280418396,0.2265285700559616,0.1932072788476944,0.2674213647842407,0.2567668557167053,0.4274188280105591,0.17696094512939453,-0.01936490088701248,0.1900058388710022,0.19969791173934937
which,0.4852597713470459,0.5168171525001526,0.5011631846427917,0.6521818041801453,0.20309853553771973,0.36149924993515015,0.4840516746044159,0.6521818041801453,0.3828166127204895,0.35139694809913635,0.21146085858345032,0.42922598123550415,0.46766895055770874,0.4840516746044159,0.2368261218070984,0.03856118768453598,0.19947831332683563,0.25814583897590637
79,0.09637238085269928,0.02933395840227604,0.07393139600753784,0.10815461724996567,0.0949072316288948,0.050070248544216156,0.11563541740179062,0.10815461724996567,0.12201232463121414,0.036781542003154755,-0.04241826385259628,0.08883261680603027,0.10455923527479172,0.11563541740179062,0.19052518904209137,0.0010784983169287443,-0.024080175906419754,0.07359330356121063
episodes,0.16633862257003784,0.17309854924678802,0.19166667759418488,0.1889590173959732,0.9999999403953552,0.2536705434322357,0.17357411980628967,0.1889590173959732,0.21580514311790466,0.22756434977054596,0.4942089021205902,0.1978527158498764,0.1952504813671112,0.17357411980628967,0.37426334619522095,-0.013447972945868969,0.16483287513256073,0.21740183234214783
are,0.311818927526474,0.5655534863471985,0.39081433415412903,0.40399202704429626,0.1978527158498764,0.1927390992641449,0.3841303884983063,0.40399202704429626,0.20306691527366638,0.32657361030578613,0.19379287958145142,1.0,0.46186959743499756,0.3841303884983063,0.11432822793722153,-0.008927806280553341,0.1812613308429718,0.24591213464736938
missing,0.1787308156490326,0.22391733527183533,0.23175521194934845,0.2549445927143097,0.2341614067554474,0.0912952870130539,0.2340807020664215,0.2549445927143097,0.165384441614151,0.20996737480163574,0.17476701736450195,0.22625741362571716,0.2723667323589325,0.2340807020664215,0.10691863298416138,-0.05348285660147667,0.20025283098220825,0.2695959508419037
),0.17939934134483337,0.16602720320224762,0.3680361211299896,0.3456730246543884,0.1691657453775406,0.15463140606880188,0.3326910734176636,0.3456730246543884,0.27228695154190063,0.22376593947410583,0.1821039468050003,0.2373749315738678,0.2718011736869812,0.3326910734176636,0.10228727757930756,0.021107977256178856,0.20117279887199402,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.22130145132541656,0.2634154260158539,0.5591574311256409,0.5934505462646484,0.4345304071903229,0.3090869188308716,0.2546960115432739,0.3452940285205841,0.4824007451534271,0.5591574311256409,0.20265105366706848,-0.003708066651597619,0.24629558622837067,0.4130953550338745
