,when,did,syria,and,egypt,launch,a,surprise,attack,on,israel,?
with,0.5075214505195618,0.25472134351730347,0.1974380761384964,0.5477725267410278,0.16734418272972107,0.18849989771842957,0.3783375024795532,0.1930721253156662,0.1795673668384552,0.40749499201774597,0.139967679977417,0.2433311939239502
support,0.19993360340595245,0.2911772131919861,0.24748395383358002,0.25609129667282104,0.14975734055042267,0.22978940606117249,0.2484646886587143,0.277851402759552,0.1513596773147583,0.26417678594589233,0.18184024095535278,0.22626608610153198
from,0.405669629573822,0.20248863101005554,0.18860076367855072,0.3601827025413513,0.18771670758724213,0.17756393551826477,0.322764128446579,0.14707325398921967,0.21350589394569397,0.36926645040512085,0.15425781905651093,0.19969791173934937
other,0.34102705121040344,0.31707024574279785,0.20559358596801758,0.5504306554794312,0.16517704725265503,0.16594770550727844,0.2806335389614105,0.18545064330101013,0.24857279658317566,0.3410046398639679,0.2040402740240097,0.24682199954986572
arab,0.16604845225811005,0.16366532444953918,0.5267495512962341,0.25018808245658875,0.44351184368133545,0.18681977689266205,0.1530216783285141,0.15236201882362366,0.10397784411907196,0.1135454848408699,0.4420599043369293,0.18450474739074707
nations,0.20238140225410461,0.22762395441532135,0.320433646440506,0.2505394220352173,0.2660457491874695,0.17569686472415924,0.1973731815814972,0.15300577878952026,0.15827715396881104,0.2307199388742447,0.34400445222854614,0.20999202132225037
",",0.36674630641937256,0.3015086054801941,0.22234797477722168,0.6633074283599854,0.2490617334842682,0.19433410465717316,0.427140474319458,0.27581435441970825,0.29392024874687195,0.49057599902153015,0.22234781086444855,0.31091248989105225
launched,0.20492124557495117,0.1794346421957016,0.23093661665916443,0.15431661903858185,0.11009514331817627,0.8017768263816833,0.20170536637306213,0.25000569224357605,0.27588531374931335,0.3055371642112732,0.1735410988330841,0.1803835779428482
a,0.44397395849227905,0.2552328109741211,0.166398286819458,0.3739250600337982,0.14361631870269775,0.19873975217342377,1.0,0.26922038197517395,0.2556389570236206,0.3848365545272827,0.17491912841796875,0.23916715383529663
surprise,0.34184491634368896,0.27270105481147766,0.17045775055885315,0.24695338308811188,0.09971300512552261,0.26122626662254333,0.26922038197517395,1.0,0.41539496183395386,0.2734735310077667,0.20578515529632568,0.19950073957443237
attack,0.25451144576072693,0.13678960502147675,0.1719595044851303,0.24922382831573486,0.13133201003074646,0.26924341917037964,0.2556389570236206,0.41539496183395386,1.0,0.27725884318351746,0.19929084181785583,0.126759335398674
on,0.37706470489501953,0.2670976221561432,0.1459866315126419,0.4077630043029785,0.1466314196586609,0.2868025302886963,0.3848365545272827,0.2734735310077667,0.27725884318351746,0.9999999403953552,0.190166637301445,0.2714994251728058
israel,0.17024831473827362,0.16748307645320892,0.48963263630867004,0.24438269436359406,0.46510323882102966,0.1785193681716919,0.17491912841796875,0.20578515529632568,0.19929084181785583,0.190166637301445,0.9999999403953552,0.15015864372253418
",",0.36674630641937256,0.3015086054801941,0.22234797477722168,0.6633074283599854,0.2490617334842682,0.19433410465717316,0.427140474319458,0.27581435441970825,0.29392024874687195,0.49057599902153015,0.22234781086444855,0.31091248989105225
on,0.37706470489501953,0.2670976221561432,0.1459866315126419,0.4077630043029785,0.1466314196586609,0.2868025302886963,0.3848365545272827,0.2734735310077667,0.27725884318351746,0.9999999403953552,0.190166637301445,0.2714994251728058
yom,0.25033488869667053,0.1771136373281479,0.37224867939949036,0.19553591310977936,0.32704102993011475,0.22533433139324188,0.19970417022705078,0.30766570568084717,0.2645857334136963,0.2091612070798874,0.4971303939819336,0.2871760129928589
kippur,0.2020893096923828,0.207600399851799,0.3931836187839508,0.23211251199245453,0.3719269335269928,0.2150876373052597,0.22265635430812836,0.2428233027458191,0.22118964791297913,0.203311026096344,0.4539888799190521,0.2358066588640213
.,0.475719153881073,0.35288307070732117,0.25209781527519226,0.588965117931366,0.2821582555770874,0.20541822910308838,0.50484299659729,0.26506519317626953,0.3003302216529846,0.49257001280784607,0.2039981484413147,0.4130953550338745
