,what,did,shrewsbury,note,about,the,plague,?
the,0.42745697498321533,0.34736719727516174,0.24896416068077087,0.255229115486145,0.37995871901512146,1.0,0.2537761330604553,0.22068053483963013
14th-century,0.20714636147022247,0.23600688576698303,0.30297282338142395,0.11915074288845062,0.23500365018844604,0.3126668930053711,0.3371194005012512,0.09547005593776703
pandemic,0.14410065114498138,0.1480131894350052,0.2128342092037201,0.16693909466266632,0.20590895414352417,0.21906514465808868,0.5034893155097961,0.1620408594608307
were,0.22298263013362885,0.4162326455116272,0.23635633289813995,0.16261866688728333,0.29814305901527405,0.3906462490558624,0.24258224666118622,0.17890112102031708
inconsistent,0.4314092993736267,0.2807784974575043,0.0855620801448822,0.3126617968082428,0.33312132954597473,0.23799662292003632,0.1544402837753296,0.3252195715904236
with,0.2464839518070221,0.25472134351730347,0.1319415122270584,0.23703458905220032,0.3347385823726654,0.4223487675189972,0.1677253097295761,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.24896416068077087,0.255229115486145,0.37995871901512146,1.0,0.2537761330604553,0.22068053483963013
modern,0.2655639946460724,0.21376098692417145,0.16320237517356873,0.057732924818992615,0.16274748742580414,0.3283970355987549,0.14019879698753357,0.12475407868623734
bubonic,0.24423125386238098,0.24302518367767334,0.2892037630081177,0.1480271816253662,0.2676021456718445,0.3366847634315491,0.6634843349456787,0.21706949174404144
plague,0.22263506054878235,0.1901843398809433,0.32531851530075073,0.07469408959150314,0.2741866707801819,0.2537761330604553,0.9999999403953552,0.11872942000627518
",",0.3087472915649414,0.3015086054801941,0.2918202579021454,0.22413386404514313,0.3877100944519043,0.4933079481124878,0.2630122900009155,0.31091248989105225
leading,0.197072371840477,0.20311816036701202,0.2005731463432312,0.14437858760356903,0.14656993746757507,0.3809107840061188,0.1471012532711029,0.1360926628112793
him,0.34912991523742676,0.4290095865726471,0.16643273830413818,0.15794171392917633,0.2612628638744354,0.39213326573371887,0.25028476119041443,0.23943768441677094
to,0.455847829580307,0.4452643394470215,0.2123321294784546,0.21612274646759033,0.391953706741333,0.535392165184021,0.21845681965351105,0.29463258385658264
conclude,0.31801578402519226,0.29786768555641174,0.15567098557949066,0.24145397543907166,0.3369624614715576,0.2706036865711212,0.2478858083486557,0.19442129135131836
that,0.6297725439071655,0.47518548369407654,0.13222114741802216,0.3398568630218506,0.4500710964202881,0.5473989248275757,0.23825600743293762,0.32716336846351624
contemporary,0.20300830900669098,0.21341855823993683,0.15240032970905304,0.12310643494129181,0.20172736048698425,0.25350451469421387,0.22920013964176178,0.09539991617202759
accounts,0.29983872175216675,0.23968100547790527,0.15090280771255493,0.2906765043735504,0.28431835770606995,0.20863397419452667,0.17410379648208618,0.32252734899520874
were,0.22298263013362885,0.4162326455116272,0.23635633289813995,0.16261866688728333,0.29814305901527405,0.3906462490558624,0.24258224666118622,0.17890112102031708
exaggerations,0.37591877579689026,0.24835820496082306,0.14563997089862823,0.2630169689655304,0.32314833998680115,0.2418900579214096,0.2240276038646698,0.2797716557979584
.,0.3567904531955719,0.35288307070732117,0.2518024444580078,0.2888091206550598,0.42038556933403015,0.5934505462646484,0.2547653317451477,0.4130953550338745
