,how,many,households,has,kids,under,the,age,of,18,living,in,them,?
the,0.33890387415885925,0.4335206151008606,0.26440316438674927,0.4177538752555847,0.18819834291934967,0.3348022699356079,1.0,0.24711290001869202,0.733189046382904,-0.07796193659305573,0.3127744197845459,0.6662389636039734,0.4788833558559418,0.22068053483963013
age,0.17137715220451355,0.17488515377044678,0.26058149337768555,0.16823618113994598,0.2201538383960724,0.17188125848770142,0.24711290001869202,0.9999998807907104,0.2372717410326004,-0.027373259887099266,0.26234161853790283,0.30576348304748535,0.17329925298690796,0.16859300434589386
of,0.2480744868516922,0.37253960967063904,0.2765655219554901,0.3909035325050354,0.13836975395679474,0.32766106724739075,0.733189046382904,0.2372717410326004,1.0,-0.09725122153759003,0.3499443829059601,0.5696388483047485,0.34503093361854553,0.1826142966747284
18,-0.03501921147108078,-0.0017783388029783964,-0.07622837275266647,-0.07919837534427643,-0.1068754643201828,-0.11987436562776566,-0.07796193659305573,-0.027373259887099266,-0.09725122153759003,0.9999999403953552,-0.02812642604112625,-0.061147160828113556,-0.034625839442014694,-0.04919438064098358
living,0.16140781342983246,0.3044293522834778,0.4100218415260315,0.22743235528469086,0.07345154136419296,0.08326435089111328,0.3127744197845459,0.26234161853790283,0.3499443829059601,-0.02812642604112625,1.0000001192092896,0.3253810405731201,0.2821255028247833,0.18362653255462646
in,0.2601168751716614,0.41474202275276184,0.24879489839076996,0.4173259735107422,0.1676097959280014,0.2535393238067627,0.6662389636039734,0.30576348304748535,0.5696388483047485,-0.061147160828113556,0.3253810405731201,1.0,0.29119014739990234,0.20430970191955566
them,0.5142028331756592,0.5119333863258362,0.2886597514152527,0.22823691368103027,0.2778617739677429,0.26125749945640564,0.4788833558559418,0.17329925298690796,0.34503093361854553,-0.034625839442014694,0.2821255028247833,0.29119014739990234,1.0,0.35435691475868225
",",0.22659391164779663,0.40610817074775696,0.2694286108016968,0.3734780251979828,0.2561202347278595,0.24875585734844208,0.4933079481124878,0.2693369388580322,0.4946078956127167,-0.03270421177148819,0.26278790831565857,0.5201468467712402,0.3985835015773773,0.31091248989105225
"69,284",0.03684872388839722,-0.13121989369392395,-0.14088070392608643,-0.039833251386880875,0.0785956159234047,-0.01576506718993187,-0.10949991643428802,-0.019000880420207977,-0.08739438652992249,-0.028864573687314987,-0.05729153752326965,-0.1308015137910843,-0.06921593844890594,0.20022174715995789
(,0.1676948219537735,0.1455259770154953,0.10650848597288132,0.2498389035463333,0.16711808741092682,0.21003201603889465,0.33289089798927307,0.14561709761619568,0.35032153129577637,-0.03771994635462761,0.17554375529289246,0.3087427020072937,0.2401011437177658,0.40561532974243164
43.8,-0.06173179671168327,0.0231687743216753,0.09230180084705353,0.006889881566166878,-0.04672365263104439,0.043338317424058914,0.09293273836374283,0.10187826305627823,0.10555125772953033,0.09447493404150009,0.15631847083568573,0.13803623616695404,0.006562783848494291,-0.025394409894943237
%,0.1237400695681572,0.24948352575302124,0.4648574888706207,0.2022343873977661,0.1472519189119339,0.15971294045448303,0.21490740776062012,0.2164400815963745,0.19953428208827972,-0.019343817606568336,0.2514876425266266,0.19465309381484985,0.1877780556678772,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.10031633079051971,0.26944878697395325,0.17225255072116852,0.2076013684272766,0.3456730246543884,0.16737043857574463,0.3680361211299896,-0.05143691226840019,0.19151180982589722,0.3326910734176636,0.24844101071357727,0.42300865054130554
were,0.2082374095916748,0.4804460406303406,0.3441278040409088,0.2784052789211273,0.202979177236557,0.28293636441230774,0.3906462490558624,0.20031394064426422,0.34038281440734863,-0.09013911336660385,0.30441248416900635,0.3815755248069763,0.4602346122264862,0.17890112102031708
opposite-sex,0.2686755061149597,0.2891409695148468,0.18293333053588867,0.2738102674484253,0.14605063199996948,0.21734023094177246,0.28815343976020813,0.10869938880205154,0.263534814119339,-0.10679128021001816,0.23295745253562927,0.29664984345436096,0.26054081320762634,0.15309350192546844
married,0.1005021259188652,0.13294465839862823,0.23323188722133636,0.1877954602241516,0.1831006407737732,0.13723255693912506,0.10720405727624893,0.2702391743659973,0.1619977355003357,0.031329236924648285,0.2276313453912735,0.21549314260482788,0.17176343500614166,0.18062160909175873
couples,0.2532910406589508,0.28549158573150635,0.45348840951919556,0.19631046056747437,0.2400931864976883,0.19126513600349426,0.21039603650569916,0.28260695934295654,0.21549354493618011,-0.014826891012489796,0.28805533051490784,0.2503395974636078,0.36110642552375793,0.18474175035953522
living,0.16140781342983246,0.3044293522834778,0.4100218415260315,0.22743235528469086,0.07345154136419296,0.08326435089111328,0.3127744197845459,0.26234161853790283,0.3499443829059601,-0.02812642604112625,1.0000001192092896,0.3253810405731201,0.2821255028247833,0.18362653255462646
together,0.2156706154346466,0.2683815658092499,0.2603771984577179,0.2361842393875122,0.17501631379127502,0.21400968730449677,0.26662585139274597,0.1743331402540207,0.26678720116615295,-0.07266068458557129,0.23814545571804047,0.3252169191837311,0.3777691125869751,0.1690303236246109
",",0.22659391164779663,0.40610817074775696,0.2694286108016968,0.3734780251979828,0.2561202347278595,0.24875585734844208,0.4933079481124878,0.2693369388580322,0.4946078956127167,-0.03270421177148819,0.26278790831565857,0.5201468467712402,0.3985835015773773,0.31091248989105225
"30,547",0.0750785693526268,0.10401707887649536,0.05005932226777077,0.1374206244945526,-0.12294299900531769,-0.022110914811491966,0.09474901854991913,-0.02932300604879856,0.10972874611616135,0.05994434654712677,0.061382174491882324,0.13030807673931122,0.06977292895317078,0.036954570561647415
(,0.1676948219537735,0.1455259770154953,0.10650848597288132,0.2498389035463333,0.16711808741092682,0.21003201603889465,0.33289089798927307,0.14561709761619568,0.35032153129577637,-0.03771994635462761,0.17554375529289246,0.3087427020072937,0.2401011437177658,0.40561532974243164
19.3,-0.08424847573041916,-0.06419103592634201,0.03412977233529091,0.010965217836201191,-0.15968236327171326,-0.025576280429959297,0.04583129286766052,-0.06231483817100525,0.04216565191745758,0.026548244059085846,0.03305748477578163,0.012980368919670582,-0.12667937576770782,-0.15039758384227753
%,0.1237400695681572,0.24948352575302124,0.4648574888706207,0.2022343873977661,0.1472519189119339,0.15971294045448303,0.21490740776062012,0.2164400815963745,0.19953428208827972,-0.019343817606568336,0.2514876425266266,0.19465309381484985,0.1877780556678772,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.10031633079051971,0.26944878697395325,0.17225255072116852,0.2076013684272766,0.3456730246543884,0.16737043857574463,0.3680361211299896,-0.05143691226840019,0.19151180982589722,0.3326910734176636,0.24844101071357727,0.42300865054130554
had,0.2549138069152832,0.40130746364593506,0.29948997497558594,0.5787927508354187,0.17708775401115417,0.25874900817871094,0.3875846862792969,0.24192391335964203,0.37755560874938965,-0.11807180196046829,0.22717885673046112,0.385026752948761,0.3781377673149109,0.20728366076946259
a,0.29312583804130554,0.2872205972671509,0.20367343723773956,0.4670248031616211,0.2173318713903427,0.18317826092243195,0.5829201340675354,0.19297243654727936,0.5052502155303955,-0.08585336059331894,0.21367067098617554,0.539380669593811,0.3151612877845764,0.23916715383529663
female,0.13724356889724731,0.189345121383667,0.20643673837184906,0.16577871143817902,0.16248425841331482,0.1326190084218979,0.2673940658569336,0.16944900155067444,0.26416701078414917,-0.005681802053004503,0.19943249225616455,0.1986217200756073,0.1999054253101349,0.17839525640010834
householder,0.1877680867910385,0.19774609804153442,0.9071156978607178,0.15273936092853546,0.25780731439590454,0.19458167254924774,0.2554776072502136,0.2703399360179901,0.28523769974708557,-0.10241000354290009,0.3353411555290222,0.22324803471565247,0.2703810930252075,0.20234358310699463
with,0.3525622487068176,0.35744401812553406,0.26435455679893494,0.44092974066734314,0.19443269073963165,0.2667143940925598,0.4223487675189972,0.1666649878025055,0.41827285289764404,-0.08583108335733414,0.23172324895858765,0.4080928862094879,0.4064640402793884,0.2433311939239502
no,0.2603875398635864,0.27654168009757996,0.23270967602729797,0.2747333347797394,0.14742806553840637,0.17363780736923218,0.3461136817932129,0.16271045804023743,0.24809792637825012,-0.06899470090866089,0.19501632452011108,0.24372287094593048,0.3022957444190979,0.32165053486824036
husband,0.13509203493595123,0.1542740911245346,0.33966103196144104,0.13572198152542114,0.18379689753055573,0.16820760071277618,0.21884585916996002,0.24572624266147614,0.20487503707408905,-0.05414649844169617,0.20092445611953735,0.2923726737499237,0.26981687545776367,0.15407632291316986
present,0.17780441045761108,0.14346416294574738,0.2548104226589203,0.21106018126010895,0.1663534790277481,0.14006374776363373,0.2829846143722534,0.18968169391155243,0.3116828501224518,-0.1025562658905983,0.2656398415565491,0.23905439674854279,0.14396542310714722,0.21759982407093048
",",0.22659391164779663,0.40610817074775696,0.2694286108016968,0.3734780251979828,0.2561202347278595,0.24875585734844208,0.4933079481124878,0.2693369388580322,0.4946078956127167,-0.03270421177148819,0.26278790831565857,0.5201468467712402,0.3985835015773773,0.31091248989105225
"11,698",0.055040713399648666,0.1705944836139679,0.017459755763411522,0.007644176948815584,0.15791970491409302,0.033446889370679855,-0.020449746400117874,-0.029024366289377213,-0.02782592736184597,-0.011415676213800907,0.05665808171033859,0.027015680447220802,0.08755335211753845,-0.03960906341671944
(,0.1676948219537735,0.1455259770154953,0.10650848597288132,0.2498389035463333,0.16711808741092682,0.21003201603889465,0.33289089798927307,0.14561709761619568,0.35032153129577637,-0.03771994635462761,0.17554375529289246,0.3087427020072937,0.2401011437177658,0.40561532974243164
7.4,-0.22256191074848175,-0.17779088020324707,-0.04142218083143234,-0.12841323018074036,-0.09242480248212814,-0.012457108125090599,-0.08254728466272354,0.029781077057123184,-0.03089894726872444,0.03573118522763252,0.013568504713475704,-0.015636486932635307,-0.2982955574989319,-0.03598765656352043
%,0.1237400695681572,0.24948352575302124,0.4648574888706207,0.2022343873977661,0.1472519189119339,0.15971294045448303,0.21490740776062012,0.2164400815963745,0.19953428208827972,-0.019343817606568336,0.2514876425266266,0.19465309381484985,0.1877780556678772,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.10031633079051971,0.26944878697395325,0.17225255072116852,0.2076013684272766,0.3456730246543884,0.16737043857574463,0.3680361211299896,-0.05143691226840019,0.19151180982589722,0.3326910734176636,0.24844101071357727,0.42300865054130554
had,0.2549138069152832,0.40130746364593506,0.29948997497558594,0.5787927508354187,0.17708775401115417,0.25874900817871094,0.3875846862792969,0.24192391335964203,0.37755560874938965,-0.11807180196046829,0.22717885673046112,0.385026752948761,0.3781377673149109,0.20728366076946259
a,0.29312583804130554,0.2872205972671509,0.20367343723773956,0.4670248031616211,0.2173318713903427,0.18317826092243195,0.5829201340675354,0.19297243654727936,0.5052502155303955,-0.08585336059331894,0.21367067098617554,0.539380669593811,0.3151612877845764,0.23916715383529663
male,0.1914413571357727,0.20428429543972015,0.22564923763275146,0.17484773695468903,0.1919431984424591,0.14625272154808044,0.2487100213766098,0.15819106996059418,0.22521720826625824,-0.07211249321699142,0.16287460923194885,0.1523800492286682,0.21790292859077454,0.14269542694091797
householder,0.1877680867910385,0.19774609804153442,0.9071156978607178,0.15273936092853546,0.25780731439590454,0.19458167254924774,0.2554776072502136,0.2703399360179901,0.28523769974708557,-0.10241000354290009,0.3353411555290222,0.22324803471565247,0.2703810930252075,0.20234358310699463
with,0.3525622487068176,0.35744401812553406,0.26435455679893494,0.44092974066734314,0.19443269073963165,0.2667143940925598,0.4223487675189972,0.1666649878025055,0.41827285289764404,-0.08583108335733414,0.23172324895858765,0.4080928862094879,0.4064640402793884,0.2433311939239502
no,0.2603875398635864,0.27654168009757996,0.23270967602729797,0.2747333347797394,0.14742806553840637,0.17363780736923218,0.3461136817932129,0.16271045804023743,0.24809792637825012,-0.06899470090866089,0.19501632452011108,0.24372287094593048,0.3022957444190979,0.32165053486824036
wife,0.15354883670806885,0.15581589937210083,0.24775676429271698,0.12069523334503174,0.20820042490959167,0.146043062210083,0.18555577099323273,0.2022932767868042,0.2074100226163864,-0.0003800760314334184,0.15296053886413574,0.19467613101005554,0.2539222240447998,0.19987250864505768
present,0.17780441045761108,0.14346416294574738,0.2548104226589203,0.21106018126010895,0.1663534790277481,0.14006374776363373,0.2829846143722534,0.18968169391155243,0.3116828501224518,-0.1025562658905983,0.2656398415565491,0.23905439674854279,0.14396542310714722,0.21759982407093048
.,0.3287222981452942,0.3974229395389557,0.26202744245529175,0.4105546176433563,0.2533859610557556,0.2901604175567627,0.5934505462646484,0.2498820275068283,0.5352458953857422,-0.05821654945611954,0.27785244584083557,0.5591574311256409,0.39945515990257263,0.4130953550338745
