,how,many,people,may,have,lived,in,the,amazon,region,during,ad,1500,?
dense,0.17641837894916534,0.2405768781900406,0.21921159327030182,0.11921222507953644,0.30887481570243835,0.24404551088809967,0.20027339458465576,0.2397867739200592,0.26211369037628174,0.24341775476932526,0.16275246441364288,0.07630196213722229,-0.006572396960109472,0.10843625664710999
coastal,0.12642864882946014,0.26683926582336426,0.2982795238494873,0.10903507471084595,0.20162180066108704,0.21305780112743378,0.2924878001213074,0.2718130946159363,0.1962423473596573,0.33082419633865356,0.253240168094635,0.13282008469104767,0.030368845909833908,0.13777320086956024
settlements,0.1181691363453865,0.2094334363937378,0.4175792634487152,0.22047801315784454,0.2258450835943222,0.3239433467388153,0.31333258748054504,0.24227768182754517,0.09027209132909775,0.3468533456325531,0.10436444729566574,0.21516908705234528,0.0011801900109276175,0.1671062707901001
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.5007920861244202,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.3225448727607727,0.21154692769050598,0.04648949205875397,0.31091248989105225
such,0.307365357875824,0.5649948120117188,0.2260056734085083,0.327393501996994,0.42997312545776367,0.12855751812458038,0.2704046070575714,0.3575236201286316,0.18115593492984772,0.07649353891611099,0.2389506697654724,0.10108990222215652,-0.08816594630479813,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.15704652667045593,0.32133710384368896,0.37788212299346924,0.22559787333011627,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.17285758256912231,0.29671990871429443,0.14792682230472565,-0.08870381116867065,0.27043893933296204
that,0.557814359664917,0.5391656160354614,0.3621441423892975,0.4234136641025543,0.6182622313499451,0.20805399119853973,0.435920387506485,0.5473989248275757,0.2228476107120514,0.20183102786540985,0.31487685441970825,0.22409899532794952,-0.10168084502220154,0.32716336846351624
at,0.2154216170310974,0.2716965675354004,0.2582513391971588,0.2711789011955261,0.29004791378974915,0.24497751891613007,0.4374977946281433,0.457212895154953,0.1615314781665802,0.15165263414382935,0.372769296169281,0.14298133552074432,0.004157002549618483,0.21978627145290375
marajó,0.12516966462135315,0.20562082529067993,0.215558722615242,0.18320973217487335,0.13954660296440125,0.18215063214302063,0.26147955656051636,0.2761765420436859,0.25700777769088745,0.20230016112327576,0.16828906536102295,0.09421553462743759,0.00909107830375433,0.19285932183265686
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.5007920861244202,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.3225448727607727,0.21154692769050598,0.04648949205875397,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.34598252177238464,0.4711785912513733,0.21143336594104767,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.36462149024009705,0.1829509735107422,0.006659659557044506,0.20544172823429108
inland,0.12356965243816376,0.2676360309123993,0.2654462158679962,0.14260855317115784,0.19900311529636383,0.252373605966568,0.24078893661499023,0.28756555914878845,0.27776065468788147,0.30254507064819336,0.18573962152004242,0.10553044825792313,-0.03130678832530975,0.1506642997264862
dwellers,0.21969594061374664,0.341951847076416,0.36186501383781433,0.2181635946035385,0.3287612497806549,0.2617647647857666,0.18632467091083527,0.24929049611091614,0.2505490183830261,0.14122149348258972,0.12764377892017365,0.15689732134342194,-0.024227270856499672,0.19107772409915924
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.35826805233955383,0.41614407300949097,0.31328970193862915,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2506107687950134,0.3485563397407532,0.2654629051685333,0.0046972124837338924,0.4130953550338745
