,what,republic,has,maintained,its,control,of,iran,?
egypt,0.1976596713066101,0.2262716144323349,0.142277792096138,0.08010268211364746,0.18559227883815765,0.18602527678012848,0.25414037704467773,0.4195255935192108,0.17769601941108704
",",0.3087472915649414,0.24418231844902039,0.3734780251979828,0.21539410948753357,0.33157986402511597,0.20811550319194794,0.4946078956127167,0.21806921064853668,0.31091248989105225
syria,0.17848138511180878,0.27984195947647095,0.17332099378108978,0.12915784120559692,0.2472941130399704,0.22631610929965973,0.23301105201244354,0.4991467297077179,0.1554446816444397
",",0.3087472915649414,0.24418231844902039,0.3734780251979828,0.21539410948753357,0.33157986402511597,0.20811550319194794,0.4946078956127167,0.21806921064853668,0.31091248989105225
jordan,0.13918498158454895,0.15933264791965485,0.16211657226085663,0.1316898912191391,0.17994172871112823,0.17316065728664398,0.25905120372772217,0.27559125423431396,0.10991371423006058
(,0.2411840260028839,0.1728896200656891,0.2498389035463333,0.15494312345981598,0.1924784928560257,0.18417280912399292,0.35032153129577637,0.15551556646823883,0.40561532974243164
sciri,0.1954326629638672,0.20875006914138794,0.19100072979927063,0.14240869879722595,0.18657787144184113,0.15493515133857727,0.20795775949954987,0.2269933521747589,0.17148153483867645
),0.26259949803352356,0.17989233136177063,0.26944878697395325,0.16416187584400177,0.20629894733428955,0.19527244567871094,0.3680361211299896,0.18191006779670715,0.42300865054130554
and,0.31309178471565247,0.25642362236976624,0.43716782331466675,0.28013068437576294,0.3841775357723236,0.29790008068084717,0.5116966962814331,0.21643413603305817,0.20544172823429108
lebanon,0.15774080157279968,0.2214585542678833,0.20281612873077393,0.1292954832315445,0.1882680356502533,0.10134463012218475,0.2173863798379898,0.4488900601863861,0.16440971195697784
(,0.2411840260028839,0.1728896200656891,0.2498389035463333,0.15494312345981598,0.1924784928560257,0.18417280912399292,0.35032153129577637,0.15551556646823883,0.40561532974243164
hezbollah,0.24132384359836578,0.2327575832605362,0.16523317992687225,0.3092420995235443,0.2771378755569458,0.24262389540672302,0.22558878362178802,0.5013396143913269,0.2066831886768341
),0.26259949803352356,0.17989233136177063,0.26944878697395325,0.16416187584400177,0.20629894733428955,0.19527244567871094,0.3680361211299896,0.18191006779670715,0.42300865054130554
(,0.2411840260028839,0.1728896200656891,0.2498389035463333,0.15494312345981598,0.1924784928560257,0.18417280912399292,0.35032153129577637,0.15551556646823883,0.40561532974243164
two,0.23363454639911652,0.19063667953014374,0.3772575855255127,0.1628369390964508,0.2658975422382355,0.1864883303642273,0.37726253271102905,0.15857623517513275,0.19645625352859497
muslim,0.2631456255912781,0.19852453470230103,0.1731201708316803,0.19037877023220062,0.17606037855148315,0.18839198350906372,0.267849862575531,0.4004043638706207,0.17456822097301483
countries,0.22319257259368896,0.28865769505500793,0.26221421360969543,0.15289148688316345,0.29960981011390686,0.20563632249832153,0.2800094783306122,0.27768877148628235,0.15128466486930847
that,0.6297725439071655,0.17219825088977814,0.41272613406181335,0.2833130657672882,0.416561484336853,0.2951871454715729,0.41498205065727234,0.23378314077854156,0.32716336846351624
also,0.42747777700424194,0.23320212960243225,0.505894660949707,0.21277205646038055,0.41668900847435,0.26935648918151855,0.4924938678741455,0.24878323078155518,0.21848613023757935
have,0.39808809757232666,0.14524151384830475,0.6353569626808167,0.2480183243751526,0.3852778375148773,0.2253083735704422,0.3802283704280853,0.20391018688678741,0.32991164922714233
large,0.2017821967601776,0.11847718060016632,0.2609269917011261,0.18242935836315155,0.32899510860443115,0.20379868149757385,0.3569655418395996,0.15177753567695618,0.1355665624141693
shiite,0.20910754799842834,0.26507437229156494,0.1700054258108139,0.1909603327512741,0.2164458930492401,0.17698247730731964,0.32282471656799316,0.4590459167957306,0.17869096994400024
populations,0.19647875428199768,0.18249990046024323,0.24882245063781738,0.17375436425209045,0.29212361574172974,0.24797527492046356,0.2561377286911011,0.1631188690662384,0.17519071698188782
),0.26259949803352356,0.17989233136177063,0.26944878697395325,0.16416187584400177,0.20629894733428955,0.19527244567871094,0.3680361211299896,0.18191006779670715,0.42300865054130554
.,0.3567904531955719,0.23547469079494476,0.4105546176433563,0.29010337591171265,0.3566088080406189,0.24319837987422943,0.5352458953857422,0.28234371542930603,0.4130953550338745
