,what,needs,to,be,larger,to,get,the,same,work,out,of,lower,pressure,steam,?
cylinder,0.09421046078205109,0.15013962984085083,0.14832518994808197,0.21757850050926208,0.22762693464756012,0.14832518994808197,0.1443072110414505,0.19659645855426788,0.24778084456920624,0.17076155543327332,0.26241540908813477,0.16377530992031097,0.17473721504211426,0.3364424407482147,0.34102529287338257,0.12323369085788727
volume,0.18066860735416412,0.15323811769485474,0.16561628878116608,0.19786064326763153,0.2504323124885559,0.16561628878116608,0.13950122892856598,0.2396446168422699,0.1754225343465805,0.20692460238933563,0.1638968288898468,0.27775493264198303,0.13614358007907867,0.32341867685317993,0.1986384242773056,0.1651400327682495
as,0.31749409437179565,0.27244406938552856,0.42092081904411316,0.5230465531349182,0.2847188115119934,0.42092081904411316,0.2830592393875122,0.48381632566452026,0.3727807104587555,0.32418152689933777,0.3124499022960663,0.3886612355709076,0.21512500941753387,0.2102612406015396,0.20776431262493134,0.27043893933296204
this,0.5489566326141357,0.39554929733276367,0.5759071707725525,0.566177248954773,0.33173298835754395,0.5759071707725525,0.3731342554092407,0.6274310946464539,0.49053558707237244,0.4280385971069336,0.34908437728881836,0.45148900151252747,0.25191617012023926,0.32914987206459045,0.22001534700393677,0.3155723512172699
steam,0.15672586858272552,0.20047898590564728,0.22894427180290222,0.22586002945899963,0.16878406703472137,0.22894427180290222,0.17733164131641388,0.23105813562870026,0.12612633407115936,0.1961936056613922,0.1924295872449875,0.20239725708961487,0.17331621050834656,0.32320529222488403,1.0000001192092896,0.113324373960495
occupies,0.1754315048456192,0.12584279477596283,0.17013579607009888,0.15902261435985565,0.2838650941848755,0.17013579607009888,0.09673090279102325,0.3467068672180176,0.16187438368797302,0.14913909137248993,0.1544620841741562,0.41113683581352234,0.23744259774684906,0.20391646027565002,0.03291624039411545,0.054502952843904495
a,0.3320399522781372,0.34144335985183716,0.45503583550453186,0.39883795380592346,0.2846074104309082,0.45503583550453186,0.27948489785194397,0.5829201340675354,0.4048157036304474,0.266241192817688,0.34264278411865234,0.5052502155303955,0.2221667766571045,0.23459996283054352,0.2141898274421692,0.23916715383529663
greater,0.1946859508752823,0.19149249792099,0.25585630536079407,0.2287398725748062,0.4403572082519531,0.25585630536079407,0.17313675582408905,0.2814446687698364,0.1923239529132843,0.14117734134197235,0.13888019323349,0.34470728039741516,0.24440555274486542,0.2344657927751541,0.15186922252178192,0.09723397344350815
volume,0.18066860735416412,0.15323811769485474,0.16561628878116608,0.19786064326763153,0.2504323124885559,0.16561628878116608,0.13950122892856598,0.2396446168422699,0.1754225343465805,0.20692460238933563,0.1638968288898468,0.27775493264198303,0.13614358007907867,0.32341867685317993,0.1986384242773056,0.1651400327682495
.,0.3567904531955719,0.23357591032981873,0.4645031690597534,0.4383580684661865,0.25803330540657043,0.4645031690597534,0.39392393827438354,0.5934505462646484,0.3682591915130615,0.33121398091316223,0.34234723448753357,0.5352458953857422,0.24347278475761414,0.22055423259735107,0.22855372726917267,0.4130953550338745
