,what,did,basset,analyze,before,coming,to,his,conclusions,?
idea,0.44512778520584106,0.3689729869365692,0.0938863679766655,0.2865411341190338,0.25312182307243347,0.2600734829902649,0.3542773127555847,0.23131534457206726,0.4065493047237396,0.2952161729335785
",",0.3087472915649414,0.3015086054801941,0.21245740354061127,0.1857992708683014,0.3156566619873047,0.32352879643440247,0.44245919585227966,0.3378419280052185,0.23858857154846191,0.31091248989105225
bassett,0.12271395325660706,0.14427538216114044,0.7674432992935181,0.19536495208740234,0.1328069567680359,0.13914893567562103,0.24092073738574982,0.26963016390800476,0.045955970883369446,0.1477375477552414
focuses,0.27091580629348755,0.1606093794107437,0.07913222163915634,0.35587742924690247,0.16271770000457764,0.2076563686132431,0.27192121744155884,0.2540111541748047,0.25635260343551636,0.15887200832366943
his,0.26976513862609863,0.3546801507472992,0.17061173915863037,0.1565515249967575,0.358011394739151,0.2838437557220459,0.3715193271636963,0.9999998807907104,0.2198694795370102,0.18075084686279297
analysis,0.2842639982700348,0.16624894738197327,0.12832698225975037,0.6809750199317932,0.1309177726507187,0.1512613594532013,0.21860700845718384,0.17700746655464172,0.446840763092041,0.15352053940296173
of,0.33290785551071167,0.2513895630836487,0.17474320530891418,0.2221144735813141,0.3282964527606964,0.31330832839012146,0.41548454761505127,0.38364991545677185,0.2213919460773468,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.19770842790603638,0.2610788345336914,0.45900648832321167,0.4306776821613312,0.535392165184021,0.4394008219242096,0.22610555589199066,0.22068053483963013
role,0.22614215314388275,0.16237343847751617,0.15941691398620605,0.16344480216503143,0.2330225259065628,0.12373567372560501,0.17841029167175293,0.27668386697769165,0.1833798587322235,0.18676944077014923
of,0.33290785551071167,0.2513895630836487,0.17474320530891418,0.2221144735813141,0.3282964527606964,0.31330832839012146,0.41548454761505127,0.38364991545677185,0.2213919460773468,0.1826142966747284
nineteenth-century,0.2100762575864792,0.25969114899635315,0.22520963847637177,0.22754240036010742,0.29605215787887573,0.25007566809654236,0.24242883920669556,0.33018970489501953,0.22582800686359406,0.12242254614830017
maps,0.24177676439285278,0.12229295074939728,0.14465314149856567,0.27483290433883667,0.15136580169200897,0.15096689760684967,0.19708162546157837,0.13111719489097595,0.212630957365036,0.1744592785835266
during,0.24137552082538605,0.30679523944854736,0.09723711758852005,0.20027007162570953,0.4833252727985382,0.3113897740840912,0.2828781306743622,0.36789870262145996,0.17681950330734253,0.1325719803571701
the,0.42745697498321533,0.34736719727516174,0.19770842790603638,0.2610788345336914,0.45900648832321167,0.4306776821613312,0.535392165184021,0.4394008219242096,0.22610555589199066,0.22068053483963013
``,0.008517155423760414,-0.029888948425650597,0.06049026921391487,-0.08185359835624695,0.0842912346124649,-0.02159200608730316,0.06720756739377975,0.008275155909359455,0.06443541496992111,0.0685480609536171
scramble,0.33524125814437866,0.19728915393352509,0.15417127311229706,0.11295659840106964,0.24161238968372345,0.25130316615104675,0.33343878388404846,0.15501897037029266,0.16446413099765778,0.22532881796360016
for,0.3017193675041199,0.318512886762619,0.10586485266685486,0.2323550581932068,0.44347289204597473,0.2819928526878357,0.4451248347759247,0.39312878251075745,0.2111203968524933,0.264628142118454
africa,0.19696469604969025,0.1931072473526001,0.15844744443893433,0.15352925658226013,0.15974241495132446,0.19736425578594208,0.23667606711387634,0.15733219683170319,0.2012602984905243,0.12926554679870605
'',0.08143015950918198,0.01978493109345436,0.0923234075307846,0.08421748876571655,-0.07730459421873093,-0.00829694326967001,-0.009905828163027763,0.016508836299180984,0.07641521096229553,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.19447849690914154,0.21424360573291779,0.36693984270095825,0.32087481021881104,0.4645031690597534,0.3119256794452667,0.23955658078193665,0.4130953550338745
