,what,hymn,did,luther,write,after,the,martyrdom,of,esch,and,voes,?
catholic,0.1882777214050293,0.29464513063430786,0.16203826665878296,0.30848968029022217,0.15548492968082428,0.1761309802532196,0.26391419768333435,0.42632657289505005,0.3452084958553314,0.1553315818309784,0.2147825062274933,0.2238273322582245,0.16609853506088257
church,0.1944202184677124,0.35886234045028687,0.16781097650527954,0.379041463136673,0.17554832994937897,0.12355173379182816,0.23846197128295898,0.4406847059726715,0.3079429268836975,0.20144453644752502,0.1976170688867569,0.16354288160800934,0.18081501126289368
for,0.3017193675041199,0.1612643152475357,0.318512886762619,0.12958186864852905,0.3243878483772278,0.3650246858596802,0.4739971458911896,0.13109394907951355,0.4185989499092102,0.1386023461818695,0.5064792633056641,0.2860173285007477,0.264628142118454
lutheran,0.195865198969841,0.3037897050380707,0.22012826800346375,0.7014965415000916,0.1680886596441269,0.12467803806066513,0.20315466821193695,0.3790457844734192,0.2628459632396698,0.24809253215789795,0.20310066640377045,0.22153311967849731,0.1752520203590393
views,0.32671356201171875,0.16827470064163208,0.22832201421260834,0.19727660715579987,0.15065309405326843,0.10078383982181549,0.23137402534484863,0.2239694744348526,0.1923438459634781,0.16407929360866547,0.24296055734157562,0.20920081436634064,0.19388815760612488
",",0.3087472915649414,0.22048476338386536,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.38860568404197693,0.4933079481124878,0.23861335217952728,0.4946078956127167,0.25994279980659485,0.6633074283599854,0.3500317931175232,0.31091248989105225
prompting,0.20016826689243317,0.08514757454395294,0.2855590581893921,0.14296774566173553,0.16569772362709045,0.2550521492958069,0.2722083330154419,0.19636304676532745,0.22003328800201416,0.09406488388776779,0.2881278991699219,0.19712643325328827,0.1389094889163971
luther,0.2134782373905182,0.24335725605487823,0.23667675256729126,1.0,0.14316920936107635,0.17198127508163452,0.1759674996137619,0.32985442876815796,0.1719115972518921,0.2504364550113678,0.20796556770801544,0.1679193377494812,0.1732746809720993
to,0.455847829580307,0.1294938325881958,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.37890323996543884,0.535392165184021,0.19073344767093658,0.41548454761505127,0.22360774874687195,0.48971283435821533,0.29723629355430603,0.29463258385658264
write,0.37596118450164795,0.3005315959453583,0.33173128962516785,0.14316920936107635,1.0,0.15025895833969116,0.23380951583385468,0.17860746383666992,0.2147456258535385,0.17289435863494873,0.2489921897649765,0.22645844519138336,0.3189060389995575
the,0.42745697498321533,0.22713270783424377,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4565047025680542,1.0,0.2568643093109131,0.733189046382904,0.2576843202114105,0.5171257257461548,0.3069547414779663,0.22068053483963013
hymn,0.17087575793266296,0.9999999403953552,0.13866516947746277,0.24335725605487823,0.3005315959453583,0.14218449592590332,0.22713270783424377,0.31418243050575256,0.27317509055137634,0.12358668446540833,0.1816401183605194,0.2788707911968231,0.15131041407585144
``,0.008517155423760414,0.10007781535387039,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,0.040442656725645065,0.029072100296616554,0.155176043510437,0.06780257821083069,0.01327887549996376,0.036644238978624344,0.14872319996356964,0.0685480609536171
ein,0.1742001473903656,0.18883740901947021,0.08797629922628403,0.24216751754283905,0.24540802836418152,0.14406818151474,0.1496526598930359,0.20657800137996674,0.1357971876859665,0.3446436822414398,0.12921111285686493,0.26340562105178833,0.19649122655391693
neues,0.17624039947986603,0.23480938374996185,0.15481989085674286,0.3277282118797302,0.16271890699863434,0.1531771421432495,0.26944249868392944,0.2802146375179291,0.25096243619918823,0.48185214400291443,0.22866764664649963,0.47618892788887024,0.1800583302974701
lied,0.2632516026496887,0.3275722861289978,0.3034440875053406,0.2537972331047058,0.27624139189720154,0.23960141837596893,0.18987156450748444,0.2313801497220993,0.17929846048355103,0.2564484775066376,0.19285555183887482,0.3082602620124817,0.21382153034210205
wir,0.08665595203638077,0.13019216060638428,0.051847487688064575,0.17971296608448029,0.06320270150899887,0.04531431198120117,0.15802772343158722,0.21729765832424164,0.06055065989494324,0.26552507281303406,0.17531509697437286,0.3003188669681549,0.07741018384695053
heben,0.17244720458984375,0.3192800283432007,0.14217941462993622,0.32323044538497925,0.2005530148744583,0.2573687732219696,0.2968805730342865,0.28089120984077454,0.27078747749328613,0.49445000290870667,0.2428978830575943,0.35819414258003235,0.15229463577270508
an,0.2821882665157318,0.1355760246515274,0.22598257660865784,0.10983039438724518,0.22847731411457062,0.20180045068264008,0.4207492768764496,0.15561887621879578,0.32280945777893066,0.1603725105524063,0.2838519215583801,0.10823000222444534,0.19793890416622162
'',0.08143015950918198,-0.056234996765851974,0.01978493109345436,-0.04572787508368492,0.05656430125236511,-0.08605624735355377,0.041273195296525955,0.04462268576025963,0.13035868108272552,0.02155599184334278,0.021612688899040222,-0.10927513241767883,0.018684765323996544
(,0.2411840260028839,0.13691121339797974,0.18979617953300476,0.1677781045436859,0.1890999674797058,0.2132600098848343,0.33289089798927307,0.16925781965255737,0.35032153129577637,0.23200370371341705,0.4862271547317505,0.3089350163936615,0.40561532974243164
``,0.008517155423760414,0.10007781535387039,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,0.040442656725645065,0.029072100296616554,0.155176043510437,0.06780257821083069,0.01327887549996376,0.036644238978624344,0.14872319996356964,0.0685480609536171
a,0.3320399522781372,0.1312560737133026,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.3831600844860077,0.5829201340675354,0.1866999715566635,0.5052502155303955,0.25117871165275574,0.3739250600337982,0.25383517146110535,0.23916715383529663
new,0.2130378633737564,0.14954769611358643,0.227974995970726,0.14555130898952484,0.20642755925655365,0.2620960772037506,0.3845241069793701,0.15018998086452484,0.343457967042923,0.19488391280174255,0.31402453780174255,0.1829679310321808,0.14782847464084625
song,0.21011823415756226,0.3946973383426666,0.1988414227962494,0.199148491024971,0.2323864996433258,0.16308587789535522,0.300855815410614,0.235846608877182,0.18425366282463074,0.18408940732479095,0.24326705932617188,0.2767053246498108,0.20782215893268585
we,0.5622460842132568,0.17415651679039001,0.3426455855369568,0.16611410677433014,0.39617079496383667,0.21897171437740326,0.3206169009208679,0.19744934141635895,0.2769293785095215,0.22413921356201172,0.2896674871444702,0.2921946048736572,0.535264790058136
raise,0.19120202958583832,0.18105675280094147,0.24231767654418945,0.1270306259393692,0.25507068634033203,0.15467891097068787,0.2657596468925476,0.21286413073539734,0.2562425136566162,0.12077615410089493,0.2588892877101898,0.21197105944156647,0.13340649008750916
'',0.08143015950918198,-0.056234996765851974,0.01978493109345436,-0.04572787508368492,0.05656430125236511,-0.08605624735355377,0.041273195296525955,0.04462268576025963,0.13035868108272552,0.02155599184334278,0.021612688899040222,-0.10927513241767883,0.018684765323996544
),0.26259949803352356,0.15801535546779633,0.18584993481636047,0.18587662279605865,0.21409611403942108,0.24162524938583374,0.3456730246543884,0.190528005361557,0.3680361211299896,0.21957515180110931,0.4961937665939331,0.30392932891845703,0.42300865054130554
",",0.3087472915649414,0.22048476338386536,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.38860568404197693,0.4933079481124878,0.23861335217952728,0.4946078956127167,0.25994279980659485,0.6633074283599854,0.3500317931175232,0.31091248989105225
which,0.5261979103088379,0.23427073657512665,0.2750149369239807,0.17501473426818848,0.31213799118995667,0.3217443823814392,0.6521818041801453,0.21570096909999847,0.5011631846427917,0.20456787943840027,0.506277859210968,0.25796717405319214,0.25814583897590637
is,0.28837618231773376,0.12444980442523956,0.19247472286224365,0.08282390236854553,0.23610058426856995,0.2835143506526947,0.5823672413825989,0.13938619196414948,0.4854315221309662,0.28567907214164734,0.3859752118587494,0.2180837243795395,0.22961433231830597
generally,0.40614598989486694,0.059503525495529175,0.27544987201690674,0.13664424419403076,0.22934873402118683,0.194672092795372,0.41466525197029114,0.1942979097366333,0.3127037584781647,0.12852956354618073,0.4087323546409607,0.18644261360168457,0.23411904275417328
known,0.20381177961826324,0.19287483394145966,0.25943970680236816,0.12994661927223206,0.13982076942920685,0.19016911089420319,0.3624623417854309,0.23268592357635498,0.35814476013183594,0.16740083694458008,0.3468935489654541,0.173031285405159,0.18314571678638458
in,0.30808621644973755,0.15935353934764862,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.44050168991088867,0.6662389636039734,0.2129238396883011,0.5696388483047485,0.2858602702617645,0.4954058527946472,0.26026925444602966,0.20430970191955566
english,0.25060737133026123,0.21598201990127563,0.18994997441768646,0.16135354340076447,0.30182138085365295,0.148844912648201,0.23982001841068268,0.17702913284301758,0.17198967933654785,0.17988985776901245,0.3409043252468109,0.18785566091537476,0.23251567780971527
by,0.2455483376979828,0.1872738152742386,0.18574509024620056,0.15382802486419678,0.16883166134357452,0.41259682178497314,0.4408751428127289,0.22627022862434387,0.3646814823150635,0.1981421560049057,0.4289871156215668,0.17329886555671692,0.17966607213020325
john,0.18237407505512238,0.20239076018333435,0.18785913288593292,0.3108772039413452,0.13585695624351501,0.22597751021385193,0.2230520099401474,0.263622522354126,0.2407056987285614,0.10802894830703735,0.21634717285633087,0.10334097594022751,0.13162356615066528
c.,0.03813721984624863,-0.17433805763721466,-0.00015500003064516932,0.0058187381364405155,-0.030517127364873886,-0.08270108699798584,-0.23451577126979828,-0.03117811121046543,-0.18015630543231964,-0.07721692323684692,-0.0882335752248764,-0.18803153932094574,0.019047532230615616
messenger,0.23927366733551025,0.23510219156742096,0.20396457612514496,0.1888664811849594,0.1550922691822052,0.18806810677051544,0.2849069833755493,0.22539183497428894,0.19503262639045715,0.08948002755641937,0.25545042753219604,0.19334110617637634,0.14740361273288727
's,0.02692362666130066,0.01253789383918047,0.05069678649306297,-0.009990512393414974,0.041710954159498215,-0.055672239512205124,-0.01540423184633255,0.024306731298565865,-0.03817026689648628,0.07046228647232056,0.06895173341035843,0.0779278352856636,-0.023395681753754616
translation,0.22188860177993774,0.27337250113487244,0.1068030595779419,0.18200817704200745,0.3119402825832367,0.15201713144779205,0.26402729749679565,0.21769297122955322,0.18704865872859955,0.19427376985549927,0.2206902801990509,0.1951451152563095,0.22574150562286377
by,0.2455483376979828,0.1872738152742386,0.18574509024620056,0.15382802486419678,0.16883166134357452,0.41259682178497314,0.4408751428127289,0.22627022862434387,0.3646814823150635,0.1981421560049057,0.4289871156215668,0.17329886555671692,0.17966607213020325
the,0.42745697498321533,0.22713270783424377,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4565047025680542,1.0,0.2568643093109131,0.733189046382904,0.2576843202114105,0.5171257257461548,0.3069547414779663,0.22068053483963013
title,0.205022931098938,0.13303713500499725,0.17921915650367737,0.14480815827846527,0.1708960086107254,0.17867733538150787,0.27465343475341797,0.12810081243515015,0.18969319760799408,0.10568837076425552,0.20763245224952698,0.22431640326976776,0.34551161527633667
and,0.31309178471565247,0.1816401183605194,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.3765919506549835,0.5171257257461548,0.22641240060329437,0.5116966962814331,0.2045113891363144,1.0,0.3322458267211914,0.20544172823429108
first,0.28086137771606445,0.20774662494659424,0.33691170811653137,0.20517638325691223,0.24849028885364532,0.42302387952804565,0.49448907375335693,0.21281105279922485,0.3536086082458496,0.10977533459663391,0.3167642652988434,0.24115578830242157,0.18701928853988647
line,0.2245367169380188,0.14981304109096527,0.14681050181388855,0.14833900332450867,0.16717123985290527,0.16880643367767334,0.29789501428604126,0.11450091004371643,0.23765452206134796,0.14225615561008453,0.24584348499774933,0.1914309412240982,0.16271452605724335
``,0.008517155423760414,0.10007781535387039,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,0.040442656725645065,0.029072100296616554,0.155176043510437,0.06780257821083069,0.01327887549996376,0.036644238978624344,0.14872319996356964,0.0685480609536171
flung,0.2096528261899948,0.19100147485733032,0.15035219490528107,0.1327112466096878,0.1499563753604889,0.1552009880542755,0.2535496950149536,0.0980401486158371,0.2579619288444519,0.2633748948574066,0.2699326276779175,0.2811835706233978,0.22495220601558685
to,0.455847829580307,0.1294938325881958,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.37890323996543884,0.535392165184021,0.19073344767093658,0.41548454761505127,0.22360774874687195,0.48971283435821533,0.29723629355430603,0.29463258385658264
the,0.42745697498321533,0.22713270783424377,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4565047025680542,1.0,0.2568643093109131,0.733189046382904,0.2576843202114105,0.5171257257461548,0.3069547414779663,0.22068053483963013
heedless,0.294950395822525,0.2525259256362915,0.21075032651424408,0.29796263575553894,0.16772893071174622,0.25960153341293335,0.22303225100040436,0.24851086735725403,0.2285589575767517,0.14293725788593292,0.2923963665962219,0.25928226113319397,0.2773325443267822
winds,0.18654604256153107,0.11563247442245483,0.21734832227230072,0.07335522770881653,0.12908408045768738,0.17338141798973083,0.2427695244550705,0.20557472109794617,0.21783238649368286,0.09089811146259308,0.2642352879047394,0.2828773856163025,0.1398162990808487
'',0.08143015950918198,-0.056234996765851974,0.01978493109345436,-0.04572787508368492,0.05656430125236511,-0.08605624735355377,0.041273195296525955,0.04462268576025963,0.13035868108272552,0.02155599184334278,0.021612688899040222,-0.10927513241767883,0.018684765323996544
and,0.31309178471565247,0.1816401183605194,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.3765919506549835,0.5171257257461548,0.22641240060329437,0.5116966962814331,0.2045113891363144,1.0,0.3322458267211914,0.20544172823429108
sung,0.201679527759552,0.4844520092010498,0.15353147685527802,0.1888008564710617,0.23576457798480988,0.08478491008281708,0.22431433200836182,0.25249746441841125,0.2174706906080246,0.1660187691450119,0.20095162093639374,0.29040253162384033,0.15781855583190918
to,0.455847829580307,0.1294938325881958,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.37890323996543884,0.535392165184021,0.19073344767093658,0.41548454761505127,0.22360774874687195,0.48971283435821533,0.29723629355430603,0.29463258385658264
the,0.42745697498321533,0.22713270783424377,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4565047025680542,1.0,0.2568643093109131,0.733189046382904,0.2576843202114105,0.5171257257461548,0.3069547414779663,0.22068053483963013
tune,0.270632266998291,0.46293649077415466,0.15553449094295502,0.19087892770767212,0.27974551916122437,0.11856389790773392,0.22937244176864624,0.18968218564987183,0.16878852248191833,0.12074540555477142,0.22970038652420044,0.3151984214782715,0.19689199328422546
ibstone,0.22712381184101105,0.1797514408826828,0.19607849419116974,0.26728639006614685,0.18604375422000885,0.2720794975757599,0.32725298404693604,0.3251642882823944,0.2954541742801666,0.17794834077358246,0.24250775575637817,0.26761505007743835,0.1895511895418167
composed,0.14231626689434052,0.3454967141151428,0.15944603085517883,0.11388474702835083,0.3118325173854828,0.15543796122074127,0.21816956996917725,0.10869188606739044,0.29509663581848145,0.1936025321483612,0.25432297587394714,0.1884947121143341,0.0784355029463768
in,0.30808621644973755,0.15935353934764862,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.44050168991088867,0.6662389636039734,0.2129238396883011,0.5696388483047485,0.2858602702617645,0.4954058527946472,0.26026925444602966,0.20430970191955566
1875,0.12304215133190155,0.1647188365459442,0.15116965770721436,0.21983997523784637,0.03787615895271301,0.21842335164546967,0.20612575113773346,0.3004283905029297,0.20083793997764587,0.056816548109054565,0.09004559367895126,0.1575709581375122,0.22339659929275513
by,0.2455483376979828,0.1872738152742386,0.18574509024620056,0.15382802486419678,0.16883166134357452,0.41259682178497314,0.4408751428127289,0.22627022862434387,0.3646814823150635,0.1981421560049057,0.4289871156215668,0.17329886555671692,0.17966607213020325
maria,0.157850980758667,0.25955337285995483,0.18632648885250092,0.21504099667072296,0.179144948720932,0.18859204649925232,0.15531538426876068,0.29093077778816223,0.2167290449142456,0.23057912290096283,0.19233694672584534,0.2407122254371643,0.16458186507225037
c.,0.03813721984624863,-0.17433805763721466,-0.00015500003064516932,0.0058187381364405155,-0.030517127364873886,-0.08270108699798584,-0.23451577126979828,-0.03117811121046543,-0.18015630543231964,-0.07721692323684692,-0.0882335752248764,-0.18803153932094574,0.019047532230615616
tiddeman,0.1781148761510849,0.21225284039974213,0.28880438208580017,0.3065189719200134,0.20613522827625275,0.26346784830093384,0.25957992672920227,0.2419632077217102,0.20817820727825165,0.18591949343681335,0.30093082785606384,0.3625110685825348,0.24509061872959137
.,0.3567904531955719,0.18054819107055664,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.35870397090911865,0.5934505462646484,0.1827913224697113,0.5352458953857422,0.26163220405578613,0.588965117931366,0.33349889516830444,0.4130953550338745
