,what,was,the,building,that,formerly,occupied,the,v,&,a,'s,present,site,called,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2374238669872284,0.4137537479400635,0.2646653354167938,0.27128130197525024,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.267320841550827,0.2036259025335312,0.26549121737480164,0.31091248989105225
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.1664457619190216,0.4497850239276886,0.2307947427034378,0.16677922010421753,0.47635307908058167,0.14128151535987854,0.10219087451696396,0.3508910834789276,0.024445664137601852,0.18883636593818665,0.17619766294956207,0.35463574528694153,0.2107497900724411
notably,0.1358402669429779,0.20736795663833618,0.33497244119644165,0.14183273911476135,0.25474685430526733,0.20784278213977814,0.14118832349777222,0.33497244119644165,0.0902465432882309,0.13167385756969452,0.1921544224023819,-0.0323784165084362,0.18123416602611542,0.15199027955532074,0.21928910911083221,0.10343469679355621
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.20441755652427673,0.37496164441108704,0.19880634546279907,0.2622529864311218,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.15190309286117554,0.16451333463191986,0.3092815577983856,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,1.0,0.3159640431404114,0.5473989248275757,0.2854805290699005,0.3288927674293518,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2829846143722534,0.288954496383667,0.489897221326828,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.10087663680315018,0.05285148695111275,-0.007761274464428425,0.14354604482650757,0.029072100296616554,0.01636357791721821,-0.14380550384521484,0.07272057235240936,-0.03416389226913452,0.027019305154681206,-0.13355310261249542,0.00907047651708126,0.0685480609536171
brompton,0.19883570075035095,0.274530827999115,0.29877346754074097,0.17507410049438477,0.21462026238441467,0.18266187608242035,0.12564478814601898,0.29877346754074097,0.20121900737285614,0.21738947927951813,0.27073436975479126,-0.08359377086162567,0.11245729774236679,0.14707809686660767,0.2239612340927124,0.15745997428894043
boilers,0.24493542313575745,0.16543826460838318,0.2494322508573532,0.24314714968204498,0.22913822531700134,0.16297665238380432,0.17681773006916046,0.2494322508573532,0.10177789628505707,0.14904707670211792,0.17241916060447693,-0.004583046305924654,0.1181466355919838,0.1055401861667633,0.13958537578582764,0.19904552400112152
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,-0.03844011574983597,0.007880004122853279,-0.02405461110174656,-0.052900683134794235,0.041273195296525955,0.03103136084973812,-0.007392024155706167,0.04890415817499161,-0.04859459400177002,-0.022134043276309967,-0.057915568351745605,0.021102847531437874,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2374238669872284,0.4137537479400635,0.2646653354167938,0.27128130197525024,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.267320841550827,0.2036259025335312,0.26549121737480164,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3029557466506958,0.6894589066505432,0.31071120500564575,0.23706555366516113,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.03856118768453598,0.27609559893608093,0.25946786999702454,0.5573342442512512,0.25814583897590637
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.18601834774017334,0.35517072677612305,0.21698620915412903,0.2914837598800659,0.3906462490558624,0.1089601069688797,0.1205248013138771,0.17203083634376526,0.007088581565767527,0.16091316938400269,0.2008490264415741,0.30364301800727844,0.17890112102031708
starkly,0.2248748391866684,0.31892791390419006,0.3237760365009308,0.218484029173851,0.28805190324783325,0.18370604515075684,0.13568487763404846,0.3237760365009308,0.13148453831672668,0.26645714044570923,0.347299724817276,0.010729807429015636,0.20190322399139404,0.17694267630577087,0.23849037289619446,0.16855795681476593
utilitarian,0.2195596992969513,0.1680620312690735,0.16574816405773163,0.2261575311422348,0.2605883479118347,0.1714746206998825,0.15005864202976227,0.16574816405773163,0.09479697048664093,0.10747028142213821,0.21831071376800537,0.02202317863702774,0.06694292277097702,0.16469180583953857,0.15359681844711304,0.20882867276668549
iron,0.1444280743598938,0.21926720440387726,0.27578672766685486,0.22960558533668518,0.20105910301208496,0.2119266390800476,0.1389237493276596,0.27578672766685486,0.0854005292057991,0.13788394629955292,0.25579822063446045,-0.0246629249304533,0.11387860029935837,0.1406182199716568,0.23877480626106262,0.1309053897857666
galleries,0.17793069779872894,0.14833402633666992,0.27603694796562195,0.35605674982070923,0.25966814160346985,0.11838431656360626,0.19753974676132202,0.27603694796562195,0.17544934153556824,0.18190616369247437,0.16555815935134888,-0.07497011125087738,0.13535214960575104,0.3157578110694885,0.18283121287822723,0.1957392692565918
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.1992759108543396,0.4154358208179474,0.20120948553085327,0.15113858878612518,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,-0.04624466598033905,0.20671819150447845,0.10583268851041794,0.3139074146747589,0.2433311939239502
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2576078176498413,0.47537946701049805,0.24537251889705658,0.17403075098991394,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.04866964742541313,0.14277903735637665,0.21085289120674133,0.4868806302547455,0.23916715383529663
temporary,0.1866864562034607,0.15720134973526,0.3147225081920624,0.2724364995956421,0.28173354268074036,0.14042805135250092,0.24267792701721191,0.3147225081920624,0.11748267710208893,0.026629794389009476,0.3129628300666809,0.03074457123875618,0.2018917202949524,0.18930022418498993,0.19587063789367676,0.11651745438575745
look,0.40627723932266235,0.15617191791534424,0.2806221544742584,0.20074842870235443,0.3872837722301483,0.013024711981415749,0.12114227563142776,0.2806221544742584,0.12434396892786026,0.12068435549736023,0.23710425198078156,0.10657313466072083,0.19804170727729797,0.19179438054561615,0.26048749685287476,0.3596472144126892
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2593274712562561,0.4731321930885315,0.22724537551403046,0.26742085814476013,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.2790124714374542,0.19108152389526367,0.3251761794090271,0.20544172823429108
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.18601834774017334,0.35517072677612305,0.21698620915412903,0.2914837598800659,0.3906462490558624,0.1089601069688797,0.1205248013138771,0.17203083634376526,0.007088581565767527,0.16091316938400269,0.2008490264415741,0.30364301800727844,0.17890112102031708
later,0.2517229914665222,0.5684447288513184,0.4060266613960266,0.165168896317482,0.42443475127220154,0.25072798132896423,0.23032252490520477,0.4060266613960266,0.13437555730342865,0.1510971635580063,0.34254932403564453,0.05591587722301483,0.16859951615333557,0.1955386996269226,0.3076115846633911,0.1417175978422165
dismantled,0.20705196261405945,0.37433764338493347,0.3285280764102936,0.35986337065696716,0.3171132206916809,0.24144653975963593,0.32150009274482727,0.3285280764102936,0.09407171607017517,0.1165199875831604,0.25853219628334045,-0.07598941773176193,0.17192576825618744,0.16668249666690826,0.2572222948074341,0.13878770172595978
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2593274712562561,0.4731321930885315,0.22724537551403046,0.26742085814476013,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.2790124714374542,0.19108152389526367,0.3251761794090271,0.20544172823429108
used,0.27546408772468567,0.23679393529891968,0.3718377649784088,0.2246105819940567,0.37621384859085083,0.256487101316452,0.22455275058746338,0.3718377649784088,0.1392776072025299,0.04071924090385437,0.3864384889602661,0.00600846204906702,0.15520213544368744,0.1787319779396057,0.46930378675460815,0.22430120408535004
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2658686637878418,0.5436353087425232,0.16159123182296753,0.18831755220890045,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.03782717138528824,0.2453051209449768,0.2310456782579422,0.2987143397331238,0.29463258385658264
build,0.27055490016937256,0.20898228883743286,0.2602573335170746,0.5836763381958008,0.3118564784526825,0.1577981561422348,0.16311779618263245,0.2602573335170746,0.1758461892604828,0.09907101839780807,0.26229962706565857,0.08569536358118057,0.14626824855804443,0.2988079786300659,0.2700592577457428,0.1704305112361908
the,0.42745697498321533,0.48711544275283813,1.0,0.3159640431404114,0.5473989248275757,0.2854805290699005,0.3288927674293518,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2829846143722534,0.288954496383667,0.489897221326828,0.22068053483963013
v,0.16628342866897583,0.16128918528556824,0.18580520153045654,0.14624911546707153,0.14623945951461792,0.14726966619491577,-0.010108087211847305,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,-0.008823617361485958,0.15913373231887817,0.06912398338317871,0.15024623274803162,0.28677162528038025
&,0.11141876131296158,0.12134000658988953,0.14992168545722961,0.1130819097161293,0.13811425864696503,0.16683867573738098,0.15014635026454926,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,-0.02038128487765789,0.0991305410861969,0.14122483134269714,0.12243451178073883,0.12596383690834045
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2576078176498413,0.47537946701049805,0.24537251889705658,0.17403075098991394,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.04866964742541313,0.14277903735637665,0.21085289120674133,0.4868806302547455,0.23916715383529663
museum,0.1771627515554428,0.21266788244247437,0.24861779808998108,0.33589062094688416,0.1994490772485733,0.1849140077829361,0.1887734830379486,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,-0.011753248050808907,0.1676148623228073,0.26758304238319397,0.17102712392807007,0.14128351211547852
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.26200541853904724,0.41498205065727234,0.27187931537628174,0.3310187757015228,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.3116828501224518,0.24291633069515228,0.4222904443740845,0.1826142966747284
childhood,0.2245498150587082,0.23151083290576935,0.21581587195396423,0.07439634948968887,0.1903056651353836,0.13786791265010834,0.10291452705860138,0.21581587195396423,0.09149814397096634,0.05076463893055916,0.1799464225769043,0.04324875771999359,0.18337813019752502,0.1344422996044159,0.16129200160503387,0.11606396734714508
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.275610089302063,0.4460422694683075,0.16428235173225403,0.2517492473125458,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.23765113949775696,0.22011229395866394,0.300344854593277,0.4130953550338745
