,who,did,peyton,manning,complete,an,18,yard,pass,to,on,the,opening,drive,?
peyton,0.2135157585144043,0.22208823263645172,1.0,0.5102329254150391,0.17834673821926117,0.21706625819206238,-0.06995188444852829,0.34766948223114014,0.1886221468448639,0.2003074735403061,0.22488318383693695,0.2709864377975464,0.2150452733039856,0.19708479940891266,0.17519715428352356
manning,0.33436715602874756,0.22743284702301025,0.5102329254150391,0.9999998807907104,0.1291896104812622,0.22683030366897583,0.06028604134917259,0.38636353611946106,0.28301873803138733,0.24857525527477264,0.25339728593826294,0.27058160305023193,0.24547283351421356,0.22187665104866028,0.15856626629829407
completing,0.19982856512069702,0.2494051307439804,0.2694849371910095,0.350315660238266,0.5820174813270569,0.17086122930049896,-0.06075470894575119,0.30988118052482605,0.287808895111084,0.32327601313591003,0.2377978414297104,0.31240642070770264,0.2821562588214874,0.18532748520374298,0.08928072452545166
an,0.2848317325115204,0.22598257660865784,0.21706625819206238,0.22683030366897583,0.2157072126865387,1.0,-0.04713568091392517,0.11076310276985168,0.13785582780838013,0.3138085603713989,0.3192969560623169,0.4207492768764496,0.1827966272830963,0.17218853533267975,0.19793890416622162
18-yard,0.2596614360809326,0.16512855887413025,0.4308772087097168,0.3531230390071869,0.19931039214134216,0.158383309841156,-0.045374795794487,0.7648635506629944,0.26059654355049133,0.2086818963289261,0.20890937745571136,0.28322163224220276,0.2314615100622177,0.26356470584869385,0.11260943114757538
pass,0.12504667043685913,0.1339150071144104,0.1886221468448639,0.28301873803138733,0.18746964633464813,0.13785582780838013,-0.009490658529102802,0.32050034403800964,1.0000001192092896,0.28446894884109497,0.13331516087055206,0.25961899757385254,0.2594235837459564,0.23804372549057007,0.09478675574064255
to,0.42656609416007996,0.4452643394470215,0.2003074735403061,0.24857525527477264,0.26479288935661316,0.3138085603713989,-0.17942632734775543,0.15160483121871948,0.28446894884109497,1.0,0.41031414270401,0.535392165184021,0.2393702119588852,0.291306734085083,0.29463258385658264
tight,0.11932153254747391,0.17429514229297638,0.2634335160255432,0.3322586417198181,0.05731840431690216,0.16986490786075592,-0.02591511607170105,0.29319682717323303,0.21210485696792603,0.23510529100894928,0.16327978670597076,0.20536431670188904,0.20003148913383484,0.1743941456079483,0.11662518978118896
end,0.15423893928527832,0.18808481097221375,0.21431435644626617,0.2056039273738861,0.24947543442249298,0.1506708711385727,-0.04458775371313095,0.24675756692886353,0.23464839160442352,0.3229445815086365,0.2773675322532654,0.39658910036087036,0.36104637384414673,0.18270590901374817,0.12543344497680664
owen,0.2093045860528946,0.18296459317207336,0.3981882333755493,0.25592443346977234,0.210504949092865,0.1600034385919571,-0.11768534034490585,0.22067788243293762,0.06594211608171463,0.15132027864456177,0.10876773297786713,0.1796451061964035,0.11962193995714188,0.15752431750297546,0.13738884031772614
daniels,0.2704866826534271,0.17371438443660736,0.32362163066864014,0.345481812953949,0.08805446326732635,0.1726357489824295,-0.019200528040528297,0.1896960288286209,0.14080967009067535,0.17996326088905334,0.21221841871738434,0.15338526666164398,0.07009243965148926,0.09440670907497406,0.1694222241640091
and,0.41279885172843933,0.34479495882987976,0.27112144231796265,0.2638654112815857,0.20886704325675964,0.2838519215583801,-0.07680561393499374,0.20639188587665558,0.2433357536792755,0.48971283435821533,0.4077630043029785,0.5171257257461548,0.23275460302829742,0.19344621896743774,0.20544172823429108
a,0.36608949303627014,0.2552328109741211,0.298135370016098,0.2509649395942688,0.29913821816444397,0.44552403688430786,-0.08585336059331894,0.20629099011421204,0.19894953072071075,0.45503583550453186,0.3848365545272827,0.5829201340675354,0.2575104236602783,0.24929353594779968,0.23916715383529663
22-yard,0.26684221625328064,0.16935434937477112,0.422611802816391,0.3400590121746063,0.21038120985031128,0.15763339400291443,-0.04689966142177582,0.7590137720108032,0.26091286540031433,0.21475082635879517,0.21493513882160187,0.28675422072410583,0.2318570464849472,0.25979065895080566,0.11066537350416183
throw,0.2533889710903168,0.2320234477519989,0.22249023616313934,0.30718404054641724,0.16630902886390686,0.17893047630786896,0.01308708917349577,0.2720436155796051,0.2638188898563385,0.32880792021751404,0.167329341173172,0.23050227761268616,0.2461579144001007,0.26898080110549927,0.2296752780675888
to,0.42656609416007996,0.4452643394470215,0.2003074735403061,0.24857525527477264,0.26479288935661316,0.3138085603713989,-0.17942632734775543,0.15160483121871948,0.28446894884109497,1.0,0.41031414270401,0.535392165184021,0.2393702119588852,0.291306734085083,0.29463258385658264
receiver,0.1811998039484024,0.15293848514556885,0.2558000981807709,0.38810068368911743,0.17370767891407013,0.1783871352672577,-0.04763970151543617,0.25214555859565735,0.31649863719940186,0.25238820910453796,0.21347767114639282,0.21850530803203583,0.17791993916034698,0.265044242143631,0.11587938666343689
andre,0.21841874718666077,0.14174409210681915,0.3207598030567169,0.27289459109306335,0.10156328976154327,0.0856848731637001,-0.002430122811347246,0.14766497910022736,0.09553732722997665,0.17444729804992676,0.19648993015289307,0.17126552760601044,0.08814826607704163,0.20468245446681976,0.09964141994714737
caldwell,0.1957789957523346,0.1589052677154541,0.4403265416622162,0.31892335414886475,0.16074387729167938,0.1849183738231659,-0.014614942483603954,0.18865661323070526,0.12075827270746231,0.1821298748254776,0.1281428039073944,0.1637139618396759,0.11525140702724457,0.15630647540092468,0.20924519002437592
.,0.3541337847709656,0.35288307070732117,0.2932659685611725,0.2937074899673462,0.2471141666173935,0.3581749200820923,-0.05821654945611954,0.13538575172424316,0.1901644617319107,0.4645031690597534,0.49257001280784607,0.5934505462646484,0.2886379361152649,0.21262511610984802,0.4130953550338745
