,what,year,did,the,the,saints,hit,a,13-0,record,?
new,0.2130378633737564,0.25045546889305115,0.227974995970726,0.3845241069793701,0.3845241069793701,0.26373666524887085,0.1651177853345871,0.3214259147644043,0.0877237543463707,0.18475042283535004,0.14782847464084625
orleans,0.14538788795471191,0.2162962406873703,0.2159711718559265,0.22309443354606628,0.22309443354606628,0.33661946654319763,0.2176298052072525,0.24825912714004517,0.1270664483308792,0.1710953265428543,0.13097690045833588
saints,0.20729289948940277,0.2251470983028412,0.14291644096374512,0.22267529368400574,0.22267529368400574,1.0,0.1628459095954895,0.18702839314937592,0.14557936787605286,0.19300787150859833,0.1782425343990326
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.5171257257461548,0.17669014632701874,0.24528738856315613,0.3739250600337982,0.16611017286777496,0.23470573127269745,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
2011,0.04286744073033333,-0.00862041488289833,-0.03760814294219017,0.07811610400676727,0.07811610400676727,0.07616221904754639,0.15480051934719086,0.03359675034880638,0.014653376303613186,0.04342568665742874,0.005212190095335245
green,0.16762696206569672,0.11642157286405563,0.10622840374708176,0.24099771678447723,0.24099771678447723,0.24178773164749146,0.09038679301738739,0.2557748556137085,0.16528664529323578,0.11396745592355728,0.11409882456064224
bay,0.20251236855983734,0.09143916517496109,0.05503932014107704,0.2441686987876892,0.2441686987876892,0.27696943283081055,0.17265534400939941,0.17936193943023682,0.15390360355377197,0.07906600832939148,0.10773546993732452
packers,0.20013752579689026,0.24785491824150085,0.12742935121059418,0.21419119834899902,0.21419119834899902,0.43227678537368774,0.1871294230222702,0.209980770945549,0.20119212567806244,0.28545835614204407,0.14739927649497986
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.5934505462646484,0.23146063089370728,0.25226855278015137,0.50484299659729,0.2127094268798828,0.2186054140329361,0.4130953550338745
