,what,law,connects,relative,velocities,with,inertia,?
the,0.42745697498321533,0.24548950791358948,0.3196312189102173,0.24540278315544128,0.23509471118450165,0.4223487675189972,0.2222520112991333,0.22068053483963013
first,0.28086137771606445,0.1839938908815384,0.12306834012269974,0.18837742507457733,0.117905393242836,0.2691199779510498,0.1837179958820343,0.18701928853988647
law,0.2145031988620758,1.0000001192092896,0.10374802350997925,0.24416032433509827,0.1953982561826706,0.12950056791305542,0.29094550013542175,0.1528988480567932
contradicts,0.470143586397171,0.28405147790908813,0.21959088742733002,0.2605488896369934,0.2810414135456085,0.26356998085975647,0.3434647023677826,0.4365069270133972
the,0.42745697498321533,0.24548950791358948,0.3196312189102173,0.24540278315544128,0.23509471118450165,0.4223487675189972,0.2222520112991333,0.22068053483963013
intuitive,0.34618091583251953,0.24497991800308228,0.1103394478559494,0.37195804715156555,0.40972593426704407,0.24062369763851166,0.408989280462265,0.34172603487968445
aristotelian,0.2997739017009735,0.30001455545425415,0.11406943947076797,0.2877425253391266,0.3187863528728485,0.15447118878364563,0.3216710388660431,0.15906864404678345
belief,0.3523470163345337,0.3097335696220398,0.13218003511428833,0.19381457567214966,0.22583195567131042,0.16671405732631683,0.2773855924606323,0.20175790786743164
that,0.6297725439071655,0.23277728259563446,0.18619242310523987,0.30116739869117737,0.3261851370334625,0.4154358208179474,0.3041691482067108,0.32716336846351624
a,0.3320399522781372,0.2212858349084854,0.22206568717956543,0.3016895651817322,0.21929217875003815,0.3783375024795532,0.24480025470256805,0.23916715383529663
net,0.14762049913406372,0.12418025732040405,0.08633073419332504,0.18043437600135803,0.19256548583507538,0.17359885573387146,0.20827476680278778,0.20179778337478638
force,0.16915984451770782,0.23490524291992188,0.08603963255882263,0.21669264137744904,0.34652143716812134,0.15703244507312775,0.3579924404621124,0.1650998443365097
is,0.28837618231773376,0.18597714602947235,0.3361116349697113,0.23987647891044617,0.1743892878293991,0.3250955045223236,0.2161921113729477,0.22961433231830597
required,0.2506856620311737,0.26944971084594727,0.09716913104057312,0.22832605242729187,0.24190783500671387,0.27981439232826233,0.3124825358390808,0.24962718784809113
to,0.455847829580307,0.259207159280777,0.19405587017536163,0.283727765083313,0.28218963742256165,0.4239959120750427,0.25353482365608215,0.29463258385658264
keep,0.3147064745426178,0.16275885701179504,0.13593217730522156,0.15950973331928253,0.24390538036823273,0.2506358027458191,0.25114208459854126,0.2537146508693695
an,0.2821882665157318,0.17270056903362274,0.13468122482299805,0.10598340630531311,0.2120184749364853,0.2730048894882202,0.1881157010793686,0.19793890416622162
object,0.25733083486557007,0.17799732089042664,0.13232198357582092,0.3496263325214386,0.4523431956768036,0.1933450996875763,0.4269162714481354,0.19573666155338287
moving,0.3154623508453369,0.1524038016796112,0.20977190136909485,0.30076175928115845,0.3987477719783783,0.24742330610752106,0.32030999660491943,0.21667467057704926
with,0.2464839518070221,0.12950056791305542,0.24056369066238403,0.3084399700164795,0.23956559598445892,0.9999999403953552,0.12954220175743103,0.2433311939239502
constant,0.22559526562690735,0.27736684679985046,0.07369238883256912,0.4503496587276459,0.41172677278518677,0.23216186463832855,0.49287816882133484,0.14516431093215942
velocity,0.21937116980552673,0.18315158784389496,0.07161367684602737,0.4274245500564575,0.8766971230506897,0.18260422348976135,0.5580039024353027,0.20807628333568573
.,0.3567904531955719,0.24482665956020355,0.18689489364624023,0.21581801772117615,0.22351732850074768,0.4446153938770294,0.21765384078025818,0.4130953550338745
