,when,did,espn,take,over,responsibility,for,abc,'s,sports,division,?
season,0.1977832019329071,0.19368280470371246,0.29163283109664917,0.1300298571586609,0.16469134390354156,0.10781741887331009,0.24490800499916077,0.29887476563453674,0.06624794006347656,0.22577884793281555,0.2842086851596832,0.16793298721313477
),0.2538422644138336,0.18584993481636047,0.1866789162158966,0.198357492685318,0.20568643510341644,0.14222367107868195,0.3639558255672455,0.18381085991859436,0.021107977256178856,0.17142437398433685,0.20391593873500824,0.42300865054130554
highly,0.2520734965801239,0.16149795055389404,0.13173946738243103,0.1989355832338333,0.2676953077316284,0.20563450455665588,0.2978450059890747,0.036776915192604065,0.01938221976161003,0.1430598348379135,0.12634378671646118,0.1542806625366211
inconsistent,0.2547357380390167,0.2807784974575043,0.20489650964736938,0.206633523106575,0.24396395683288574,0.32188451290130615,0.29389268159866333,0.16449543833732605,-0.05046018958091736,0.11112602800130844,0.08435835689306259,0.3252195715904236
scheduling,0.24781857430934906,0.23739224672317505,0.2765660285949707,0.2904259264469147,0.251304030418396,0.31992122530937195,0.33257994055747986,0.23246978223323822,0.001049711718223989,0.1856493353843689,0.11689521372318268,0.187747523188591
of,0.3757161796092987,0.2513895630836487,0.12878696620464325,0.29282352328300476,0.36136594414711,0.28464245796203613,0.4185989499092102,0.14607268571853638,-0.03817026689648628,0.24392472207546234,0.23579144477844238,0.1826142966747284
sports,0.18312768638134003,0.12759751081466675,0.4434240460395813,0.2284679114818573,0.1720496565103531,0.18081654608249664,0.26810020208358765,0.20410163700580597,0.038657430559396744,0.9999999403953552,0.18151158094406128,0.04557104781270027
programming,0.16662397980690002,0.13710743188858032,0.32874631881713867,0.15482276678085327,0.12336280196905136,0.13062191009521484,0.24722188711166382,0.3165910840034485,0.011488005518913269,0.19851571321487427,0.17910721898078918,0.22249025106430054
on,0.37706470489501953,0.2670976221561432,0.24292799830436707,0.27423644065856934,0.39810362458229065,0.20950356125831604,0.36199691891670227,0.2862928807735443,0.0026888418942689896,0.16391423344612122,0.16298949718475342,0.2714994251728058
weekend,0.17435544729232788,0.18369917571544647,0.28431692719459534,0.30446135997772217,0.2892974019050598,0.2120981514453888,0.2303866147994995,0.27004382014274597,0.023352691903710365,0.22444456815719604,0.12023197114467621,0.29261621832847595
afternoons,0.2744843363761902,0.2548794746398926,0.303376704454422,0.17402981221675873,0.2532714307308197,0.17229129374027252,0.25436657667160034,0.3385586738586426,0.004843829665333033,0.2639451324939728,0.17853453755378723,0.17047424614429474
since,0.42774689197540283,0.27613121271133423,0.15231575071811676,0.16015835106372833,0.33239448070526123,0.25358888506889343,0.36751601099967957,0.20685888826847076,-0.04899144917726517,0.19696331024169922,0.1981157660484314,0.2876587212085724
espn,0.1757718175649643,0.16097742319107056,1.0000001192092896,0.11854489147663116,0.13186919689178467,0.168183833360672,0.26341113448143005,0.42660194635391235,0.03143302723765373,0.4434240460395813,0.18063580989837646,0.1709517240524292
took,0.25529301166534424,0.42470768094062805,0.16654661297798157,0.5846115350723267,0.4030097723007202,0.29259973764419556,0.27585867047309875,0.172824889421463,0.06150028854608536,0.18346019089221954,0.14981453120708466,0.14109265804290771
over,0.36642953753471375,0.2535076439380646,0.13186919689178467,0.37978237867355347,1.0,0.30860403180122375,0.3419422209262848,0.13036851584911346,0.016215575858950615,0.1720496565103531,0.1326456069946289,0.25742942094802856
responsibilities,0.27496325969696045,0.27090078592300415,0.15946504473686218,0.3304896950721741,0.2923474907875061,0.9131866097450256,0.3202719986438751,0.15407101809978485,0.0016304835444316268,0.17813776433467865,0.15079911053180695,0.2195286750793457
for,0.43402108550071716,0.318512886762619,0.26341113448143005,0.33445194363594055,0.3419422209262848,0.31113919615745544,0.9999999403953552,0.22510288655757904,-0.07241261005401611,0.26810020208358765,0.20737119019031525,0.264628142118454
abc,0.13294127583503723,0.13353709876537323,0.42660194635391235,0.17909680306911469,0.13036851584911346,0.16336923837661743,0.22510288655757904,1.0000001192092896,0.06670809537172318,0.20410163700580597,0.24142871797084808,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.03143302723765373,0.02030942589044571,0.016215575858950615,-0.007710610516369343,-0.07241261005401611,0.06670809537172318,0.9999999403953552,0.038657430559396744,-0.006703963968902826,-0.023395681753754616
sports,0.18312768638134003,0.12759751081466675,0.4434240460395813,0.2284679114818573,0.1720496565103531,0.18081654608249664,0.26810020208358765,0.20410163700580597,0.038657430559396744,0.9999999403953552,0.18151158094406128,0.04557104781270027
division,0.19591639935970306,0.14262770116329193,0.18063580989837646,0.07812254130840302,0.1326456069946289,0.16143286228179932,0.20737119019031525,0.24142871797084808,-0.006703963968902826,0.18151158094406128,1.0,0.08900629729032516
in,0.4431333839893341,0.2593238651752472,0.12142056226730347,0.21975718438625336,0.3605569899082184,0.18270781636238098,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.27591386437416077,0.2658538520336151,0.20430970191955566
2006,0.023816242814064026,-0.07636451721191406,0.004604932852089405,0.04034118726849556,0.09377273917198181,0.045739468187093735,0.037143539637327194,-0.0046123359352350235,-0.05227820575237274,-0.008289358578622341,0.024234917014837265,-0.1194092258810997
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,0.42660194635391235,0.17909680306911469,0.13036851584911346,0.16336923837661743,0.22510288655757904,1.0000001192092896,0.06670809537172318,0.20410163700580597,0.24142871797084808,0.19065172970294952
carries,0.2679652273654938,0.09217484295368195,0.1588391214609146,0.31175267696380615,0.2624731659889221,0.27247658371925354,0.27086395025253296,0.1587006002664566,-0.06221466884016991,0.07086565345525742,0.1401296705007553,0.13831257820129395
the,0.5091903209686279,0.34736719727516174,0.19345609843730927,0.31620436906814575,0.39856547117233276,0.3036732077598572,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.20313861966133118,0.26203617453575134,0.22068053483963013
espn,0.1757718175649643,0.16097742319107056,1.0000001192092896,0.11854489147663116,0.13186919689178467,0.168183833360672,0.26341113448143005,0.42660194635391235,0.03143302723765373,0.4434240460395813,0.18063580989837646,0.1709517240524292
sports,0.18312768638134003,0.12759751081466675,0.4434240460395813,0.2284679114818573,0.1720496565103531,0.18081654608249664,0.26810020208358765,0.20410163700580597,0.038657430559396744,0.9999999403953552,0.18151158094406128,0.04557104781270027
saturday,0.185634046792984,0.1946188509464264,0.3167675733566284,0.19380998611450195,0.16563591361045837,0.15660707652568817,0.24302293360233307,0.36562561988830566,0.08832230418920517,0.21681134402751923,0.17326724529266357,0.18917468190193176
block,0.25655096769332886,0.17439137399196625,0.221390038728714,0.27522987127304077,0.18022707104682922,0.2026633322238922,0.2480357587337494,0.268513023853302,0.02706337347626686,0.12168621271848679,0.13859747350215912,0.27211859822273254
on,0.37706470489501953,0.2670976221561432,0.24292799830436707,0.27423644065856934,0.39810362458229065,0.20950356125831604,0.36199691891670227,0.2862928807735443,0.0026888418942689896,0.16391423344612122,0.16298949718475342,0.2714994251728058
saturday,0.185634046792984,0.1946188509464264,0.3167675733566284,0.19380998611450195,0.16563591361045837,0.15660707652568817,0.24302293360233307,0.36562561988830566,0.08832230418920517,0.21681134402751923,0.17326724529266357,0.18917468190193176
late,0.29498016834259033,0.27609187364578247,0.17014814913272858,0.10980438441038132,0.27938199043273926,0.11190909892320633,0.2018979787826538,0.21952039003372192,0.013811700977385044,0.13361261785030365,0.1725732833147049,0.11339222639799118
afternoons,0.2744843363761902,0.2548794746398926,0.303376704454422,0.17402981221675873,0.2532714307308197,0.17229129374027252,0.25436657667160034,0.3385586738586426,0.004843829665333033,0.2639451324939728,0.17853453755378723,0.17047424614429474
(,0.2459595799446106,0.18979617953300476,0.19824522733688354,0.21149633824825287,0.20570816099643707,0.13447000086307526,0.3357032239437103,0.183883935213089,0.0012731997994706035,0.15170113742351532,0.2016449272632599,0.40561532974243164
featuring,0.11597523838281631,0.18581709265708923,0.16311870515346527,0.1713426113128662,0.15718121826648712,0.08425652235746384,0.18349294364452362,0.24525749683380127,0.006669926922768354,0.16507646441459656,0.06777533888816833,0.24838131666183472
various,0.26877567172050476,0.19538888335227966,0.16781343519687653,0.18452288210391998,0.32047557830810547,0.20111630856990814,0.3578505516052246,0.12460041046142578,0.0089445561170578,0.1659049242734909,0.21471478044986725,0.12823495268821716
espn-produced,0.29068291187286377,0.21116529405117035,0.4075036942958832,0.1694873720407486,0.2149372696876526,0.12996558845043182,0.2560140788555145,0.3168651759624481,-0.03384888172149658,0.2379511594772339,0.1824917197227478,0.261152446269989
documentaries,0.18138213455677032,0.23547515273094177,0.19763559103012085,0.15872308611869812,0.24503231048583984,0.22749274969100952,0.2892986834049225,0.2944726347923279,0.046585485339164734,0.22672967612743378,0.1084148958325386,0.22045587003231049
),0.2538422644138336,0.18584993481636047,0.1866789162158966,0.198357492685318,0.20568643510341644,0.14222367107868195,0.3639558255672455,0.18381085991859436,0.021107977256178856,0.17142437398433685,0.20391593873500824,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.17554140090942383,0.296702116727829,0.4021143913269043,0.2740771174430847,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.2629663348197937,0.23460866510868073,0.20544172823429108
on,0.37706470489501953,0.2670976221561432,0.24292799830436707,0.27423644065856934,0.39810362458229065,0.20950356125831604,0.36199691891670227,0.2862928807735443,0.0026888418942689896,0.16391423344612122,0.16298949718475342,0.2714994251728058
sundays,0.18497683107852936,0.1270434856414795,0.33143776655197144,0.2044069916009903,0.1932881623506546,0.1792677938938141,0.24578069150447845,0.33209943771362305,0.04084039479494095,0.24890802800655365,0.16238300502300262,0.20735390484333038
either,0.38302552700042725,0.27443668246269226,0.15371303260326385,0.3043476641178131,0.28007131814956665,0.2547047436237335,0.3058042526245117,0.13232512772083282,0.040026478469371796,0.12211298942565918,0.13442058861255646,0.31498292088508606
encores,0.19233585894107819,0.16834644973278046,0.21206946671009064,0.19786415994167328,0.15576912462711334,0.08046507835388184,0.2762264609336853,0.2824745774269104,0.0775764063000679,0.13248923420906067,0.1203552782535553,0.18190732598304749
of,0.3757161796092987,0.2513895630836487,0.12878696620464325,0.29282352328300476,0.36136594414711,0.28464245796203613,0.4185989499092102,0.14607268571853638,-0.03817026689648628,0.24392472207546234,0.23579144477844238,0.1826142966747284
primetime,0.21452541649341583,0.2255353033542633,0.36215996742248535,0.17243455350399017,0.20974290370941162,0.18371367454528809,0.3624705374240875,0.46641409397125244,0.05581599101424217,0.2662542164325714,0.2261059582233429,0.22593814134597778
reality,0.19468095898628235,0.19890759885311127,0.24644441902637482,0.21510644257068634,0.17671355605125427,0.22482796013355255,0.17460638284683228,0.34172865748405457,0.10772097110748291,0.21940924227237701,0.13929784297943115,0.20780257880687714
series,0.2194245308637619,0.15581852197647095,0.2701519727706909,0.21973812580108643,0.22435149550437927,0.1627628058195114,0.2715710699558258,0.38518208265304565,0.0006390819908119738,0.19224469363689423,0.1721866875886917,0.1709602326154709
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
cancelled,0.1908082813024521,0.3573436439037323,0.20808997750282288,0.2817971706390381,0.2105686366558075,0.2463255524635315,0.2585563063621521,0.30069950222969055,0.02015024982392788,0.18872767686843872,0.144004687666893,0.17645953595638275
series,0.2194245308637619,0.15581852197647095,0.2701519727706909,0.21973812580108643,0.22435149550437927,0.1627628058195114,0.2715710699558258,0.38518208265304565,0.0006390819908119738,0.19224469363689423,0.1721866875886917,0.1709602326154709
being,0.47212454676628113,0.27905046939849854,0.19466258585453033,0.25119996070861816,0.2967035472393036,0.2964627742767334,0.41687241196632385,0.10816651582717896,-0.055871423333883286,0.16336773335933685,0.1483956128358841,0.26743772625923157
burned,0.22700051963329315,0.233504518866539,-0.02346685901284218,0.18440808355808258,0.2360309213399887,0.008730292320251465,0.11216018348932266,0.04483191296458244,0.007542244158685207,0.0849188044667244,0.09225735813379288,0.14875538647174835
off,0.29600462317466736,0.17696987092494965,0.1791982203722,0.30902454257011414,0.3046427369117737,0.18639139831066132,0.20644043385982513,0.1852368712425232,-0.017884694039821625,0.1281224638223648,0.13919679820537567,0.12937544286251068
that,0.5860282182693481,0.47518548369407654,0.20773537456989288,0.3651382029056549,0.3882925808429718,0.3777075707912445,0.4137635827064514,0.17440107464790344,0.04397977516055107,0.18669648468494415,0.17438095808029175,0.32716336846351624
had,0.37526828050613403,0.540525496006012,0.12880071997642517,0.26230841875076294,0.3937615752220154,0.25490957498550415,0.3270139992237091,0.18355661630630493,-0.004401352722197771,0.06271779537200928,0.1743815541267395,0.20728366076946259
no,0.28761178255081177,0.23735837638378143,0.12986455857753754,0.21310891211032867,0.20625729858875275,0.22594721615314484,0.306581974029541,0.14059199392795563,0.04497740417718887,0.06162585690617561,0.100260891020298,0.32165053486824036
room,0.2989810109138489,0.2343335598707199,0.14699006080627441,0.24007925391197205,0.14835327863693237,0.15894027054309845,0.23959091305732727,0.19120271503925323,-0.019757287576794624,0.0670473724603653,0.13347065448760986,0.1769251674413681
on,0.37706470489501953,0.2670976221561432,0.24292799830436707,0.27423644065856934,0.39810362458229065,0.20950356125831604,0.36199691891670227,0.2862928807735443,0.0026888418942689896,0.16391423344612122,0.16298949718475342,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.19345609843730927,0.31620436906814575,0.39856547117233276,0.3036732077598572,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.20313861966133118,0.26203617453575134,0.22068053483963013
primetime,0.21452541649341583,0.2255353033542633,0.36215996742248535,0.17243455350399017,0.20974290370941162,0.18371367454528809,0.3624705374240875,0.46641409397125244,0.05581599101424217,0.2662542164325714,0.2261059582233429,0.22593814134597778
schedule,0.24275629222393036,0.2402072250843048,0.2684347331523895,0.28468406200408936,0.19693320989608765,0.26867496967315674,0.2543735206127167,0.24818992614746094,0.019238965585827827,0.20530590415000916,0.11540917307138443,0.16743622720241547
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
occasional,0.23075799643993378,0.2508101463317871,0.23383063077926636,0.2241809070110321,0.29397326707839966,0.11577486246824265,0.3621198534965515,0.15037067234516144,0.02729412168264389,0.12156408280134201,0.11783736944198608,0.15913105010986328
theatrical,0.251878947019577,0.24964986741542816,0.1955064982175827,0.15914182364940643,0.1492864340543747,0.11586088687181473,0.25511693954467773,0.2519819736480713,0.04710143804550171,0.2148892879486084,0.10496583580970764,0.1252935528755188
films,0.16035419702529907,0.14824813604354858,0.18747054040431976,0.17446091771125793,0.19982081651687622,0.1063026487827301,0.22327518463134766,0.2945549488067627,0.029887473210692406,0.20265376567840576,0.16328799724578857,0.20618696510791779
which,0.572554349899292,0.2750149369239807,0.16519013047218323,0.28362178802490234,0.4256240129470825,0.26057612895965576,0.44095608592033386,0.1991286277770996,0.03856118768453598,0.16575658321380615,0.27775809168815613,0.25814583897590637
were,0.29649975895881653,0.4162326455116272,0.07392363250255585,0.2094898670911789,0.30589473247528076,0.20560656487941742,0.33592689037323,0.09045279771089554,0.007088581565767527,0.1331941932439804,0.19424934685230255,0.17890112102031708
acquired,0.17706167697906494,0.13529880344867706,0.14173637330532074,0.19979384541511536,0.24376949667930603,0.20092174410820007,0.13643644750118256,0.09650510549545288,-0.031430937349796295,0.19427572190761566,0.21852636337280273,0.09366346150636673
by,0.4376842677593231,0.18574509024620056,0.17316046357154846,0.1697900891304016,0.29360154271125793,0.21357901394367218,0.3248702883720398,0.17600902915000916,-0.010884488001465797,0.1928456425666809,0.18997035920619965,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.19345609843730927,0.31620436906814575,0.39856547117233276,0.3036732077598572,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.20313861966133118,0.26203617453575134,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.4269711971282959,0.16849039494991302,0.2158103585243225,0.1851005107164383,0.253274142742157,0.4295894205570221,0.07819218933582306,0.20757855474948883,0.13577395677566528,0.17853789031505585
in,0.4431333839893341,0.2593238651752472,0.12142056226730347,0.21975718438625336,0.3605569899082184,0.18270781636238098,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.27591386437416077,0.2658538520336151,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.19345609843730927,0.31620436906814575,0.39856547117233276,0.3036732077598572,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.20313861966133118,0.26203617453575134,0.22068053483963013
early,0.32107013463974,0.32047218084335327,0.13563086092472076,0.156194806098938,0.2460310310125351,0.13844552636146545,0.2892865538597107,0.17947594821453094,0.03384959325194359,0.10575362294912338,0.18946479260921478,0.15272949635982513
to,0.5423505902290344,0.4452643394470215,0.21040675044059753,0.4075521230697632,0.38635820150375366,0.27145519852638245,0.4451248347759247,0.1762417107820511,0.03782717138528824,0.1915440857410431,0.20332986116409302,0.29463258385658264
mid-2000s,0.23956437408924103,0.1871885359287262,0.21163617074489594,0.2197355180978775,0.23010754585266113,0.2322397381067276,0.2511626183986664,0.12328818440437317,0.007719374727457762,0.12898191809654236,0.1872820109128952,0.15236572921276093
that,0.5860282182693481,0.47518548369407654,0.20773537456989288,0.3651382029056549,0.3882925808429718,0.3777075707912445,0.4137635827064514,0.17440107464790344,0.04397977516055107,0.18669648468494415,0.17438095808029175,0.32716336846351624
no,0.28761178255081177,0.23735837638378143,0.12986455857753754,0.21310891211032867,0.20625729858875275,0.22594721615314484,0.306581974029541,0.14059199392795563,0.04497740417718887,0.06162585690617561,0.100260891020298,0.32165053486824036
longer,0.40138721466064453,0.264748752117157,0.11503937095403671,0.26376569271087646,0.34340277314186096,0.19313663244247437,0.33661994338035583,0.11296286433935165,0.03199387341737747,0.10992688685655594,0.10171937942504883,0.24416615068912506
have,0.40555819869041443,0.3783526122570038,0.15890450775623322,0.43728798627853394,0.41283175349235535,0.29877299070358276,0.41175219416618347,0.1884228140115738,-0.02807004563510418,0.1827360987663269,0.17396382987499237,0.32991164922714233
a,0.44397395849227905,0.2552328109741211,0.1594664603471756,0.2789212465286255,0.32199642062187195,0.22730666399002075,0.44038116931915283,0.21331243216991425,0.04866964742541313,0.1933065801858902,0.19939710199832916,0.23916715383529663
primetime,0.21452541649341583,0.2255353033542633,0.36215996742248535,0.17243455350399017,0.20974290370941162,0.18371367454528809,0.3624705374240875,0.46641409397125244,0.05581599101424217,0.2662542164325714,0.2261059582233429,0.22593814134597778
slot,0.18117192387580872,0.18485519289970398,0.308159202337265,0.21147520840168,0.24531778693199158,0.10370291024446487,0.26548439264297485,0.2539001405239105,0.08622624725103378,0.1775742918252945,0.1899700164794922,0.22194187343120575
to,0.5423505902290344,0.4452643394470215,0.21040675044059753,0.4075521230697632,0.38635820150375366,0.27145519852638245,0.4451248347759247,0.1762417107820511,0.03782717138528824,0.1915440857410431,0.20332986116409302,0.29463258385658264
air,0.2593141496181488,0.12297173589468002,0.20007647573947906,0.11030355840921402,0.2058192938566208,0.1482715606689453,0.15818573534488678,0.17400608956813812,0.03575344383716583,0.2022356241941452,0.10804371535778046,0.1491677612066269
in,0.4431333839893341,0.2593238651752472,0.12142056226730347,0.21975718438625336,0.3605569899082184,0.18270781636238098,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.27591386437416077,0.2658538520336151,0.20430970191955566
or,0.417120099067688,0.28211739659309387,0.11955016851425171,0.31863799691200256,0.30238664150238037,0.28040385246276855,0.4111599624156952,0.10767780989408493,0.06871571391820908,0.15451180934906006,0.10904507339000702,0.32389625906944275
more,0.359977662563324,0.2803135812282562,0.0863967165350914,0.3237091600894928,0.452426552772522,0.22963564097881317,0.3891189992427826,0.12424832582473755,0.032942235469818115,0.15313977003097534,0.11024904996156693,0.27894994616508484
recently,0.397892028093338,0.25495946407318115,0.17593169212341309,0.2191951721906662,0.30230650305747986,0.1934880167245865,0.35907360911369324,0.2179136574268341,0.005367393139749765,0.17157557606697083,0.1624061018228531,0.18352322280406952
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
figure,0.19554820656776428,0.13151919841766357,0.15922003984451294,0.22709818184375763,0.15556767582893372,0.16666246950626373,0.1523953080177307,0.1313990354537964,0.03818259760737419,0.15922293066978455,0.09017300605773926,0.21107101440429688
skating,0.21570275723934174,0.13316556811332703,0.2506827116012573,0.15721912682056427,0.16863025724887848,0.1423347145318985,0.20250874757766724,0.17728760838508606,0.02839907631278038,0.3328268229961395,0.061187103390693665,0.08827687799930573
and,0.4716290831565857,0.34479495882987976,0.17554140090942383,0.296702116727829,0.4021143913269043,0.2740771174430847,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.2629663348197937,0.23460866510868073,0.20544172823429108
gymnastics,0.23366861045360565,0.20510202646255493,0.31535640358924866,0.1729661524295807,0.166672483086586,0.16232560575008392,0.20564302802085876,0.23845002055168152,0.057205017656087875,0.47613054513931274,0.18580470979213715,0.08204206824302673
specials,0.17881999909877777,0.2083759605884552,0.29060792922973633,0.2555447220802307,0.25268998742103577,0.18480730056762695,0.3106418550014496,0.3592981696128845,0.012649305164813995,0.32008129358291626,0.11212611198425293,0.2582153379917145
supplied,0.31358930468559265,0.23537953197956085,0.1627543568611145,0.20468845963478088,0.19041413068771362,0.23250940442085266,0.26171043515205383,0.09243825823068619,0.019083257764577866,0.20147371292114258,0.18396106362342834,0.08668285608291626
by,0.4376842677593231,0.18574509024620056,0.17316046357154846,0.1697900891304016,0.29360154271125793,0.21357901394367218,0.3248702883720398,0.17600902915000916,-0.010884488001465797,0.1928456425666809,0.18997035920619965,0.17966607213020325
disson,0.25971612334251404,0.18304748833179474,0.11222676932811737,0.14782997965812683,0.13130003213882446,0.11650819331407547,0.1157354861497879,0.09194961935281754,0.021253937855362892,0.14891017973423004,0.10057079792022705,0.13424457609653473
skating,0.21570275723934174,0.13316556811332703,0.2506827116012573,0.15721912682056427,0.16863025724887848,0.1423347145318985,0.20250874757766724,0.17728760838508606,0.02839907631278038,0.3328268229961395,0.061187103390693665,0.08827687799930573
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.1757718175649643,0.32727745175361633,0.36642953753471375,0.2958328425884247,0.43402108550071716,0.13294127583503723,-0.03368149697780609,0.18312768638134003,0.19591639935970306,0.22841128706932068
no,0.28761178255081177,0.23735837638378143,0.12986455857753754,0.21310891211032867,0.20625729858875275,0.22594721615314484,0.306581974029541,0.14059199392795563,0.04497740417718887,0.06162585690617561,0.100260891020298,0.32165053486824036
sports,0.18312768638134003,0.12759751081466675,0.4434240460395813,0.2284679114818573,0.1720496565103531,0.18081654608249664,0.26810020208358765,0.20410163700580597,0.038657430559396744,0.9999999403953552,0.18151158094406128,0.04557104781270027
telecasts,0.20249636471271515,0.19264256954193115,0.48885035514831543,0.13477326929569244,0.1928316205739975,0.1330229490995407,0.30764836072921753,0.39482560753822327,0.09606697410345078,0.30718424916267395,0.1964723765850067,0.1425337940454483
are,0.29873907566070557,0.2159031480550766,0.13425682485103607,0.2774496376514435,0.2778770923614502,0.2390955537557602,0.3895993232727051,0.06184951588511467,-0.008927806280553341,0.18766270577907562,0.1811521351337433,0.24591213464736938
scheduled,0.18377315998077393,0.2404600977897644,0.23285165429115295,0.2513137459754944,0.2315390259027481,0.22973492741584778,0.18816711008548737,0.23489496111869812,-0.015724822878837585,0.18173320591449738,0.13419564068317413,0.15473315119743347
",",0.36674630641937256,0.3015086054801941,0.18262942135334015,0.2881867289543152,0.3301127254962921,0.22008010745048523,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2693314254283905,0.24344468116760254,0.31091248989105225
usually,0.42107367515563965,0.21421512961387634,0.15052302181720734,0.2834988534450531,0.32938945293426514,0.2099722921848297,0.34784460067749023,0.08103301376104355,0.08620650321245193,0.16298526525497437,0.1434689462184906,0.19435347616672516
airing,0.19936929643154144,0.1470096856355667,0.3717629909515381,0.1754699945449829,0.25984862446784973,0.141250878572464,0.2297060489654541,0.45737579464912415,0.0008048965246416628,0.2150341272354126,0.20332804322242737,0.20769737660884857
between,0.38258615136146545,0.16542956233024597,0.14400611817836761,0.21430909633636475,0.40783897042274475,0.18730179965496063,0.24671313166618347,0.07610002905130386,0.006096371449530125,0.125489741563797,0.16768550872802734,0.12887074053287506
4:00,0.07428990304470062,0.0749896839261055,0.07706143707036972,0.052879977971315384,0.03805425763130188,0.03389823064208031,0.05280114710330963,0.14231811463832855,-0.07571586221456528,0.06899145990610123,0.029794765636324883,0.18026624619960785
