,which,countries,use,the,green,greek,cross,as,a,symbol,of,pharmacy,?
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
the,0.6521818041801453,0.33290645480155945,0.34342584013938904,1.0,0.24099771678447723,0.23564283549785614,0.25741100311279297,0.48381632566452026,0.5829201340675354,0.22023849189281464,0.733189046382904,0.1938311904668808,0.22068053483963013
united,0.2821946144104004,0.38267436623573303,0.21465958654880524,0.34367692470550537,0.19011810421943665,0.1398148536682129,0.14760012924671173,0.27979812026023865,0.2732578217983246,0.11063340306282043,0.3187655806541443,0.2404385805130005,0.17266890406608582
kingdom,0.24768392741680145,0.322317510843277,0.17247320711612701,0.3143408000469208,0.15725433826446533,0.14425647258758545,0.13296391069889069,0.21772725880146027,0.18099536001682281,0.11043529957532883,0.3218171298503876,0.18533603847026825,0.12927088141441345
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
belgium,0.14005181193351746,0.34382468461990356,0.15464554727077484,0.24047598242759705,0.15773963928222656,0.10697434842586517,0.1834954470396042,0.14816758036613464,0.17649415135383606,0.13607873022556305,0.2526414394378662,0.12303992360830307,0.1067093089222908
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
ireland,0.24782691895961761,0.32071244716644287,0.17186963558197021,0.2573983073234558,0.18885934352874756,0.16831260919570923,0.16143204271793365,0.2229529470205307,0.18418891727924347,0.10129829496145248,0.2551186680793762,0.0957324281334877,0.10685748606920242
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
italy,0.23020818829536438,0.33546021580696106,0.13051241636276245,0.2633645832538605,0.1544605940580368,0.24033890664577484,0.1832617074251175,0.14815199375152588,0.1983879655599594,0.11016957461833954,0.2844046950340271,0.155130073428154,0.11567100137472153
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
spain,0.19385381042957306,0.29652276635169983,0.13403983414173126,0.259463906288147,0.12775316834449768,0.17835845053195953,0.15812277793884277,0.1813805252313614,0.20019643008708954,0.06599566340446472,0.2591174840927124,0.12010598182678223,0.16814002394676208
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
and,0.506277859210968,0.37200918793678284,0.34145063161849976,0.5171257257461548,0.24945476651191711,0.23151937127113342,0.25427764654159546,0.49487000703811646,0.3739250600337982,0.16780322790145874,0.5116966962814331,0.21655313670635223,0.20544172823429108
india,0.28478068113327026,0.3241637945175171,0.14522892236709595,0.3108653426170349,0.09431061893701553,0.14430636167526245,0.09648413956165314,0.21790818870067596,0.22843793034553528,0.0931985005736351,0.29747170209884644,0.13886365294456482,0.10473668575286865
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
the,0.6521818041801453,0.33290645480155945,0.34342584013938904,1.0,0.24099771678447723,0.23564283549785614,0.25741100311279297,0.48381632566452026,0.5829201340675354,0.22023849189281464,0.733189046382904,0.1938311904668808,0.22068053483963013
increasingly,0.3429391086101532,0.3160399794578552,0.29709863662719727,0.3152945339679718,0.19508446753025055,0.09022367000579834,0.17316541075706482,0.3422496020793915,0.2660232484340668,0.18226057291030884,0.2953035831451416,0.14952902495861053,0.059327382594347
rare,0.299827516078949,0.2589918375015259,0.206658273935318,0.23127084970474243,0.17364069819450378,0.12355370074510574,0.10422375053167343,0.2656152844429016,0.25497883558273315,0.1856752336025238,0.24919116497039795,0.06265721470117569,0.14820347726345062
gaper,0.34789004921913147,0.1642831712961197,0.24846923351287842,0.35328713059425354,0.2980092763900757,0.14478686451911926,0.1357167363166809,0.30426573753356934,0.3735775947570801,0.24274183809757233,0.29562029242515564,0.22520624101161957,0.15280593931674957
in,0.4840516746044159,0.3027990758419037,0.2715643048286438,0.6662389636039734,0.22731968760490417,0.17752651870250702,0.18247009813785553,0.3887844979763031,0.539380669593811,0.1552523821592331,0.5696388483047485,0.22082467377185822,0.20430970191955566
the,0.6521818041801453,0.33290645480155945,0.34342584013938904,1.0,0.24099771678447723,0.23564283549785614,0.25741100311279297,0.48381632566452026,0.5829201340675354,0.22023849189281464,0.733189046382904,0.1938311904668808,0.22068053483963013
netherlands,0.20309802889823914,0.3945884108543396,0.11842991411685944,0.2279868870973587,0.13805821537971497,0.1570940762758255,0.09094037860631943,0.16290757060050964,0.22332750260829926,0.16675534844398499,0.24916832149028778,0.1028139516711235,0.09310898929834366
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
and,0.506277859210968,0.37200918793678284,0.34145063161849976,0.5171257257461548,0.24945476651191711,0.23151937127113342,0.25427764654159546,0.49487000703811646,0.3739250600337982,0.16780322790145874,0.5116966962814331,0.21655313670635223,0.20544172823429108
a,0.56894451379776,0.2672088146209717,0.30793872475624084,0.5829201340675354,0.2557748556137085,0.25844764709472656,0.21602843701839447,0.39550232887268066,1.0,0.2945319414138794,0.5052502155303955,0.21975059807300568,0.23916715383529663
red,0.25236746668815613,0.15996244549751282,0.17480991780757904,0.2817947566509247,0.3990335166454315,0.12130098789930344,0.27453988790512085,0.19737344980239868,0.293155312538147,0.22430209815502167,0.22367064654827118,0.12480997294187546,0.1495664119720459
stylized,0.28636443614959717,0.16181312501430511,0.22352561354637146,0.19770094752311707,0.16235099732875824,0.23547948896884918,0.12362900376319885,0.2584809362888336,0.29144126176834106,0.21135947108268738,0.21428808569908142,0.08576294034719467,0.14394623041152954
letter,0.23939397931098938,0.12418347597122192,0.14903900027275085,0.26056721806526184,0.13745391368865967,0.323508620262146,0.19500410556793213,0.2022094577550888,0.24794182181358337,0.3508431613445282,0.2327217161655426,0.1164524033665657,0.14808706939220428
a,0.56894451379776,0.2672088146209717,0.30793872475624084,0.5829201340675354,0.2557748556137085,0.25844764709472656,0.21602843701839447,0.39550232887268066,1.0,0.2945319414138794,0.5052502155303955,0.21975059807300568,0.23916715383529663
in,0.4840516746044159,0.3027990758419037,0.2715643048286438,0.6662389636039734,0.22731968760490417,0.17752651870250702,0.18247009813785553,0.3887844979763031,0.539380669593811,0.1552523821592331,0.5696388483047485,0.22082467377185822,0.20430970191955566
germany,0.2479574829339981,0.39945387840270996,0.19710759818553925,0.3181285262107849,0.18683366477489471,0.16840937733650208,0.17460866272449493,0.17682115733623505,0.2606942057609558,0.15026478469371796,0.2942050099372864,0.14701196551322937,0.1388660967350006
and,0.506277859210968,0.37200918793678284,0.34145063161849976,0.5171257257461548,0.24945476651191711,0.23151937127113342,0.25427764654159546,0.49487000703811646,0.3739250600337982,0.16780322790145874,0.5116966962814331,0.21655313670635223,0.20544172823429108
austria,0.18791082501411438,0.3142468333244324,0.13923324644565582,0.24396029114723206,0.13702936470508575,0.11483129858970642,0.12235644459724426,0.15480972826480865,0.1465601623058319,0.09777221083641052,0.23136331140995026,0.18006959557533264,0.16068434715270996
(,0.2589828372001648,0.15407808125019073,0.2174896001815796,0.33289089798927307,0.21708370745182037,0.2139071673154831,0.16738106310367584,0.32029855251312256,0.3206180930137634,0.19844968616962433,0.35032153129577637,0.20144130289554596,0.40561532974243164
from,0.38755592703819275,0.2355131208896637,0.28012022376060486,0.40150508284568787,0.1597699522972107,0.2486233115196228,0.1645013391971588,0.3251767158508301,0.322764128446579,0.13256807625293732,0.4249346852302551,0.1513727605342865,0.19969791173934937
apotheke,0.09860943257808685,0.09575896710157394,0.14009463787078857,0.231052964925766,0.10610837489366531,0.3009355962276459,0.1875901073217392,0.2419365793466568,0.19108285009860992,0.17233319580554962,0.19332222640514374,0.21305498480796814,0.2553430497646332
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
the,0.6521818041801453,0.33290645480155945,0.34342584013938904,1.0,0.24099771678447723,0.23564283549785614,0.25741100311279297,0.48381632566452026,0.5829201340675354,0.22023849189281464,0.733189046382904,0.1938311904668808,0.22068053483963013
german,0.1845671534538269,0.2556065618991852,0.19428829848766327,0.256483793258667,0.16422444581985474,0.29462260007858276,0.17223457992076874,0.18164515495300293,0.23789440095424652,0.10870005190372467,0.2122138887643814,0.12169693410396576,0.13978645205497742
word,0.3399123549461365,0.2466137856245041,0.32959768176078796,0.2835540175437927,0.1454794704914093,0.3782351613044739,0.18824714422225952,0.2052028775215149,0.3246598243713379,0.2873191237449646,0.23799116909503937,0.11398584395647049,0.19046713411808014
for,0.44095608592033386,0.299202024936676,0.47655582427978516,0.4739971458911896,0.1723674237728119,0.16074992716312408,0.17841768264770508,0.44774648547172546,0.44038116931915283,0.2578233480453491,0.4185989499092102,0.1657865047454834,0.264628142118454
pharmacy,0.18910500407218933,0.19641880691051483,0.20220540463924408,0.1938311904668808,0.17769809067249298,0.1446525901556015,0.13658829033374786,0.16661235690116882,0.21975059807300568,0.11009613424539566,0.18226979672908783,1.0,0.1355620175600052
",",0.3658004403114319,0.2966555655002594,0.3276674151420593,0.4933079481124878,0.2583938241004944,0.24548614025115967,0.2534312307834625,0.48816442489624023,0.427140474319458,0.20107677578926086,0.4946078956127167,0.19815339148044586,0.31091248989105225
from,0.38755592703819275,0.2355131208896637,0.28012022376060486,0.40150508284568787,0.1597699522972107,0.2486233115196228,0.1645013391971588,0.3251767158508301,0.322764128446579,0.13256807625293732,0.4249346852302551,0.1513727605342865,0.19969791173934937
the,0.6521818041801453,0.33290645480155945,0.34342584013938904,1.0,0.24099771678447723,0.23564283549785614,0.25741100311279297,0.48381632566452026,0.5829201340675354,0.22023849189281464,0.733189046382904,0.1938311904668808,0.22068053483963013
same,0.4653036296367645,0.280929833650589,0.31930166482925415,0.4583131968975067,0.19388940930366516,0.1844923496246338,0.2117624431848526,0.3727807104587555,0.4048157036304474,0.2034255713224411,0.3808329105377197,0.21979375183582306,0.22649677097797394
greek,0.2572530210018158,0.17334295809268951,0.18509520590305328,0.23564283549785614,0.22144715487957,0.9999999403953552,0.14948628842830658,0.16667966544628143,0.25844764709472656,0.24591036140918732,0.2256247103214264,0.1446525901556015,0.11180876195430756
root,0.22222013771533966,0.14942727982997894,0.22299644351005554,0.16797003149986267,0.1494513601064682,0.21570554375648499,0.12222713232040405,0.20249496400356293,0.19161683320999146,0.2437659502029419,0.15549561381340027,0.14708822965621948,0.14390654861927032
as,0.41006597876548767,0.2406298965215683,0.3453201949596405,0.48381632566452026,0.21718569099903107,0.16667966544628143,0.19365482032299042,1.0,0.39550232887268066,0.23925897479057312,0.3886612355709076,0.16661235690116882,0.27043893933296204
the,0.6521818041801453,0.33290645480155945,0.34342584013938904,1.0,0.24099771678447723,0.23564283549785614,0.25741100311279297,0.48381632566452026,0.5829201340675354,0.22023849189281464,0.733189046382904,0.1938311904668808,0.22068053483963013
english,0.19168700277805328,0.1922207921743393,0.24783019721508026,0.23982001841068268,0.13165833055973053,0.26998716592788696,0.15367987751960754,0.2722744047641754,0.21707510948181152,0.0803869441151619,0.17198967933654785,0.12246868759393692,0.23251567780971527
word,0.3399123549461365,0.2466137856245041,0.32959768176078796,0.2835540175437927,0.1454794704914093,0.3782351613044739,0.18824714422225952,0.2052028775215149,0.3246598243713379,0.2873191237449646,0.23799116909503937,0.11398584395647049,0.19046713411808014
'apothecary,0.19087858498096466,0.13877758383750916,0.20083799958229065,0.25801196694374084,0.14826653897762299,0.2955707609653473,0.16141921281814575,0.319118469953537,0.3034130930900574,0.1794406771659851,0.262859582901001,0.35027173161506653,0.19547542929649353
',0.32852497696876526,0.10532719641923904,0.2601005434989929,0.474788099527359,0.1710139513015747,0.1633772999048233,0.168678879737854,0.41391023993492126,0.48837921023368835,0.21000628173351288,0.39136970043182373,0.213267982006073,0.330942302942276
),0.2758678197860718,0.15248970687389374,0.23662498593330383,0.3456730246543884,0.20757341384887695,0.22325891256332397,0.17981074750423431,0.32161882519721985,0.3640355169773102,0.2016175091266632,0.3680361211299896,0.19700509309768677,0.42300865054130554
.,0.45942068099975586,0.27938392758369446,0.3711656630039215,0.5934505462646484,0.23737919330596924,0.2338392436504364,0.20566852390766144,0.515582263469696,0.50484299659729,0.20942500233650208,0.5352458953857422,0.23916830122470856,0.4130953550338745
