,who,did,reuters,claim,won,the,1915,nobel,prize,in,physics,?
from,0.27839982509613037,0.20248863101005554,0.18890342116355896,0.1602199673652649,0.15574602782726288,0.40150508284568787,0.1013977900147438,0.10840392857789993,0.146054208278656,0.4274188280105591,0.125044584274292,0.19969791173934937
london,0.20960183441638947,0.25170615315437317,0.2693573236465454,0.15709461271762848,0.16730551421642303,0.27034124732017517,0.014454441145062447,0.16409163177013397,0.16111747920513153,0.2785358726978302,0.1263815313577652,0.11278104782104492
had,0.36173108220100403,0.540525496006012,0.21316787600517273,0.23739901185035706,0.3003121316432953,0.3875846862792969,0.08770108968019485,0.13530714809894562,0.15956661105155945,0.385026752948761,0.13848121464252472,0.20728366076946259
the,0.3733934462070465,0.34736719727516174,0.1947241574525833,0.25873351097106934,0.29432493448257446,1.0,0.08504247665405273,0.1909446120262146,0.18969248235225677,0.6662389636039734,0.17952929437160492,0.22068053483963013
1915,0.16446161270141602,0.10237006098031998,-0.02593415044248104,0.12961921095848083,0.10566910356283188,0.08504247665405273,0.9999999403953552,-0.03383350372314453,-0.03872782737016678,0.006125167012214661,-0.06717569380998611,0.2152155190706253
nobel,0.23225803673267365,0.18714043498039246,0.31986334919929504,0.17725341022014618,0.36583611369132996,0.1909446120262146,-0.03383350372314453,1.0,0.8436678051948547,0.19903117418289185,0.5343701243400574,0.15008176863193512
prize,0.20312342047691345,0.20095181465148926,0.23193740844726562,0.19972772896289825,0.4721262753009796,0.18969248235225677,-0.03872782737016678,0.8436678051948547,0.9999999403953552,0.21274791657924652,0.44738906621932983,0.14158497750759125
in,0.2792111933231354,0.2593238651752472,0.1834297925233841,0.16881313920021057,0.3280489146709442,0.6662389636039734,0.006125167012214661,0.19903117418289185,0.21274791657924652,1.0,0.2189493626356125,0.20430970191955566
physics,0.14691244065761566,0.17361022531986237,0.2798762321472168,0.1299027055501938,0.19898854196071625,0.17952929437160492,-0.06717569380998611,0.5343701243400574,0.44738906621932983,0.2189493626356125,0.9999999403953552,0.1470423936843872
awarded,0.22917822003364563,0.20935551822185516,0.15660136938095093,0.17852216958999634,0.5047818422317505,0.24971646070480347,0.03102850914001465,0.48035287857055664,0.583318293094635,0.25735601782798767,0.2466259002685547,0.1431703418493271
to,0.42656609416007996,0.4452643394470215,0.18395498394966125,0.324158638715744,0.1945943981409073,0.535392165184021,0.11106762290000916,0.15889747440814972,0.17568570375442505,0.45010748505592346,0.19172722101211548,0.29463258385658264
thomas,0.26103657484054565,0.20728807151317596,0.17902308702468872,0.08639760315418243,0.1748179942369461,0.23505409061908722,-0.006734841503202915,0.2132212221622467,0.14471560716629028,0.21133768558502197,0.10148706287145615,0.16133050620555878
edison,0.19920577108860016,0.1372239738702774,0.16469167172908783,0.09317252784967422,0.20467285811901093,0.25419825315475464,0.005536919459700584,0.23889194428920746,0.20493881404399872,0.22187061607837677,0.2504892349243164,0.10244420915842056
and,0.41279885172843933,0.34479495882987976,0.17401039600372314,0.22851447761058807,0.2795773446559906,0.5171257257461548,0.07952219247817993,0.1760268211364746,0.19794146716594696,0.4954058527946472,0.14552804827690125,0.20544172823429108
nikola,0.22927239537239075,0.1303156167268753,0.16268886625766754,0.0959436371922493,0.12680000066757202,0.1146918535232544,-0.015056013129651546,0.22422342002391815,0.24723069369792938,0.11547333002090454,0.23832884430885315,0.06297405064105988
tesla,0.1520961970090866,0.09757418930530548,0.19776082038879395,0.14329524338245392,0.07117254287004471,0.1324402391910553,0.025502555072307587,0.2131464183330536,0.196644127368927,0.17097744345664978,0.3476720154285431,0.10250775516033173
;,0.007937713526189327,0.10727239400148392,0.012873921543359756,0.12490049749612808,0.012465409934520721,0.09152708947658539,-0.00433277478441596,0.041590459644794464,0.0596277117729187,0.092739537358284,0.03230753168463707,0.10349778085947037
however,0.4020770490169525,0.5603718757629395,0.2721712291240692,0.37482139468193054,0.22336162626743317,0.49814513325691223,0.0697353258728981,0.19815002381801605,0.19437557458877563,0.3982149362564087,0.24279628694057465,0.2152075469493866
",",0.3365725874900818,0.3015086054801941,0.2229081392288208,0.2664267122745514,0.35968565940856934,0.4933079481124878,0.09898091107606888,0.29036787152290344,0.28670501708984375,0.5201468467712402,0.26689431071281433,0.31091248989105225
on,0.2340552806854248,0.2670976221561432,0.19463567435741425,0.21378369629383087,0.21146643161773682,0.5107308030128479,0.09293102473020554,0.18425551056861877,0.1964096873998642,0.46853652596473694,0.13778355717658997,0.2714994251728058
15,0.04823268577456474,0.03605250269174576,-0.06699715554714203,-0.03633834794163704,0.08368123322725296,-0.011810222640633583,0.08881247043609619,-0.02180899679660797,-0.03943782299757004,0.02424248494207859,-0.013487102463841438,-0.010706285014748573
november,0.2615586519241333,0.27178457379341125,0.24301497638225555,0.16473451256752014,0.27256760001182556,0.25734350085258484,0.12886469066143036,0.19579195976257324,0.19674205780029297,0.27148663997650146,0.16553720831871033,0.3159552216529846
",",0.3365725874900818,0.3015086054801941,0.2229081392288208,0.2664267122745514,0.35968565940856934,0.4933079481124878,0.09898091107606888,0.29036787152290344,0.28670501708984375,0.5201468467712402,0.26689431071281433,0.31091248989105225
a,0.36608949303627014,0.2552328109741211,0.11235032975673676,0.19074557721614838,0.22534137964248657,0.5829201340675354,0.029343442991375923,0.17441873252391815,0.189753457903862,0.539380669593811,0.1683787703514099,0.23916715383529663
reuters,0.22986286878585815,0.19831395149230957,1.0,0.13472041487693787,0.14157788455486298,0.1947241574525833,-0.02593415044248104,0.31986334919929504,0.23193740844726562,0.1834297925233841,0.2798762321472168,0.20030519366264343
story,0.3106299340724945,0.24619799852371216,0.1562662273645401,0.2129369080066681,0.1503676027059555,0.2915393114089966,0.10638243705034256,0.1858436018228531,0.19581158459186554,0.22475379705429077,0.1409446895122528,0.2304346114397049
from,0.27839982509613037,0.20248863101005554,0.18890342116355896,0.1602199673652649,0.15574602782726288,0.40150508284568787,0.1013977900147438,0.10840392857789993,0.146054208278656,0.4274188280105591,0.125044584274292,0.19969791173934937
stockholm,0.16871413588523865,0.1374799609184265,0.23698116838932037,0.06846418231725693,0.2241760641336441,0.23913058638572693,-0.00970225129276514,0.30689865350723267,0.2988858222961426,0.31400248408317566,0.14971718192100525,0.11597216874361038
stated,0.25916561484336853,0.3936442732810974,0.20038481056690216,0.4243263304233551,0.16984201967716217,0.2814950942993164,0.09552624821662903,0.19512955844402313,0.16906854510307312,0.24313503503799438,0.15466105937957764,0.24280361831188202
the,0.3733934462070465,0.34736719727516174,0.1947241574525833,0.25873351097106934,0.29432493448257446,1.0,0.08504247665405273,0.1909446120262146,0.18969248235225677,0.6662389636039734,0.17952929437160492,0.22068053483963013
prize,0.20312342047691345,0.20095181465148926,0.23193740844726562,0.19972772896289825,0.4721262753009796,0.18969248235225677,-0.03872782737016678,0.8436678051948547,0.9999999403953552,0.21274791657924652,0.44738906621932983,0.14158497750759125
that,0.45444270968437195,0.47518548369407654,0.17240501940250397,0.39801377058029175,0.1869245320558548,0.5473989248275757,0.13534191250801086,0.20385654270648956,0.18004201352596283,0.435920387506485,0.22907806932926178,0.32716336846351624
year,0.2851492762565613,0.21422851085662842,0.15095961093902588,0.0988583192229271,0.3163253962993622,0.3609684407711029,0.07936814427375793,0.17056627571582794,0.2223391830921173,0.3359307050704956,0.10488754510879517,0.18315006792545319
was,0.3318818509578705,0.41399896144866943,0.19484151899814606,0.15881295502185822,0.35383549332618713,0.48711544275283813,0.030526529997587204,0.2319665551185608,0.2402031123638153,0.45514053106307983,0.17757509648799896,0.18412111699581146
being,0.44037187099456787,0.27905046939849854,0.1662975400686264,0.2723267674446106,0.1458553671836853,0.419739305973053,0.11727003753185272,0.07481501251459122,0.08181919902563095,0.33162933588027954,0.12245919555425644,0.26743772625923157
awarded,0.22917822003364563,0.20935551822185516,0.15660136938095093,0.17852216958999634,0.5047818422317505,0.24971646070480347,0.03102850914001465,0.48035287857055664,0.583318293094635,0.25735601782798767,0.2466259002685547,0.1431703418493271
to,0.42656609416007996,0.4452643394470215,0.18395498394966125,0.324158638715744,0.1945943981409073,0.535392165184021,0.11106762290000916,0.15889747440814972,0.17568570375442505,0.45010748505592346,0.19172722101211548,0.29463258385658264
sir,0.24442657828330994,0.15892378985881805,0.18089525401592255,0.14368519186973572,0.1510772407054901,0.20237073302268982,-0.021959954872727394,0.2948080003261566,0.24229717254638672,0.2226593792438507,0.23619839549064636,0.10503887385129929
william,0.32068803906440735,0.24349860846996307,0.12803688645362854,0.14572279155254364,0.1931561529636383,0.21537061035633087,0.08434367924928665,0.2022741585969925,0.1863613724708557,0.21605195105075836,0.13271930813789368,0.14462219178676605
henry,0.29137110710144043,0.22827239334583282,0.13575270771980286,0.21419231593608856,0.20677708089351654,0.2542637586593628,0.09098084270954132,0.21725957095623016,0.21542967855930328,0.21735817193984985,0.18981772661209106,0.16836383938789368
bragg,0.3138219118118286,0.2034333348274231,0.21236908435821533,0.23842893540859222,0.29439765214920044,0.30639055371284485,0.10298493504524231,0.3634219765663147,0.3612044155597687,0.27751511335372925,0.37057071924209595,0.1970892995595932
and,0.41279885172843933,0.34479495882987976,0.17401039600372314,0.22851447761058807,0.2795773446559906,0.5171257257461548,0.07952219247817993,0.1760268211364746,0.19794146716594696,0.4954058527946472,0.14552804827690125,0.20544172823429108
william,0.32068803906440735,0.24349860846996307,0.12803688645362854,0.14572279155254364,0.1931561529636383,0.21537061035633087,0.08434367924928665,0.2022741585969925,0.1863613724708557,0.21605195105075836,0.13271930813789368,0.14462219178676605
lawrence,0.22844552993774414,0.1311074197292328,0.17497271299362183,0.18818645179271698,0.18332143127918243,0.2352556735277176,-0.010024011135101318,0.21822474896907806,0.19174809753894806,0.2335701733827591,0.21788427233695984,0.1681434065103531
bragg,0.3138219118118286,0.2034333348274231,0.21236908435821533,0.23842893540859222,0.29439765214920044,0.30639055371284485,0.10298493504524231,0.3634219765663147,0.3612044155597687,0.27751511335372925,0.37057071924209595,0.1970892995595932
``,0.02397952415049076,-0.029888948425650597,-0.022852975875139236,0.050591085106134415,0.03902672603726387,0.029072100296616554,0.023406963795423508,0.07070272415876389,0.05278487503528595,0.04765888676047325,0.03193385526537895,0.0685480609536171
for,0.37110671401023865,0.318512886762619,0.16785433888435364,0.22986814379692078,0.3782569169998169,0.4739971458911896,0.044799767434597015,0.2427167296409607,0.2797470688819885,0.4322226941585541,0.18578499555587769,0.264628142118454
their,0.3767721951007843,0.38078752160072327,0.16820912063121796,0.22127701342105865,0.1798611581325531,0.516537070274353,0.11057563871145248,0.1614663302898407,0.19695785641670227,0.34976133704185486,0.12392930686473846,0.1898253709077835
services,0.24612601101398468,0.14472568035125732,0.3493307828903198,0.12361422926187515,0.09613433480262756,0.2381475418806076,-0.039810895919799805,0.12259431183338165,0.12265492230653763,0.22287973761558533,0.13279053568840027,0.1328447163105011
in,0.2792111933231354,0.2593238651752472,0.1834297925233841,0.16881313920021057,0.3280489146709442,0.6662389636039734,0.006125167012214661,0.19903117418289185,0.21274791657924652,1.0,0.2189493626356125,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.1947241574525833,0.25873351097106934,0.29432493448257446,1.0,0.08504247665405273,0.1909446120262146,0.18969248235225677,0.6662389636039734,0.17952929437160492,0.22068053483963013
analysis,0.14167696237564087,0.16624894738197327,0.21720241010189056,0.16085876524448395,0.0915217474102974,0.24241644144058228,-0.07884668558835983,0.19747790694236755,0.12961600720882416,0.19403725862503052,0.3339217007160187,0.15352053940296173
of,0.2827862501144409,0.2513895630836487,0.1484123170375824,0.2833690047264099,0.20832067728042603,0.733189046382904,0.06728941202163696,0.20963376760482788,0.2154514491558075,0.5696388483047485,0.2395489662885666,0.1826142966747284
crystal,0.13265158236026764,0.10385491698980331,0.03251856938004494,0.2182260900735855,0.1360139101743698,0.22026708722114563,0.06673073768615723,0.07441657036542892,0.10206782817840576,0.23655912280082703,0.15200574696063995,0.17370280623435974
structure,0.15163135528564453,0.1695220172405243,0.10174399614334106,0.20433756709098816,0.12982431054115295,0.2933249771595001,-0.020642327144742012,0.21586084365844727,0.1813332885503769,0.2992834448814392,0.2682538330554962,0.1770772784948349
by,0.39727845788002014,0.18574509024620056,0.16408826410770416,0.1623682677745819,0.17499594390392303,0.4408751428127289,0.026124820113182068,0.20347729325294495,0.19825753569602966,0.370934396982193,0.15634199976921082,0.17966607213020325
means,0.22125157713890076,0.16748420894145966,0.08195284754037857,0.17802779376506805,0.10917872190475464,0.32225894927978516,0.018952449783682823,0.09621116518974304,0.12060048431158066,0.1979396492242813,0.0903860405087471,0.21233566105365753
of,0.2827862501144409,0.2513895630836487,0.1484123170375824,0.2833690047264099,0.20832067728042603,0.733189046382904,0.06728941202163696,0.20963376760482788,0.2154514491558075,0.5696388483047485,0.2395489662885666,0.1826142966747284
x-rays,0.2646901309490204,0.26103267073631287,0.18418478965759277,0.22875413298606873,0.19943544268608093,0.2762417197227478,0.10715197026729584,0.18780525028705597,0.1341269612312317,0.20745372772216797,0.22379684448242188,0.21474985778331757
.,0.3541337847709656,0.35288307070732117,0.21136702597141266,0.24773532152175903,0.3011801838874817,0.5934505462646484,0.056097935885190964,0.2409123331308365,0.24712836742401123,0.5591574311256409,0.21820253133773804,0.4130953550338745
