,what,college,is,jake,rosenfield,associated,with,?
experienced,0.37686559557914734,0.1143447756767273,0.21743546426296234,0.11798865348100662,0.17953409254550934,0.2637645900249481,0.2865751087665558,0.23420310020446777
by,0.2455483376979828,0.18773820996284485,0.3899846076965332,0.1450374871492386,0.21845169365406036,0.20962266623973846,0.39731505513191223,0.17966607213020325
other,0.341873437166214,0.17609450221061707,0.25895947217941284,0.1423036903142929,0.16896583139896393,0.3474738299846649,0.44086363911628723,0.24682199954986572
industrialized,0.1756548136472702,0.19637078046798706,0.2339412122964859,0.07170944660902023,0.2618192136287689,0.26768240332603455,0.22839237749576569,0.07084181904792786
nations,0.19211222231388092,0.1692434549331665,0.19151805341243744,0.15703144669532776,0.2333398312330246,0.22856776416301727,0.2591147720813751,0.20999202132225037
that,0.6297725439071655,0.1788395792245865,0.3995479643344879,0.12187686562538147,0.19389323890209198,0.2675568461418152,0.4154358208179474,0.32716336846351624
did,0.4259131848812103,0.2254478633403778,0.19247472286224365,0.14029322564601898,0.1665063351392746,0.1503729224205017,0.25472134351730347,0.3023456633090973
n't,-0.07036374509334564,0.05438809096813202,0.028099019080400467,0.008897850289940834,0.13724765181541443,0.08632463216781616,-0.11462879180908203,0.07068326324224472
experience,0.3894727826118469,0.15203700959682465,0.19130541384220123,0.2035466730594635,0.181362584233284,0.2136995643377304,0.2553955614566803,0.25203612446784973
steep,0.16902941465377808,0.17485791444778442,0.2139909267425537,0.14223402738571167,0.2420223206281662,0.15725825726985931,0.20399965345859528,0.08240659534931183
surges,0.2037314474582672,0.14362893998622894,0.19405779242515564,0.1287630796432495,0.19333189725875854,0.1516534686088562,0.2703579068183899,0.07646527886390686
in,0.30808621644973755,0.2160365730524063,0.5394441485404968,0.1564447581768036,0.28140541911125183,0.23328746855258942,0.4080928862094879,0.20430970191955566
inequality,0.30072227120399475,0.15355652570724487,0.1953488290309906,0.09960269927978516,0.20023119449615479,0.19741785526275635,0.2160445749759674,0.23619021475315094
.,0.3567904531955719,0.24378922581672668,0.4569662809371948,0.16661110520362854,0.310683935880661,0.2184346318244934,0.4446153938770294,0.4130953550338745
