,there,were,many,chinese,with,what,unexpected,status,?
misleading,0.2846069931983948,0.2366643249988556,0.2890748679637909,0.19741103053092957,0.23478424549102783,0.4163905382156372,0.36067572236061096,0.22345444560050964,0.3808867335319519
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
that,0.6006520986557007,0.35517072677612305,0.5391656160354614,0.21811583638191223,0.4154358208179474,0.6297725439071655,0.34081077575683594,0.2510426938533783,0.32716336846351624
the,0.47025805711746216,0.3906462490558624,0.4335206151008606,0.2785343527793884,0.4223487675189972,0.42745697498321533,0.24451082944869995,0.23601171374320984,0.22068053483963013
position,0.11703842133283615,0.14195087552070618,0.14918828010559082,0.20153579115867615,0.16771268844604492,0.22031237185001373,0.20697523653507233,0.229773610830307,0.15529610216617584
of,0.44397735595703125,0.34038281440734863,0.37253960967063904,0.24275560677051544,0.41827285289764404,0.33290785551071167,0.22868290543556213,0.20139996707439423,0.1826142966747284
people,0.4820519685745239,0.35862088203430176,0.4171447455883026,0.22201411426067352,0.20958639681339264,0.32444337010383606,0.12342415750026703,0.20316095650196075,0.23739641904830933
within,0.31177809834480286,0.19996105134487152,0.2613624930381775,0.1398407518863678,0.2915107011795044,0.2498195916414261,0.19380611181259155,0.18479645252227783,0.1870293766260147
the,0.47025805711746216,0.3906462490558624,0.4335206151008606,0.2785343527793884,0.4223487675189972,0.42745697498321533,0.24451082944869995,0.23601171374320984,0.22068053483963013
four-class,0.20165075361728668,0.2022886574268341,0.15229915082454681,0.16851916909217834,0.22652636468410492,0.1889345496892929,0.15307015180587769,0.25272464752197266,0.26653996109962463
system,0.19495093822479248,0.1800099015235901,0.2631138563156128,0.2205471247434616,0.14296101033687592,0.23557309806346893,0.1367052048444748,0.2480931580066681,0.15556083619594574
was,0.24909798800945282,0.590133786201477,0.260356068611145,0.21259073913097382,0.27411898970603943,0.22111038863658905,0.175581693649292,0.18093566596508026,0.18412111699581146
not,0.43214359879493713,0.33318549394607544,0.4369727373123169,0.22863712906837463,0.3409014642238617,0.5449194312095642,0.332631915807724,0.3014061152935028,0.41942933201789856
an,0.22476400434970856,0.08893381804227829,0.2465583086013794,0.1873110979795456,0.2730048894882202,0.2821882665157318,0.24475730955600739,0.1671348363161087,0.19793890416622162
indication,0.3763757050037384,0.17537453770637512,0.1920081526041031,0.14882151782512665,0.2546065151691437,0.35432934761047363,0.35375112295150757,0.2810370624065399,0.31812968850135803
of,0.44397735595703125,0.34038281440734863,0.37253960967063904,0.24275560677051544,0.41827285289764404,0.33290785551071167,0.22868290543556213,0.20139996707439423,0.1826142966747284
their,0.3165968358516693,0.43277356028556824,0.4574248492717743,0.19482123851776123,0.4258328378200531,0.35142919421195984,0.24821661412715912,0.2075379490852356,0.1898253709077835
actual,0.3477712571620941,0.20265665650367737,0.2475663125514984,0.12354220449924469,0.27222147583961487,0.43790674209594727,0.27357199788093567,0.19035610556602478,0.20405827462673187
social,0.17675381898880005,0.18136808276176453,0.2721116840839386,0.16334404051303864,0.20528239011764526,0.22217629849910736,0.2112722098827362,0.24450013041496277,0.1615191102027893
power,0.18564991652965546,0.18395109474658966,0.22982899844646454,0.11903925240039825,0.20798128843307495,0.22216427326202393,0.13409529626369476,0.17796385288238525,0.15304024517536163
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
wealth,0.15232892334461212,0.1691816747188568,0.22441639006137848,0.1623779833316803,0.177688866853714,0.2415573000907898,0.23656141757965088,0.25035223364830017,0.1624586433172226
",",0.4587128460407257,0.36755475401878357,0.40610817074775696,0.2697280943393707,0.4120737314224243,0.3087472915649414,0.18410074710845947,0.2404196411371231,0.31091248989105225
but,0.5899304151535034,0.38291117548942566,0.46599987149238586,0.19667485356330872,0.4495173394680023,0.5029441118240356,0.32200291752815247,0.30495938658714294,0.27921953797340393
just,0.5204101204872131,0.2839916944503784,0.3534678518772125,0.1695498824119568,0.30194807052612305,0.5854880809783936,0.27252522110939026,0.28068581223487854,0.4144178032875061
entailed,0.23851796984672546,0.21572034060955048,0.27369505167007446,0.20146508514881134,0.29088830947875977,0.28440871834754944,0.25090986490249634,0.21862179040908813,0.22588199377059937
``,0.0756821483373642,0.006090171169489622,0.012824942357838154,0.08159855753183365,0.08974023163318634,0.008517155423760414,0.06125282868742943,0.03250358626246452,0.0685480609536171
degrees,0.22099153697490692,0.10397040843963623,0.2114371955394745,0.1370149552822113,0.22327513992786407,0.2201736718416214,0.12194991111755371,0.20557284355163574,0.1299446076154709
of,0.44397735595703125,0.34038281440734863,0.37253960967063904,0.24275560677051544,0.41827285289764404,0.33290785551071167,0.22868290543556213,0.20139996707439423,0.1826142966747284
privilege,0.20010951161384583,0.1573384404182434,0.16542398929595947,0.10402517020702362,0.11603989452123642,0.29359346628189087,0.18119336664676666,0.4099285304546356,0.2573690712451935
'',0.03646579384803772,0.007215402089059353,-0.016843097284436226,0.01746375672519207,0.07907696813344955,0.08143015950918198,0.02559087425470352,-0.040966056287288666,0.018684765323996544
to,0.40669289231300354,0.31913647055625916,0.40243685245513916,0.17416036128997803,0.4239959120750427,0.455847829580307,0.2675042450428009,0.268886923789978,0.29463258385658264
which,0.45256471633911133,0.2807837128639221,0.5168171525001526,0.21241894364356995,0.46403205394744873,0.5261979103088379,0.2961971163749695,0.25880709290504456,0.25814583897590637
they,0.4573625922203064,0.5580583214759827,0.5400822758674622,0.21403709053993225,0.42091572284698486,0.4431931674480438,0.22167864441871643,0.18679437041282654,0.2753053903579712
were,0.4359818994998932,1.0000001192092896,0.4804460406303406,0.22925853729248047,0.3179011940956116,0.22298263013362885,0.18487142026424408,0.15414895117282867,0.17890112102031708
entitled,0.1841614544391632,0.1751135289669037,0.13543514907360077,0.06949178874492645,0.18428629636764526,0.3050041198730469,0.23739522695541382,0.2168552428483963,0.2216128408908844
institutionally,0.16673026978969574,0.2097497433423996,0.29864126443862915,0.19251956045627594,0.1617429256439209,0.23434272408485413,0.22070938348770142,0.3036341369152069,0.16733425855636597
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
legally,0.16675561666488647,0.25636401772499084,0.23199158906936646,0.14226487278938293,0.18603312969207764,0.25547662377357483,0.11222010105848312,0.28325966000556946,0.15887223184108734
",",0.4587128460407257,0.36755475401878357,0.40610817074775696,0.2697280943393707,0.4120737314224243,0.3087472915649414,0.18410074710845947,0.2404196411371231,0.31091248989105225
so,0.493061363697052,0.3436952531337738,0.4506167769432068,0.18452635407447815,0.4189452826976776,0.539469838142395,0.3313266336917877,0.2412821650505066,0.43163934350013733
a,0.4214206337928772,0.17203083634376526,0.2872205972671509,0.23124997317790985,0.3783375024795532,0.3320399522781372,0.26011377573013306,0.28739041090011597,0.23916715383529663
person,0.3014226257801056,0.16889125108718872,0.25331422686576843,0.16852761805057526,0.22800223529338837,0.41527870297431946,0.22622527182102203,0.1725100874900818,0.324093222618103
's,-0.04860968142747879,0.007088581565767527,0.01698932610452175,0.01673142798244953,-0.04624466598033905,0.02692362666130066,-0.07811156660318375,0.03601495176553726,-0.023395681753754616
standing,0.29943525791168213,0.21929143369197845,0.22681090235710144,0.2287602573633194,0.2784639894962311,0.19543994963169098,0.21412710845470428,0.20769749581813812,0.11972658336162567
within,0.31177809834480286,0.19996105134487152,0.2613624930381775,0.1398407518863678,0.2915107011795044,0.2498195916414261,0.19380611181259155,0.18479645252227783,0.1870293766260147
the,0.47025805711746216,0.3906462490558624,0.4335206151008606,0.2785343527793884,0.4223487675189972,0.42745697498321533,0.24451082944869995,0.23601171374320984,0.22068053483963013
classes,0.22966980934143066,0.248728409409523,0.2907905578613281,0.19662074744701385,0.19796571135520935,0.20746955275535583,0.12009839713573456,0.21925225853919983,0.14397528767585754
was,0.24909798800945282,0.590133786201477,0.260356068611145,0.21259073913097382,0.27411898970603943,0.22111038863658905,0.175581693649292,0.18093566596508026,0.18412111699581146
not,0.43214359879493713,0.33318549394607544,0.4369727373123169,0.22863712906837463,0.3409014642238617,0.5449194312095642,0.332631915807724,0.3014061152935028,0.41942933201789856
a,0.4214206337928772,0.17203083634376526,0.2872205972671509,0.23124997317790985,0.3783375024795532,0.3320399522781372,0.26011377573013306,0.28739041090011597,0.23916715383529663
guarantee,0.3476460576057434,0.18207411468029022,0.28112420439720154,0.12325304001569748,0.2242411971092224,0.3311726450920105,0.22630836069583893,0.36348864436149597,0.28807559609413147
of,0.44397735595703125,0.34038281440734863,0.37253960967063904,0.24275560677051544,0.41827285289764404,0.33290785551071167,0.22868290543556213,0.20139996707439423,0.1826142966747284
their,0.3165968358516693,0.43277356028556824,0.4574248492717743,0.19482123851776123,0.4258328378200531,0.35142919421195984,0.24821661412715912,0.2075379490852356,0.1898253709077835
standing,0.29943525791168213,0.21929143369197845,0.22681090235710144,0.2287602573633194,0.2784639894962311,0.19543994963169098,0.21412710845470428,0.20769749581813812,0.11972658336162567
",",0.4587128460407257,0.36755475401878357,0.40610817074775696,0.2697280943393707,0.4120737314224243,0.3087472915649414,0.18410074710845947,0.2404196411371231,0.31091248989105225
since,0.3364269733428955,0.3373812139034271,0.34386345744132996,0.17777405679225922,0.3120420575141907,0.29783400893211365,0.2199050486087799,0.28563088178634644,0.2876587212085724
there,1.0,0.4359818994998932,0.4993700683116913,0.1856411248445511,0.37390366196632385,0.35085538029670715,0.23163357377052307,0.23381376266479492,0.29405656456947327
were,0.4359818994998932,1.0000001192092896,0.4804460406303406,0.22925853729248047,0.3179011940956116,0.22298263013362885,0.18487142026424408,0.15414895117282867,0.17890112102031708
rich,0.13663610816001892,0.1967092603445053,0.2779126763343811,0.14601054787635803,0.256880521774292,0.22860300540924072,0.22015568614006042,0.16257239878177643,0.13849185407161713
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
well,0.3383244276046753,0.37577003240585327,0.5438802242279053,0.22173762321472168,0.37264955043792725,0.4154493808746338,0.2033378928899765,0.23469139635562897,0.24815571308135986
socially,0.14809678494930267,0.2821282744407654,0.3021915555000305,0.14716090261936188,0.22498559951782227,0.2431422770023346,0.23172235488891602,0.2668997049331665,0.13515418767929077
standing,0.29943525791168213,0.21929143369197845,0.22681090235710144,0.2287602573633194,0.2784639894962311,0.19543994963169098,0.21412710845470428,0.20769749581813812,0.11972658336162567
chinese,0.1856411248445511,0.22925853729248047,0.27965980768203735,1.0000001192092896,0.18660885095596313,0.11643128097057343,0.1618751436471939,0.10665909200906754,0.20843194425106049
while,0.33146223425865173,0.3084527552127838,0.3748262822628021,0.16795752942562103,0.4426766335964203,0.35511791706085205,0.2566685080528259,0.21515581011772156,0.21076419949531555
there,1.0,0.4359818994998932,0.4993700683116913,0.1856411248445511,0.37390366196632385,0.35085538029670715,0.23163357377052307,0.23381376266479492,0.29405656456947327
were,0.4359818994998932,1.0000001192092896,0.4804460406303406,0.22925853729248047,0.3179011940956116,0.22298263013362885,0.18487142026424408,0.15414895117282867,0.17890112102031708
less,0.36695441603660583,0.27063897252082825,0.3831726610660553,0.16122034192085266,0.30557194352149963,0.31119704246520996,0.2841668128967285,0.15502865612506866,0.22418740391731262
rich,0.13663610816001892,0.1967092603445053,0.2779126763343811,0.14601054787635803,0.256880521774292,0.22860300540924072,0.22015568614006042,0.16257239878177643,0.13849185407161713
mongol,0.15220209956169128,0.21221880614757538,0.1816871017217636,0.3877440094947815,0.1917596012353897,0.15870186686515808,0.15764915943145752,0.13086892664432526,0.12849251925945282
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
semu,0.1893424689769745,0.15507952868938446,0.09679902344942093,0.3203151524066925,0.18760226666927338,0.14724323153495789,-0.000227726690354757,0.16331744194030762,0.22317923605442047
than,0.4433900713920593,0.2885614037513733,0.39069414138793945,0.19631466269493103,0.3028803765773773,0.29388150572776794,0.243398979306221,0.16353335976600647,0.24917294085025787
there,1.0,0.4359818994998932,0.4993700683116913,0.1856411248445511,0.37390366196632385,0.35085538029670715,0.23163357377052307,0.23381376266479492,0.29405656456947327
were,0.4359818994998932,1.0000001192092896,0.4804460406303406,0.22925853729248047,0.3179011940956116,0.22298263013362885,0.18487142026424408,0.15414895117282867,0.17890112102031708
mongol,0.15220209956169128,0.21221880614757538,0.1816871017217636,0.3877440094947815,0.1917596012353897,0.15870186686515808,0.15764915943145752,0.13086892664432526,0.12849251925945282
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
semu,0.1893424689769745,0.15507952868938446,0.09679902344942093,0.3203151524066925,0.18760226666927338,0.14724323153495789,-0.000227726690354757,0.16331744194030762,0.22317923605442047
who,0.2844357192516327,0.3188014328479767,0.4149286150932312,0.2538459002971649,0.3282766342163086,0.40942975878715515,0.23105797171592712,0.16934463381767273,0.26220351457595825
lived,0.37578821182250977,0.34083670377731323,0.2690332531929016,0.17179490625858307,0.1988031417131424,0.18411467969417572,0.021368395537137985,0.13557900488376617,0.1798510104417801
in,0.5361666083335876,0.3815755248069763,0.41474202275276184,0.20821347832679749,0.4080928862094879,0.30808621644973755,0.2588448226451874,0.20590373873710632,0.20430970191955566
poverty,0.30770212411880493,0.16543172299861908,0.24523977935314178,0.18887050449848175,0.20893360674381256,0.20925714075565338,0.23843194544315338,0.2106776386499405,0.16537553071975708
and,0.4242868423461914,0.42175528407096863,0.5296266674995422,0.25892454385757446,0.5477725267410278,0.31309178471565247,0.24217888712882996,0.24375928938388824,0.20544172823429108
were,0.4359818994998932,1.0000001192092896,0.4804460406303406,0.22925853729248047,0.3179011940956116,0.22298263013362885,0.18487142026424408,0.15414895117282867,0.17890112102031708
ill,0.14088411629199982,0.13603238761425018,0.21751423180103302,0.12584026157855988,0.2663997709751129,0.1912720948457718,0.3577883243560791,0.21451960504055023,0.15247376263141632
treated,0.3296048045158386,0.31487882137298584,0.3191569149494171,0.17739062011241913,0.3026990592479706,0.30911949276924133,0.3166202902793884,0.20457781851291656,0.20855045318603516
.,0.43897318840026855,0.3378238379955292,0.3974229395389557,0.25441038608551025,0.4446153938770294,0.3567904531955719,0.19985604286193848,0.21120375394821167,0.4130953550338745
