,what,is,an,example,of,a,problem,to,which,effective,algorithms,have,provided,a,solution,in,spite,of,the,intractability,associated,with,the,breadth,of,sizes,?
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,1.0,0.2605542540550232,0.45503583550453186,0.56894451379776,0.2041732668876648,0.21237695217132568,0.338716596364975,0.20476344227790833,1.0,0.2887548804283142,0.539380669593811,0.24924595654010773,0.5052502155303955,0.5829201340675354,0.34386247396469116,0.22056666016578674,0.3783375024795532,0.5829201340675354,0.32022252678871155,0.5052502155303955,0.21844254434108734,0.23916715383529663
wide,0.22181174159049988,0.22456400096416473,0.1999245136976242,0.19560711085796356,0.23687250912189484,0.301088809967041,0.16977375745773315,0.27017152309417725,0.3568881154060364,0.20121386647224426,0.14332929253578186,0.2795906066894531,0.16452178359031677,0.301088809967041,0.17819319665431976,0.22946839034557343,0.20141349732875824,0.23687250912189484,0.28078147768974304,0.2878923714160919,0.15009066462516785,0.2028472125530243,0.28078147768974304,0.3687465190887451,0.23687250912189484,0.33577990531921387,0.12719376385211945
range,0.19613829255104065,0.2467041313648224,0.18779897689819336,0.266414076089859,0.234999418258667,0.23913569748401642,0.15863792598247528,0.2767433524131775,0.2962178587913513,0.21383540332317352,0.18065783381462097,0.2598983347415924,0.17275194823741913,0.23913569748401642,0.1563054919242859,0.2084861844778061,0.18055063486099243,0.234999418258667,0.2311336100101471,0.28430768847465515,0.13057635724544525,0.1640535145998001,0.2311336100101471,0.2799050509929657,0.234999418258667,0.32491299510002136,0.1204894632101059
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.20464475452899933,0.41548454761505127,0.5011631846427917,0.27888283133506775,0.22317801415920258,0.3802283704280853,0.272808313369751,0.5052502155303955,0.18098624050617218,0.5696388483047485,0.3317907452583313,1.0,0.733189046382904,0.26904454827308655,0.3077163100242615,0.41827285289764404,0.733189046382904,0.3054982125759125,1.0,0.2508186995983124,0.1826142966747284
sizes,0.24140392243862152,0.19924768805503845,0.13338617980480194,0.32168376445770264,0.2508186995983124,0.21844254434108734,0.22835102677345276,0.25150856375694275,0.3106052279472351,0.2117880880832672,0.3177928626537323,0.3216731548309326,0.16656063497066498,0.21844254434108734,0.1607540249824524,0.16292738914489746,0.16635313630104065,0.2508186995983124,0.20901863276958466,0.2690902054309845,0.12996092438697815,0.2320445328950882,0.20901863276958466,0.40026119351387024,0.2508186995983124,1.0000001192092896,0.19520455598831177
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.539380669593811,0.16969570517539978,0.45010748505592346,0.4840516746044159,0.2294299155473709,0.19189399480819702,0.36843645572662354,0.19033823907375336,0.539380669593811,0.19538016617298126,1.0,0.2916569411754608,0.5696388483047485,0.6662389636039734,0.25368472933769226,0.23328746855258942,0.4080928862094879,0.6662389636039734,0.19510886073112488,0.5696388483047485,0.16292738914489746,0.20430970191955566
less,0.31119704246520996,0.3123510479927063,0.24461770057678223,0.3392350971698761,0.30836719274520874,0.3475147485733032,0.3140726685523987,0.38397523760795593,0.41259074211120605,0.3812159299850464,0.21983598172664642,0.4584900736808777,0.24133317172527313,0.3475147485733032,0.30762654542922974,0.2661931812763214,0.20687362551689148,0.30836719274520874,0.29185041785240173,0.3676126301288605,0.24393430352210999,0.30557194352149963,0.29185041785240173,0.37061768770217896,0.30836719274520874,0.2940062880516052,0.22418740391731262
than,0.29388150572776794,0.2839990258216858,0.2493579238653183,0.3422342538833618,0.33036211133003235,0.3126874566078186,0.28667381405830383,0.3192550539970398,0.3974681496620178,0.32526344060897827,0.2300920933485031,0.46517109870910645,0.25713545083999634,0.3126874566078186,0.22670583426952362,0.3270052373409271,0.19070552289485931,0.33036211133003235,0.3227543234825134,0.26352745294570923,0.2243918776512146,0.3028803765773773,0.3227543234825134,0.3461061716079712,0.33036211133003235,0.2974482476711273,0.24917294085025787
quadratic,0.217502161860466,0.23647955060005188,0.2596680819988251,0.2928798496723175,0.26294127106666565,0.28062862157821655,0.3218272030353546,0.25521495938301086,0.35662516951560974,0.28437599539756775,0.37811478972435,0.23844166100025177,0.2369341254234314,0.28062862157821655,0.34239181876182556,0.19246864318847656,0.18252778053283691,0.26294127106666565,0.24549010396003723,0.3869880139827728,0.21230114996433258,0.22747555375099182,0.24549010396003723,0.35637417435646057,0.26294127106666565,0.2557623088359833,0.1588403880596161
time,0.36319252848625183,0.25187405943870544,0.17594800889492035,0.31812599301338196,0.35127586126327515,0.3292340338230133,0.3373833894729614,0.3679993152618408,0.325231671333313,0.2679981291294098,0.2521068751811981,0.3659670352935791,0.2102455198764801,0.3292340338230133,0.2341277003288269,0.3431483507156372,0.17572163045406342,0.35127586126327515,0.43061500787734985,0.30471983551979065,0.17621587216854095,0.31862112879753113,0.43061500787734985,0.20770706236362457,0.35127586126327515,0.21701939404010773,0.27391523122787476
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.24328261613845825,0.48971283435821533,0.506277859210968,0.2838481068611145,0.13509784638881683,0.4711785912513733,0.35591721534729004,0.3739250600337982,0.23649100959300995,0.4954058527946472,0.2997688055038452,0.5116966962814331,0.5171257257461548,0.24807147681713104,0.30157923698425293,0.5477725267410278,0.5171257257461548,0.25063759088516235,0.5116966962814331,0.2505899667739868,0.20544172823429108
sat,0.13994340598583221,0.14388950169086456,0.09729371219873428,0.1726764738559723,0.161526158452034,0.17896361649036407,0.03255731984972954,0.19980303943157196,0.11687427014112473,0.10130798816680908,0.17554306983947754,0.146236851811409,0.19534456729888916,0.17896361649036407,0.11441362649202347,0.12522153556346893,0.21175633370876312,0.161526158452034,0.190852552652359,0.08319343626499176,0.12830522656440735,0.12436361610889435,0.190852552652359,0.13232934474945068,0.161526158452034,0.13163802027702332,0.1426464170217514
solvers,0.2153213620185852,0.25442689657211304,0.19039839506149292,0.31506848335266113,0.12598811089992523,0.21345721185207367,0.4867616891860962,0.23415179550647736,0.19910916686058044,0.26742279529571533,0.5134559273719788,0.23995059728622437,0.22475922107696533,0.21345721185207367,0.4760080575942993,0.15283486247062683,0.1701345294713974,0.12598811089992523,0.17596015334129333,0.34314441680908203,0.08510060608386993,0.2536732852458954,0.17596015334129333,0.2591788172721863,0.12598811089992523,0.2849498391151428,0.2729741930961609
routinely,0.39883649349212646,0.243712916970253,0.265651673078537,0.2660466730594635,0.18741008639335632,0.2388652116060257,0.3163706958293915,0.32346221804618835,0.3465057909488678,0.3507273197174072,0.2912883460521698,0.39902928471565247,0.3354967534542084,0.2388652116060257,0.24049507081508636,0.18146564066410065,0.2675551772117615,0.18741008639335632,0.2951239049434662,0.373237669467926,0.22590304911136627,0.26668697595596313,0.2951239049434662,0.2017263025045395,0.18741008639335632,0.1837865561246872,0.27604398131370544
handle,0.2843582332134247,0.2478855550289154,0.18718817830085754,0.27617761492729187,0.2300901859998703,0.2600627541542053,0.3652501106262207,0.30356109142303467,0.2847506105899811,0.36405131220817566,0.2190963625907898,0.35211828351020813,0.2215399295091629,0.2600627541542053,0.25966334342956543,0.18341349065303802,0.18169552087783813,0.2300901859998703,0.23661735653877258,0.33527877926826477,0.17823302745819092,0.312188059091568,0.23661735653877258,0.28301486372947693,0.2300901859998703,0.31704169511795044,0.3016141355037689
large,0.2017821967601776,0.2971126437187195,0.25319868326187134,0.30934280157089233,0.3569655418395996,0.3740714490413666,0.2120939940214157,0.3150999844074249,0.46308431029319763,0.2038237750530243,0.1859096884727478,0.33964231610298157,0.20177149772644043,0.3740714490413666,0.2323085516691208,0.2841601073741913,0.22899948060512543,0.3569655418395996,0.3828733265399933,0.25714898109436035,0.24217382073402405,0.26124298572540283,0.3828733265399933,0.30589815974235535,0.3569655418395996,0.4296925365924835,0.1355665624141693
instances,0.37020906805992126,0.25202253460884094,0.2387576550245285,0.44540172815322876,0.305372416973114,0.3550227880477905,0.3573509752750397,0.35826775431632996,0.43218863010406494,0.3637270927429199,0.30821818113327026,0.42975908517837524,0.3124392032623291,0.3550227880477905,0.29798445105552673,0.23674409091472626,0.20288768410682678,0.305372416973114,0.33414426445961,0.38611212372779846,0.22393324971199036,0.31131184101104736,0.33414426445961,0.27919653058052063,0.305372416973114,0.3485619127750397,0.3098512887954712
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.20464475452899933,0.41548454761505127,0.5011631846427917,0.27888283133506775,0.22317801415920258,0.3802283704280853,0.272808313369751,0.5052502155303955,0.18098624050617218,0.5696388483047485,0.3317907452583313,1.0,0.733189046382904,0.26904454827308655,0.3077163100242615,0.41827285289764404,0.733189046382904,0.3054982125759125,1.0,0.2508186995983124,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.24928659200668335,0.535392165184021,0.6521818041801453,0.23741452395915985,0.167828768491745,0.40389683842658997,0.304488867521286,0.5829201340675354,0.20422548055648804,0.6662389636039734,0.2700543701648712,0.733189046382904,1.0,0.30928099155426025,0.2742886245250702,0.4223487675189972,1.0,0.30516237020492554,0.733189046382904,0.20901863276958466,0.22068053483963013
np-complete,0.28050094842910767,0.22069956362247467,0.20819604396820068,0.23207968473434448,0.2697024643421173,0.28990697860717773,0.2782294750213623,0.24762758612632751,0.3334009647369385,0.2705089747905731,0.2766904830932617,0.25890517234802246,0.2782430946826935,0.28990697860717773,0.24695809185504913,0.22477759420871735,0.21219150722026825,0.2697024643421173,0.27450188994407654,0.3177739381790161,0.15645650029182434,0.22193770110607147,0.27450188994407654,0.18943071365356445,0.2697024643421173,0.16168563067913055,0.16391170024871826
boolean,0.27341124415397644,0.24110576510429382,0.1952669322490692,0.35336220264434814,0.15521764755249023,0.26556581258773804,0.39493268728256226,0.22813230752944946,0.2685490846633911,0.22517825663089752,0.48789647221565247,0.20944492518901825,0.2232683002948761,0.26556581258773804,0.3570628762245178,0.16939176619052887,0.08748354762792587,0.15521764755249023,0.15092404186725616,0.3307473063468933,0.20316506922245026,0.13382364809513092,0.15092404186725616,0.2545786201953888,0.15521764755249023,0.25583213567733765,0.31161975860595703
satisfiability,0.38953596353530884,0.21485021710395813,0.2089296579360962,0.3362821340560913,0.23604930937290192,0.26299187541007996,0.5401816964149475,0.2691228985786438,0.32673773169517517,0.3336126506328583,0.4736196994781494,0.33937445282936096,0.3523481488227844,0.26299187541007996,0.40485936403274536,0.17826354503631592,0.31494712829589844,0.23604930937290192,0.20948947966098785,0.6854643225669861,0.2663632929325104,0.2420215755701065,0.20948947966098785,0.3222529888153076,0.23604930937290192,0.2728796899318695,0.31815093755722046
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.2605542540550232,1.0,0.2502208352088928,0.309948593378067,0.3089003264904022,0.40899839997291565,0.3683631420135498,0.2736993432044983,0.2605542540550232,0.5411272048950195,0.16969570517539978,0.18031512200832367,0.20464475452899933,0.24928659200668335,0.42249947786331177,0.18436965346336365,0.2717578709125519,0.24928659200668335,0.19323812425136566,0.20464475452899933,0.22835102677345276,0.3762950301170349
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.22562150657176971,0.4645031690597534,0.45942068099975586,0.2533048987388611,0.1675408035516739,0.41614407300949097,0.22066283226013184,0.50484299659729,0.24768643081188202,0.5591574311256409,0.2371416985988617,0.5352458953857422,0.5934505462646484,0.23943141102790833,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.2828180193901062,0.5352458953857422,0.2359694093465805,0.4130953550338745
