,what,aid,is,available,to,underprivileged,students,seeking,to,attend,a,private,university,?
high,0.20466077327728271,0.05591718107461929,0.2383800595998764,0.10836578905582428,0.28947713971138,0.19077986478805542,0.308525413274765,0.11870421469211578,0.28947713971138,0.29900509119033813,0.22865821421146393,0.2064109742641449,0.2154531478881836,0.11137914657592773
school,0.18774057924747467,0.11534401029348373,0.19488026201725006,0.07356876879930496,0.24496325850486755,0.1843125969171524,0.6345757842063904,0.14707674086093903,0.24496325850486755,0.5228912830352783,0.2245093584060669,0.3584248125553131,0.48676231503486633,0.15091250836849213
graduates,0.191602885723114,0.13584940135478973,0.21139399707317352,0.15527844429016113,0.24305562674999237,0.2187911868095398,0.648346483707428,0.17977462708950043,0.24305562674999237,0.5098558664321899,0.2365572601556778,0.3113854229450226,0.5549647808074951,0.11479247361421585
",",0.3087472915649414,0.1953202486038208,0.4691906273365021,0.2614012062549591,0.44245919585227966,0.2723269760608673,0.26501646637916565,0.25406455993652344,0.44245919585227966,0.24214935302734375,0.427140474319458,0.1899166703224182,0.3017033040523529,0.31091248989105225
who,0.40942975878715515,0.31013068556785583,0.24293622374534607,0.1272890865802765,0.42656609416007996,0.36357581615448,0.3510516881942749,0.32104983925819397,0.42656609416007996,0.3078087270259857,0.36608949303627014,0.2552628517150879,0.2115909904241562,0.26220351457595825
wish,0.4103936553001404,0.1806277185678482,0.18026776611804962,0.27819082140922546,0.4275972843170166,0.3968093693256378,0.2122003585100174,0.3041820824146271,0.4275972843170166,0.27871355414390564,0.2952733337879181,0.19113866984844208,0.08578460663557053,0.35864195227622986
to,0.455847829580307,0.2690417766571045,0.42745086550712585,0.2394571453332901,1.0,0.32416561245918274,0.2905822694301605,0.3810454308986664,1.0,0.3481958508491516,0.45503583550453186,0.18892748653888702,0.20192374289035797,0.29463258385658264
pursue,0.21410717070102692,0.18519443273544312,0.11472836881875992,0.1230858713388443,0.38036081194877625,0.28129327297210693,0.2662370204925537,0.38865774869918823,0.38036081194877625,0.3141842782497406,0.1907089501619339,0.24503007531166077,0.2139897644519806,0.1284760683774948
college/technical,0.3088805377483368,0.2245219200849533,0.23281356692314148,0.2881348431110382,0.3127689063549042,0.3012233376502991,0.549919843673706,0.2629689574241638,0.3127689063549042,0.3648689091205597,0.2613888084888458,0.41346073150634766,0.6449945569038391,0.2373053878545761
education,0.19940856099128723,0.23261067271232605,0.18778188526630402,0.1610902100801468,0.2626708149909973,0.2589898109436035,0.5498206615447998,0.2512337267398834,0.2626708149909973,0.42204952239990234,0.21779850125312805,0.34071704745292664,0.503289520740509,0.18067774176597595
in,0.30808621644973755,0.1754455417394638,0.5394441485404968,0.1939793825149536,0.45010748505592346,0.19424574077129364,0.2676171064376831,0.21344146132469177,0.45010748505592346,0.2352246344089508,0.539380669593811,0.21135757863521576,0.3201795518398285,0.20430970191955566
private,0.16778090596199036,0.2063334733247757,0.1420905888080597,0.2584626078605652,0.18892748653888702,0.34737417101860046,0.35454505681991577,0.22003120183944702,0.18892748653888702,0.2815968096256256,0.20346391201019287,1.0,0.33786600828170776,0.14389030635356903
colleges,0.19657261669635773,0.17345575988292694,0.20791567862033844,0.26198992133140564,0.25310638546943665,0.17215615510940552,0.5760526657104492,0.22500795125961304,0.25310638546943665,0.3402347266674042,0.21794883906841278,0.3752681612968445,0.6181914210319519,0.15586905181407928
and,0.31309178471565247,0.2158033847808838,0.3859752118587494,0.24201975762844086,0.48971283435821533,0.29623931646347046,0.28111961483955383,0.2602940499782562,0.48971283435821533,0.26535022258758545,0.3739250600337982,0.2557651102542877,0.2665814459323883,0.20544172823429108
universities,0.1630716770887375,0.14656533300876617,0.2421088069677353,0.23260840773582458,0.2433011382818222,0.13866879045963287,0.5738829374313354,0.18886727094650269,0.2433011382818222,0.3353045582771301,0.21368376910686493,0.3659079670906067,0.6843494176864624,0.16836881637573242
.,0.3567904531955719,0.21699096262454987,0.4569662809371948,0.3383464217185974,0.4645031690597534,0.2692229449748993,0.2607303857803345,0.23147916793823242,0.4645031690597534,0.1994091272354126,0.50484299659729,0.2534593939781189,0.290679007768631,0.4130953550338745
