,evidence,indicates,that,cydippids,are,not,what,?
of,0.2471507489681244,0.31738752126693726,0.41498205065727234,0.2979815900325775,0.39081433415412903,0.3307090103626251,0.33290785551071167,0.1826142966747284
a,0.25465038418769836,0.3681718111038208,0.47537946701049805,0.25175222754478455,0.265255331993103,0.3791346549987793,0.3320399522781372,0.23916715383529663
single,0.12778277695178986,0.16934150457382202,0.2703927755355835,0.19812807440757751,0.2179369032382965,0.27701905369758606,0.24458327889442444,0.2151121199131012
common,0.20324678719043732,0.22576609253883362,0.2786630392074585,0.28297245502471924,0.3463647663593292,0.25485387444496155,0.19989867508411407,0.20434872806072235
ancestor,0.32165658473968506,0.2237190306186676,0.2760840356349945,0.3615250289440155,0.20168296992778778,0.22305332124233246,0.16140799224376678,0.14805565774440765
",",0.2751304507255554,0.23441098630428314,0.4137537479400635,0.2807892858982086,0.4062570035457611,0.3769696354866028,0.3087472915649414,0.31091248989105225
because,0.28865787386894226,0.324947327375412,0.6503599286079407,0.29289183020591736,0.43093472719192505,0.6040527820587158,0.46729007363319397,0.2528740465641022
all,0.23530709743499756,0.2492344081401825,0.53305584192276,0.2975929081439972,0.5343062281608582,0.4974499046802521,0.41981086134910583,0.29575422406196594
the,0.25031140446662903,0.29467737674713135,0.5473989248275757,0.3210736811161041,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
other,0.24651175737380981,0.26847973465919495,0.5570666193962097,0.3313353359699249,0.5932393670082092,0.4341118037700653,0.341873437166214,0.24682199954986572
traditional,0.14300839602947235,0.1741570681333542,0.23444122076034546,0.27480992674827576,0.29966410994529724,0.22508177161216736,0.20066824555397034,0.1327509582042694
ctenophore,0.32081520557403564,0.2830035388469696,0.28476929664611816,0.5875129103660583,0.30906161665916443,0.3213199973106384,0.2381439507007599,0.2190871685743332
groups,0.1723432093858719,0.14509683847427368,0.2701875567436218,0.251576691865921,0.41374143958091736,0.2124776840209961,0.23137421905994415,0.14349548518657684
are,0.251604288816452,0.27392980456352234,0.45265161991119385,0.35411837697029114,1.0,0.46186959743499756,0.29724663496017456,0.24591213464736938
descendants,0.23824311792850494,0.20033831894397736,0.2553356885910034,0.346692830324173,0.2559800446033478,0.2142058163881302,0.16656607389450073,0.10391592979431152
of,0.2471507489681244,0.31738752126693726,0.41498205065727234,0.2979815900325775,0.39081433415412903,0.3307090103626251,0.33290785551071167,0.1826142966747284
various,0.263375848531723,0.23256656527519226,0.34879615902900696,0.3104214668273926,0.45140719413757324,0.2713419795036316,0.26045072078704834,0.12823495268821716
cydippids,0.35098403692245483,0.2700038254261017,0.31674885749816895,1.0,0.35411837697029114,0.312296599149704,0.22088393568992615,0.217335045337677
.,0.24887976050376892,0.24689897894859314,0.4460422694683075,0.2866429090499878,0.3452940285205841,0.4824007451534271,0.3567904531955719,0.4130953550338745
