,what,type,of,vote,must,the,parliament,have,to,either,block,or,suggest,changes,to,the,commission,'s,proposals,?
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21813347935676575,0.3016769587993622,0.5829201340675354,0.22951169312000275,0.338716596364975,0.45503583550453186,0.40784984827041626,0.2515272796154022,0.48853766918182373,0.26818621158599854,0.26482418179512024,0.45503583550453186,0.5829201340675354,0.18981990218162537,0.04866964742541313,0.24198690056800842,0.23916715383529663
commission,0.22273972630500793,0.10002108663320541,0.2698368728160858,0.21140198409557343,0.16934053599834442,0.24418850243091583,0.34298184514045715,0.1714901328086853,0.24674905836582184,0.14948919415473938,0.13343706727027893,0.186940535902977,0.1621134728193283,0.1656177043914795,0.24674905836582184,0.24418850243091583,0.9999998807907104,0.03937619924545288,0.31897905468940735,0.16231559216976166
proposal,0.3435455560684204,0.09158724546432495,0.18171913921833038,0.42814016342163086,0.21299663186073303,0.24154584109783173,0.34693053364753723,0.2769823670387268,0.30947795510292053,0.27780890464782715,0.30729350447654724,0.1945025771856308,0.4634650945663452,0.2894384264945984,0.30947795510292053,0.24154584109783173,0.2986425757408142,0.05311848595738411,0.8673319220542908,0.362845778465271
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27201512455940247,0.2231246829032898,0.4933079481124878,0.25442883372306824,0.3541618287563324,0.44245919585227966,0.28548023104667664,0.24290941655635834,0.3769497275352478,0.2924377918243408,0.23045918345451355,0.44245919585227966,0.4933079481124878,0.19528092443943024,-0.0016132977325469255,0.25202223658561707,0.31091248989105225
where,0.4457937180995941,0.2292499989271164,0.38066378235816956,0.1637987494468689,0.34593677520751953,0.5003893971443176,0.14109039306640625,0.412650465965271,0.47735077142715454,0.3624770939350128,0.21938268840312958,0.3651050925254822,0.18164341151714325,0.24018943309783936,0.47735077142715454,0.5003893971443176,0.1708904504776001,0.0007701900321990252,0.18355807662010193,0.24793872237205505
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22779929637908936,0.2713140547275543,1.0,0.26521381735801697,0.40389683842658997,0.535392165184021,0.3795609474182129,0.20056472718715668,0.4174870550632477,0.2682655155658722,0.3427845537662506,0.535392165184021,1.0,0.24418850243091583,-0.01540423184633255,0.2984413504600525,0.22068053483963013
parliament,0.21650300920009613,0.07740602642297745,0.2885259687900543,0.4532986879348755,0.18632540106773376,0.26521381735801697,1.0,0.16643136739730835,0.20290622115135193,0.1533541977405548,0.18661954998970032,0.209258034825325,0.209427148103714,0.14234231412410736,0.20290622115135193,0.26521381735801697,0.34298184514045715,0.012842429801821709,0.37200847268104553,0.1586504578590393
must,0.30362528562545776,0.22601568698883057,0.24322323501110077,0.23410490155220032,1.0,0.2713140547275543,0.18632540106773376,0.4243750274181366,0.43356871604919434,0.4555244743824005,0.21230827271938324,0.43512776494026184,0.2857953906059265,0.23907470703125,0.43356871604919434,0.2713140547275543,0.16934053599834442,-0.018240178003907204,0.19896277785301208,0.23707495629787445
vote,0.30723845958709717,0.09013981372117996,0.19845709204673767,1.0,0.23410490155220032,0.22779929637908936,0.4532986879348755,0.26096346974372864,0.2892617881298065,0.23162485659122467,0.249851793050766,0.1908024251461029,0.28755906224250793,0.2106693834066391,0.2892617881298065,0.22779929637908936,0.21140198409557343,0.022564241662621498,0.3976801335811615,0.2888886630535126
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.17365115880966187,0.2841154634952545,0.4408751428127289,0.1523929238319397,0.3359639644622803,0.33534231781959534,0.2713143825531006,0.13997070491313934,0.30274316668510437,0.17751513421535492,0.220808207988739,0.33534231781959534,0.4408751428127289,0.25094297528266907,-0.010884488001465797,0.16769331693649292,0.17966607213020325
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21813347935676575,0.3016769587993622,0.5829201340675354,0.22951169312000275,0.338716596364975,0.45503583550453186,0.40784984827041626,0.2515272796154022,0.48853766918182373,0.26818621158599854,0.26482418179512024,0.45503583550453186,0.5829201340675354,0.18981990218162537,0.04866964742541313,0.24198690056800842,0.23916715383529663
majority,0.25967487692832947,0.1443064659833908,0.29706597328186035,0.4644179940223694,0.2850387692451477,0.28757327795028687,0.3722864091396332,0.36177510023117065,0.26316750049591064,0.25056231021881104,0.1543341875076294,0.26763081550598145,0.23277504742145538,0.18945851922035217,0.26316750049591064,0.28757327795028687,0.20650842785835266,0.06142395734786987,0.24291560053825378,0.220119908452034
of,0.33290785551071167,0.18112817406654358,1.0,0.19845709204673767,0.24322323501110077,0.733189046382904,0.2885259687900543,0.3802283704280853,0.41548454761505127,0.24225673079490662,0.1477721929550171,0.3792596757411957,0.28071948885917664,0.25827232003211975,0.41548454761505127,0.733189046382904,0.2698368728160858,-0.03817026689648628,0.23930084705352783,0.1826142966747284
all,0.41981086134910583,0.21204189956188202,0.42798417806625366,0.3025979697704315,0.3687012791633606,0.4860881567001343,0.15717768669128418,0.5559456944465637,0.42520734667778015,0.3780456483364105,0.20975913107395172,0.3321593105792999,0.3164099156856537,0.2543294429779053,0.42520734667778015,0.4860881567001343,0.1662384420633316,0.03181743621826172,0.29533281922340393,0.29575422406196594
meps,0.20121853053569794,0.11590580642223358,0.35917291045188904,0.4491950571537018,0.29746997356414795,0.376752108335495,0.5413332581520081,0.3224828243255615,0.23549243807792664,0.2285490185022354,0.1683369278907776,0.28777387738227844,0.253639280796051,0.26038244366645813,0.23549243807792664,0.376752108335495,0.26337572932243347,-0.0021144356578588486,0.3593437373638153,0.19381771981716156
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.19731609523296356,0.20299430191516876,0.33289089798927307,0.1706518530845642,0.23072676360607147,0.30882009863853455,0.29367145895957947,0.19340020418167114,0.3582012951374054,0.21362820267677307,0.20370477437973022,0.30882009863853455,0.33289089798927307,0.13601887226104736,0.0012731997994706035,0.16534976661205292,0.40561532974243164
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.331701397895813,0.48002883791923523,0.4310511648654938,0.22406005859375,0.5619372129440308,0.5149973034858704,0.5441312193870544,0.31055739521980286,0.5119067430496216,0.42418789863586426,0.25899913907051086,0.5149973034858704,0.4310511648654938,0.21429981291294098,0.002583299996331334,0.296484112739563,0.41942933201789856
just,0.5854880809783936,0.16222921013832092,0.35124439001083374,0.33003103733062744,0.3460732400417328,0.40061673521995544,0.18476171791553497,0.45864632725715637,0.5153104066848755,0.42748433351516724,0.3760973811149597,0.4843778610229492,0.425973504781723,0.31314295530319214,0.5153104066848755,0.40061673521995544,0.15082408487796783,0.1000472754240036,0.37734463810920715,0.4144178032875061
those,0.44466671347618103,0.17623955011367798,0.37935635447502136,0.30087026953697205,0.3229166567325592,0.42861196398735046,0.16444899141788483,0.5838188529014587,0.47350940108299255,0.4375525712966919,0.24018432199954987,0.46711811423301697,0.3990362286567688,0.2735324800014496,0.47350940108299255,0.42861196398735046,0.18518875539302826,0.10056424140930176,0.34850242733955383,0.3328189253807068
present,0.30940163135528564,0.09058180451393127,0.3116828501224518,0.11681699752807617,0.13461321592330933,0.2829846143722534,0.16245795786380768,0.23713251948356628,0.2453051209449768,0.15061847865581512,0.1724320501089096,0.17365464568138123,0.20573149621486664,0.18881537020206451,0.2453051209449768,0.2829846143722534,0.1344563364982605,0.010861009359359741,0.17878805100917816,0.21759982407093048
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18994680047035217,0.19068287312984467,0.3456730246543884,0.18304091691970825,0.22866283357143402,0.31236231327056885,0.30754750967025757,0.20438170433044434,0.3706604242324829,0.2209397256374359,0.20408746600151062,0.31236231327056885,0.3456730246543884,0.12954048812389374,0.021107977256178856,0.15190355479717255,0.42300865054130554
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2892617881298065,0.43356871604919434,0.535392165184021,0.20290622115135193,0.4544740617275238,1.0,0.4178585708141327,0.30297139286994934,0.38921234011650085,0.3512662351131439,0.32918253540992737,1.0,0.535392165184021,0.24674905836582184,0.03782717138528824,0.31794703006744385,0.29463258385658264
block,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.249851793050766,0.21230827271938324,0.20056472718715668,0.18661954998970032,0.25116318464279175,0.30297139286994934,0.2942083179950714,1.0,0.24549584090709686,0.29958412051200867,0.2847854793071747,0.30297139286994934,0.20056472718715668,0.13343706727027893,0.02706337347626686,0.26608943939208984,0.27211859822273254
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.1908024251461029,0.43512776494026184,0.4174870550632477,0.209258034825325,0.46389055252075195,0.38921234011650085,0.6381545066833496,0.24549584090709686,1.0000001192092896,0.3063017725944519,0.2474553883075714,0.38921234011650085,0.4174870550632477,0.186940535902977,0.06871571391820908,0.19549337029457092,0.32389625906944275
suggest,0.39558762311935425,0.19672659039497375,0.28071948885917664,0.28755906224250793,0.2857953906059265,0.2682655155658722,0.209427148103714,0.5015163421630859,0.3512662351131439,0.32813864946365356,0.29958412051200867,0.3063017725944519,1.0,0.31708604097366333,0.3512662351131439,0.2682655155658722,0.1621134728193283,-0.0313306488096714,0.43136879801750183,0.39672672748565674
changes,0.2740466892719269,0.2171921730041504,0.25827232003211975,0.2106693834066391,0.23907470703125,0.3427845537662506,0.14234231412410736,0.3310432434082031,0.32918253540992737,0.2651517391204834,0.2847854793071747,0.2474553883075714,0.31708604097366333,1.0,0.32918253540992737,0.3427845537662506,0.1656177043914795,0.006762445904314518,0.3452799320220947,0.21264225244522095
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27201512455940247,0.2231246829032898,0.4933079481124878,0.25442883372306824,0.3541618287563324,0.44245919585227966,0.28548023104667664,0.24290941655635834,0.3769497275352478,0.2924377918243408,0.23045918345451355,0.44245919585227966,0.4933079481124878,0.19528092443943024,-0.0016132977325469255,0.25202223658561707,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.1828758865594864,0.33253467082977295,0.5171257257461548,0.26227831840515137,0.4711785912513733,0.48971283435821533,0.2910216748714447,0.19999995827674866,0.4713204801082611,0.30183184146881104,0.27557092905044556,0.48971283435821533,0.5171257257461548,0.21015366911888123,0.06895173341035843,0.23791493475437164,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22779929637908936,0.2713140547275543,1.0,0.26521381735801697,0.40389683842658997,0.535392165184021,0.3795609474182129,0.20056472718715668,0.4174870550632477,0.2682655155658722,0.3427845537662506,0.535392165184021,1.0,0.24418850243091583,-0.01540423184633255,0.2984413504600525,0.22068053483963013
council,0.16933071613311768,0.10015834122896194,0.2972237169742584,0.3168671727180481,0.1322224736213684,0.2829204201698303,0.4229061007499695,0.1461305320262909,0.23829470574855804,0.13117477297782898,0.19174253940582275,0.14019161462783813,0.13722151517868042,0.16095958650112152,0.23829470574855804,0.2829204201698303,0.4432614743709564,-0.007623340003192425,0.34152063727378845,0.1160062924027443
must,0.30362528562545776,0.22601568698883057,0.24322323501110077,0.23410490155220032,1.0,0.2713140547275543,0.18632540106773376,0.4243750274181366,0.43356871604919434,0.4555244743824005,0.21230827271938324,0.43512776494026184,0.2857953906059265,0.23907470703125,0.43356871604919434,0.2713140547275543,0.16934053599834442,-0.018240178003907204,0.19896277785301208,0.23707495629787445
vote,0.30723845958709717,0.09013981372117996,0.19845709204673767,1.0,0.23410490155220032,0.22779929637908936,0.4532986879348755,0.26096346974372864,0.2892617881298065,0.23162485659122467,0.249851793050766,0.1908024251461029,0.28755906224250793,0.2106693834066391,0.2892617881298065,0.22779929637908936,0.21140198409557343,0.022564241662621498,0.3976801335811615,0.2888886630535126
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.17365115880966187,0.2841154634952545,0.4408751428127289,0.1523929238319397,0.3359639644622803,0.33534231781959534,0.2713143825531006,0.13997070491313934,0.30274316668510437,0.17751513421535492,0.220808207988739,0.33534231781959534,0.4408751428127289,0.25094297528266907,-0.010884488001465797,0.16769331693649292,0.17966607213020325
qualified,0.19747373461723328,0.08826427161693573,0.1594466269016266,0.2909183204174042,0.25850075483322144,0.23118680715560913,0.18792910873889923,0.22688168287277222,0.2360132336616516,0.24777834117412567,0.13068798184394836,0.24916911125183105,0.14956286549568176,0.0820065513253212,0.2360132336616516,0.23118680715560913,0.2092122733592987,-0.018906770274043083,0.24711443483829498,0.1370558738708496
majority,0.25967487692832947,0.1443064659833908,0.29706597328186035,0.4644179940223694,0.2850387692451477,0.28757327795028687,0.3722864091396332,0.36177510023117065,0.26316750049591064,0.25056231021881104,0.1543341875076294,0.26763081550598145,0.23277504742145538,0.18945851922035217,0.26316750049591064,0.28757327795028687,0.20650842785835266,0.06142395734786987,0.24291560053825378,0.220119908452034
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2892617881298065,0.43356871604919434,0.535392165184021,0.20290622115135193,0.4544740617275238,1.0,0.4178585708141327,0.30297139286994934,0.38921234011650085,0.3512662351131439,0.32918253540992737,1.0,0.535392165184021,0.24674905836582184,0.03782717138528824,0.31794703006744385,0.29463258385658264
approve,0.3271811008453369,0.12022193521261215,0.32285770773887634,0.42463722825050354,0.3094027638435364,0.31595274806022644,0.3706769645214081,0.32526394724845886,0.39083346724510193,0.3150424361228943,0.23765720427036285,0.24189822375774384,0.336952269077301,0.26812952756881714,0.39083346724510193,0.31595274806022644,0.3447349965572357,0.018646443262696266,0.4748525023460388,0.30642789602279663
changes,0.2740466892719269,0.2171921730041504,0.25827232003211975,0.2106693834066391,0.23907470703125,0.3427845537662506,0.14234231412410736,0.3310432434082031,0.32918253540992737,0.2651517391204834,0.2847854793071747,0.2474553883075714,0.31708604097366333,1.0,0.32918253540992737,0.3427845537662506,0.1656177043914795,0.006762445904314518,0.3452799320220947,0.21264225244522095
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27201512455940247,0.2231246829032898,0.4933079481124878,0.25442883372306824,0.3541618287563324,0.44245919585227966,0.28548023104667664,0.24290941655635834,0.3769497275352478,0.2924377918243408,0.23045918345451355,0.44245919585227966,0.4933079481124878,0.19528092443943024,-0.0016132977325469255,0.25202223658561707,0.31091248989105225
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.335405170917511,0.36824145913124084,0.4859698414802551,0.21308359503746033,0.5920813083648682,0.5542377829551697,0.4417448043823242,0.25370872020721436,0.4733969271183014,0.43021073937416077,0.3283573389053345,0.5542377829551697,0.4859698414802551,0.1342308670282364,0.04136733338236809,0.3684689998626709,0.27921953797340393
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.17365115880966187,0.2841154634952545,0.4408751428127289,0.1523929238319397,0.3359639644622803,0.33534231781959534,0.2713143825531006,0.13997070491313934,0.30274316668510437,0.17751513421535492,0.220808207988739,0.33534231781959534,0.4408751428127289,0.25094297528266907,-0.010884488001465797,0.16769331693649292,0.17966607213020325
unanimity,0.3229718506336212,0.07404329627752304,0.27878397703170776,0.44695156812667847,0.319110631942749,0.29761043190956116,0.3714296817779541,0.3009743094444275,0.34549227356910706,0.2939565181732178,0.25792551040649414,0.2902968227863312,0.28230777382850647,0.26230230927467346,0.34549227356910706,0.29761043190956116,0.3810822069644928,0.03702019527554512,0.3458063006401062,0.20240479707717896
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2892617881298065,0.43356871604919434,0.535392165184021,0.20290622115135193,0.4544740617275238,1.0,0.4178585708141327,0.30297139286994934,0.38921234011650085,0.3512662351131439,0.32918253540992737,1.0,0.535392165184021,0.24674905836582184,0.03782717138528824,0.31794703006744385,0.29463258385658264
block,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.249851793050766,0.21230827271938324,0.20056472718715668,0.18661954998970032,0.25116318464279175,0.30297139286994934,0.2942083179950714,1.0,0.24549584090709686,0.29958412051200867,0.2847854793071747,0.30297139286994934,0.20056472718715668,0.13343706727027893,0.02706337347626686,0.26608943939208984,0.27211859822273254
commission,0.22273972630500793,0.10002108663320541,0.2698368728160858,0.21140198409557343,0.16934053599834442,0.24418850243091583,0.34298184514045715,0.1714901328086853,0.24674905836582184,0.14948919415473938,0.13343706727027893,0.186940535902977,0.1621134728193283,0.1656177043914795,0.24674905836582184,0.24418850243091583,0.9999998807907104,0.03937619924545288,0.31897905468940735,0.16231559216976166
amendment,0.20758824050426483,0.07689157128334045,0.2148750275373459,0.4331032633781433,0.2187015563249588,0.276956170797348,0.4076329171657562,0.2442091703414917,0.2683636546134949,0.21257315576076508,0.21271294355392456,0.2088976800441742,0.29572948813438416,0.24881723523139954,0.2683636546134949,0.276956170797348,0.28921258449554443,-0.02491084486246109,0.41251665353775024,0.24295969307422638
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.27672019600868225,0.27722811698913574,0.5934505462646484,0.23747818171977997,0.41614407300949097,0.4645031690597534,0.32183313369750977,0.24829226732254028,0.36683785915374756,0.23171280324459076,0.29733169078826904,0.4645031690597534,0.5934505462646484,0.20309296250343323,-0.003708066651597619,0.2270965725183487,0.4130953550338745
