,what,investment,firm,offered,to,buy,the,nbc,blue,network,from,mark,woods,?
the,0.42745697498321533,0.20950904488563538,0.185079887509346,0.270993173122406,0.535392165184021,0.19276557862758636,1.0,0.20618264377117157,0.2734997570514679,0.27187061309814453,0.40150508284568787,0.2235521525144577,0.25063925981521606,0.22068053483963013
swiss,0.06743662059307098,0.10590816289186478,0.18082039058208466,0.04461268335580826,0.0861743912100792,0.15784414112567902,0.17452241480350494,0.0646502822637558,0.11062120646238327,0.11544066667556763,0.10785173624753952,0.08182807266712189,0.1104167178273201,0.11023817211389542
bank,0.13934029638767242,0.4064987003803253,0.2007521390914917,0.13154885172843933,0.2013069987297058,0.24173113703727722,0.3216422498226166,0.1450291872024536,0.11384329199790955,0.17242905497550964,0.18237312138080597,0.12385468184947968,0.1753162294626236,0.09656643867492676
corporation,0.1715448498725891,0.5002210736274719,0.38604313135147095,0.2302524447441101,0.19761964678764343,0.2800431549549103,0.26837587356567383,0.27782195806503296,0.13908442854881287,0.36052292585372925,0.1472601741552353,0.16784490644931793,0.08332165330648422,0.13731837272644043
in,0.30808621644973755,0.19176560640335083,0.18565146625041962,0.2690350115299225,0.45010748505592346,0.1881597638130188,0.6662389636039734,0.19303210079669952,0.22384510934352875,0.19496823847293854,0.4274188280105591,0.2269105464220047,0.21960093080997467,0.20430970191955566
1997,0.09033724665641785,0.017647884786128998,-0.04178405925631523,0.08664875477552414,0.07039770483970642,0.0483003593981266,0.017451778054237366,-0.13788969814777374,-0.08176799863576889,-0.061424847692251205,-0.006109536625444889,-0.08095013350248337,-0.05911989137530327,0.03663474693894386
),0.26259949803352356,0.18209342658519745,0.11209321022033691,0.17439313232898712,0.31236231327056885,0.12489490956068039,0.3456730246543884,0.17523308098316193,0.236105278134346,0.23536871373653412,0.2672361731529236,0.2439788430929184,0.1558525264263153,0.42300865054130554
offered,0.1662205457687378,0.2780955731868744,0.28375470638275146,1.0,0.28788384795188904,0.41763123869895935,0.270993173122406,0.2069573700428009,0.10423795878887177,0.12285983562469482,0.18110738694667816,0.14531920850276947,0.11542656272649765,0.22244536876678467
$,0.24858909845352173,0.390974223613739,0.20817513763904572,0.30496466159820557,0.22282108664512634,0.3981156349182129,0.23367542028427124,0.23939248919487,0.14746397733688354,0.14140687882900238,0.10954198986291885,0.16966068744659424,0.11572329699993134,0.2786129117012024
7.5,0.4706016182899475,0.10907383263111115,0.0876954197883606,0.09138485789299011,0.302209734916687,0.050201721489429474,0.30669015645980835,-0.03695907071232796,0.1392960250377655,0.07406792789697647,0.14718802273273468,0.155827596783638,0.058361977338790894,0.3666565418243408
million,0.22197039425373077,0.2783603370189667,0.10942253470420837,0.2512683570384979,0.22033339738845825,0.2911370098590851,0.277012437582016,0.22369924187660217,0.11789842694997787,0.21709464490413666,0.252429723739624,0.11369156837463379,0.062329377979040146,0.23092924058437347
to,0.455847829580307,0.2513584792613983,0.15583430230617523,0.28788384795188904,1.0,0.3550134301185608,0.535392165184021,0.14568616449832916,0.2423304319381714,0.25940340757369995,0.4069952368736267,0.2008102536201477,0.22002160549163818,0.29463258385658264
purchase,0.1781352013349533,0.4698096811771393,0.28926074504852295,0.3287891149520874,0.2556370198726654,0.5364354252815247,0.242343470454216,0.20804260671138763,0.14811526238918304,0.1903052031993866,0.2239561676979065,0.10120489448308945,0.21564261615276337,0.07106894254684448
the,0.42745697498321533,0.20950904488563538,0.185079887509346,0.270993173122406,0.535392165184021,0.19276557862758636,1.0,0.20618264377117157,0.2734997570514679,0.27187061309814453,0.40150508284568787,0.2235521525144577,0.25063925981521606,0.22068053483963013
network,0.16917307674884796,0.21053050458431244,0.1787881702184677,0.12285983562469482,0.25940340757369995,0.22769197821617126,0.27187061309814453,0.4656192362308502,0.16397789120674133,1.0000001192092896,0.13736474514007568,0.0779964029788971,0.11647576838731766,0.17853789031505585
",",0.3087472915649414,0.2384718954563141,0.21962358057498932,0.2527843713760376,0.44245919585227966,0.2410794049501419,0.4933079481124878,0.17508727312088013,0.23822021484375,0.1932937651872635,0.39760664105415344,0.2642361521720886,0.2992924749851227,0.31091248989105225
but,0.5029441118240356,0.22341042757034302,0.23772916197776794,0.2949231266975403,0.5542377829551697,0.28757554292678833,0.4859698414802551,0.15420563519001007,0.1764247864484787,0.20032232999801636,0.3133932948112488,0.13857606053352356,0.24277657270431519,0.27921953797340393
the,0.42745697498321533,0.20950904488563538,0.185079887509346,0.270993173122406,0.535392165184021,0.19276557862758636,1.0,0.20618264377117157,0.2734997570514679,0.27187061309814453,0.40150508284568787,0.2235521525144577,0.25063925981521606,0.22068053483963013
offer,0.20134106278419495,0.3040190041065216,0.2585376501083374,0.7171011567115784,0.34615713357925415,0.4456455707550049,0.21118608117103577,0.1448250412940979,0.15039284527301788,0.18383778631687164,0.16435587406158447,0.10326080024242401,0.12273330241441727,0.1774262934923172
was,0.22111038863658905,0.18636870384216309,0.2261969894170761,0.39858749508857727,0.3636345863342285,0.19902104139328003,0.48711544275283813,0.251334547996521,0.15539668500423431,0.1994880586862564,0.31171464920043945,0.19058461487293243,0.2265947014093399,0.18412111699581146
rejected,0.2521476447582245,0.200485497713089,0.24952760338783264,0.3482097089290619,0.24757765233516693,0.14959652721881866,0.2610994279384613,0.1676427572965622,0.10589165985584259,0.10806122422218323,0.2579822540283203,0.09428847581148148,0.05511268228292465,0.20434792339801788
by,0.2455483376979828,0.14785367250442505,0.14588400721549988,0.19948285818099976,0.33534231781959534,0.14067469537258148,0.4408751428127289,0.16605262458324432,0.18874850869178772,0.214903324842453,0.3373257517814636,0.26215243339538574,0.19302546977996826,0.17966607213020325
woods,0.09034934639930725,0.12287735939025879,0.16227209568023682,0.11542656272649765,0.22002160549163818,0.16229119896888733,0.25063925981521606,0.12052035331726074,0.1331098973751068,0.11647576838731766,0.170965775847435,0.1709199845790863,0.9999998807907104,0.09811560064554214
and,0.31309178471565247,0.22590497136116028,0.26067057251930237,0.27667903900146484,0.48971283435821533,0.2651451528072357,0.5171257257461548,0.1969573199748993,0.2053237110376358,0.27591994404792786,0.3601827025413513,0.21048615872859955,0.28619274497032166,0.20544172823429108
rca,0.14200295507907867,0.1942177414894104,0.24629437923431396,0.20495420694351196,0.1836252361536026,0.19268259406089783,0.12673714756965637,0.28461092710494995,0.20522606372833252,0.16861818730831146,0.07226794213056564,0.2241024672985077,0.1012028232216835,0.07305777072906494
president,0.1870913952589035,0.3005093038082123,0.1245884820818901,0.1874551922082901,0.21247753500938416,0.1964789628982544,0.24330610036849976,0.22150157392024994,0.07644283771514893,0.14929509162902832,0.14635725319385529,0.0949171856045723,0.11440311372280121,0.14148259162902832
david,0.1299152821302414,0.12801681458950043,0.22026437520980835,0.1456158608198166,0.10776355117559433,0.08701246231794357,0.2237231284379959,0.22270961105823517,0.1730937957763672,0.10972210764884949,0.12020900100469589,0.30229783058166504,0.1831110119819641,0.04158485680818558
sarnoff,0.1122237890958786,0.29947927594184875,0.22777990996837616,0.19814883172512054,0.25069916248321533,0.23336432874202728,0.2574838101863861,0.31387031078338623,0.1885063201189041,0.2953900992870331,0.18865303695201874,0.21833759546279907,0.27133047580718994,0.12831296026706696
.,0.3567904531955719,0.24897611141204834,0.23422503471374512,0.23239120841026306,0.4645031690597534,0.2110898345708847,0.5934505462646484,0.23586274683475494,0.2285863310098648,0.23909442126750946,0.41536515951156616,0.21911589801311493,0.2466553896665573,0.4130953550338745
