,what,rainforest,covers,the,majority,of,the,amazon,basin,in,south,america,?
),0.26259949803352356,0.16588199138641357,0.23768970370292664,0.3456730246543884,0.1868065446615219,0.3680361211299896,0.3456730246543884,0.131951242685318,0.20293669402599335,0.3326910734176636,0.2002217173576355,0.19718800485134125,0.42300865054130554
",",0.3087472915649414,0.2737860679626465,0.3396594524383545,0.4933079481124878,0.30214112997055054,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.5201468467712402,0.3256652057170868,0.253568559885025,0.31091248989105225
also,0.42747777700424194,0.22202818095684052,0.24264150857925415,0.6021018624305725,0.2746758460998535,0.4924938678741455,0.6021018624305725,0.21944282948970795,0.15449294447898865,0.5073733329772949,0.2615109980106354,0.2576046884059906,0.21848613023757935
known,0.20381177961826324,0.170681893825531,0.179757758975029,0.3624623417854309,0.1162455677986145,0.35814476013183594,0.3624623417854309,0.11861357092857361,0.13602635264396667,0.32641831040382385,0.23865355551242828,0.20584210753440857,0.18314571678638458
in,0.30808621644973755,0.2207682877779007,0.30597710609436035,0.6662389636039734,0.2563854157924652,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.22316701710224152,1.0,0.33642083406448364,0.3098583221435547,0.20430970191955566
english,0.25060737133026123,0.10748785734176636,0.21635158360004425,0.23982001841068268,0.15693555772304535,0.17198967933654785,0.23982001841068268,0.1179903894662857,0.08171921223402023,0.19623121619224548,0.17577141523361206,0.12411992251873016,0.23251567780971527
as,0.31749409437179565,0.15180876851081848,0.25104275345802307,0.48381632566452026,0.27021417021751404,0.3886612355709076,0.48381632566452026,0.1877562403678894,0.14660397171974182,0.3887844979763031,0.21022742986679077,0.22265762090682983,0.27043893933296204
amazonia,0.1666174829006195,0.5159031748771667,0.24651840329170227,0.27672475576400757,0.1891157329082489,0.30166372656822205,0.27672475576400757,0.7831899523735046,0.3882264196872711,0.21502399444580078,0.32796838879585266,0.4066682755947113,0.15856796503067017
or,0.33867141604423523,0.20769043266773224,0.24902546405792236,0.4174870550632477,0.26763081550598145,0.3792596757411957,0.4174870550632477,0.18680624663829803,0.16375088691711426,0.3586423695087433,0.11688382923603058,0.1619986891746521,0.32389625906944275
the,0.42745697498321533,0.2571161389350891,0.326327383518219,1.0,0.28757327795028687,0.733189046382904,1.0,0.260541707277298,0.24553915858268738,0.6662389636039734,0.3129390776157379,0.37090015411376953,0.22068053483963013
amazon,0.16355936229228973,0.48046615719795227,0.24473223090171814,0.260541707277298,0.14890789985656738,0.20143137872219086,0.260541707277298,1.0000001192092896,0.41143864393234253,0.12227833271026611,0.23864558339118958,0.37370234727859497,0.18144656717777252
jungle,0.1957641839981079,0.46557098627090454,0.22069643437862396,0.2256680727005005,0.08360029011964798,0.1431581974029541,0.2256680727005005,0.3512173295021057,0.2730652093887329,0.18238197267055511,0.2560487687587738,0.21079640090465546,0.14855629205703735
",",0.3087472915649414,0.2737860679626465,0.3396594524383545,0.4933079481124878,0.30214112997055054,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.5201468467712402,0.3256652057170868,0.253568559885025,0.31091248989105225
is,0.28837618231773376,0.2674187123775482,0.38246777653694153,0.5823672413825989,0.19749082624912262,0.4854315221309662,0.5823672413825989,0.15197539329528809,0.2273138016462326,0.5394441485404968,0.27680471539497375,0.1998184472322464,0.22961433231830597
a,0.3320399522781372,0.2497720569372177,0.28468799591064453,0.5829201340675354,0.227370023727417,0.5052502155303955,0.5829201340675354,0.1865728348493576,0.21655717492103577,0.539380669593811,0.23680485785007477,0.22012436389923096,0.23916715383529663
moist,0.1691630482673645,0.5493876934051514,0.23662477731704712,0.23634515702724457,0.14566238224506378,0.1695757955312729,0.23634515702724457,0.29526612162590027,0.31801754236221313,0.21136130392551422,0.23619771003723145,0.1697171926498413,0.12842220067977905
broadleaf,0.1673845499753952,0.5165078043937683,0.3521566390991211,0.3094756007194519,0.2849869430065155,0.302320659160614,0.3094756007194519,0.2872255742549896,0.41079312562942505,0.3130897581577301,0.3593670427799225,0.3255613148212433,0.14120955765247345
forest,0.15328429639339447,0.664979100227356,0.25036245584487915,0.24134553968906403,0.1601882427930832,0.2309139519929886,0.24134553968906403,0.26471444964408875,0.3011377155780792,0.24136987328529358,0.2863439619541168,0.19092755019664764,0.1214437186717987
that,0.6297725439071655,0.22076080739498138,0.19980356097221375,0.5473989248275757,0.3037298023700714,0.41498205065727234,0.5473989248275757,0.2228476107120514,0.21932947635650635,0.435920387506485,0.1571199595928192,0.28841280937194824,0.32716336846351624
covers,0.19826510548591614,0.32367271184921265,0.9999998807907104,0.326327383518219,0.20267395675182343,0.3789252042770386,0.326327383518219,0.24473223090171814,0.3322317898273468,0.30597710609436035,0.30709153413772583,0.17289428412914276,0.1432708352804184
most,0.3219912350177765,0.27283456921577454,0.23969320952892303,0.47635307908058167,0.3424006998538971,0.4178851246833801,0.47635307908058167,0.19138962030410767,0.19613972306251526,0.41416558623313904,0.24453285336494446,0.2642252743244171,0.2107497900724411
of,0.33290785551071167,0.22522282600402832,0.3789252042770386,0.733189046382904,0.29706597328186035,1.0,0.733189046382904,0.20143137872219086,0.2557278275489807,0.5696388483047485,0.33382371068000793,0.28803038597106934,0.1826142966747284
the,0.42745697498321533,0.2571161389350891,0.326327383518219,1.0,0.28757327795028687,0.733189046382904,1.0,0.260541707277298,0.24553915858268738,0.6662389636039734,0.3129390776157379,0.37090015411376953,0.22068053483963013
amazon,0.16355936229228973,0.48046615719795227,0.24473223090171814,0.260541707277298,0.14890789985656738,0.20143137872219086,0.260541707277298,1.0000001192092896,0.41143864393234253,0.12227833271026611,0.23864558339118958,0.37370234727859497,0.18144656717777252
basin,0.1565224826335907,0.4187982678413391,0.3322317898273468,0.24553915858268738,0.15498380362987518,0.2557278275489807,0.24553915858268738,0.41143864393234253,1.0,0.22316701710224152,0.35698384046554565,0.2118578851222992,0.14685653150081635
of,0.33290785551071167,0.22522282600402832,0.3789252042770386,0.733189046382904,0.29706597328186035,1.0,0.733189046382904,0.20143137872219086,0.2557278275489807,0.5696388483047485,0.33382371068000793,0.28803038597106934,0.1826142966747284
south,0.15388517081737518,0.3335019052028656,0.30709153413772583,0.3129390776157379,0.17553608119487762,0.33382371068000793,0.3129390776157379,0.23864558339118958,0.35698384046554565,0.33642083406448364,1.0000001192092896,0.3637797236442566,0.12336621433496475
america,0.2517423629760742,0.28362059593200684,0.17289428412914276,0.37090015411376953,0.1606030911207199,0.28803038597106934,0.37090015411376953,0.37370234727859497,0.2118578851222992,0.3098583221435547,0.3637797236442566,0.9999998807907104,0.19333907961845398
.,0.3567904531955719,0.25713270902633667,0.2694735527038574,0.5934505462646484,0.30306822061538696,0.5352458953857422,0.5934505462646484,0.262887567281723,0.20696322619915009,0.5591574311256409,0.2798699140548706,0.29180291295051575,0.4130953550338745
