,what,kind,of,programs,did,nbc,red,test,?
served,0.1271134465932846,0.1276949793100357,0.2967056334018707,0.12175575643777847,0.19789284467697144,0.1548808515071869,0.15582150220870972,0.15366825461387634,0.117141492664814
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.2369476854801178,0.18574509024620056,0.16605262458324432,0.188492089509964,0.17227891087532043,0.17966607213020325
nbc,0.1638578325510025,0.1190882995724678,0.12012486904859543,0.3764050602912903,0.1728760302066803,0.9999999403953552,0.06410543620586395,0.14368250966072083,0.1680917739868164
red,0.16784515976905823,0.12747153639793396,0.22367064654827118,0.06895797699689865,0.11931999027729034,0.06410543620586395,1.0000001192092896,0.13597312569618225,0.1495664119720459
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.21514803171157837,0.3015086054801941,0.17508727312088013,0.25953415036201477,0.17614826560020447,0.31091248989105225
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.36594220995903015,0.2750149369239807,0.17917364835739136,0.25236746668815613,0.21384328603744507,0.25814583897590637
served,0.1271134465932846,0.1276949793100357,0.2967056334018707,0.12175575643777847,0.19789284467697144,0.1548808515071869,0.15582150220870972,0.15366825461387634,0.117141492664814
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21757709980010986,0.34736719727516174,0.20618264377117157,0.2817947566509247,0.19235259294509888,0.22068053483963013
major,0.21026742458343506,0.14154492318630219,0.2641255557537079,0.1667274385690689,0.20997437834739685,0.1856732815504074,0.16185367107391357,0.11125541478395462,0.19788557291030884
cities,0.161918506026268,0.07250672578811646,0.29528072476387024,0.2194964438676834,0.13977929949760437,0.11324277520179749,0.12082120776176453,0.06803657114505768,0.13339310884475708
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.21514803171157837,0.3015086054801941,0.17508727312088013,0.25953415036201477,0.17614826560020447,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.334749311208725,0.34479495882987976,0.1969573199748993,0.20267853140830994,0.22158049046993256,0.20544172823429108
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.23389451205730438,0.4452643394470215,0.14568616449832916,0.19477520883083344,0.23725658655166626,0.29463258385658264
test,0.2596650719642639,0.14643427729606628,0.164191335439682,0.24910879135131836,0.1707909107208252,0.14368250966072083,0.13597312569618225,1.0000001192092896,0.19832737743854523
drama,0.21173490583896637,0.15121938288211823,0.18793216347694397,0.3611755073070526,0.19004322588443756,0.30689796805381775,0.19275464117527008,0.09769659489393234,0.21114452183246613
series,0.17328087985515594,0.1731864959001541,0.22268271446228027,0.32225242257118225,0.15581852197647095,0.4281459450721741,0.15197935700416565,0.14362239837646484,0.1709602326154709
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.21148164570331573,0.35288307070732117,0.23586274683475494,0.27710169553756714,0.23588362336158752,0.4130953550338745
