,which,state,route,has,been,in,discussion,to,upgrade,to,interstate,standards,?
interstate,0.22075149416923523,0.4187515377998352,0.5776461958885193,0.11511751264333725,0.11803409457206726,0.20061586797237396,0.2681664228439331,0.2701593041419983,0.19393770396709442,0.2701593041419983,0.9999999403953552,0.27003657817840576,0.1831059604883194
5,0.13955213129520416,0.08935672789812088,0.03092905320227146,0.044376567006111145,-0.014480517245829105,0.0862177163362503,0.05718642845749855,0.03588335961103439,0.03336640074849129,0.03588335961103439,0.05430595204234123,-0.005591260269284248,0.06222071498632431
on,0.4245251417160034,0.18138433992862701,0.1732737272977829,0.34604379534721375,0.29937630891799927,0.46853652596473694,0.29368579387664795,0.41031414270401,0.2378271073102951,0.41031414270401,0.17977392673492432,0.24386610090732574,0.2714994251728058
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
west,0.22164945304393768,0.23057743906974792,0.23126591742038727,0.24930864572525024,0.16488245129585266,0.34078434109687805,0.13183589279651642,0.24611181020736694,0.10035208612680435,0.24611181020736694,0.27777767181396484,0.11563608050346375,0.12088293582201004
side,0.3266274034976959,0.14176854491233826,0.20812605321407318,0.2676926255226135,0.16578717529773712,0.2626299262046814,0.13873891532421112,0.2686329185962677,0.18788085877895355,0.2686329185962677,0.2316715121269226,0.11751978099346161,0.07831130921840668
of,0.5011631846427917,0.34253445267677307,0.1700238138437271,0.3909035325050354,0.31685134768486023,0.5696388483047485,0.1657310128211975,0.41548454761505127,0.16527386009693146,0.41548454761505127,0.19796381890773773,0.18525971472263336,0.1826142966747284
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
central,0.2778315246105194,0.2139187455177307,0.19112072885036469,0.16198159754276276,0.14007742702960968,0.30844059586524963,0.09074518829584122,0.21511952579021454,0.18825426697731018,0.21511952579021454,0.17943595349788666,0.17616696655750275,0.14787602424621582
valley,0.21860668063163757,0.22179387509822845,0.23550477623939514,0.1998392939567566,0.18328267335891724,0.2723499834537506,0.1583396941423416,0.161836177110672,0.07721617817878723,0.161836177110672,0.24659357964992523,0.11403457820415497,0.11486150324344635
",",0.3658004403114319,0.29481780529022217,0.21133576333522797,0.3734780251979828,0.34873589873313904,0.5201468467712402,0.21665167808532715,0.44245919585227966,0.15566173195838928,0.44245919585227966,0.17179317772388458,0.2764625549316406,0.31091248989105225
and,0.506277859210968,0.2653750479221344,0.2168188840150833,0.43716782331466675,0.3424558639526367,0.4954058527946472,0.18663305044174194,0.48971283435821533,0.19642497599124908,0.48971283435821533,0.16064485907554626,0.299522340297699,0.20544172823429108
thus,0.4671974778175354,0.18966259062290192,0.14630070328712463,0.2012588381767273,0.29722797870635986,0.26358214020729065,0.20770563185214996,0.42383262515068054,0.23414482176303864,0.42383262515068054,0.18915434181690216,0.29716289043426514,0.18769288063049316
bypass,0.33411672711372375,0.19765064120292664,0.4263249635696411,0.17533491551876068,0.18677163124084473,0.18596675992012024,0.19408941268920898,0.28686386346817017,0.3371848165988922,0.28686386346817017,0.39738959074020386,0.25772395730018616,0.18418999016284943
many,0.5168171525001526,0.23203584551811218,0.14046137034893036,0.4266262650489807,0.4963826537132263,0.41474202275276184,0.22304202616214752,0.40243685245513916,0.17050252854824066,0.40243685245513916,0.14215359091758728,0.2810951769351959,0.2124512493610382
of,0.5011631846427917,0.34253445267677307,0.1700238138437271,0.3909035325050354,0.31685134768486023,0.5696388483047485,0.1657310128211975,0.41548454761505127,0.16527386009693146,0.41548454761505127,0.19796381890773773,0.18525971472263336,0.1826142966747284
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
population,0.2151837795972824,0.3086160719394684,0.21711097657680511,0.25973978638648987,0.20994028449058533,0.3268454372882843,0.2098621279001236,0.19776633381843567,0.10853984206914902,0.19776633381843567,0.2582845985889435,0.18110474944114685,0.14449454843997955
centers,0.3235352635383606,0.2258368581533432,0.19718027114868164,0.2847943902015686,0.2266283631324768,0.3050653338432312,0.13800178468227386,0.23697607219219208,0.16795586049556732,0.23697607219219208,0.3116159737110138,0.22901178896427155,0.16634750366210938
in,0.4840516746044159,0.33316072821617126,0.19557222723960876,0.4173259735107422,0.3515113592147827,1.0,0.1921527087688446,0.45010748505592346,0.13753563165664673,0.45010748505592346,0.20061586797237396,0.17966534197330475,0.20430970191955566
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
region,0.2328231930732727,0.29261645674705505,0.24885205924510956,0.18160095810890198,0.19947682321071625,0.3524819314479828,0.17161358892917633,0.24118299782276154,0.06893637776374817,0.24118299782276154,0.25900813937187195,0.1336461305618286,0.13441751897335052
",",0.3658004403114319,0.29481780529022217,0.21133576333522797,0.3734780251979828,0.34873589873313904,0.5201468467712402,0.21665167808532715,0.44245919585227966,0.15566173195838928,0.44245919585227966,0.17179317772388458,0.2764625549316406,0.31091248989105225
instead,0.4252457022666931,0.18979409337043762,0.16402098536491394,0.20971685647964478,0.22765937447547913,0.28091272711753845,0.2529449462890625,0.457004189491272,0.21465718746185303,0.457004189491272,0.20342279970645905,0.2681073546409607,0.2942638397216797
of,0.5011631846427917,0.34253445267677307,0.1700238138437271,0.3909035325050354,0.31685134768486023,0.5696388483047485,0.1657310128211975,0.41548454761505127,0.16527386009693146,0.41548454761505127,0.19796381890773773,0.18525971472263336,0.1826142966747284
upgrading,0.3781421482563019,0.17873907089233398,0.22324040532112122,0.20979486405849457,0.266229510307312,0.1882798969745636,0.2682355046272278,0.27242547273635864,0.8129846453666687,0.27242547273635864,0.24662862718105316,0.30227309465408325,0.21045736968517303
what,0.5261979103088379,0.24273863434791565,0.23103561997413635,0.20338068902492523,0.2567804455757141,0.30808621644973755,0.3283776342868805,0.455847829580307,0.18096618354320526,0.455847829580307,0.2636648714542389,0.2855789363384247,0.5051238536834717
is,0.4457404911518097,0.2627358138561249,0.2375296801328659,0.5668748617172241,0.39566612243652344,0.5394441485404968,0.20405808091163635,0.42745086550712585,0.16525310277938843,0.42745086550712585,0.16842438280582428,0.19850283861160278,0.22961433231830597
now,0.4048815965652466,0.23591099679470062,0.18066845834255219,0.3383018970489502,0.44026124477386475,0.3619694113731384,0.20939697325229645,0.3925153911113739,0.2271067351102829,0.3925153911113739,0.20862476527690887,0.24412816762924194,0.29641881585121155
state,0.27248382568359375,1.0,0.24191424250602722,0.1870960146188736,0.18701127171516418,0.33316072821617126,0.1746518611907959,0.25557461380958557,0.1651286780834198,0.25557461380958557,0.4187515377998352,0.19464251399040222,0.1160883978009224
route,0.21327966451644897,0.24191424250602722,1.0,0.14268699288368225,0.14810220897197723,0.19557222723960876,0.16549162566661835,0.2605549395084381,0.14249779284000397,0.2605549395084381,0.5776461958885193,0.16492046415805817,0.10957027226686478
99,-0.11221902072429657,-0.13629020750522614,-0.0008776800241321325,0.1416405290365219,0.0456431582570076,-0.04334939643740654,-0.05817275121808052,-0.15119622647762299,0.005060938186943531,-0.15119622647762299,-0.022162916138768196,-0.05563576519489288,0.036831825971603394
.,0.45942068099975586,0.31380724906921387,0.25726518034935,0.4105546176433563,0.33645182847976685,0.5591574311256409,0.24966099858283997,0.4645031690597534,0.20074909925460815,0.4645031690597534,0.22625520825386047,0.23661701381206512,0.4130953550338745
