,what,does,paul,krugmen,think,has,had,an,observable,effect,on,inequality,in,the,u.s.,?
a,0.3320399522781372,0.38201746344566345,0.13667120039463043,0.18520759046077728,0.35850703716278076,0.4670248031616211,0.34897568821907043,0.44552403688430786,0.26607608795166016,0.24771364033222198,0.3848365545272827,0.1783585250377655,0.539380669593811,0.5829201340675354,0.0347411222755909,0.23916715383529663
measurable,0.3159092366695404,0.3171641230583191,0.08497073501348495,0.21393659710884094,0.35649847984313965,0.22050154209136963,0.2235286831855774,0.22489657998085022,0.5298981070518494,0.37534797191619873,0.21171067655086517,0.40452608466148376,0.19287365674972534,0.2303875982761383,-0.11990699172019958,0.2560834586620331
effect,0.2546532452106476,0.28335171937942505,0.1566431075334549,0.14909429848194122,0.25483763217926025,0.1701475977897644,0.13675934076309204,0.22336138784885406,0.3396174907684326,1.0,0.2661469280719757,0.3300517201423645,0.25150683522224426,0.2865084111690521,-0.13049009442329407,0.1783771812915802
on,0.34226128458976746,0.2568802833557129,0.1803305596113205,0.17196263372898102,0.2772510051727295,0.34604379534721375,0.36692994832992554,0.3192969560623169,0.22866909205913544,0.2661469280719757,0.9999999403953552,0.16136983036994934,0.46853652596473694,0.5107308030128479,0.0330372117459774,0.2714994251728058
the,0.42745697498321533,0.35928019881248474,0.19191958010196686,0.2678409218788147,0.3102172613143921,0.4177538752555847,0.3875846862792969,0.4207492768764496,0.2857179641723633,0.2865084111690521,0.5107308030128479,0.23508106172084808,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
rising,0.18883290886878967,0.12623584270477295,0.08435744047164917,0.1816607117652893,0.14388002455234528,0.23450040817260742,0.2540363073348999,0.19929011166095734,0.21999727189540863,0.23930636048316956,0.18414045870304108,0.26513105630874634,0.26222285628318787,0.34945452213287354,-0.039688657969236374,0.07955946773290634
inequality,0.30072227120399475,0.24271976947784424,0.08842656016349792,0.3214160203933716,0.2904570996761322,0.16442200541496277,0.19118130207061768,0.17885848879814148,0.3436284363269806,0.3300517201423645,0.16136983036994934,1.0000001192092896,0.19402410089969635,0.23508106172084808,-0.07409922778606415,0.23619021475315094
in,0.30808621644973755,0.214483380317688,0.21331322193145752,0.27370914816856384,0.23837615549564362,0.4173259735107422,0.385026752948761,0.2605783939361572,0.21358658373355865,0.25150683522224426,0.46853652596473694,0.19402410089969635,1.0,0.6662389636039734,-0.003064807504415512,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.19191958010196686,0.2678409218788147,0.3102172613143921,0.4177538752555847,0.3875846862792969,0.4207492768764496,0.2857179641723633,0.2865084111690521,0.5107308030128479,0.23508106172084808,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
united,0.20036718249320984,0.1650896966457367,0.16168956458568573,0.2479526847600937,0.15222787857055664,0.17934498190879822,0.1966206431388855,0.15972375869750977,0.09694589674472809,0.2281852513551712,0.2703288793563843,0.2821160554885864,0.3938477039337158,0.34367692470550537,-0.016844162717461586,0.17266890406608582
states,0.21526020765304565,0.18093830347061157,0.155237078666687,0.25037553906440735,0.16604839265346527,0.1958659142255783,0.19475843012332916,0.2041347622871399,0.128647118806839,0.25396740436553955,0.2692825198173523,0.3115520179271698,0.3977442979812622,0.3463578522205353,-0.013163301162421703,0.16272737085819244
.,0.3567904531955719,0.3022993505001068,0.25831571221351624,0.26963719725608826,0.31119775772094727,0.4105546176433563,0.37348684668540955,0.3581749200820923,0.22464320063591003,0.2277858853340149,0.49257001280784607,0.22563500702381134,0.5591574311256409,0.5934505462646484,0.09558769315481186,0.4130953550338745
