,what,will,be,the,importance,of,the,pharmacist,in,coming,decades,?
rather,0.3923804461956024,0.3902287483215332,0.4789743721485138,0.31983619928359985,0.28800544142723083,0.3045461177825928,0.31983619928359985,0.07608559727668762,0.26646825671195984,0.27920660376548767,0.23731189966201782,0.3053998053073883
than,0.29388150572776794,0.33491280674934387,0.46516597270965576,0.3227543234825134,0.23471540212631226,0.33036211133003235,0.3227543234825134,0.1084584966301918,0.3270052373409271,0.25811633467674255,0.27457520365715027,0.24917294085025787
simply,0.4566527307033539,0.2901483476161957,0.3588997721672058,0.3653980493545532,0.23795898258686066,0.2891358435153961,0.3653980493545532,0.1396522969007492,0.26013514399528503,0.2227264642715454,0.11586082726716995,0.2984147369861603
dispensing,0.3396281599998474,0.3265312910079956,0.31148067116737366,0.3174264430999756,0.297128826379776,0.3269481658935547,0.3174264430999756,0.14984244108200073,0.21266135573387146,0.2967054545879364,0.19405484199523926,0.23133355379104614
medication,0.28847256302833557,0.3089422285556793,0.35398632287979126,0.24671530723571777,0.22314292192459106,0.2616158723831177,0.24671530723571777,0.41877835988998413,0.18923917412757874,0.2333735227584839,0.1668061763048172,0.2275196760892868
",",0.3087472915649414,0.29706671833992004,0.39254459738731384,0.4933079481124878,0.2806650400161743,0.4946078956127167,0.4933079481124878,0.2383713573217392,0.5201468467712402,0.32352879643440247,0.2549861669540405,0.31091248989105225
pharmacists,0.28274545073509216,0.2662326395511627,0.2688070833683014,0.24311043322086334,0.15430119633674622,0.20506609976291656,0.24311043322086334,0.8848034143447876,0.22358480095863342,0.1803336888551712,0.1465546041727066,0.1797308325767517
are,0.29724663496017456,0.39387544989585876,0.5556803941726685,0.40399202704429626,0.28000354766845703,0.39081433415412903,0.40399202704429626,0.17935334146022797,0.3841303884983063,0.2736581563949585,0.2212454378604889,0.24591213464736938
increasingly,0.19974569976329803,0.23190690577030182,0.3333093822002411,0.3152945339679718,0.38044604659080505,0.2953035831451416,0.3152945339679718,0.1398700624704361,0.23806603252887726,0.21009252965450287,0.4451599419116974,0.059327382594347
expected,0.3720298707485199,0.5220105051994324,0.35050156712532043,0.3108554780483246,0.24985811114311218,0.26944905519485474,0.3108554780483246,0.11283139139413834,0.2959997057914734,0.3404023349285126,0.2772919535636902,0.19474582374095917
to,0.455847829580307,0.5091033577919006,0.4972836375236511,0.535392165184021,0.2892669439315796,0.41548454761505127,0.535392165184021,0.14544889330863953,0.45010748505592346,0.37835928797721863,0.22118385136127472,0.29463258385658264
be,0.3929833769798279,0.4925616979598999,1.0,0.4248143136501312,0.2973071336746216,0.33904364705085754,0.4248143136501312,0.1711660921573639,0.3481820821762085,0.2596253752708435,0.23821181058883667,0.3324260413646698
compensated,0.31319329142570496,0.30901890993118286,0.34304970502853394,0.26771852374076843,0.25074660778045654,0.31684160232543945,0.26771852374076843,0.19742953777313232,0.19085793197155,0.16587689518928528,0.20367442071437836,0.20277786254882812
for,0.3017193675041199,0.3647450804710388,0.3801851272583008,0.4739971458911896,0.30082738399505615,0.4185989499092102,0.4739971458911896,0.1785099357366562,0.4322226941585541,0.2819928526878357,0.29732394218444824,0.264628142118454
their,0.35142919421195984,0.35694247484207153,0.3200586438179016,0.516537070274353,0.30363577604293823,0.4329940676689148,0.516537070274353,0.23542223870754242,0.34976133704185486,0.2701040804386139,0.23499877750873566,0.1898253709077835
patient,0.3135989308357239,0.2686096131801605,0.2990906238555908,0.2195289433002472,0.14209215342998505,0.1500403732061386,0.2195289433002472,0.3383829593658447,0.18493591248989105,0.23939156532287598,0.15520904958248138,0.24355199933052063
care,0.2973911762237549,0.2750263512134552,0.3111850321292877,0.1663842648267746,0.2529585659503937,0.20533065497875214,0.1663842648267746,0.27730321884155273,0.14557574689388275,0.18283416330814362,0.13120123744010925,0.24279968440532684
skills,0.28520897030830383,0.2956630289554596,0.2587740123271942,0.20564566552639008,0.3470882773399353,0.1968628317117691,0.20564566552639008,0.20273756980895996,0.17281371355056763,0.17381368577480316,0.19520322978496552,0.1864275485277176
.,0.3567904531955719,0.33682769536972046,0.4383580684661865,0.5934505462646484,0.22653226554393768,0.5352458953857422,0.5934505462646484,0.2583400309085846,0.5591574311256409,0.32087481021881104,0.25086674094200134,0.4130953550338745
