,what,foreign,bodies,",",which,are,older,than,the,rocks,themselves,",",occur,igneous,rocks,?
igneous,0.2625714838504791,0.1228853315114975,0.29466256499290466,0.22172565758228302,0.32622048258781433,0.3190121650695801,0.24839110672473907,0.20303404331207275,0.25911182165145874,0.6175867319107056,0.20818106830120087,0.22172565758228302,0.3564334809780121,1.0,0.6175867319107056,0.18516020476818085
rocks,0.24802041053771973,0.017992300912737846,0.3977164626121521,0.30537211894989014,0.307253897190094,0.33511796593666077,0.27690139412879944,0.2361476570367813,0.24413059651851654,0.9999999403953552,0.2707270383834839,0.30537211894989014,0.3239617645740509,0.6175867319107056,0.9999999403953552,0.17394492030143738
occurs,0.18880343437194824,0.14225928485393524,0.20123866200447083,0.2801711857318878,0.3143232762813568,0.2871343791484833,0.08725263923406601,0.23396523296833038,0.30771008133888245,0.30669668316841125,0.18123537302017212,0.2801711857318878,0.7793484926223755,0.3231653869152069,0.30669668316841125,0.15104985237121582
when,0.4700249433517456,0.23193815350532532,0.21118222177028656,0.36674630641937256,0.572554349899292,0.29873907566070557,0.3374961018562317,0.2883036434650421,0.5091903209686279,0.2353006899356842,0.26097869873046875,0.36674630641937256,0.2505786716938019,0.18175575137138367,0.2353006899356842,0.22841128706932068
xenoliths,0.2416166067123413,0.17516642808914185,0.35775354504585266,0.18952393531799316,0.3499654531478882,0.36328408122062683,0.26079800724983215,0.2827332317829132,0.28938841819763184,0.5192816257476807,0.3672768473625183,0.18952393531799316,0.3163018524646759,0.5310729146003723,0.5192816257476807,0.1815204620361328
are,0.29724663496017456,0.18581871688365936,0.35380154848098755,0.4062570035457611,0.42922598123550415,1.0,0.2168419063091278,0.39206281304359436,0.40399202704429626,0.33511796593666077,0.45687565207481384,0.4062570035457611,0.3900270164012909,0.3190121650695801,0.33511796593666077,0.24591213464736938
found,0.1796332150697708,0.10369496792554855,0.31567689776420593,0.27385151386260986,0.25134438276290894,0.2740558087825775,0.16500303149223328,0.21039707958698273,0.3452354073524475,0.33259448409080505,0.17138855159282684,0.27385151386260986,0.3248732388019562,0.2609202265739441,0.33259448409080505,0.16790300607681274
.,0.3567904531955719,0.20514161884784698,0.253254771232605,0.6812511086463928,0.45942068099975586,0.3452940285205841,0.27821221947669983,0.3594527542591095,0.5934505462646484,0.26481303572654724,0.20394743978977203,0.6812511086463928,0.21290622651576996,0.18411651253700256,0.26481303572654724,0.4130953550338745
,what,foreign,bodies,",",which,are,older,than,the,rocks,themselves,",",occur,igneous,rocks,?
the,0.42745697498321533,0.2946566939353943,0.2745959758758545,0.4933079481124878,0.6521818041801453,0.40399202704429626,0.21663418412208557,0.3227543234825134,1.0,0.24413059651851654,0.3444426357746124,0.4933079481124878,0.26611819863319397,0.25911182165145874,0.24413059651851654,0.22068053483963013
principle,0.3569014072418213,0.16397625207901,0.20121705532073975,0.22548964619636536,0.33062395453453064,0.19137829542160034,0.10696261376142502,0.1512874811887741,0.24017377197742462,0.22027553617954254,0.268795371055603,0.22548964619636536,0.19494560360908508,0.24228371679782867,0.22027553617954254,0.2002675086259842
of,0.33290785551071167,0.25741127133369446,0.2732889950275421,0.4946078956127167,0.5011631846427917,0.39081433415412903,0.23717735707759857,0.33036211133003235,0.733189046382904,0.2664484679698944,0.2638634443283081,0.4946078956127167,0.24223870038986206,0.3258812427520752,0.2664484679698944,0.1826142966747284
inclusions,0.34958744049072266,0.21682259440422058,0.2738758623600006,0.30702945590019226,0.3106916844844818,0.42846938967704773,0.1877148598432541,0.22386880218982697,0.24164175987243652,0.26138752698898315,0.2810738682746887,0.30702945590019226,0.252728134393692,0.31167277693748474,0.26138752698898315,0.3281819224357605
and,0.31309178471565247,0.25234511494636536,0.30740299820899963,0.6633074283599854,0.506277859210968,0.48576638102531433,0.3224782347679138,0.39361441135406494,0.5171257257461548,0.29739323258399963,0.3146885335445404,0.6633074283599854,0.2570546269416809,0.23742187023162842,0.29739323258399963,0.20544172823429108
components,0.20314843952655792,0.1692090928554535,0.22812844812870026,0.20591874420642853,0.3798196613788605,0.3832094073295593,0.18379847705364227,0.24287836253643036,0.30344057083129883,0.2980457842350006,0.2545076906681061,0.20591874420642853,0.24865016341209412,0.36009955406188965,0.2980457842350006,0.12744711339473724
states,0.21526020765304565,0.2659599483013153,0.17605064809322357,0.3315127193927765,0.27476921677589417,0.1846873015165329,0.13816726207733154,0.24014748632907867,0.3463578522205353,0.187149778008461,0.19522622227668762,0.3315127193927765,0.1749168336391449,0.1265300214290619,0.187149778008461,0.16272737085819244
that,0.6297725439071655,0.17737965285778046,0.30124250054359436,0.4137537479400635,0.6894589066505432,0.45265161991119385,0.30689194798469543,0.4891277849674225,0.5473989248275757,0.2636556923389435,0.3640199303627014,0.4137537479400635,0.24763844907283783,0.24918879568576813,0.2636556923389435,0.32716336846351624
",",0.3087472915649414,0.2636609673500061,0.22888998687267303,1.0000001192092896,0.3658004403114319,0.4062570035457611,0.2598324418067932,0.3371901512145996,0.4933079481124878,0.30537211894989014,0.19974499940872192,1.0000001192092896,0.28566715121269226,0.22172565758228302,0.30537211894989014,0.31091248989105225
with,0.2464839518070221,0.16528955101966858,0.19903454184532166,0.4120737314224243,0.46403205394744873,0.38996943831443787,0.2654585838317871,0.3028803765773773,0.4223487675189972,0.14274846017360687,0.23447321355342865,0.4120737314224243,0.2122029811143875,0.24529102444648743,0.14274846017360687,0.2433311939239502
sedimentary,0.2219204604625702,0.15100343525409698,0.3416061997413635,0.23855918645858765,0.3548518121242523,0.2701125144958496,0.2613281011581421,0.199297234416008,0.2576860189437866,0.6644880771636963,0.20377878844738007,0.23855918645858765,0.31574639678001404,0.6916565895080566,0.6644880771636963,0.1575118452310562
rocks,0.24802041053771973,0.017992300912737846,0.3977164626121521,0.30537211894989014,0.307253897190094,0.33511796593666077,0.27690139412879944,0.2361476570367813,0.24413059651851654,0.9999999403953552,0.2707270383834839,0.30537211894989014,0.3239617645740509,0.6175867319107056,0.9999999403953552,0.17394492030143738
",",0.3087472915649414,0.2636609673500061,0.22888998687267303,1.0000001192092896,0.3658004403114319,0.4062570035457611,0.2598324418067932,0.3371901512145996,0.4933079481124878,0.30537211894989014,0.19974499940872192,1.0000001192092896,0.28566715121269226,0.22172565758228302,0.30537211894989014,0.31091248989105225
if,0.5277165174484253,0.20302051305770874,0.18230697512626648,0.257730096578598,0.46344661712646484,0.32547882199287415,0.1552969515323639,0.387159138917923,0.33724796772003174,0.12306330353021622,0.25698792934417725,0.257730096578598,0.24712446331977844,0.16587243974208832,0.12306330353021622,0.4441644251346588
inclusions,0.34958744049072266,0.21682259440422058,0.2738758623600006,0.30702945590019226,0.3106916844844818,0.42846938967704773,0.1877148598432541,0.22386880218982697,0.24164175987243652,0.26138752698898315,0.2810738682746887,0.30702945590019226,0.252728134393692,0.31167277693748474,0.26138752698898315,0.3281819224357605
(,0.2411840260028839,0.1872951239347458,0.12402566522359848,0.6363511681556702,0.2589828372001648,0.23263892531394958,0.1299084722995758,0.19419437646865845,0.33289089798927307,0.15845486521720886,0.13995282351970673,0.6363511681556702,0.1883157342672348,0.1712808459997177,0.15845486521720886,0.40561532974243164
or,0.33867141604423523,0.2091818004846573,0.32445016503334045,0.3769497275352478,0.5105096101760864,0.5374364256858826,0.18737566471099854,0.5002588033676147,0.4174870550632477,0.26878252625465393,0.4267573058605194,0.3769497275352478,0.394203245639801,0.32290974259376526,0.26878252625465393,0.32389625906944275
clasts,0.20270773768424988,0.061398956924676895,0.31347429752349854,0.2681709825992584,0.42664235830307007,0.41083118319511414,0.215917706489563,0.27325257658958435,0.27614521980285645,0.5334120392799377,0.29721811413764954,0.2681709825992584,0.4273870885372162,0.5187809467315674,0.5334120392799377,0.15844303369522095
),0.26259949803352356,0.18821272253990173,0.12082640081644058,0.63033527135849,0.2758678197860718,0.2373749315738678,0.14076276123523712,0.21982109546661377,0.3456730246543884,0.15879076719284058,0.1424824595451355,0.63033527135849,0.16774746775627136,0.17139993607997894,0.15879076719284058,0.42300865054130554
are,0.29724663496017456,0.18581871688365936,0.35380154848098755,0.4062570035457611,0.42922598123550415,1.0,0.2168419063091278,0.39206281304359436,0.40399202704429626,0.33511796593666077,0.45687565207481384,0.4062570035457611,0.3900270164012909,0.3190121650695801,0.33511796593666077,0.24591213464736938
found,0.1796332150697708,0.10369496792554855,0.31567689776420593,0.27385151386260986,0.25134438276290894,0.2740558087825775,0.16500303149223328,0.21039707958698273,0.3452354073524475,0.33259448409080505,0.17138855159282684,0.27385151386260986,0.3248732388019562,0.2609202265739441,0.33259448409080505,0.16790300607681274
in,0.30808621644973755,0.23181180655956268,0.2551804780960083,0.5201468467712402,0.4840516746044159,0.3841303884983063,0.21181264519691467,0.3270052373409271,0.6662389636039734,0.23642492294311523,0.17596714198589325,0.5201468467712402,0.26916563510894775,0.221988245844841,0.23642492294311523,0.20430970191955566
a,0.3320399522781372,0.16994866728782654,0.20684704184532166,0.427140474319458,0.56894451379776,0.265255331993103,0.19492490589618683,0.3126874566078186,0.5829201340675354,0.2111329436302185,0.19371497631072998,0.427140474319458,0.18892104923725128,0.2195712924003601,0.2111329436302185,0.23916715383529663
formation,0.16291823983192444,0.1744193285703659,0.29151931405067444,0.24612528085708618,0.37379011511802673,0.21110086143016815,0.1639956533908844,0.17885392904281616,0.33687281608581543,0.42864593863487244,0.1591026484966278,0.24612528085708618,0.39512181282043457,0.45477205514907837,0.42864593863487244,0.09831923991441727
",",0.3087472915649414,0.2636609673500061,0.22888998687267303,1.0000001192092896,0.3658004403114319,0.4062570035457611,0.2598324418067932,0.3371901512145996,0.4933079481124878,0.30537211894989014,0.19974499940872192,1.0000001192092896,0.28566715121269226,0.22172565758228302,0.30537211894989014,0.31091248989105225
then,0.4072686731815338,0.17963290214538574,0.15378813445568085,0.36768391728401184,0.4444481134414673,0.23076686263084412,0.17247430980205536,0.24344494938850403,0.4297412931919098,0.18642613291740417,0.23025929927825928,0.36768391728401184,0.11344064772129059,0.1398942470550537,0.18642613291740417,0.2884598970413208
the,0.42745697498321533,0.2946566939353943,0.2745959758758545,0.4933079481124878,0.6521818041801453,0.40399202704429626,0.21663418412208557,0.3227543234825134,1.0,0.24413059651851654,0.3444426357746124,0.4933079481124878,0.26611819863319397,0.25911182165145874,0.24413059651851654,0.22068053483963013
inclusions,0.34958744049072266,0.21682259440422058,0.2738758623600006,0.30702945590019226,0.3106916844844818,0.42846938967704773,0.1877148598432541,0.22386880218982697,0.24164175987243652,0.26138752698898315,0.2810738682746887,0.30702945590019226,0.252728134393692,0.31167277693748474,0.26138752698898315,0.3281819224357605
must,0.30362528562545776,0.1607757806777954,0.20024815201759338,0.2231246829032898,0.3048936426639557,0.3923934996128082,0.1610686480998993,0.2465018779039383,0.2713140547275543,0.18584714829921722,0.30150917172431946,0.2231246829032898,0.1918584108352661,0.18160301446914673,0.18584714829921722,0.23707495629787445
be,0.3929833769798279,0.19016839563846588,0.27507948875427246,0.39254459738731384,0.476310670375824,0.5556803941726685,0.22685489058494568,0.46516597270965576,0.4248143136501312,0.2445140779018402,0.34985315799713135,0.39254459738731384,0.3403855562210083,0.2520906627178192,0.2445140779018402,0.3324260413646698
older,0.19250206649303436,0.07692019641399384,0.135753333568573,0.2598324418067932,0.25142133235931396,0.2168419063091278,0.9999998807907104,0.35258033871650696,0.21663418412208557,0.27690139412879944,0.1839856505393982,0.2598324418067932,0.11481489986181259,0.24839110672473907,0.27690139412879944,0.1524270623922348
than,0.29388150572776794,0.1452794224023819,0.27345284819602966,0.3371901512145996,0.3974681496620178,0.39206281304359436,0.35258033871650696,1.0,0.3227543234825134,0.2361476570367813,0.28739210963249207,0.3371901512145996,0.29560738801956177,0.20303404331207275,0.2361476570367813,0.24917294085025787
the,0.42745697498321533,0.2946566939353943,0.2745959758758545,0.4933079481124878,0.6521818041801453,0.40399202704429626,0.21663418412208557,0.3227543234825134,1.0,0.24413059651851654,0.3444426357746124,0.4933079481124878,0.26611819863319397,0.25911182165145874,0.24413059651851654,0.22068053483963013
formation,0.16291823983192444,0.1744193285703659,0.29151931405067444,0.24612528085708618,0.37379011511802673,0.21110086143016815,0.1639956533908844,0.17885392904281616,0.33687281608581543,0.42864593863487244,0.1591026484966278,0.24612528085708618,0.39512181282043457,0.45477205514907837,0.42864593863487244,0.09831923991441727
that,0.6297725439071655,0.17737965285778046,0.30124250054359436,0.4137537479400635,0.6894589066505432,0.45265161991119385,0.30689194798469543,0.4891277849674225,0.5473989248275757,0.2636556923389435,0.3640199303627014,0.4137537479400635,0.24763844907283783,0.24918879568576813,0.2636556923389435,0.32716336846351624
contains,0.14236655831336975,0.09921036660671234,0.2271156907081604,0.2243606001138687,0.3896391689777374,0.4062691628932953,0.1591278463602066,0.2787589132785797,0.2846323549747467,0.24987177550792694,0.12856358289718628,0.2243606001138687,0.23244400322437286,0.22553527355194092,0.24987177550792694,0.15215006470680237
them,0.4994642734527588,0.24832242727279663,0.3767838180065155,0.3985835015773773,0.4958057701587677,0.5206625461578369,0.23856396973133087,0.37931621074676514,0.4788833558559418,0.34165334701538086,0.636420726776123,0.3985835015773773,0.19518043100833893,0.15837408602237701,0.34165334701538086,0.35435691475868225
.,0.3567904531955719,0.20514161884784698,0.253254771232605,0.6812511086463928,0.45942068099975586,0.3452940285205841,0.27821221947669983,0.3594527542591095,0.5934505462646484,0.26481303572654724,0.20394743978977203,0.6812511086463928,0.21290622651576996,0.18411651253700256,0.26481303572654724,0.4130953550338745
