,what,position,did,newton,play,during,super,bowl,50,?
both,0.3361809551715851,0.2563646137714386,0.34255191683769226,0.1737470179796219,0.2619777321815491,0.29031071066856384,0.20366154611110687,0.15468505024909973,0.016993142664432526,0.19455738365650177
teams,0.16624371707439423,0.24126887321472168,0.18786492943763733,0.1568610966205597,0.3838494122028351,0.2427518367767334,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
who,0.40942975878715515,0.2597297430038452,0.34038686752319336,0.19243690371513367,0.2742305099964142,0.30551859736442566,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.26220351457595825
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.25264593958854675,0.23784595727920532,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1876603662967682,0.24793598055839539,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
#,0.20567382872104645,0.21612359583377838,0.16779352724552155,0.16112487018108368,0.07008838653564453,0.1280508190393448,0.09438016265630722,0.10046837478876114,0.07867797464132309,0.23921507596969604
1,-0.21266892552375793,-0.14825575053691864,-0.2815930247306824,-0.21369890868663788,-0.2384984791278839,-0.128046452999115,-0.20172525942325592,-0.14906248450279236,-0.07848919183015823,-0.249979168176651
pick,0.2698541283607483,0.17045317590236664,0.18061597645282745,0.08410073071718216,0.31736087799072266,0.14584727585315704,0.18516439199447632,0.22317571938037872,0.04479795694351196,0.1843358427286148
in,0.30808621644973755,0.20453733205795288,0.2593238651752472,0.23639483749866486,0.24321173131465912,0.4627237319946289,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
their,0.35142919421195984,0.2498960793018341,0.38078752160072327,0.13899730145931244,0.24281956255435944,0.3022443354129791,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
draft,0.20352119207382202,0.15166229009628296,0.22930853068828583,0.19785626232624054,0.1870015412569046,0.22696074843406677,0.22040808200836182,0.31806057691574097,-0.0027240521740168333,0.1941390335559845
classes,0.20746955275535583,0.15274904668331146,0.19076485931873322,0.11785641312599182,0.18249712884426117,0.19069674611091614,0.15850292146205902,0.14546486735343933,-0.07322067022323608,0.14397528767585754
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.20699870586395264,0.25552695989608765,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,what,position,did,newton,play,during,super,bowl,50,?
manning,0.20007498562335968,0.24879895150661469,0.22743284702301025,0.31537702679634094,0.2523941099643707,0.25985732674598694,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
and,0.31309178471565247,0.22603030502796173,0.34479495882987976,0.22255054116249084,0.25634777545928955,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
newton,0.20841743052005768,0.12257702648639679,0.23863376677036285,1.0000001192092896,0.17000392079353333,0.1617087423801422,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
also,0.42747777700424194,0.23027603328227997,0.39334940910339355,0.2125306874513626,0.28485944867134094,0.4275238513946533,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.21848613023757935
set,0.28954121470451355,0.1940946727991104,0.19107604026794434,0.1896078735589981,0.20327286422252655,0.1877487152814865,0.1139470711350441,0.16605548560619354,0.04030413553118706,0.1698019951581955
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1876603662967682,0.24793598055839539,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
record,0.1772487461566925,0.223809152841568,0.20556741952896118,0.2076674848794937,0.20520026981830597,0.2749153673648834,0.2505435347557068,0.24389338493347168,0.06952042132616043,0.14407116174697876
for,0.3017193675041199,0.27123650908470154,0.318512886762619,0.18168501555919647,0.27811455726623535,0.3448435664176941,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1876603662967682,0.24793598055839539,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
largest,0.13463157415390015,0.061260949820280075,0.12612280249595642,0.08898044377565384,0.06955550611019135,0.1812315285205841,0.11345334351062775,0.1501329243183136,0.04924619570374489,0.12401245534420013
age,0.1895245760679245,0.16790127754211426,0.1816447526216507,0.05863526463508606,0.225258469581604,0.27434083819389343,0.1118914783000946,0.0928628072142601,-0.065655417740345,0.16859300434589386
difference,0.4114832878112793,0.2528945505619049,0.26233047246932983,0.20977242290973663,0.19386017322540283,0.19240175187587738,0.1200440376996994,0.1106841117143631,0.014400261454284191,0.2842230200767517
between,0.2462156116962433,0.16931575536727905,0.16542956233024597,0.12536406517028809,0.1693342924118042,0.36201924085617065,0.07381514459848404,0.10010302066802979,0.060629747807979584,0.12887074053287506
opposing,0.35443297028541565,0.2972274422645569,0.25061774253845215,0.16790586709976196,0.2233550101518631,0.1946011334657669,0.10987816005945206,0.1407027244567871,0.06418649852275848,0.23064684867858887
super,0.13651713728904724,0.10645568370819092,0.16038043797016144,0.18797411024570465,0.17709366977214813,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.15528114140033722,0.18569406867027283,0.1892489492893219,0.19427603483200073,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
quarterbacks,0.17552034556865692,0.2856416702270508,0.15820570290088654,0.27886372804641724,0.33486679196357727,0.22529897093772888,0.286996066570282,0.38157108426094055,0.031167227774858475,0.15307676792144775
at,0.2838611304759979,0.20755837857723236,0.28390252590179443,0.12256313115358353,0.15264669060707092,0.372769296169281,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
13,-0.0796622633934021,-0.032184526324272156,0.02672848105430603,0.04008413106203079,0.0036699927877634764,0.06221802532672882,-0.00828040111809969,0.017800776287913322,-0.06467641890048981,-0.11384815722703934
years,0.1981470286846161,0.15817712247371674,0.2695724070072174,0.1120469719171524,0.16462670266628265,0.39110565185546875,0.15193983912467957,0.221580371260643,-0.00639002351090312,0.1914375126361847
and,0.31309178471565247,0.22603030502796173,0.34479495882987976,0.22255054116249084,0.25634777545928955,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
48,-0.06401275843381882,0.04817134141921997,0.012393311597406864,-0.0019829163793474436,0.003825021907687187,0.1524352729320526,0.13596157729625702,0.1193712055683136,0.09434502571821213,-0.07097072154283524
days,0.2191895991563797,0.17171072959899902,0.2182302623987198,0.1264730989933014,0.12514716386795044,0.3143676519393921,0.10065062344074249,0.1537923514842987,-0.0082699591293931,0.2198754847049713
(,0.2411840260028839,0.2345474362373352,0.18979617953300476,0.17499087750911713,0.14077092707157135,0.2139192670583725,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
manning,0.20007498562335968,0.24879895150661469,0.22743284702301025,0.31537702679634094,0.2523941099643707,0.25985732674598694,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.25264593958854675,0.23784595727920532,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
39,0.05873653665184975,0.05113307759165764,-0.018694022670388222,0.061374858021736145,0.0439380444586277,0.044406019151210785,0.08757179975509644,0.17817457020282745,0.019131619483232498,0.04514012485742569
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.2648763358592987,0.2231253683567047,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
newton,0.20841743052005768,0.12257702648639679,0.23863376677036285,1.0000001192092896,0.17000392079353333,0.1617087423801422,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.25264593958854675,0.23784595727920532,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
26,0.052160754799842834,0.0012002127477899194,0.06409474462270737,0.030190760269761086,0.09256742894649506,0.15227010846138,0.11988881230354309,0.006043682806193829,0.021628636866807938,-0.05200668424367905
),0.26259949803352356,0.26386576890945435,0.18584993481636047,0.17433513700962067,0.149582639336586,0.23182427883148193,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.20699870586395264,0.25552695989608765,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
