,what,major,category,of,conservation,result,in,an,object,that,is,more,attractive,and,more,comprehensible,to,the,viewer,?
cleaning,0.2458619922399521,0.16501711308956146,0.15633663535118103,0.2204345017671585,0.25079089403152466,0.2254256308078766,0.2201126515865326,0.1608438938856125,0.1826220154762268,0.3287486135959625,0.19817078113555908,0.2823648154735565,0.261678546667099,0.2537451386451721,0.2823648154735565,0.2736382484436035,0.25636038184165955,0.22225774824619293,0.198395773768425,0.24315454065799713
and,0.31309178471565247,0.29795366525650024,0.2866910994052887,0.5116966962814331,0.2740582227706909,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.17470528185367584,0.4731321930885315,0.3859752118587494,0.39880692958831787,0.27310436964035034,1.0,0.39880692958831787,0.20708756148815155,0.48971283435821533,0.5171257257461548,0.21337658166885376,0.20544172823429108
reintegration,0.23402900993824005,0.26498135924339294,0.14999502897262573,0.34351879358291626,0.35471850633621216,0.28125908970832825,0.3018190860748291,0.2860591411590576,0.22332920134067535,0.29144227504730225,0.2262045294046402,0.25478678941726685,0.20701228082180023,0.3207670748233795,0.25478678941726685,0.2526318430900574,0.2776419222354889,0.3832268714904785,0.2536529004573822,0.1688597947359085
to,0.455847829580307,0.19240309298038483,0.2317419797182083,0.41548454761505127,0.2638911306858063,0.23653174936771393,0.45010748505592346,0.3138085603713989,0.2821136713027954,0.5436353087425232,0.42745086550712585,0.47084665298461914,0.2918094992637634,0.48971283435821533,0.47084665298461914,0.24187344312667847,1.0,0.535392165184021,0.28005945682525635,0.29463258385658264
strengthen,0.23504552245140076,0.135838583111763,0.3384256064891815,0.20178040862083435,0.23278479278087616,0.26883506774902344,0.1997082233428955,0.14312386512756348,0.17525644600391388,0.29640957713127136,0.1474362313747406,0.28244900703430176,0.14949870109558105,0.3442591726779938,0.28244900703430176,0.20919373631477356,0.3239169418811798,0.2467898279428482,0.10420617461204529,0.11156164109706879
fragile,0.2295505404472351,0.21522073447704315,0.18958497047424316,0.21541516482830048,0.3168359398841858,0.25271329283714294,0.21494834125041962,0.23323851823806763,0.22986449301242828,0.3243321180343628,0.2310163676738739,0.32019421458244324,0.2619638741016388,0.24659278988838196,0.32019421458244324,0.3614756464958191,0.2350604236125946,0.24860799312591553,0.19972816109657288,0.160326287150383
objects,0.24020016193389893,0.11910728365182877,0.18190868198871613,0.23814009130001068,0.21234440803527832,0.24223680794239044,0.23406893014907837,0.1756676435470581,0.7614457607269287,0.33961281180381775,0.23756065964698792,0.25450223684310913,0.27041298151016235,0.2794862985610962,0.25450223684310913,0.23135331273078918,0.2695634961128235,0.24716724455356598,0.2678602337837219,0.15479016304016113
",",0.3087472915649414,0.29355156421661377,0.2798294425010681,0.4946078956127167,0.23182041943073273,0.23341737687587738,0.5201468467712402,0.3581022024154663,0.149229496717453,0.4137537479400635,0.4691906273365021,0.3696524500846863,0.18948246538639069,0.6633074283599854,0.3696524500846863,0.27788540720939636,0.44245919585227966,0.4933079481124878,0.19579088687896729,0.31091248989105225
reveal,0.3390345275402069,0.12793491780757904,0.11928955465555191,0.24365879595279694,0.14350548386573792,0.22628720104694366,0.16973519325256348,0.1811869889497757,0.2988571226596832,0.4190666973590851,0.17897401750087738,0.24436916410923004,0.18582803010940552,0.25969669222831726,0.24436916410923004,0.32235977053642273,0.32437193393707275,0.2761407196521759,0.28859567642211914,0.24750010669231415
original,0.24651947617530823,0.12543828785419464,0.14012505114078522,0.30228546261787415,0.20785382390022278,0.18284069001674652,0.2534193694591522,0.21953903138637543,0.2650730311870575,0.326194703578949,0.2681281864643097,0.2222587913274765,0.11193793267011642,0.29575109481811523,0.2222587913274765,0.2141740769147873,0.30182456970214844,0.4037000238895416,0.2802819311618805,0.17256900668144226
surface,0.23580394685268402,0.19570018351078033,0.13554687798023224,0.24204103648662567,0.1998549997806549,0.2182149589061737,0.20246390998363495,0.18808452785015106,0.41279926896095276,0.30130770802497864,0.29345643520355225,0.2285153567790985,0.19836679100990295,0.2626544237136841,0.2285153567790985,0.17437678575515747,0.23727688193321228,0.2555135488510132,0.28989049792289734,0.14613434672355652
decoration,0.22674773633480072,0.11174939572811127,0.14432455599308014,0.3101682662963867,0.18879134953022003,0.1517399102449417,0.22524629533290863,0.14224113523960114,0.17523892223834991,0.1992316097021103,0.18714022636413574,0.16824647784233093,0.2029930055141449,0.2748916745185852,0.16824647784233093,0.13713279366493225,0.20693810284137726,0.3275705873966217,0.21708542108535767,0.16409437358379364
",",0.3087472915649414,0.29355156421661377,0.2798294425010681,0.4946078956127167,0.23182041943073273,0.23341737687587738,0.5201468467712402,0.3581022024154663,0.149229496717453,0.4137537479400635,0.4691906273365021,0.3696524500846863,0.18948246538639069,0.6633074283599854,0.3696524500846863,0.27788540720939636,0.44245919585227966,0.4933079481124878,0.19579088687896729,0.31091248989105225
and,0.31309178471565247,0.29795366525650024,0.2866910994052887,0.5116966962814331,0.2740582227706909,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.17470528185367584,0.4731321930885315,0.3859752118587494,0.39880692958831787,0.27310436964035034,1.0,0.39880692958831787,0.20708756148815155,0.48971283435821533,0.5171257257461548,0.21337658166885376,0.20544172823429108
restore,0.26890912652015686,0.1324373185634613,0.15751595795154572,0.25640997290611267,0.2826057970523834,0.27501964569091797,0.24718217551708221,0.18047967553138733,0.16982702910900116,0.2938865125179291,0.18319952487945557,0.18003465235233307,0.11477537453174591,0.26268982887268066,0.18003465235233307,0.19449345767498016,0.37623947858810425,0.3155142068862915,0.18922343850135803,0.22407253086566925
shape,0.26758873462677,0.1278461366891861,0.119914710521698,0.2597946226596832,0.22578763961791992,0.2615801692008972,0.193584606051445,0.21149155497550964,0.4239666759967804,0.32968640327453613,0.2674638032913208,0.24168039858341217,0.23676571249961853,0.2703090310096741,0.24168039858341217,0.16184906661510468,0.2912862002849579,0.29087939858436584,0.2910189926624298,0.11426173895597458
.,0.3567904531955719,0.3054012954235077,0.2367425560951233,0.5352458953857422,0.2273905873298645,0.31092435121536255,0.5591574311256409,0.3581749200820923,0.22102774679660797,0.4460422694683075,0.4569662809371948,0.4070230722427368,0.16486114263534546,0.588965117931366,0.4070230722427368,0.25568079948425293,0.4645031690597534,0.5934505462646484,0.27551233768463135,0.4130953550338745
