,what,were,the,native,inhabitants,of,australia,called,?
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.2832638621330261,0.17665912210941315,0.41548454761505127,0.24799345433712006,0.2987143397331238,0.29463258385658264
british,0.19255435466766357,0.27742838859558105,0.28973397612571716,0.17760911583900452,0.12316714227199554,0.23701532185077667,0.2987233102321625,0.13953031599521637,0.09711728990077972
settlement,0.2558431327342987,0.22723416984081268,0.2599570155143738,0.3585164248943329,0.33489546179771423,0.25982165336608887,0.23457005620002747,0.1537754237651825,0.12535437941551208
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.26731550693511963,0.2182229906320572,0.5116966962814331,0.2804507613182068,0.3251761794090271,0.20544172823429108
colonial,0.15791663527488708,0.26826655864715576,0.2715741693973541,0.3357749879360199,0.1821327954530716,0.2972153425216675,0.1657666116952896,0.2507873773574829,0.10191229730844498
rule,0.30539435148239136,0.2138504981994629,0.29894936084747314,0.12440066784620285,0.17209629714488983,0.25175079703330994,0.08798075467348099,0.19558580219745636,0.1955260932445526
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.2524676024913788,0.26628780364990234,1.0,0.2669609785079956,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.3906462490558624,1.0,0.24374492466449738,0.2644902467727661,0.733189046382904,0.26828548312187195,0.489897221326828,0.22068053483963013
continent,0.23903432488441467,0.23796962201595306,0.3139871060848236,0.3420288860797882,0.23629173636436462,0.2647381126880646,0.32225003838539124,0.19970349967479706,0.17592057585716248
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.24378694593906403,0.29904377460479736,0.5696388483047485,0.2697675824165344,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.3906462490558624,1.0,0.24374492466449738,0.2644902467727661,0.733189046382904,0.26828548312187195,0.489897221326828,0.22068053483963013
eighteenth,0.18701547384262085,0.26926106214523315,0.3354543149471283,0.16731975972652435,0.16111749410629272,0.2683056592941284,0.18762511014938354,0.24257789552211761,0.07201214134693146
century,0.20422613620758057,0.34997639060020447,0.3617299497127533,0.19375856220722198,0.2446969896554947,0.2826060354709625,0.1680995523929596,0.28261223435401917,0.1026201918721199
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.30732813477516174,0.2508344054222107,0.4946078956127167,0.22314006090164185,0.26549121737480164,0.31091248989105225
as,0.31749409437179565,0.3025437891483307,0.48381632566452026,0.22190400958061218,0.18672418594360352,0.3886612355709076,0.21074992418289185,0.2827680706977844,0.27043893933296204
it,0.45803478360176086,0.25487732887268066,0.6251175999641418,0.23190028965473175,0.27168354392051697,0.38761502504348755,0.2386748343706131,0.3402029573917389,0.25732165575027466
was,0.22111038863658905,0.590133786201477,0.48711544275283813,0.1733950972557068,0.2085801661014557,0.4069072902202606,0.2358046919107437,0.33927658200263977,0.18412111699581146
premised,0.30239632725715637,0.2679290473461151,0.2987990379333496,0.11031105369329453,0.12819792330265045,0.29243937134742737,0.21950896084308624,0.3109782636165619,0.2098008692264557
on,0.34226128458976746,0.2774328887462616,0.5107308030128479,0.09545791149139404,0.10582756251096725,0.3966929316520691,0.2309362292289734,0.25462663173675537,0.2714994251728058
terra,0.1928153783082962,0.13456639647483826,0.19379344582557678,0.19808584451675415,0.13537921011447906,0.1871613711118698,0.22837860882282257,0.21106961369514465,0.15037380158901215
nullius,0.31320661306381226,0.14997953176498413,0.20295009016990662,0.28194111585617065,0.18404169380664825,0.16287614405155182,0.2097717672586441,0.18873564898967743,0.23118853569030762
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.30732813477516174,0.2508344054222107,0.4946078956127167,0.22314006090164185,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.26731550693511963,0.2182229906320572,0.5116966962814331,0.2804507613182068,0.3251761794090271,0.20544172823429108
its,0.30393704771995544,0.20452921092510223,0.559237003326416,0.1966518610715866,0.30731603503227234,0.48690423369407654,0.17897310853004456,0.2840702533721924,0.15103481709957123
settlers,0.24855320155620575,0.43016865849494934,0.27202945947647095,0.4480542540550232,0.32908231019973755,0.22850416600704193,0.24792101979255676,0.2563841640949249,0.1296290010213852
considered,0.2834889590740204,0.2681999206542969,0.4028765559196472,0.23482392728328705,0.14975859224796295,0.4190242290496826,0.14247746765613556,0.4241243004798889,0.19909770786762238
it,0.45803478360176086,0.25487732887268066,0.6251175999641418,0.23190028965473175,0.27168354392051697,0.38761502504348755,0.2386748343706131,0.3402029573917389,0.25732165575027466
unused,0.21118861436843872,0.23759837448596954,0.24377988278865814,0.12054293602705002,0.19869008660316467,0.16784900426864624,0.14770099520683289,0.1756194531917572,0.2728317081928253
by,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.18110418319702148,0.14336133003234863,0.3646814823150635,0.18577095866203308,0.3092815577983856,0.17966607213020325
its,0.30393704771995544,0.20452921092510223,0.559237003326416,0.1966518610715866,0.30731603503227234,0.48690423369407654,0.17897310853004456,0.2840702533721924,0.15103481709957123
sparse,0.27369391918182373,0.19183644652366638,0.24265223741531372,0.31556954979896545,0.23493537306785583,0.19544567167758942,0.18414047360420227,0.07367638498544693,0.26019784808158875
aboriginal,0.2035500854253769,0.29152512550354004,0.25004225969314575,0.38907289505004883,0.21020111441612244,0.23755814135074615,0.5570717453956604,0.2128954380750656,0.1477614790201187
inhabitants,0.14762155711650848,0.24573756754398346,0.2644902467727661,0.22120177745819092,1.0000001192092896,0.26628780364990234,0.118925079703331,0.15566958487033844,0.1312350630760193
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.28723880648612976,0.210379958152771,0.5352458953857422,0.2899940609931946,0.300344854593277,0.4130953550338745
