,who,was,given,the,highlights,of,most,of,the,matches,?
league,0.2161521464586258,0.21425791084766388,0.1291443258523941,0.2724147439002991,0.23840297758579254,0.23588460683822632,0.18065476417541504,0.23588460683822632,0.2724147439002991,0.3100840449333191,0.15941482782363892
rights,0.3146883249282837,0.19272007048130035,0.24409793317317963,0.2579100430011749,0.1596110314130783,0.19425496459007263,0.17968110740184784,0.19425496459007263,0.2579100430011749,0.15334868431091309,0.21814769506454468
",",0.3365725874900818,0.45456063747406006,0.2843315005302429,0.4933079481124878,0.2509603798389435,0.4946078956127167,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2568071782588959,0.31091248989105225
would,0.3632977604866028,0.41663143038749695,0.3330545723438263,0.4133751392364502,0.1760718673467636,0.3353942930698395,0.3177604079246521,0.3353942930698395,0.4133751392364502,0.17346757650375366,0.37178951501846313
give,0.28740519285202026,0.16511452198028564,0.595585286617279,0.29086416959762573,0.14780449867248535,0.33489471673965454,0.26406097412109375,0.33489471673965454,0.29086416959762573,0.19289948046207428,0.2985610067844391
them,0.5243523120880127,0.23709723353385925,0.2639951705932617,0.4788833558559418,0.1863296777009964,0.34503093361854553,0.41988104581832886,0.34503093361854553,0.4788833558559418,0.23753391206264496,0.35435691475868225
a,0.36608949303627014,0.4508470594882965,0.3335871398448944,0.5829201340675354,0.1628623604774475,0.5052502155303955,0.3508910834789276,0.5052502155303955,0.5829201340675354,0.21182657778263092,0.23916715383529663
monopoly,0.22732922434806824,0.1724308878183365,0.15831062197685242,0.21333852410316467,0.09547930955886841,0.23683126270771027,0.1919039487838745,0.23683126270771027,0.21333852410316467,0.20012284815311432,0.1011270210146904
of,0.2827862501144409,0.4069072902202606,0.39388060569763184,0.733189046382904,0.21302594244480133,1.0,0.4178851246833801,1.0,0.733189046382904,0.20365214347839355,0.1826142966747284
all,0.3698336184024811,0.23179835081100464,0.2496354579925537,0.4860881567001343,0.18637000024318695,0.42798417806625366,0.5116150975227356,0.42798417806625366,0.4860881567001343,0.22893476486206055,0.29575422406196594
live,0.21460703015327454,0.18769018352031708,0.12537647783756256,0.2995128035545349,0.21504750847816467,0.27734068036079407,0.25704798102378845,0.27734068036079407,0.2995128035545349,0.13019610941410065,0.19481121003627777
matches,0.18996872007846832,0.1769881546497345,0.20248587429523468,0.23195119202136993,0.24635018408298492,0.20365214347839355,0.20629455149173737,0.20365214347839355,0.23195119202136993,1.0,0.15025924146175385
",",0.3365725874900818,0.45456063747406006,0.2843315005302429,0.4933079481124878,0.2509603798389435,0.4946078956127167,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2568071782588959,0.31091248989105225
up,0.26056501269340515,0.24070115387439728,0.2163759022951126,0.38423117995262146,0.13308069109916687,0.32945773005485535,0.1990664303302765,0.32945773005485535,0.38423117995262146,0.22042213380336761,0.1819818764925003
to,0.42656609416007996,0.3636345863342285,0.3428947925567627,0.535392165184021,0.22284379601478577,0.41548454761505127,0.321603000164032,0.41548454761505127,0.535392165184021,0.24033404886722565,0.29463258385658264
60,0.041363123804330826,-0.003859133692458272,-0.00013155289343558252,0.04635925963521004,-0.08205515891313553,0.05524682253599167,0.0072674984112381935,0.05524682253599167,0.04635925963521004,-0.006926438305526972,0.06999651342630386
per,0.13033156096935272,0.12717042863368988,0.16655373573303223,0.21691934764385223,0.14894254505634308,0.17468707263469696,0.23338425159454346,0.17468707263469696,0.21691934764385223,0.21602727472782135,0.22323818504810333
year,0.2851492762565613,0.3209837079048157,0.2564636766910553,0.3609684407711029,0.15492954850196838,0.2578314542770386,0.26422736048698425,0.2578314542770386,0.3609684407711029,0.2220543771982193,0.18315006792545319
from,0.27839982509613037,0.31171464920043945,0.28116533160209656,0.40150508284568787,0.1464770883321762,0.4249346852302551,0.28580769896507263,0.4249346852302551,0.40150508284568787,0.18072183430194855,0.19969791173934937
the,0.3733934462070465,0.48711544275283813,0.37508252263069153,1.0,0.22939816117286682,0.733189046382904,0.47635307908058167,0.733189046382904,1.0,0.23195119202136993,0.22068053483963013
1992,0.19208352267742157,0.14268599450588226,0.09934331476688385,0.12138951569795609,0.05587238073348999,0.083686463534832,0.1055729016661644,0.083686463534832,0.12138951569795609,0.060672517865896225,0.11522171646356583
season,0.13809308409690857,0.24797968566417694,0.17980998754501343,0.2507155239582062,0.21235647797584534,0.1598338931798935,0.23729701340198517,0.1598338931798935,0.2507155239582062,0.3206351101398468,0.16793298721313477
.,0.3541337847709656,0.40146201848983765,0.3169408142566681,0.5934505462646484,0.21908263862133026,0.5352458953857422,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.27159059047698975,0.4130953550338745
,who,was,given,the,highlights,of,most,of,the,matches,?
bskyb,0.14450614154338837,0.21192802488803864,0.1293053925037384,0.20915858447551727,0.23823536932468414,0.16413870453834534,0.15500347316265106,0.16413870453834534,0.20915858447551727,0.1902940571308136,0.2979319989681244
joined,0.18540184199810028,0.3172960579395294,0.1296536922454834,0.2943263649940491,0.13124465942382812,0.24761945009231567,0.1528942734003067,0.24761945009231567,0.2943263649940491,0.13383091986179352,0.06566751003265381
forces,0.2532956302165985,0.22620010375976562,0.20153836905956268,0.3134811818599701,0.11563647538423538,0.3090144991874695,0.20437899231910706,0.3090144991874695,0.3134811818599701,0.1430671364068985,0.16984491050243378
with,0.3282766342163086,0.27411898970603943,0.29518163204193115,0.4223487675189972,0.27439337968826294,0.41827285289764404,0.336320698261261,0.41827285289764404,0.4223487675189972,0.30459561944007874,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.37508252263069153,1.0,0.22939816117286682,0.733189046382904,0.47635307908058167,0.733189046382904,1.0,0.23195119202136993,0.22068053483963013
bbc,0.2086644321680069,0.19087861478328705,0.21930493414402008,0.2735401690006256,0.1387978494167328,0.1797877550125122,0.12601472437381744,0.1797877550125122,0.2735401690006256,0.2370050549507141,0.20556949079036713
to,0.42656609416007996,0.3636345863342285,0.3428947925567627,0.535392165184021,0.22284379601478577,0.41548454761505127,0.321603000164032,0.41548454761505127,0.535392165184021,0.24033404886722565,0.29463258385658264
make,0.28430092334747314,0.20205417275428772,0.27241361141204834,0.3146495521068573,0.28030136227607727,0.2912110388278961,0.39040058851242065,0.2912110388278961,0.3146495521068573,0.2314862161874771,0.28314751386642456
a,0.36608949303627014,0.4508470594882965,0.3335871398448944,0.5829201340675354,0.1628623604774475,0.5052502155303955,0.3508910834789276,0.5052502155303955,0.5829201340675354,0.21182657778263092,0.23916715383529663
counter,0.2363026738166809,0.15622925758361816,0.18917366862297058,0.2744700014591217,0.12871406972408295,0.19875815510749817,0.1942923665046692,0.19875815510749817,0.2744700014591217,0.16503798961639404,0.12520115077495575
bid,0.15758778154850006,0.2249298393726349,0.11080033332109451,0.19956929981708527,0.11087699234485626,0.1715376228094101,0.10507325083017349,0.1715376228094101,0.19956929981708527,0.17035257816314697,0.19390296936035156
.,0.3541337847709656,0.40146201848983765,0.3169408142566681,0.5934505462646484,0.21908263862133026,0.5352458953857422,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.27159059047698975,0.4130953550338745
