,who,is,most,likely,to,teach,a,child,at,home,?
a,0.36608949303627014,0.658733606338501,0.3508910834789276,0.3132456839084625,0.45503583550453186,0.18608243763446808,1.0,0.18734344840049744,0.3095070421695709,0.26260659098625183,0.23916715383529663
family,0.23428858816623688,0.20392227172851562,0.2513381838798523,0.16801774501800537,0.21285007894039154,0.18566200137138367,0.24362227320671082,0.30055877566337585,0.13297022879123688,0.2771666646003723,0.15222905576229095
member,0.3046252727508545,0.2522773742675781,0.23000644147396088,0.14707110822200775,0.19456195831298828,0.11440268903970718,0.24081070721149445,0.21400266885757446,0.17957790195941925,0.15266765654087067,0.06826172769069672
",",0.3365725874900818,0.4691906273365021,0.3636029064655304,0.22176046669483185,0.44245919585227966,0.22192275524139404,0.427140474319458,0.24469749629497528,0.38314947485923767,0.2790627181529999,0.31091248989105225
or,0.31144875288009644,0.41870999336242676,0.30746427178382874,0.43836501240730286,0.38921234011650085,0.19306370615959167,0.48853766918182373,0.1807873249053955,0.21026140451431274,0.16767795383930206,0.32389625906944275
by,0.39727845788002014,0.3899846076965332,0.270847886800766,0.22235819697380066,0.33534231781959534,0.14033691585063934,0.32094135880470276,0.15601499378681183,0.2368064820766449,0.16632650792598724,0.17966607213020325
anyone,0.4373009502887726,0.3013885021209717,0.2454231232404709,0.3574042320251465,0.419222891330719,0.2905946969985962,0.3355763852596283,0.2362385243177414,0.20855183899402618,0.16227878630161285,0.4948124587535858
with,0.3282766342163086,0.3250955045223236,0.336320698261261,0.2721078097820282,0.4239959120750427,0.19712631404399872,0.3783375024795532,0.1592225432395935,0.29126521944999695,0.1929387003183365,0.2433311939239502
knowledge,0.3135462999343872,0.18001945316791534,0.22089268267154694,0.3001069128513336,0.2853367030620575,0.3836318850517273,0.1995188295841217,0.18652024865150452,0.11899705231189728,0.11353201419115067,0.2853184640407562
or,0.31144875288009644,0.41870999336242676,0.30746427178382874,0.43836501240730286,0.38921234011650085,0.19306370615959167,0.48853766918182373,0.1807873249053955,0.21026140451431274,0.16767795383930206,0.32389625906944275
skills,0.3790695369243622,0.15945598483085632,0.2350645810365677,0.2164817750453949,0.29669415950775146,0.488389253616333,0.24761129915714264,0.22770579159259796,0.17844600975513458,0.18495048582553864,0.1864275485277176
in,0.2792111933231354,0.5394441485404968,0.41416558623313904,0.21680790185928345,0.45010748505592346,0.23312166333198547,0.539380669593811,0.19259177148342133,0.4374977946281433,0.30467477440834045,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.47635307908058167,0.28129076957702637,0.535392165184021,0.1966347098350525,0.5829201340675354,0.19800683856010437,0.457212895154953,0.28978195786476135,0.22068053483963013
wider,0.14686980843544006,0.21796871721744537,0.2949029803276062,0.3762786090373993,0.3954014778137207,0.13740050792694092,0.2783966660499573,0.18674160540103912,0.18276330828666687,0.13199789822101593,0.20532488822937012
community,0.245173841714859,0.26023760437965393,0.20600178837776184,0.1800699681043625,0.2863751947879791,0.22023163735866547,0.2694961726665497,0.10113058984279633,0.19107957184314728,0.15586158633232117,0.2380419820547104
setting,0.19480471312999725,0.18220333755016327,0.20069703459739685,0.16501978039741516,0.27501755952835083,0.2063228338956833,0.3013681173324585,0.20043741166591644,0.24936357140541077,0.15699994564056396,0.16943378746509552
.,0.3541337847709656,0.4569662809371948,0.35404038429260254,0.26822179555892944,0.4645031690597534,0.2642667293548584,0.50484299659729,0.21665646135807037,0.4549728035926819,0.3067048490047455,0.4130953550338745
