,who,is,the,nfl,'s,vice,president,of,brand,and,creative,?
temporarily,0.2893834710121155,0.20325882732868195,0.35498616099357605,0.1831285059452057,-0.08648606389760971,0.17054098844528198,0.2136787623167038,0.24215073883533478,0.17393732070922852,0.25509530305862427,0.11928153038024902,0.11896703392267227
suspended,0.10853397101163864,0.17945344746112823,0.28768354654312134,0.22708311676979065,0.021259266883134842,0.23564335703849792,0.2999754250049591,0.2760421931743622,0.15721257030963898,0.2007519155740738,0.13647741079330444,0.13118882477283478
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2080700695514679,0.06895173341035843,0.24808862805366516,0.23286236822605133,0.5116966962814331,0.2041386067867279,1.0,0.3037698566913605,0.20544172823429108
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.15213505923748016,0.04397977516055107,0.18082618713378906,0.19873183965682983,0.41498205065727234,0.20620881021022797,0.4731321930885315,0.2744285762310028,0.32716336846351624
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
game,0.2523840069770813,0.21222543716430664,0.285271555185318,0.3143478333950043,0.07448072731494904,0.13776063919067383,0.1506301462650299,0.2298848181962967,0.2098376601934433,0.25192898511886597,0.2749188244342804,0.1829071193933487
would,0.3632977604866028,0.33626067638397217,0.4133751392364502,0.16166402399539948,0.036968596279621124,0.203815296292305,0.18554231524467468,0.3353942930698395,0.23678557574748993,0.34921059012413025,0.24425984919071198,0.37178951501846313
be,0.3371641933917999,0.4819129705429077,0.4248143136501312,0.12418080866336823,0.025217169895768166,0.20038671791553497,0.1541743278503418,0.33904364705085754,0.1876801699399948,0.41766801476478577,0.1531522572040558,0.3324260413646698
named,0.38541290163993835,0.28335005044937134,0.3521348536014557,0.18834304809570312,-0.06022389233112335,0.17662493884563446,0.15809892117977142,0.2820465862751007,0.23496922850608826,0.23097854852676392,0.10831496119499207,0.1297498345375061
using,0.24094825983047485,0.26543745398521423,0.28364112973213196,0.12897957861423492,-0.029558077454566956,0.08777593076229095,0.09641660004854202,0.24298200011253357,0.2012137919664383,0.33157408237457275,0.22164949774742126,0.2804589569568634
arabic,0.1978173404932022,0.2376166135072708,0.23818454146385193,0.14142173528671265,-0.03097432106733322,0.1312597692012787,0.16438288986682892,0.2065649777650833,0.17247655987739563,0.1970718502998352,0.18762680888175964,0.18792502582073212
numerals,0.18482986092567444,0.21682307124137878,0.25819507241249084,0.2016570121049881,0.07116324454545975,0.1185685321688652,0.11510806530714035,0.2555062174797058,0.08856718987226486,0.20779448747634888,0.10469796508550644,0.22188253700733185
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.18464252352714539,-0.05775856226682663,0.25710538029670715,0.2031671553850174,0.3886612355709076,0.21686631441116333,0.49487000703811646,0.17981693148612976,0.27043893933296204
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.319060355424881,0.09726737439632416,0.12336721271276474,0.11904861032962799,0.14718765020370483,0.19824068248271942,0.18368244171142578,0.1513962745666504,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.48354101181030273,-0.02838491089642048,0.09809011220932007,0.17701053619384766,0.2243070751428604,0.13646726310253143,0.1698254644870758,0.06895308941602707,0.21118052303791046
50,0.0322180911898613,0.0017694636480882764,0.03602437674999237,-0.06279195845127106,-0.01041578408330679,0.03186013549566269,-0.03726547583937645,0.006577443331480026,-0.016909180209040642,0.0032697415444999933,0.04398684576153755,0.030512850731611252
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.18464252352714539,-0.05775856226682663,0.25710538029670715,0.2031671553850174,0.3886612355709076,0.21686631441116333,0.49487000703811646,0.17981693148612976,0.27043893933296204
opposed,0.28829503059387207,0.18266244232654572,0.24302934110164642,0.11218573153018951,-0.04686199873685837,0.2408536821603775,0.24742478132247925,0.25387564301490784,0.15785682201385498,0.2606690526008606,0.14676938951015472,0.23428945243358612
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.1526731252670288,0.03782717138528824,0.2266794741153717,0.21247753500938416,0.41548454761505127,0.2430490255355835,0.48971283435821533,0.27673864364624023,0.29463258385658264
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.319060355424881,0.09726737439632416,0.12336721271276474,0.11904861032962799,0.14718765020370483,0.19824068248271942,0.18368244171142578,0.1513962745666504,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.48354101181030273,-0.02838491089642048,0.09809011220932007,0.17701053619384766,0.2243070751428604,0.13646726310253143,0.1698254644870758,0.06895308941602707,0.21118052303791046
l.,-0.00789702869951725,0.049993179738521576,0.06809674203395844,-0.05678698420524597,-0.09059569984674454,-0.06771379709243774,0.013771184720098972,0.0543326660990715,0.07983321696519852,-0.017862869426608086,-0.06146630644798279,0.05018472298979759
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
use,0.2265424281358719,0.3357410430908203,0.34342584013938904,0.12984168529510498,0.004619393963366747,0.13344785571098328,0.13086669147014618,0.2750902473926544,0.22015145421028137,0.34145063161849976,0.239425927400589,0.32795652747154236
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.1524115800857544,-0.03817026689648628,0.21141734719276428,0.21610750257968903,1.0,0.13266319036483765,0.5116966962814331,0.25801882147789,0.1826142966747284
roman,0.1856684684753418,0.16690842807292938,0.2862859070301056,0.12639591097831726,0.11189179122447968,0.11652170121669769,0.1415437012910843,0.31028008460998535,0.11611975729465485,0.2730041444301605,0.13396930694580078,0.1663191318511963
numerals,0.18482986092567444,0.21682307124137878,0.25819507241249084,0.2016570121049881,0.07116324454545975,0.1185685321688652,0.11510806530714035,0.2555062174797058,0.08856718987226486,0.20779448747634888,0.10469796508550644,0.22188253700733185
will,0.24651563167572021,0.3723262846469879,0.3635469079017639,0.18084147572517395,0.00371179124340415,0.20973697304725647,0.1893257051706314,0.2473582625389099,0.20365343987941742,0.35983073711395264,0.22499454021453857,0.35046905279159546
be,0.3371641933917999,0.4819129705429077,0.4248143136501312,0.12418080866336823,0.025217169895768166,0.20038671791553497,0.1541743278503418,0.33904364705085754,0.1876801699399948,0.41766801476478577,0.1531522572040558,0.3324260413646698
reinstated,0.2638375163078308,0.18320846557617188,0.2586565315723419,0.18386715650558472,0.0022976703476160765,0.29412150382995605,0.3736411929130554,0.2136506736278534,0.17375250160694122,0.21525335311889648,0.17704437673091888,0.29092538356781006
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.23749186098575592,-0.07241261005401611,0.16580872237682343,0.17469504475593567,0.4185989499092102,0.22029200196266174,0.5064792633056641,0.33405324816703796,0.264628142118454
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.319060355424881,0.09726737439632416,0.12336721271276474,0.11904861032962799,0.14718765020370483,0.19824068248271942,0.18368244171142578,0.1513962745666504,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.48354101181030273,-0.02838491089642048,0.09809011220932007,0.17701053619384766,0.2243070751428604,0.13646726310253143,0.1698254644870758,0.06895308941602707,0.21118052303791046
li,0.17877277731895447,0.14863839745521545,0.1979183703660965,0.14981640875339508,-0.03867683187127113,0.07469604164361954,0.11873577535152435,0.14930510520935059,0.11121392250061035,0.18988138437271118,0.07240463048219681,0.17020992934703827
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.1964210718870163,-0.003708066651597619,0.2451372742652893,0.26255303621292114,0.5352458953857422,0.1755143702030182,0.588965117931366,0.21247921884059906,0.4130953550338745
,who,is,the,nfl,'s,vice,president,of,brand,and,creative,?
jaime,0.25787973403930664,0.12118272483348846,0.1497415453195572,0.18467658758163452,0.021193092688918114,0.3473481237888336,0.36449766159057617,0.1013963371515274,0.12613028287887573,0.2571585178375244,0.24025894701480865,0.17267657816410065
weston,0.25530117750167847,0.22263415157794952,0.24915355443954468,0.2073686122894287,0.044874731451272964,0.15018972754478455,0.09046702086925507,0.23172354698181152,0.21908390522003174,0.27072009444236755,0.2372344583272934,0.14432699978351593
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
league,0.2161521464586258,0.1591515690088272,0.2724147439002991,0.3908804953098297,0.0167086161673069,0.19980114698410034,0.20846101641654968,0.23588460683822632,0.13501416146755219,0.211333766579628,0.17243142426013947,0.15941482782363892
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,0.01630374602973461,0.9999999403953552,-0.10362296551465988,-0.08566092699766159,-0.03817026689648628,-0.047709349542856216,0.06895173341035843,0.04752415791153908,-0.023395681753754616
vice,0.22284634411334991,0.13874469697475433,0.2412198781967163,0.22348211705684662,-0.10362296551465988,0.9999999403953552,0.7407976388931274,0.21141734719276428,0.17089532315731049,0.24808862805366516,0.20098315179347992,0.1369185745716095
president,0.22565458714962006,0.15443938970565796,0.24330610036849976,0.22970446944236755,-0.08566092699766159,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.16249412298202515,0.23286236822605133,0.13651196658611298,0.14148259162902832
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.1524115800857544,-0.03817026689648628,0.21141734719276428,0.21610750257968903,1.0,0.13266319036483765,0.5116966962814331,0.25801882147789,0.1826142966747284
brand,0.197346493601799,0.20519493520259857,0.18590734899044037,0.10653813928365707,-0.047709349542856216,0.17089532315731049,0.16249412298202515,0.13266319036483765,1.0,0.2041386067867279,0.2251787781715393,0.14453907310962677
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2080700695514679,0.06895173341035843,0.24808862805366516,0.23286236822605133,0.5116966962814331,0.2041386067867279,1.0,0.3037698566913605,0.20544172823429108
creative,0.2546914219856262,0.17856445908546448,0.1688297688961029,0.17914602160453796,0.04752415791153908,0.20098315179347992,0.13651196658611298,0.25801882147789,0.2251787781715393,0.3037698566913605,1.0,0.1945163905620575
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
explained,0.23929327726364136,0.22149337828159332,0.2738569974899292,0.04541308060288429,-0.05783653259277344,0.18514372408390045,0.14294743537902832,0.24962453544139862,0.14134807884693146,0.2517392039299011,0.22686287760734558,0.31240519881248474
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.15213505923748016,0.04397977516055107,0.18082618713378906,0.19873183965682983,0.41498205065727234,0.20620881021022797,0.4731321930885315,0.2744285762310028,0.32716336846351624
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.1210956797003746,0.04866964742541313,0.13536539673805237,0.16959697008132935,0.5052502155303955,0.21772219240665436,0.3739250600337982,0.20846913754940033,0.23916715383529663
primary,0.15416203439235687,0.23824772238731384,0.25688621401786804,0.09164664149284363,-0.06354844570159912,0.18592150509357452,0.18131808936595917,0.23414276540279388,0.21527481079101562,0.2539214491844177,0.24913369119167328,0.16286636888980865
reason,0.2741321325302124,0.25543609261512756,0.29647648334503174,0.15984472632408142,0.0060955071821808815,0.15460346639156342,0.1659819483757019,0.23645815253257751,0.17058329284191132,0.26490068435668945,0.19585968554019928,0.3403966724872589
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.23749186098575592,-0.07241261005401611,0.16580872237682343,0.17469504475593567,0.4185989499092102,0.22029200196266174,0.5064792633056641,0.33405324816703796,0.264628142118454
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
change,0.2305750846862793,0.33028605580329895,0.3641999065876007,0.09218307584524155,-0.030620932579040527,0.18671689927577972,0.14932309091091156,0.2569013833999634,0.15383251011371613,0.2438346892595291,0.25097307562828064,0.24115969240665436
was,0.3318818509578705,0.5810302495956421,0.48711544275283813,0.20145657658576965,0.008974763564765453,0.22215546667575836,0.2505730390548706,0.4069072902202606,0.2258959710597992,0.3740963041782379,0.1793939173221588,0.18412111699581146
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
difficulty,0.2592659890651703,0.23129403591156006,0.28524860739707947,0.11751925200223923,0.06359077990055084,0.09062661230564117,0.028673063963651657,0.27728772163391113,0.146092489361763,0.24149617552757263,0.22330215573310852,0.1517200618982315
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.1524115800857544,-0.03817026689648628,0.21141734719276428,0.21610750257968903,1.0,0.13266319036483765,0.5116966962814331,0.25801882147789,0.1826142966747284
designing,0.23171088099479675,0.18352334201335907,0.30970847606658936,0.11353452503681183,-0.0027278102934360504,0.16468895971775055,0.15632480382919312,0.2462802678346634,0.2642829120159149,0.26215454936027527,0.29923614859580994,0.1437348574399948
an,0.2848317325115204,0.4654068350791931,0.4207492768764496,0.05365698039531708,0.025255560874938965,0.16769671440124512,0.16313809156417847,0.32280945777893066,0.15554489195346832,0.2838519215583801,0.17127875983715057,0.19793890416622162
aesthetically,0.2456870973110199,0.25254786014556885,0.253675639629364,0.09557398408651352,0.026062048971652985,0.1706470549106598,0.09828896075487137,0.21464842557907104,0.1431603580713272,0.23341071605682373,0.3127181828022003,0.24427831172943115
pleasing,0.22369058430194855,0.25806787610054016,0.25700169801712036,0.10808952897787094,0.05012783408164978,0.043354518711566925,0.03629985824227333,0.21668381989002228,0.20080631971359253,0.32104042172431946,0.2736656069755554,0.25975847244262695
logo,0.15606588125228882,0.1738443821668625,0.2806010842323303,0.11730512976646423,0.036982785910367966,0.15652020275592804,0.16150593757629395,0.1528109908103943,0.3754843473434448,0.146534726023674,0.32671457529067993,0.23347119987010956
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.18521657586097717,-0.04624466598033905,0.1132759153842926,0.14994901418685913,0.41827285289764404,0.23253534734249115,0.5477725267410278,0.21392011642456055,0.2433311939239502
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
letter,0.21075382828712463,0.20689894258975983,0.26056721806526184,0.12580375373363495,0.1062178835272789,0.1772644817829132,0.24241121113300323,0.2327217161655426,0.12598203122615814,0.19703584909439087,0.11286180466413498,0.14808706939220428
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,0.06351951509714127,-0.03416389226913452,0.035197749733924866,0.057543765753507614,0.06780257821083069,-0.10335689038038254,0.036644238978624344,-0.08694133162498474,0.0685480609536171
l,0.08056848496198654,0.18223042786121368,0.18770581483840942,0.15990027785301208,0.11237742006778717,0.1528259962797165,0.13230173289775848,0.1817270964384079,0.09170325100421906,0.2232794463634491,0.10825950652360916,0.10803938657045364
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,-0.027741191908717155,-0.04859459400177002,0.05283110588788986,-0.008907985873520374,0.13035868108272552,0.13272756338119507,0.021612688899040222,0.04885755479335785,0.018684765323996544
using,0.24094825983047485,0.26543745398521423,0.28364112973213196,0.12897957861423492,-0.029558077454566956,0.08777593076229095,0.09641660004854202,0.24298200011253357,0.2012137919664383,0.33157408237457275,0.22164949774742126,0.2804589569568634
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
standardized,0.17722274363040924,0.20888830721378326,0.2841286361217499,0.15599532425403595,-0.030616410076618195,0.20116667449474335,0.19889013469219208,0.22872188687324524,0.21599139273166656,0.2532564401626587,0.20898012816905975,0.16858142614364624
logo,0.15606588125228882,0.1738443821668625,0.2806010842323303,0.11730512976646423,0.036982785910367966,0.15652020275592804,0.16150593757629395,0.1528109908103943,0.3754843473434448,0.146534726023674,0.32671457529067993,0.23347119987010956
template,0.1606382429599762,0.24427904188632965,0.2930607795715332,0.16339412331581116,-0.010619721375405788,0.12631869316101074,0.18669091165065765,0.1811947077512741,0.1295320838689804,0.19749930500984192,0.17720749974250793,0.32691144943237305
introduced,0.18349657952785492,0.18314895033836365,0.242969810962677,0.13701725006103516,-0.07158663123846054,0.15169179439544678,0.15506023168563843,0.23328952491283417,0.3307911455631256,0.27894338965415955,0.1138753667473793,0.16386865079402924
at,0.22096660733222961,0.25906258821487427,0.457212895154953,0.20260320603847504,-0.08481216430664062,0.10861647129058838,0.1509951651096344,0.42558613419532776,0.11211863160133362,0.3571503460407257,0.18401435017585754,0.21978627145290375
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.319060355424881,0.09726737439632416,0.12336721271276474,0.11904861032962799,0.14718765020370483,0.19824068248271942,0.18368244171142578,0.1513962745666504,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.48354101181030273,-0.02838491089642048,0.09809011220932007,0.17701053619384766,0.2243070751428604,0.13646726310253143,0.1698254644870758,0.06895308941602707,0.21118052303791046
xlv,0.1220865398645401,0.21347884833812714,0.28647246956825256,0.49563196301460266,-0.015468958765268326,0.20766188204288483,0.24060386419296265,0.19662117958068848,0.25070613622665405,0.17343655228614807,0.13543426990509033,0.2642063498497009
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.1964210718870163,-0.003708066651597619,0.2451372742652893,0.26255303621292114,0.5352458953857422,0.1755143702030182,0.588965117931366,0.21247921884059906,0.4130953550338745
