,what,gave,priestley,the,claim,to,being,the,first,discovered,of,oxygen,?
",",0.3087472915649414,0.2448001652956009,0.31705740094184875,0.4933079481124878,0.2664267122745514,0.44245919585227966,0.34499165415763855,0.4933079481124878,0.34503069519996643,0.26185235381126404,0.4946078956127167,0.21812842786312103,0.31091248989105225
in,0.30808621644973755,0.24152803421020508,0.20879624783992767,0.6662389636039734,0.16881313920021057,0.45010748505592346,0.33162933588027954,0.6662389636039734,0.4127444326877594,0.2801778018474579,0.5696388483047485,0.1672476977109909,0.20430970191955566
1773,0.09998965263366699,0.11042380332946777,0.20834746956825256,0.12793660163879395,0.15163137018680573,0.11216598749160767,0.20326317846775055,0.12793660163879395,0.07700463384389877,0.18038401007652283,0.19695521891117096,0.21188822388648987,0.14483530819416046
or,0.33867141604423523,0.18295833468437195,0.2204224169254303,0.4174870550632477,0.27037349343299866,0.38921234011650085,0.3904624283313751,0.4174870550632477,0.23187343776226044,0.1818303018808365,0.3792596757411957,0.2669152021408081,0.32389625906944275
earlier,0.22624605894088745,0.18063202500343323,0.1491764485836029,0.26843780279159546,0.2102879136800766,0.29382309317588806,0.2679584324359894,0.26843780279159546,0.30330008268356323,0.23862801492214203,0.27635854482650757,0.12949305772781372,0.13306351006031036
",",0.3087472915649414,0.2448001652956009,0.31705740094184875,0.4933079481124878,0.2664267122745514,0.44245919585227966,0.34499165415763855,0.4933079481124878,0.34503069519996643,0.26185235381126404,0.4946078956127167,0.21812842786312103,0.31091248989105225
and,0.31309178471565247,0.2681863307952881,0.28026387095451355,0.5171257257461548,0.22851447761058807,0.48971283435821533,0.4286794066429138,0.5171257257461548,0.3167642652988434,0.21031536161899567,0.5116966962814331,0.22261030972003937,0.20544172823429108
joseph,0.20494906604290009,0.22634826600551605,0.35218968987464905,0.2251148819923401,0.14861875772476196,0.1829531341791153,0.1285429447889328,0.2251148819923401,0.21640700101852417,0.2660231590270996,0.20551647245883942,0.17987263202667236,0.08421234786510468
priestley,0.20325376093387604,0.17691774666309357,1.0000001192092896,0.21773852407932281,0.11173687875270844,0.2108820527791977,0.17476166784763336,0.21773852407932281,0.2066122144460678,0.28183066844940186,0.19561228156089783,0.3131166696548462,0.13982412219047546
in,0.30808621644973755,0.24152803421020508,0.20879624783992767,0.6662389636039734,0.16881313920021057,0.45010748505592346,0.33162933588027954,0.6662389636039734,0.4127444326877594,0.2801778018474579,0.5696388483047485,0.1672476977109909,0.20430970191955566
wiltshire,0.17611093819141388,0.13761186599731445,0.35008490085601807,0.21784710884094238,0.15228718519210815,0.1988699585199356,0.16198331117630005,0.21784710884094238,0.0952063500881195,0.14875581860542297,0.23697824776172638,0.13153305649757385,0.1399499475955963
",",0.3087472915649414,0.2448001652956009,0.31705740094184875,0.4933079481124878,0.2664267122745514,0.44245919585227966,0.34499165415763855,0.4933079481124878,0.34503069519996643,0.26185235381126404,0.4946078956127167,0.21812842786312103,0.31091248989105225
in,0.30808621644973755,0.24152803421020508,0.20879624783992767,0.6662389636039734,0.16881313920021057,0.45010748505592346,0.33162933588027954,0.6662389636039734,0.4127444326877594,0.2801778018474579,0.5696388483047485,0.1672476977109909,0.20430970191955566
1774,0.04774466156959534,0.08607026934623718,0.06343577802181244,0.11766370385885239,0.09607303142547607,0.0624525249004364,0.021347343921661377,0.11766370385885239,0.05330600589513779,0.04248366504907608,0.14446018636226654,0.08786603808403015,0.07276970893144608
",",0.3087472915649414,0.2448001652956009,0.31705740094184875,0.4933079481124878,0.2664267122745514,0.44245919585227966,0.34499165415763855,0.4933079481124878,0.34503069519996643,0.26185235381126404,0.4946078956127167,0.21812842786312103,0.31091248989105225
but,0.5029441118240356,0.2679053843021393,0.16600953042507172,0.4859698414802551,0.3453397750854492,0.5542377829551697,0.5142694115638733,0.4859698414802551,0.34309494495391846,0.23222897946834564,0.39942997694015503,0.262522429227829,0.27921953797340393
priestley,0.20325376093387604,0.17691774666309357,1.0000001192092896,0.21773852407932281,0.11173687875270844,0.2108820527791977,0.17476166784763336,0.21773852407932281,0.2066122144460678,0.28183066844940186,0.19561228156089783,0.3131166696548462,0.13982412219047546
is,0.28837618231773376,0.23022860288619995,0.1603458970785141,0.5823672413825989,0.15920500457286835,0.42745086550712585,0.4445112943649292,0.5823672413825989,0.30889374017715454,0.21262536942958832,0.4854315221309662,0.21825239062309265,0.22961433231830597
often,0.3849453330039978,0.18424221873283386,0.230787992477417,0.38004449009895325,0.2007165104150772,0.4351843297481537,0.46722131967544556,0.38004449009895325,0.26239994168281555,0.16941919922828674,0.3351972997188568,0.27292680740356445,0.23748154938220978
given,0.21883496642112732,0.5501787066459656,0.23030903935432434,0.37508252263069153,0.33766764402389526,0.3428947925567627,0.30842316150665283,0.37508252263069153,0.29456719756126404,0.261394739151001,0.39388060569763184,0.2006402611732483,0.2570464313030243
priority,0.3652358651161194,0.1420653760433197,0.12828810513019562,0.2734284996986389,0.35976576805114746,0.2584436535835266,0.2801967263221741,0.2734284996986389,0.19681410491466522,0.0792592465877533,0.2623784840106964,0.25172334909439087,0.2980290353298187
because,0.46729007363319397,0.3142220079898834,0.2013966292142868,0.44596394896507263,0.32702046632766724,0.5166091918945312,0.5229522585868835,0.44596394896507263,0.314182847738266,0.2288024127483368,0.4075504541397095,0.28859952092170715,0.2528740465641022
his,0.26976513862609863,0.35753533244132996,0.23296187818050385,0.4394008219242096,0.24642159044742584,0.3715193271636963,0.34421810507774353,0.4394008219242096,0.3241460621356964,0.18428096175193787,0.38364991545677185,0.1720821112394333,0.18075084686279297
work,0.3762225806713104,0.15839026868343353,0.2395932823419571,0.2704800069332123,0.2085387110710144,0.3482864499092102,0.33208826184272766,0.2704800069332123,0.24996063113212585,0.23483385145664215,0.23473061621189117,0.20575018227100372,0.2621155381202698
was,0.22111038863658905,0.42201077938079834,0.2731526494026184,0.48711544275283813,0.15881295502185822,0.3636345863342285,0.5201660394668579,0.48711544275283813,0.5022147297859192,0.3177400529384613,0.4069072902202606,0.16070082783699036,0.18412111699581146
published,0.20457668602466583,0.18954598903656006,0.2152271568775177,0.22017472982406616,0.20797443389892578,0.12403073906898499,0.17447856068611145,0.22017472982406616,0.3122035264968872,0.2625431418418884,0.23023100197315216,0.020142076537013054,0.16280238330364227
first,0.28086137771606445,0.25189340114593506,0.2066122144460678,0.49448907375335693,0.1845342218875885,0.3792489171028137,0.3338102698326111,0.49448907375335693,1.0,0.27240344882011414,0.3536086082458496,0.17370176315307617,0.18701928853988647
.,0.3567904531955719,0.29957500100135803,0.24535804986953735,0.5934505462646484,0.24773532152175903,0.4645031690597534,0.35574623942375183,0.5934505462646484,0.4345304071903229,0.23523737490177155,0.5352458953857422,0.2554275095462799,0.4130953550338745
