,how,many,bodies,did,public,health,england,exhume,?
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.34736719727516174,0.22857438027858734,0.2340974360704422,0.28280043601989746,0.34963110089302063,0.22068053483963013
clerkenwell,0.20367130637168884,0.2527191936969757,0.23707278072834015,0.21421130001544952,0.2926594614982605,0.1930992305278778,0.48125213384628296,0.37835693359375,0.16703441739082336
area,0.17030490934848785,0.2414858043193817,0.17968779802322388,0.14067986607551575,0.21272097527980804,0.1834241896867752,0.2232169210910797,0.29750367999076843,0.12640461325645447
of,0.2480744868516922,0.37253960967063904,0.2732889950275421,0.2513895630836487,0.2391265481710434,0.28076469898223877,0.24624483287334442,0.3313715159893036,0.1826142966747284
london,0.1765858680009842,0.20719969272613525,0.17518526315689087,0.25170615315437317,0.26039934158325195,0.1760529726743698,0.4936862885951996,0.2686970829963684,0.11278104782104492
",",0.22659391164779663,0.40610817074775696,0.22888998687267303,0.3015086054801941,0.2588968276977539,0.2331448197364807,0.2732875645160675,0.36892855167388916,0.31091248989105225
as,0.33782753348350525,0.4070141911506653,0.24729733169078827,0.3596470057964325,0.2423635572195053,0.22845706343650818,0.20793095231056213,0.2788904011249542,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.24594558775424957,0.4341743588447571,0.25628796219825745,0.22410662472248077,0.21399067342281342,0.2518167793750763,0.24815571308135986
as,0.33782753348350525,0.4070141911506653,0.24729733169078827,0.3596470057964325,0.2423635572195053,0.22845706343650818,0.20793095231056213,0.2788904011249542,0.27043893933296204
of,0.2480744868516922,0.37253960967063904,0.2732889950275421,0.2513895630836487,0.2391265481710434,0.28076469898223877,0.24624483287334442,0.3313715159893036,0.1826142966747284
wills,0.23921997845172882,0.23571105301380157,0.17430433630943298,0.22333984076976776,0.2846130430698395,0.23339702188968658,0.3085882067680359,0.33395299315452576,0.18967214226722717
registered,0.19916783273220062,0.22357608377933502,0.14325284957885742,0.20157569646835327,0.27719658613204956,0.13795092701911926,0.19119222462177277,0.17590990662574768,0.24155336618423462
in,0.2601168751716614,0.41474202275276184,0.2551804780960083,0.2593238651752472,0.29074716567993164,0.2500189542770386,0.33311840891838074,0.33615076541900635,0.20430970191955566
london,0.1765858680009842,0.20719969272613525,0.17518526315689087,0.25170615315437317,0.26039934158325195,0.1760529726743698,0.4936862885951996,0.2686970829963684,0.11278104782104492
during,0.26830652356147766,0.3661181330680847,0.18448501825332642,0.30679523944854736,0.20130407810211182,0.19189253449440002,0.23691093921661377,0.2730483412742615,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.34736719727516174,0.22857438027858734,0.2340974360704422,0.28280043601989746,0.34963110089302063,0.22068053483963013
period,0.22695960104465485,0.23770453035831451,0.18499907851219177,0.1760309934616089,0.12481942027807236,0.12924468517303467,0.214773491024971,0.17595650255680084,0.18706195056438446
",",0.22659391164779663,0.40610817074775696,0.22888998687267303,0.3015086054801941,0.2588968276977539,0.2331448197364807,0.2732875645160675,0.36892855167388916,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.3019085228443146,0.2750149369239807,0.2544276714324951,0.23529647290706635,0.24747401475906372,0.2926194369792938,0.25814583897590637
supported,0.18413317203521729,0.2726788818836212,0.1360955536365509,0.3048703968524933,0.2057400494813919,0.1892119199037552,0.14301641285419464,0.1817835569381714,0.11593948304653168
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.34736719727516174,0.22857438027858734,0.2340974360704422,0.28280043601989746,0.34963110089302063,0.22068053483963013
pneumonic,0.10489260405302048,0.23311568796634674,0.14430658519268036,0.13177379965782166,0.24087868630886078,0.33510932326316833,0.13764382898807526,0.26351603865623474,0.1488465815782547
hypothesis,0.27353405952453613,0.1645427942276001,0.21940888464450836,0.18737025558948517,0.1023876965045929,0.17506231367588043,0.11512501537799835,0.19318510591983795,0.20027662813663483
.,0.3287222981452942,0.3974229395389557,0.253254771232605,0.35288307070732117,0.21888655424118042,0.25832483172416687,0.31012484431266785,0.30698516964912415,0.4130953550338745
