,what,popular,phrase,is,associated,with,the,doctor,who,series,?
),0.26259949803352356,0.12320902198553085,0.15543586015701294,0.37732169032096863,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.1509941965341568,0.2457384318113327,0.20434704422950745,0.42300865054130554
the,0.42745697498321533,0.2724021077156067,0.25180333852767944,0.5823672413825989,0.2742886245250702,0.4223487675189972,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
sofa,0.123641736805439,0.2117747664451599,0.13269037008285522,0.21208639442920685,0.19164197146892548,0.18306607007980347,0.21031342446804047,0.10834526270627975,0.1817593276500702,0.1526394486427307,0.2114148586988449
'',0.08143015950918198,-0.04108109325170517,0.04934220016002655,0.0793738141655922,0.08694363385438919,0.07907696813344955,0.041273195296525955,0.06782495975494385,0.024401003494858742,-0.014226003549993038,0.018684765323996544
entered,0.14647741615772247,0.17078052461147308,0.1719970554113388,0.14814211428165436,0.1863071769475937,0.1989462971687317,0.3258282542228699,0.16563798487186432,0.14767324924468994,0.10312297195196152,0.10335487127304077
british,0.19255435466766357,0.19748739898204803,0.08551276475191116,0.19484983384609222,0.1263081282377243,0.1637800633907318,0.28973397612571716,0.19140693545341492,0.2666113078594208,0.2473444640636444,0.09711728990077972
pop,0.23378118872642517,0.35301506519317627,0.19328376650810242,0.18564045429229736,0.1180613785982132,0.21642902493476868,0.2091527134180069,0.07164871692657471,0.15052729845046997,0.16269005835056305,0.16677013039588928
culture,0.22475376725196838,0.38051751255989075,0.259469598531723,0.22229626774787903,0.17754212021827698,0.13572028279304504,0.27157285809516907,0.10851340740919113,0.13897232711315155,0.12906087934970856,0.13093146681785583
",",0.3087472915649414,0.2819201350212097,0.1876024752855301,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
signifying,0.26188236474990845,0.133003830909729,0.36107519268989563,0.23521730303764343,0.3219486176967621,0.39173102378845215,0.38611939549446106,0.17997919023036957,0.17766542732715607,0.16033992171287537,0.24377988278865814
in,0.30808621644973755,0.3157482445240021,0.18596138060092926,0.5394441485404968,0.23328746855258942,0.4080928862094879,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.2914260923862457,0.20430970191955566
humour,0.3198086619377136,0.25867730379104614,0.29714614152908325,0.21619415283203125,0.18898612260818481,0.2533271610736847,0.23321682214736938,0.21095547080039978,0.16229315102100372,0.28283533453941345,0.25511565804481506
the,0.42745697498321533,0.2724021077156067,0.25180333852767944,0.5823672413825989,0.2742886245250702,0.4223487675189972,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
stereotypical,0.3172561824321747,0.3159438371658325,0.23818302154541016,0.23724417388439178,0.21696802973747253,0.1892448216676712,0.22238115966320038,0.21023041009902954,0.3654627203941345,0.25213325023651123,0.158721923828125
early-series,0.21746985614299774,0.3200163245201111,0.169477179646492,0.2447023093700409,0.214313805103302,0.2134118676185608,0.4140894114971161,0.21515977382659912,0.24450774490833282,0.7635002732276917,0.2030973881483078
behaviour,0.3885602355003357,0.10754945874214172,0.27896052598953247,0.19106417894363403,0.16451090574264526,0.17502978444099426,0.2349986881017685,0.07030871510505676,0.2532918453216553,0.172417551279068,0.22483104467391968
of,0.33290785551071167,0.25281813740730286,0.17365479469299316,0.4854315221309662,0.3077163100242615,0.41827285289764404,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.1826142966747284
children,0.22469459474086761,0.2173844575881958,0.0940324068069458,0.15495672821998596,0.052742328494787216,0.1656617969274521,0.15654058754444122,0.2198420912027359,0.344171404838562,0.24287088215351105,0.21788206696510315
who,0.40942975878715515,0.23977619409561157,0.17517714202404022,0.24293622374534607,0.1752842664718628,0.3282766342163086,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.21484537422657013,0.26220351457595825
wanted,0.3579951524734497,0.2799901068210602,0.161427304148674,0.2058091163635254,0.09914818406105042,0.22451245784759521,0.3011050522327423,0.18042731285095215,0.38630297780036926,0.13588504493236542,0.24342651665210724
to,0.455847829580307,0.20657874643802643,0.24900448322296143,0.42745086550712585,0.2648659348487854,0.4239959120750427,0.535392165184021,0.22950075566768646,0.42656609416007996,0.19879554212093353,0.29463258385658264
avoid,0.2615243196487427,0.11337690055370331,0.2901175618171692,0.2189902514219284,0.23820804059505463,0.27490565180778503,0.24833035469055176,0.10611330717802048,0.14522388577461243,0.1595606803894043,0.26885488629341125
seeing,0.4082770347595215,0.15404874086380005,0.1828857958316803,0.17335188388824463,0.1885354369878769,0.3415285646915436,0.2316836714744568,0.2130993753671646,0.3402234613895416,0.15201672911643982,0.3295612037181854
frightening,0.3916068971157074,0.22118747234344482,0.2653324007987976,0.1714666485786438,0.16545718908309937,0.16209541261196136,0.25499287247657776,0.26848337054252625,0.30521059036254883,0.21553577482700348,0.20534367859363556
parts,0.3415631353855133,0.2362215220928192,0.14516369998455048,0.330430269241333,0.17435941100120544,0.28090205788612366,0.4042440354824066,0.14057643711566925,0.197968527674675,0.1799236685037613,0.12310896813869476
of,0.33290785551071167,0.25281813740730286,0.17365479469299316,0.4854315221309662,0.3077163100242615,0.41827285289764404,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.1826142966747284
a,0.3320399522781372,0.2756339907646179,0.2889547646045685,0.658733606338501,0.22056666016578674,0.3783375024795532,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.23966510593891144,0.23916715383529663
television,0.19838058948516846,0.27535468339920044,0.16304929554462433,0.21374565362930298,0.12343385070562363,0.17469868063926697,0.24569597840309143,0.31410008668899536,0.2515988349914551,0.6111506819725037,0.16825827956199646
programme,0.1876801699399948,0.25654828548431396,0.1308751106262207,0.20126456022262573,0.12386202812194824,0.15398411452770233,0.23601844906806946,0.2561369240283966,0.2317163497209549,0.300445556640625,0.139840766787529
while,0.35511791706085205,0.19557757675647736,0.1784168928861618,0.2713196575641632,0.19590993225574493,0.4426766335964203,0.39804592728614807,0.15308386087417603,0.4068111777305603,0.18285712599754333,0.21076419949531555
remaining,0.21802754700183868,0.14601877331733704,0.09360872954130173,0.24525704979896545,0.18570496141910553,0.2814246416091919,0.45105910301208496,0.059269726276397705,0.2595963180065155,0.183943510055542,0.16961920261383057
in,0.30808621644973755,0.3157482445240021,0.18596138060092926,0.5394441485404968,0.23328746855258942,0.4080928862094879,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.2914260923862457,0.20430970191955566
the,0.42745697498321533,0.2724021077156067,0.25180333852767944,0.5823672413825989,0.2742886245250702,0.4223487675189972,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
room,0.22132179141044617,0.13099367916584015,0.15657725930213928,0.21233920753002167,0.044479772448539734,0.27120691537857056,0.2031363844871521,0.16876311600208282,0.2733173370361328,0.17367883026599884,0.1769251674413681
to,0.455847829580307,0.20657874643802643,0.24900448322296143,0.42745086550712585,0.2648659348487854,0.4239959120750427,0.535392165184021,0.22950075566768646,0.42656609416007996,0.19879554212093353,0.29463258385658264
watch,0.2853691279888153,0.2207792103290558,0.16908185184001923,0.17685918509960175,0.11865513771772385,0.20803764462471008,0.24077482521533966,0.16405752301216125,0.23645752668380737,0.21369193494319916,0.2568144202232361
the,0.42745697498321533,0.2724021077156067,0.25180333852767944,0.5823672413825989,0.2742886245250702,0.4223487675189972,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
remainder,0.16447044909000397,0.11231392621994019,0.17625707387924194,0.22131145000457764,0.11569973081350327,0.2313999980688095,0.3679514229297638,0.10143683105707169,0.1671915501356125,0.1970277577638626,0.13579487800598145
of,0.33290785551071167,0.25281813740730286,0.17365479469299316,0.4854315221309662,0.3077163100242615,0.41827285289764404,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.1826142966747284
it,0.45803478360176086,0.29535067081451416,0.28289806842803955,0.6328473687171936,0.141479954123497,0.3369046747684479,0.6251175999641418,0.24568085372447968,0.2868398427963257,0.20531252026557922,0.25732165575027466
.,0.3567904531955719,0.2864297032356262,0.22462844848632812,0.4569662809371948,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.4130953550338745
