,when,did,the,general,conference,go,on,record,in,support,of,the,work,of,the,religious,coalition,for,reproductive,choice,?
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2157215178012848,0.1375192254781723,0.24019409716129303,0.3848365545272827,0.2588478624820709,0.539380669593811,0.2484646886587143,0.5052502155303955,0.5829201340675354,0.266241192817688,0.5052502155303955,0.5829201340675354,0.23162008821964264,0.1769750714302063,0.44038116931915283,0.2343113124370575,0.2913992404937744,0.23916715383529663
founding,0.1720808744430542,0.17075413465499878,0.34138360619544983,0.1946788728237152,0.24825596809387207,0.07209314405918121,0.1928575485944748,0.25956621766090393,0.2295561581850052,0.18180643022060394,0.3665546774864197,0.34138360619544983,0.22258439660072327,0.3665546774864197,0.34138360619544983,0.23785866796970367,0.2923750579357147,0.2556380331516266,0.14145007729530334,0.12629005312919617,0.1416333168745041
member,0.1946450024843216,0.16698363423347473,0.2806392312049866,0.1539999097585678,0.23268674314022064,0.06058960035443306,0.1643621176481247,0.20208296179771423,0.20856694877147675,0.1977282017469406,0.2701796889305115,0.2806392312049866,0.16694512963294983,0.2701796889305115,0.2806392312049866,0.11464270949363708,0.31585362553596497,0.2718653976917267,0.12783248722553253,0.1188305988907814,0.06826172769069672
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.28352999687194824,0.19579021632671356,0.21881330013275146,0.3966929316520691,0.19289259612560272,0.5696388483047485,0.2307697981595993,1.0,0.733189046382904,0.23473061621189117,1.0,0.733189046382904,0.2958606779575348,0.2811764180660248,0.4185989499092102,0.2793607711791992,0.23419108986854553,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.29801803827285767,0.5107308030128479,0.23569516837596893,0.6662389636039734,0.22984638810157776,0.733189046382904,1.0,0.2704800069332123,0.733189046382904,1.0,0.22950971126556396,0.27709540724754333,0.4739971458911896,0.260206013917923,0.2640603482723236,0.22068053483963013
religious,0.16523101925849915,0.2198762446641922,0.22950971126556396,0.1812218874692917,0.14293843507766724,0.11008364707231522,0.16059501469135284,0.12178457528352737,0.24099457263946533,0.21854299306869507,0.2958606779575348,0.22950971126556396,0.2073901891708374,0.2958606779575348,0.22950971126556396,0.9999998807907104,0.282785028219223,0.21258823573589325,0.2209559679031372,0.180101215839386,0.15727058053016663
coalition,0.2245868444442749,0.14018109440803528,0.27709540724754333,0.2936413288116455,0.27303871512413025,0.08080081641674042,0.19180023670196533,0.0584392324090004,0.21407485008239746,0.2952691316604614,0.2811764180660248,0.27709540724754333,0.1523885577917099,0.2811764180660248,0.27709540724754333,0.282785028219223,1.0000001192092896,0.19586047530174255,0.162344828248024,0.19404904544353485,0.13521195948123932
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.23497237265110016,0.21981438994407654,0.2588973641395569,0.36199691891670227,0.24185582995414734,0.4322226941585541,0.3156939148902893,0.4185989499092102,0.4739971458911896,0.4087657630443573,0.4185989499092102,0.4739971458911896,0.21258823573589325,0.19586047530174255,0.9999999403953552,0.25540950894355774,0.3722393810749054,0.264628142118454
reproductive,0.209416463971138,0.1630363166332245,0.260206013917923,0.13971363008022308,0.11916700005531311,0.14639858901500702,0.15628913044929504,0.14881470799446106,0.20040473341941833,0.23051215708255768,0.2793607711791992,0.260206013917923,0.28603091835975647,0.2793607711791992,0.260206013917923,0.2209559679031372,0.162344828248024,0.25540950894355774,0.9999999403953552,0.2269890159368515,0.25456109642982483
choice,0.2175436168909073,0.27128803730010986,0.2640603482723236,0.19798453152179718,0.2136252075433731,0.23275989294052124,0.2439001500606537,0.11649864166975021,0.18258674442768097,0.22656841576099396,0.23419108986854553,0.2640603482723236,0.24791839718818665,0.23419108986854553,0.2640603482723236,0.180101215839386,0.19404904544353485,0.3722393810749054,0.2269890159368515,1.0000001192092896,0.28709158301353455
...,0.017524629831314087,0.04458035156130791,0.04743409901857376,0.007010192610323429,0.12271133065223694,-0.029628539457917213,-0.04269740730524063,0.009877942502498627,0.17783419787883759,-0.01695595681667328,0.15639884769916534,0.04743409901857376,0.15878307819366455,0.15639884769916534,0.04743409901857376,0.11866815388202667,0.0010964537505060434,0.03104333020746708,0.15144281089305878,-0.003269620705395937,-0.07163430005311966
[,0.07002913951873779,0.030549485236406326,0.07130392640829086,-0.04363008961081505,0.13581225275993347,0.12408285588026047,0.2087296098470688,0.1872158944606781,0.12324675917625427,0.07601126283407211,0.010817250236868858,0.07130392640829086,0.11210469901561737,0.010817250236868858,0.07130392640829086,0.053396034985780716,0.06061524897813797,0.10575617104768753,-0.0768173411488533,0.042690958827733994,0.011015460826456547
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.25860127806663513,0.21613861620426178,0.35260969400405884,0.4077630043029785,0.23470573127269745,0.4954058527946472,0.25609129667282104,0.5116966962814331,0.5171257257461548,0.37551814317703247,0.5116966962814331,0.5171257257461548,0.30280056595802307,0.279930055141449,0.5064792633056641,0.284058541059494,0.19819556176662445,0.20544172823429108
],-0.0009315960924141109,0.024806415662169456,-0.04779602214694023,-0.03892894089221954,-0.039335936307907104,-0.095278300344944,-0.008521610870957375,-0.04322274774312973,-0.1088862195611,-0.005075645633041859,-0.035044461488723755,-0.04779602214694023,-0.02912214584648609,-0.035044461488723755,-0.04779602214694023,-0.0823323205113411,-0.013870893977582455,-0.023346275091171265,0.04162653908133507,0.016552075743675232,-0.0022520492784678936
2008,-0.08004710078239441,-0.07680223137140274,-0.06530369818210602,-0.0002837306819856167,0.05192555859684944,-0.10729876160621643,-0.0002816536871250719,0.030169371515512466,-0.0422978475689888,-0.03408290445804596,-0.10678710788488388,-0.06530369818210602,-0.13047295808792114,-0.10678710788488388,-0.06530369818210602,-0.03199603781104088,0.1442672312259674,-0.018520493060350418,-0.12488473951816559,-0.007614703383296728,-0.09852470457553864
general,0.20438088476657867,0.19499315321445465,0.28634732961654663,1.0000001192092896,0.17838294804096222,0.1271347850561142,0.18019753694534302,0.06800749897956848,0.259066641330719,0.202564537525177,0.28352999687194824,0.28634732961654663,0.1791238635778427,0.28352999687194824,0.28634732961654663,0.1812218874692917,0.2936413288116455,0.23497237265110016,0.13971363008022308,0.19798453152179718,0.1972234547138214
conference,0.17740283906459808,0.1365220993757248,0.25393402576446533,0.17838294804096222,0.9999999403953552,0.17366892099380493,0.1731710135936737,0.13679690659046173,0.2199791669845581,0.1667138934135437,0.19579021632671356,0.25393402576446533,0.1315453201532364,0.19579021632671356,0.25393402576446533,0.14293843507766724,0.27303871512413025,0.21981438994407654,0.11916700005531311,0.2136252075433731,0.11172781884670258
[,0.07002913951873779,0.030549485236406326,0.07130392640829086,-0.04363008961081505,0.13581225275993347,0.12408285588026047,0.2087296098470688,0.1872158944606781,0.12324675917625427,0.07601126283407211,0.010817250236868858,0.07130392640829086,0.11210469901561737,0.010817250236868858,0.07130392640829086,0.053396034985780716,0.06061524897813797,0.10575617104768753,-0.0768173411488533,0.042690958827733994,0.011015460826456547
went,0.262430876493454,0.4810470640659332,0.3345835506916046,0.11357397586107254,0.11029478907585144,0.5282619595527649,0.29989129304885864,0.18616439402103424,0.30470821261405945,0.1900005042552948,0.2527906000614166,0.3345835506916046,0.23569436371326447,0.2527906000614166,0.3345835506916046,0.131804957985878,0.16417652368545532,0.26803430914878845,0.08043616265058517,0.10927794873714447,0.12109432369470596
],-0.0009315960924141109,0.024806415662169456,-0.04779602214694023,-0.03892894089221954,-0.039335936307907104,-0.095278300344944,-0.008521610870957375,-0.04322274774312973,-0.1088862195611,-0.005075645633041859,-0.035044461488723755,-0.04779602214694023,-0.02912214584648609,-0.035044461488723755,-0.04779602214694023,-0.0823323205113411,-0.013870893977582455,-0.023346275091171265,0.04162653908133507,0.016552075743675232,-0.0022520492784678936
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.18019753694534302,0.1731710135936737,0.23738256096839905,0.9999999403953552,0.24107255041599274,0.46853652596473694,0.26417678594589233,0.3966929316520691,0.5107308030128479,0.26663315296173096,0.3966929316520691,0.5107308030128479,0.16059501469135284,0.19180023670196533,0.36199691891670227,0.15628913044929504,0.2439001500606537,0.2714994251728058
record,0.20779715478420258,0.20556741952896118,0.23569516837596893,0.06800749897956848,0.13679690659046173,0.14500108361244202,0.24107255041599274,1.0,0.23162534832954407,0.09343034774065018,0.19289259612560272,0.23569516837596893,0.1589679718017578,0.19289259612560272,0.23569516837596893,0.12178457528352737,0.0584392324090004,0.24185582995414734,0.14881470799446106,0.11649864166975021,0.14407116174697876
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.259066641330719,0.2199791669845581,0.22233200073242188,0.46853652596473694,0.23162534832954407,1.0,0.17618270218372345,0.5696388483047485,0.6662389636039734,0.2753349542617798,0.5696388483047485,0.6662389636039734,0.24099457263946533,0.21407485008239746,0.4322226941585541,0.20040473341941833,0.18258674442768097,0.20430970191955566
support,0.19993360340595245,0.2911772131919861,0.22984638810157776,0.202564537525177,0.1667138934135437,0.20243436098098755,0.26417678594589233,0.09343034774065018,0.17618270218372345,1.0000001192092896,0.2307697981595993,0.22984638810157776,0.3015843629837036,0.2307697981595993,0.22984638810157776,0.21854299306869507,0.2952691316604614,0.3156939148902893,0.23051215708255768,0.22656841576099396,0.22626608610153198
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.28352999687194824,0.19579021632671356,0.21881330013275146,0.3966929316520691,0.19289259612560272,0.5696388483047485,0.2307697981595993,1.0,0.733189046382904,0.23473061621189117,1.0,0.733189046382904,0.2958606779575348,0.2811764180660248,0.4185989499092102,0.2793607711791992,0.23419108986854553,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.29801803827285767,0.5107308030128479,0.23569516837596893,0.6662389636039734,0.22984638810157776,0.733189046382904,1.0,0.2704800069332123,0.733189046382904,1.0,0.22950971126556396,0.27709540724754333,0.4739971458911896,0.260206013917923,0.2640603482723236,0.22068053483963013
work,0.2500542998313904,0.336654931306839,0.2704800069332123,0.1791238635778427,0.1315453201532364,0.27009254693984985,0.26663315296173096,0.1589679718017578,0.2753349542617798,0.3015843629837036,0.23473061621189117,0.2704800069332123,1.0,0.23473061621189117,0.2704800069332123,0.2073901891708374,0.1523885577917099,0.4087657630443573,0.28603091835975647,0.24791839718818665,0.2621155381202698
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.28352999687194824,0.19579021632671356,0.21881330013275146,0.3966929316520691,0.19289259612560272,0.5696388483047485,0.2307697981595993,1.0,0.733189046382904,0.23473061621189117,1.0,0.733189046382904,0.2958606779575348,0.2811764180660248,0.4185989499092102,0.2793607711791992,0.23419108986854553,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.29801803827285767,0.5107308030128479,0.23569516837596893,0.6662389636039734,0.22984638810157776,0.733189046382904,1.0,0.2704800069332123,0.733189046382904,1.0,0.22950971126556396,0.27709540724754333,0.4739971458911896,0.260206013917923,0.2640603482723236,0.22068053483963013
religious,0.16523101925849915,0.2198762446641922,0.22950971126556396,0.1812218874692917,0.14293843507766724,0.11008364707231522,0.16059501469135284,0.12178457528352737,0.24099457263946533,0.21854299306869507,0.2958606779575348,0.22950971126556396,0.2073901891708374,0.2958606779575348,0.22950971126556396,0.9999998807907104,0.282785028219223,0.21258823573589325,0.2209559679031372,0.180101215839386,0.15727058053016663
coalition,0.2245868444442749,0.14018109440803528,0.27709540724754333,0.2936413288116455,0.27303871512413025,0.08080081641674042,0.19180023670196533,0.0584392324090004,0.21407485008239746,0.2952691316604614,0.2811764180660248,0.27709540724754333,0.1523885577917099,0.2811764180660248,0.27709540724754333,0.282785028219223,1.0000001192092896,0.19586047530174255,0.162344828248024,0.19404904544353485,0.13521195948123932
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.23497237265110016,0.21981438994407654,0.2588973641395569,0.36199691891670227,0.24185582995414734,0.4322226941585541,0.3156939148902893,0.4185989499092102,0.4739971458911896,0.4087657630443573,0.4185989499092102,0.4739971458911896,0.21258823573589325,0.19586047530174255,0.9999999403953552,0.25540950894355774,0.3722393810749054,0.264628142118454
reproductive,0.209416463971138,0.1630363166332245,0.260206013917923,0.13971363008022308,0.11916700005531311,0.14639858901500702,0.15628913044929504,0.14881470799446106,0.20040473341941833,0.23051215708255768,0.2793607711791992,0.260206013917923,0.28603091835975647,0.2793607711791992,0.260206013917923,0.2209559679031372,0.162344828248024,0.25540950894355774,0.9999999403953552,0.2269890159368515,0.25456109642982483
choice,0.2175436168909073,0.27128803730010986,0.2640603482723236,0.19798453152179718,0.2136252075433731,0.23275989294052124,0.2439001500606537,0.11649864166975021,0.18258674442768097,0.22656841576099396,0.23419108986854553,0.2640603482723236,0.24791839718818665,0.23419108986854553,0.2640603482723236,0.180101215839386,0.19404904544353485,0.3722393810749054,0.2269890159368515,1.0000001192092896,0.28709158301353455
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,0.022419413551688194,-0.10255923867225647,-0.060829803347587585,0.04238596186041832,0.02386629767715931,0.07432962208986282,-0.07696317136287689,0.13035868108272552,0.041273195296525955,-0.0059536839835345745,0.13035868108272552,0.041273195296525955,0.07026614248752594,0.0006562845665030181,-0.04479556903243065,-0.08307156711816788,-0.054999493062496185,0.018684765323996544
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2929490804672241,0.1982354372739792,0.3313661813735962,0.49257001280784607,0.2186054140329361,0.5591574311256409,0.2751289904117584,0.5352458953857422,0.5934505462646484,0.33121398091316223,0.5352458953857422,0.5934505462646484,0.23880675435066223,0.20060032606124878,0.4726039469242096,0.2838887870311737,0.26803040504455566,0.4130953550338745
