,how,much,did,westinghouse,pay,to,license,tesla,'s,designs,?
westinghouse,0.1836739182472229,0.1912594586610794,0.1608617752790451,0.9999999403953552,0.19123296439647675,0.22176946699619293,0.24235700070858002,0.35764777660369873,-0.008012998849153519,0.2627469599246979,0.17307911813259125
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.25690075755119324,0.24382255971431732,0.4451248347759247,0.19358643889427185,0.13983871042728424,-0.07241261005401611,0.2035476267337799,0.264628142118454
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.35764777660369873,0.2275732159614563,0.17548894882202148,0.16465908288955688,0.9999999403953552,0.06449045985937119,0.2896032929420471,0.10250775516033173
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,-0.008012998849153519,0.11794386804103851,0.03782717138528824,-0.011475730687379837,0.06449045985937119,0.9999999403953552,0.024634940549731255,-0.023395681753754616
polyphase,0.22344638407230377,0.2141583412885666,0.13229048252105713,0.18242128193378448,0.07578419148921967,0.23403988778591156,0.15719808638095856,0.148346409201622,0.03215567767620087,0.2874329686164856,0.13757970929145813
induction,0.26012441515922546,0.19919836521148682,0.09851984679698944,0.3256383240222931,0.12507346272468567,0.19430816173553467,0.2045593112707138,0.3487966060638428,-0.0047057378105819225,0.23562374711036682,0.1510571390390396
motor,0.1877703219652176,0.1831108033657074,0.13840025663375854,0.3054238557815552,0.19903795421123505,0.2615114748477936,0.1932903230190277,0.3617369830608368,0.061700910329818726,0.2717253267765045,0.0637441948056221
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.2865493595600128,0.2487477958202362,0.48971283435821533,0.17496050894260406,0.19560420513153076,0.06895173341035843,0.24024057388305664,0.20544172823429108
transformer,0.24522832036018372,0.2148897498846054,0.05910522863268852,0.3070892095565796,0.129293292760849,0.18850870430469513,0.14150086045265198,0.2919376790523529,0.007934041321277618,0.26315340399742126,0.10542736202478409
designs,0.23397183418273926,0.26756784319877625,0.20797550678253174,0.2627469599246979,0.12846910953521729,0.23496179282665253,0.23440785706043243,0.2896032929420471,0.024634940549731255,1.0,0.12927207350730896
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.25690075755119324,0.24382255971431732,0.4451248347759247,0.19358643889427185,0.13983871042728424,-0.07241261005401611,0.2035476267337799,0.264628142118454
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.1781255006790161,0.42342352867126465,0.22282108664512634,0.1829267293214798,0.23458653688430786,0.03734852001070976,0.1510019749403,0.2786129117012024
"60,000",-0.03585689514875412,-0.16812030971050262,-0.042426615953445435,-0.10001513361930847,-0.06888844817876816,0.0135488361120224,-0.0541178360581398,-0.03314570337533951,-0.04772862046957016,-0.10778839141130447,0.017969369888305664
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.2579890191555023,0.14415781199932098,0.45010748505592346,0.15557733178138733,0.17097744345664978,-0.037580832839012146,0.18954916298389435,0.20430970191955566
cash,0.2096092700958252,0.2541382610797882,0.18680845201015472,0.2336149513721466,0.3932745158672333,0.21293103694915771,0.15339310467243195,0.21231217682361603,0.07478693872690201,0.16271840035915375,0.19009602069854736
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.2865493595600128,0.2487477958202362,0.48971283435821533,0.17496050894260406,0.19560420513153076,0.06895173341035843,0.24024057388305664,0.20544172823429108
stock,0.15051712095737457,0.17573067545890808,0.0815865769982338,0.27284663915634155,0.15567445755004883,0.18901140987873077,0.1392337679862976,0.17497079074382782,0.04237721487879753,0.17848338186740875,0.14784406125545502
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.2865493595600128,0.2487477958202362,0.48971283435821533,0.17496050894260406,0.19560420513153076,0.06895173341035843,0.24024057388305664,0.20544172823429108
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.25513118505477905,0.1940600425004959,0.45503583550453186,0.16238512098789215,0.2211925983428955,0.04866964742541313,0.22853662073612213,0.23916715383529663
royalty,0.14307795464992523,0.15598542988300323,0.16705602407455444,0.23174773156642914,0.24528758227825165,0.1634354591369629,0.27175000309944153,0.19688311219215393,0.0698484480381012,0.16396930813789368,0.17703236639499664
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.28119996190071106,0.1583462655544281,0.41548454761505127,0.1283414661884308,0.18837453424930573,-0.03817026689648628,0.2253444343805313,0.1826142966747284
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.1781255006790161,0.42342352867126465,0.22282108664512634,0.1829267293214798,0.23458653688430786,0.03734852001070976,0.1510019749403,0.2786129117012024
2.50,-0.27730685472488403,-0.21947143971920013,-0.19621486961841583,-0.25097405910491943,-0.19976568222045898,-0.25685203075408936,-0.221461683511734,-0.1272410899400711,0.007366727106273174,-0.16335012018680573,-0.2835139334201813
per,0.2243444174528122,0.264721542596817,0.14237605035305023,0.13784749805927277,0.4112613797187805,0.2519395351409912,0.10591113567352295,0.2078201323747635,0.06270148605108261,0.07388494163751602,0.22323818504810333
ac,0.11219378560781479,0.12022420018911362,0.08334841579198837,0.2760004699230194,0.11936601251363754,0.13302072882652283,0.1475817710161209,0.31766265630722046,0.040544040501117706,0.1592840701341629,0.19071458280086517
horsepower,0.27074307203292847,0.37223589420318604,0.21618662774562836,0.31094062328338623,0.25070399045944214,0.22667735815048218,0.22802147269248962,0.42120325565338135,0.049543026834726334,0.3749105632305145,0.2179865539073944
produced,0.17719948291778564,0.19405204057693481,0.16971632838249207,0.30717894434928894,0.19883784651756287,0.16305041313171387,0.14592857658863068,0.1640479862689972,-0.03862787038087845,0.24992936849594116,0.1623450517654419
by,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.2823614776134491,0.21522961556911469,0.33534231781959534,0.1615428477525711,0.16513796150684357,-0.010884488001465797,0.23645664751529694,0.17966607213020325
each,0.4183253347873688,0.24609963595867157,0.20516681671142578,0.18319763243198395,0.2395256608724594,0.3941934108734131,0.1382562667131424,0.16513977944850922,0.021750088781118393,0.22962769865989685,0.21173812448978424
motor,0.1877703219652176,0.1831108033657074,0.13840025663375854,0.3054238557815552,0.19903795421123505,0.2615114748477936,0.1932903230190277,0.3617369830608368,0.061700910329818726,0.2717253267765045,0.0637441948056221
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.3097001910209656,0.17372290790081024,0.4645031690597534,0.19337931275367737,0.17949827015399933,-0.003708066651597619,0.19975645840168,0.4130953550338745
