,what,would,create,a,conflict,between,a,problem,x,and,problem,c,within,the,context,of,reduction,?
c,0.13697408139705658,0.1334606260061264,0.0886177346110344,0.23439434170722961,0.10074175894260406,0.19201898574829102,0.23439434170722961,0.1311071813106537,0.24558889865875244,0.22064751386642456,0.1311071813106537,1.0,0.0694631040096283,0.17891426384449005,0.12505197525024414,0.1682119220495224,0.15625233948230743,0.14264722168445587
if,0.5277165174484253,0.5543612837791443,0.38997647166252136,0.41272827982902527,0.2307317852973938,0.21807901561260223,0.41272827982902527,0.43518564105033875,0.2319261133670807,0.3498523235321045,0.43518564105033875,0.1479276418685913,0.3103365898132324,0.33724796772003174,0.27730968594551086,0.2557544410228729,0.23576049506664276,0.4441644251346588
every,0.30284011363983154,0.34114593267440796,0.2528572082519531,0.43930745124816895,0.1100267618894577,0.23070338368415833,0.43930745124816895,0.2754577696323395,0.18217259645462036,0.26607486605644226,0.2754577696323395,0.1078619733452797,0.3242102861404419,0.4023689329624176,0.19170740246772766,0.3414052724838257,0.15570370852947235,0.24066033959388733
problem,0.42183366417884827,0.33138108253479004,0.2768964171409607,0.2605542540550232,0.3863047957420349,0.26457515358924866,0.2605542540550232,1.0,0.17171038687229156,0.24328261613845825,1.0,0.1311071813106537,0.12321300059556961,0.24928659200668335,0.311731219291687,0.20464475452899933,0.3494492769241333,0.3762950301170349
in,0.30808621644973755,0.30461156368255615,0.21287982165813446,0.539380669593811,0.259853720664978,0.41100412607192993,0.539380669593811,0.16969570517539978,0.16749148070812225,0.4954058527946472,0.16969570517539978,0.1977744996547699,0.40576374530792236,0.6662389636039734,0.21038030087947845,0.5696388483047485,0.24459965527057648,0.20430970191955566
c,0.13697408139705658,0.1334606260061264,0.0886177346110344,0.23439434170722961,0.10074175894260406,0.19201898574829102,0.23439434170722961,0.1311071813106537,0.24558889865875244,0.22064751386642456,0.1311071813106537,1.0,0.0694631040096283,0.17891426384449005,0.12505197525024414,0.1682119220495224,0.15625233948230743,0.14264722168445587
can,0.34502777457237244,0.5638198852539062,0.3449283838272095,0.3915780484676361,0.19218163192272186,0.23827335238456726,0.3915780484676361,0.36370179057121277,0.22120405733585358,0.3675691485404968,0.36370179057121277,0.17217868566513062,0.27913734316825867,0.312528520822525,0.26894325017929077,0.2603091299533844,0.30914753675460815,0.3226337134838104
be,0.3929833769798279,0.5202695727348328,0.389064759016037,0.39883795380592346,0.21985290944576263,0.2079806923866272,0.39883795380592346,0.347878634929657,0.22865693271160126,0.41766801476478577,0.347878634929657,0.1635768711566925,0.29054832458496094,0.4248143136501312,0.3070231080055237,0.33904364705085754,0.288789838552475,0.3324260413646698
reduced,0.11519023776054382,0.2455882430076599,0.2528158724308014,0.2214837223291397,0.2163083255290985,0.2462311089038849,0.2214837223291397,0.2681179940700531,0.18154366314411163,0.266709566116333,0.2681179940700531,0.10224835574626923,0.23108205199241638,0.2897622883319855,0.23556244373321533,0.30275818705558777,0.6677064895629883,0.10234767943620682
to,0.455847829580307,0.5965728163719177,0.41124165058135986,0.45503583550453186,0.2420341968536377,0.3639189600944519,0.45503583550453186,0.2502208352088928,0.21431612968444824,0.48971283435821533,0.2502208352088928,0.1638970822095871,0.34980177879333496,0.535392165184021,0.24175450205802917,0.41548454761505127,0.248092919588089,0.29463258385658264
x,0.13783220946788788,0.2259431630373001,0.17281197011470795,0.21952441334724426,0.11786763370037079,0.12778618931770325,0.21952441334724426,0.17171038687229156,0.9999999403953552,0.21577593684196472,0.17171038687229156,0.24558889865875244,0.09167823195457458,0.20980626344680786,0.11647369712591171,0.1708947718143463,0.20341621339321136,0.23304535448551178
.,0.3567904531955719,0.35067233443260193,0.2916513681411743,0.50484299659729,0.2486632764339447,0.30295518040657043,0.50484299659729,0.22562150657176971,0.27645573019981384,0.588965117931366,0.22562150657176971,0.3107494115829468,0.2984525263309479,0.5934505462646484,0.20529794692993164,0.5352458953857422,0.23716990649700165,0.4130953550338745
,what,would,create,a,conflict,between,a,problem,x,and,problem,c,within,the,context,of,reduction,?
thus,0.30745524168014526,0.42054760456085205,0.28459322452545166,0.3190890848636627,0.2744845151901245,0.2783483564853668,0.3190890848636627,0.29912880063056946,0.20959703624248505,0.3723181188106537,0.29912880063056946,0.1423705667257309,0.39213821291923523,0.4036877751350403,0.28850555419921875,0.3487406373023987,0.307453453540802,0.18769288063049316
no,0.339326947927475,0.31237977743148804,0.21153640747070312,0.26280897855758667,0.19417227804660797,0.16708187758922577,0.26280897855758667,0.34181922674179077,0.15898497402668,0.25880882143974304,0.34181922674179077,0.16219763457775116,0.18501140177249908,0.3461136817932129,0.2598763108253479,0.24809792637825012,0.1974208801984787,0.32165053486824036
problem,0.42183366417884827,0.33138108253479004,0.2768964171409607,0.2605542540550232,0.3863047957420349,0.26457515358924866,0.2605542540550232,1.0,0.17171038687229156,0.24328261613845825,1.0,0.1311071813106537,0.12321300059556961,0.24928659200668335,0.311731219291687,0.20464475452899933,0.3494492769241333,0.3762950301170349
in,0.30808621644973755,0.30461156368255615,0.21287982165813446,0.539380669593811,0.259853720664978,0.41100412607192993,0.539380669593811,0.16969570517539978,0.16749148070812225,0.4954058527946472,0.16969570517539978,0.1977744996547699,0.40576374530792236,0.6662389636039734,0.21038030087947845,0.5696388483047485,0.24459965527057648,0.20430970191955566
c,0.13697408139705658,0.1334606260061264,0.0886177346110344,0.23439434170722961,0.10074175894260406,0.19201898574829102,0.23439434170722961,0.1311071813106537,0.24558889865875244,0.22064751386642456,0.1311071813106537,1.0,0.0694631040096283,0.17891426384449005,0.12505197525024414,0.1682119220495224,0.15625233948230743,0.14264722168445587
is,0.28837618231773376,0.33626067638397217,0.2645336091518402,0.658733606338501,0.18503378331661224,0.26809602975845337,0.658733606338501,0.23238427937030792,0.1738782823085785,0.3859752118587494,0.23238427937030792,0.21502047777175903,0.30135563015937805,0.5823672413825989,0.24500277638435364,0.4854315221309662,0.2509012222290039,0.22961433231830597
harder,0.2937192916870117,0.35628023743629456,0.31234344840049744,0.25577613711357117,0.18214257061481476,0.20562756061553955,0.25577613711357117,0.3475804328918457,0.16437120735645294,0.33005550503730774,0.3475804328918457,0.18663190305233002,0.14677828550338745,0.232576385140419,0.17848064005374908,0.1802113950252533,0.23448115587234497,0.20031365752220154
than,0.29388150572776794,0.3915237784385681,0.2898845970630646,0.3126874566078186,0.19907109439373016,0.2741905152797699,0.3126874566078186,0.28667381405830383,0.2102220505475998,0.39361441135406494,0.28667381405830383,0.11880899220705032,0.27742239832878113,0.3227543234825134,0.23733027279376984,0.33036211133003235,0.2833653688430786,0.24917294085025787
x,0.13783220946788788,0.2259431630373001,0.17281197011470795,0.21952441334724426,0.11786763370037079,0.12778618931770325,0.21952441334724426,0.17171038687229156,0.9999999403953552,0.21577593684196472,0.17171038687229156,0.24558889865875244,0.09167823195457458,0.20980626344680786,0.11647369712591171,0.1708947718143463,0.20341621339321136,0.23304535448551178
",",0.3087472915649414,0.32586824893951416,0.2240353375673294,0.427140474319458,0.24715133011341095,0.27714940905570984,0.427140474319458,0.23938199877738953,0.2696380019187927,0.6633074283599854,0.23938199877738953,0.2580876350402832,0.2513136863708496,0.4933079481124878,0.2757153809070587,0.4946078956127167,0.20516319572925568,0.31091248989105225
since,0.29783400893211365,0.3438071310520172,0.18913112580776215,0.3303585946559906,0.28043413162231445,0.25121670961380005,0.3303585946559906,0.2826496660709381,0.16581977903842926,0.3515571057796478,0.2826496660709381,0.15034572780132294,0.24374863505363464,0.4054957628250122,0.20719747245311737,0.35513219237327576,0.17163200676441193,0.2876587212085724
an,0.2821882665157318,0.2650099992752075,0.23360596597194672,0.44552403688430786,0.2422652542591095,0.18003802001476288,0.44552403688430786,0.21292734146118164,0.20501652359962463,0.2838519215583801,0.21292734146118164,0.17012786865234375,0.180417001247406,0.4207492768764496,0.21310831606388092,0.32280945777893066,0.2275005280971527,0.19793890416622162
algorithm,0.2700590193271637,0.21752481162548065,0.18119536340236664,0.20294487476348877,0.15783686935901642,0.11313068121671677,0.20294487476348877,0.39858657121658325,0.21643932163715363,0.06731905043125153,0.39858657121658325,0.09615063667297363,0.07484211027622223,0.15884782373905182,0.25906598567962646,0.17516344785690308,0.2635457515716553,0.21180397272109985
for,0.3017193675041199,0.39877474308013916,0.2826802134513855,0.44038116931915283,0.1924027055501938,0.24671313166618347,0.44038116931915283,0.2661307752132416,0.18337465822696686,0.5064792633056641,0.2661307752132416,0.19183452427387238,0.3087334632873535,0.4739971458911896,0.2597399652004242,0.4185989499092102,0.2523634135723114,0.264628142118454
x,0.13783220946788788,0.2259431630373001,0.17281197011470795,0.21952441334724426,0.11786763370037079,0.12778618931770325,0.21952441334724426,0.17171038687229156,0.9999999403953552,0.21577593684196472,0.17171038687229156,0.24558889865875244,0.09167823195457458,0.20980626344680786,0.11647369712591171,0.1708947718143463,0.20341621339321136,0.23304535448551178
allows,0.1957017332315445,0.4398615062236786,0.3595621585845947,0.31463325023651123,0.14006030559539795,0.27427834272384644,0.31463325023651123,0.27294349670410156,0.16683454811573029,0.2950422763824463,0.27294349670410156,0.09536746889352798,0.30973321199417114,0.2995605766773224,0.27011144161224365,0.2623075544834137,0.22978293895721436,0.16094227135181427
us,0.32081687450408936,0.30914580821990967,0.22714954614639282,0.1862444281578064,0.21419526636600494,0.07641531527042389,0.1862444281578064,0.18624426424503326,0.11924047768115997,0.25715014338493347,0.18624426424503326,0.14581309258937836,0.10303426533937454,0.25727739930152893,0.17091117799282074,0.23568789660930634,0.12788216769695282,0.2742428481578827
to,0.455847829580307,0.5965728163719177,0.41124165058135986,0.45503583550453186,0.2420341968536377,0.3639189600944519,0.45503583550453186,0.2502208352088928,0.21431612968444824,0.48971283435821533,0.2502208352088928,0.1638970822095871,0.34980177879333496,0.535392165184021,0.24175450205802917,0.41548454761505127,0.248092919588089,0.29463258385658264
solve,0.3072938323020935,0.24044227600097656,0.33269089460372925,0.1866181194782257,0.3327859044075012,0.23921477794647217,0.1866181194782257,0.5774925351142883,0.17484550178050995,0.2412077933549881,0.5774925351142883,0.06815564632415771,0.12558989226818085,0.16557666659355164,0.26508843898773193,0.15426263213157654,0.2536550462245941,0.27457404136657715
any,0.43670421838760376,0.4657389223575592,0.34154000878334045,0.45031747221946716,0.31225523352622986,0.2304823100566864,0.45031747221946716,0.40565699338912964,0.21068362891674042,0.3363793194293976,0.40565699338912964,0.14122888445854187,0.34662479162216187,0.4525727927684784,0.3491145074367523,0.3769088089466095,0.31777769327163696,0.4113408327102661
problem,0.42183366417884827,0.33138108253479004,0.2768964171409607,0.2605542540550232,0.3863047957420349,0.26457515358924866,0.2605542540550232,1.0,0.17171038687229156,0.24328261613845825,1.0,0.1311071813106537,0.12321300059556961,0.24928659200668335,0.311731219291687,0.20464475452899933,0.3494492769241333,0.3762950301170349
in,0.30808621644973755,0.30461156368255615,0.21287982165813446,0.539380669593811,0.259853720664978,0.41100412607192993,0.539380669593811,0.16969570517539978,0.16749148070812225,0.4954058527946472,0.16969570517539978,0.1977744996547699,0.40576374530792236,0.6662389636039734,0.21038030087947845,0.5696388483047485,0.24459965527057648,0.20430970191955566
c.,0.03813721984624863,-0.016020935028791428,0.015350129455327988,-0.07696226239204407,0.029793256893754005,-0.1062922328710556,-0.07696226239204407,0.1528458297252655,-0.049883317202329636,-0.0882335752248764,0.1528458297252655,-0.030207719653844833,-0.10750775784254074,-0.23451577126979828,0.0016056138556450605,-0.18015630543231964,0.11400915682315826,0.019047532230615616
of,0.33290785551071167,0.3353942930698395,0.23675619065761566,0.5052502155303955,0.2620731294155121,0.3737983703613281,0.5052502155303955,0.20464475452899933,0.1708947718143463,0.5116966962814331,0.20464475452899933,0.1682119220495224,0.39594778418540955,0.733189046382904,0.21264773607254028,1.0,0.2803387939929962,0.1826142966747284
course,0.3412042260169983,0.3512524664402008,0.25783318281173706,0.2895289659500122,0.29949745535850525,0.24150048196315765,0.2895289659500122,0.29257017374038696,0.13789956271648407,0.30755242705345154,0.29257017374038696,0.06476107239723206,0.18998104333877563,0.32268625497817993,0.3059239387512207,0.2579863667488098,0.20329777896404266,0.28826573491096497
",",0.3087472915649414,0.32586824893951416,0.2240353375673294,0.427140474319458,0.24715133011341095,0.27714940905570984,0.427140474319458,0.23938199877738953,0.2696380019187927,0.6633074283599854,0.23938199877738953,0.2580876350402832,0.2513136863708496,0.4933079481124878,0.2757153809070587,0.4946078956127167,0.20516319572925568,0.31091248989105225
the,0.42745697498321533,0.4133751392364502,0.25265660881996155,0.5829201340675354,0.2974752187728882,0.39067012071609497,0.5829201340675354,0.24928659200668335,0.20980626344680786,0.5171257257461548,0.24928659200668335,0.17891426384449005,0.39827480912208557,1.0,0.21470476686954498,0.733189046382904,0.27052462100982666,0.22068053483963013
notion,0.3655226528644562,0.2624765634536743,0.221115380525589,0.26435887813568115,0.3294680714607239,0.1745772808790207,0.26435887813568115,0.403894305229187,0.2007187306880951,0.198011115193367,0.403894305229187,0.10891932249069214,0.22364768385887146,0.23529204726219177,0.3871506154537201,0.23985852301120758,0.3863312900066376,0.20487375557422638
of,0.33290785551071167,0.3353942930698395,0.23675619065761566,0.5052502155303955,0.2620731294155121,0.3737983703613281,0.5052502155303955,0.20464475452899933,0.1708947718143463,0.5116966962814331,0.20464475452899933,0.1682119220495224,0.39594778418540955,0.733189046382904,0.21264773607254028,1.0,0.2803387939929962,0.1826142966747284
hard,0.3417404592037201,0.29768919944763184,0.23438431322574615,0.29863545298576355,0.09999267756938934,0.19308559596538544,0.29863545298576355,0.3147989511489868,0.17962665855884552,0.31814199686050415,0.3147989511489868,0.09072878211736679,0.1668631136417389,0.25233224034309387,0.1520330309867859,0.21288733184337616,0.21312768757343292,0.1823338270187378
problems,0.3306994140148163,0.30150145292282104,0.27016422152519226,0.21523453295230865,0.3499237895011902,0.2324794977903366,0.21523453295230865,0.7913808822631836,0.17143216729164124,0.285793662071228,0.7913808822631836,0.10926929116249084,0.15260569751262665,0.2659202516078949,0.2329186350107193,0.2450421154499054,0.33580684661865234,0.2638136148452759
depends,0.3503915071487427,0.3671301305294037,0.2320021092891693,0.40208345651626587,0.10970747470855713,0.17464923858642578,0.40208345651626587,0.21428444981575012,0.18677569925785065,0.22847223281860352,0.21428444981575012,0.1816139966249466,0.29137715697288513,0.3308880031108856,0.29350313544273376,0.3327617049217224,0.3426758944988251,0.18496274948120117
on,0.34226128458976746,0.35589995980262756,0.23459671437740326,0.3848365545272827,0.1814584881067276,0.3335416913032532,0.3848365545272827,0.19349780678749084,0.1793646216392517,0.4077630043029785,0.19349780678749084,0.17445160448551178,0.2702226936817169,0.5107308030128479,0.1804981678724289,0.3966929316520691,0.16262708604335785,0.2714994251728058
the,0.42745697498321533,0.4133751392364502,0.25265660881996155,0.5829201340675354,0.2974752187728882,0.39067012071609497,0.5829201340675354,0.24928659200668335,0.20980626344680786,0.5171257257461548,0.24928659200668335,0.17891426384449005,0.39827480912208557,1.0,0.21470476686954498,0.733189046382904,0.27052462100982666,0.22068053483963013
type,0.2722663879394531,0.13977667689323425,0.2467266172170639,0.3813284635543823,0.10339812934398651,0.13229937851428986,0.3813284635543823,0.24055761098861694,0.151067852973938,0.16898801922798157,0.24055761098861694,0.18917079269886017,0.16128505766391754,0.21819381415843964,0.19314303994178772,0.18112817406654358,0.20489268004894257,0.17536182701587677
of,0.33290785551071167,0.3353942930698395,0.23675619065761566,0.5052502155303955,0.2620731294155121,0.3737983703613281,0.5052502155303955,0.20464475452899933,0.1708947718143463,0.5116966962814331,0.20464475452899933,0.1682119220495224,0.39594778418540955,0.733189046382904,0.21264773607254028,1.0,0.2803387939929962,0.1826142966747284
reduction,0.19884426891803741,0.24048477411270142,0.27925539016723633,0.2845925986766815,0.2555577754974365,0.23289000988006592,0.2845925986766815,0.3494492769241333,0.20341621339321136,0.23248422145843506,0.3494492769241333,0.15625233948230743,0.16730807721614838,0.27052462100982666,0.27349036931991577,0.2803387939929962,0.9999998807907104,0.1612403839826584
being,0.3760843276977539,0.41456547379493713,0.2288600653409958,0.3727131485939026,0.2516842782497406,0.21762578189373016,0.3727131485939026,0.2995333671569824,0.1827971637248993,0.4286794066429138,0.2995333671569824,0.17480221390724182,0.27758464217185974,0.419739305973053,0.2658565640449524,0.34885138273239136,0.20649287104606628,0.26743772625923157
used,0.27546408772468567,0.35597336292266846,0.32549139857292175,0.3864384889602661,0.12814143300056458,0.20879125595092773,0.3864384889602661,0.3019697070121765,0.1918918490409851,0.3150506615638733,0.3019697070121765,0.15258321166038513,0.1944712996482849,0.3718377649784088,0.30955401062965393,0.3075267970561981,0.2839129567146301,0.22430120408535004
.,0.3567904531955719,0.35067233443260193,0.2916513681411743,0.50484299659729,0.2486632764339447,0.30295518040657043,0.50484299659729,0.22562150657176971,0.27645573019981384,0.588965117931366,0.22562150657176971,0.3107494115829468,0.2984525263309479,0.5934505462646484,0.20529794692993164,0.5352458953857422,0.23716990649700165,0.4130953550338745
