,where,are,the,specialized,cells,that,eliminate,cells,that,recognize,self-antigens,located,?
to,0.47735077142715454,0.3504326641559601,0.535392165184021,0.2341577559709549,0.26320719718933105,0.5436353087425232,0.29878073930740356,0.26320719718933105,0.5436353087425232,0.34952905774116516,0.311705082654953,0.20850814878940582,0.29463258385658264
eliminate,0.1928533911705017,0.23383747041225433,0.21384422481060028,0.13959571719169617,0.224692240357399,0.3175961971282959,1.0000001192092896,0.224692240357399,0.3175961971282959,0.18891006708145142,0.3268643021583557,0.05332731455564499,0.15439270436763763
those,0.3665519058704376,0.6012985706329346,0.42861196398735046,0.3816889226436615,0.2367112636566162,0.5085503458976746,0.28381189703941345,0.2367112636566162,0.5085503458976746,0.3577633500099182,0.32973596453666687,0.1631295531988144,0.3328189253807068
cells,0.19898493587970734,0.2908284366130829,0.19095487892627716,0.2915448844432831,1.0,0.2709589898586273,0.224692240357399,1.0,0.2709589898586273,0.21322911977767944,0.5394136905670166,0.13138210773468018,0.1898086667060852
that,0.4876193106174469,0.45265161991119385,0.5473989248275757,0.27319422364234924,0.2709589898586273,1.0,0.3175961971282959,0.2709589898586273,1.0,0.36979150772094727,0.33425405621528625,0.1796129047870636,0.32716336846351624
recognize,0.2133171558380127,0.2827646732330322,0.32986918091773987,0.23215395212173462,0.21322911977767944,0.36979150772094727,0.18891006708145142,0.21322911977767944,0.36979150772094727,1.0,0.3323954939842224,0.16463732719421387,0.24790367484092712
self-antigens,0.2593264579772949,0.3210994303226471,0.3132968544960022,0.3229221701622009,0.5394136905670166,0.33425405621528625,0.3268643021583557,0.5394136905670166,0.33425405621528625,0.3323954939842224,1.0,0.09744369238615036,0.2712264657020569
",",0.3149496018886566,0.4062570035457611,0.4933079481124878,0.2800164520740509,0.20582014322280884,0.4137537479400635,0.2086649388074875,0.20582014322280884,0.4137537479400635,0.28637704253196716,0.2776130437850952,0.2678719460964203,0.31091248989105225
preventing,0.24123075604438782,0.2720321714878082,0.33351221680641174,0.26106566190719604,0.2659355700016022,0.3787137567996979,0.3139569163322449,0.2659355700016022,0.3787137567996979,0.27097687125205994,0.3492112457752228,0.1276734471321106,0.25842657685279846
autoimmunity,0.247544527053833,0.3026917278766632,0.28476887941360474,0.3721621632575989,0.4605782628059387,0.3129342198371887,0.2546572685241699,0.4605782628059387,0.3129342198371887,0.2727735638618469,0.5295621752738953,0.1479661613702774,0.2550005614757538
.,0.41390106081962585,0.3452940285205841,0.5934505462646484,0.20799407362937927,0.2868211269378662,0.4460422694683075,0.13334840536117554,0.2868211269378662,0.4460422694683075,0.25127753615379333,0.32575181126594543,0.28226932883262634,0.4130953550338745
