,after,the,dornbirner,ach,was,diverted,",",where,does,the,rhine,flow,now,?
and,0.3765919506549835,0.5171257257461548,0.3496124744415283,0.10461204499006271,0.3740963041782379,0.2615058124065399,0.6633074283599854,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.22029656171798706,0.2773895561695099,0.35309651494026184,0.20544172823429108
it,0.36872005462646484,0.6251175999641418,0.26101917028427124,0.18507331609725952,0.4577186405658722,0.2575187683105469,0.48329564929008484,0.36972272396087646,0.34188351035118103,0.6251175999641418,0.17693428695201874,0.30727410316467285,0.4382702112197876,0.25732165575027466
now,0.30156397819519043,0.38266420364379883,0.26686862111091614,0.05583269149065018,0.35876134037971497,0.2054540514945984,0.43216821551322937,0.3524799346923828,0.2695499658584595,0.38266420364379883,0.19940665364265442,0.147887721657753,1.0,0.29641881585121155
flows,0.16856206953525543,0.32405155897140503,0.2629363536834717,0.1361481249332428,0.16089467704296112,0.2776777744293213,0.2638954818248749,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.2871347963809967,0.6895013451576233,0.19282157719135284,0.11636040359735489
parallel,0.0955917090177536,0.26065152883529663,0.14154043793678284,0.09871039539575577,0.11252431571483612,0.2329758256673813,0.1709916889667511,0.2573792338371277,0.20213265717029572,0.26065152883529663,0.15285873413085938,0.29572048783302307,0.18047194182872772,0.13566309213638306
to,0.37890323996543884,0.535392165184021,0.2258068472146988,0.12273503094911575,0.3636345863342285,0.2756052613258362,0.44245919585227966,0.47735077142715454,0.4391997456550598,0.535392165184021,0.1736302673816681,0.27439337968826294,0.3925153911113739,0.29463258385658264
the,0.4565047025680542,1.0,0.3647852838039398,0.1773579716682434,0.48711544275283813,0.32217684388160706,0.4933079481124878,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.314039409160614,0.38266420364379883,0.22068053483963013
canalized,0.26849135756492615,0.25636258721351624,0.14397118985652924,0.09002763032913208,0.32226210832595825,0.34545275568962097,0.2401978224515915,0.18889664113521576,0.1766168475151062,0.25636258721351624,0.18137802183628082,0.2570285201072693,0.15353691577911377,0.09231747686862946
rhine,0.19789908826351166,0.30735138058662415,0.4167715013027191,0.3441009819507599,0.18681856989860535,0.15865196287631989,0.167837992310524,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.20253489911556244,0.19940665364265442,0.13754533231258392
into,0.36954155564308167,0.39493247866630554,0.1989021599292755,0.14773713052272797,0.2322220653295517,0.34844711422920227,0.2826121151447296,0.335035502910614,0.22312942147254944,0.39493247866630554,0.1991104632616043,0.26189538836479187,0.21851246058940887,0.15662476420402527
the,0.4565047025680542,1.0,0.3647852838039398,0.1773579716682434,0.48711544275283813,0.32217684388160706,0.4933079481124878,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.314039409160614,0.38266420364379883,0.22068053483963013
lake,0.22671394050121307,0.24325428903102875,0.3213893175125122,0.11081314831972122,0.1820499300956726,0.27910399436950684,0.2802521586418152,0.17913374304771423,0.10660015791654587,0.24325428903102875,0.22246339917182922,0.283983439207077,0.18202108144760132,0.07226386666297913
.,0.35870397090911865,0.5934505462646484,0.3764325678348541,0.19271518290042877,0.40146201848983765,0.19949649274349213,0.6812511086463928,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2089352011680603,0.191733717918396,0.36271902918815613,0.4130953550338745
