,in,what,decades,was,dudley,simpson,most,active,in,contributing,to,doctor,who,?
on,0.46853652596473694,0.34226128458976746,0.1831984519958496,0.3909217119216919,0.21956899762153625,0.27700477838516235,0.28303956985473633,0.20644070208072662,0.46853652596473694,0.21432273089885712,0.41031414270401,0.1636410653591156,0.2340552806854248,0.2714994251728058
to,0.45010748505592346,0.455847829580307,0.22118385136127472,0.3636345863342285,0.24299752712249756,0.2065666913986206,0.321603000164032,0.24291767179965973,0.45010748505592346,0.27474990487098694,1.0,0.22950075566768646,0.42656609416007996,0.29463258385658264
write,0.24632485210895538,0.37596118450164795,0.1282159388065338,0.21129223704338074,0.13330182433128357,0.0926806777715683,0.22292651236057281,0.1667739897966385,0.24632485210895538,0.2740257680416107,0.4184085726737976,0.1619148701429367,0.3035011887550354,0.3189060389995575
music,0.22969312965869904,0.23070453107357025,0.19690237939357758,0.2583621144294739,0.16214875876903534,0.09295149147510529,0.2003718614578247,0.10654323548078537,0.22969312965869904,0.15963491797447205,0.24181292951107025,0.19428947567939758,0.20470726490020752,0.18264494836330414
for,0.4322226941585541,0.3017193675041199,0.29732394218444824,0.3863949179649353,0.19771356880664825,0.2430761158466339,0.3906237483024597,0.26690465211868286,0.4322226941585541,0.3318781554698944,0.4451248347759247,0.1556548923254013,0.37110671401023865,0.264628142118454
many,0.41474202275276184,0.36131182312965393,0.39075711369514465,0.260356068611145,0.15478210151195526,0.09808986634016037,0.6236066222190857,0.25534796714782715,0.41474202275276184,0.2107435017824173,0.40243685245513916,0.18319568037986755,0.4149286150932312,0.2124512493610382
adventures,0.14939865469932556,0.18775875866413116,0.1986030638217926,0.11922162026166916,0.24644377827644348,0.29469507932662964,0.14150355756282806,0.06503966450691223,0.14939865469932556,0.1601659208536148,0.18601632118225098,0.283301442861557,0.2170078009366989,0.15214234590530396
of,0.5696388483047485,0.33290785551071167,0.22400543093681335,0.4069072902202606,0.22010725736618042,0.1791120320558548,0.4178851246833801,0.23132829368114471,0.5696388483047485,0.26530972123146057,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3027496635913849,0.48711544275283813,0.21380428969860077,0.23521888256072998,0.47635307908058167,0.2376219779253006,0.6662389636039734,0.2776218056678772,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
1960s,0.0007937865448184311,-0.17530474066734314,-0.057273514568805695,-0.029007330536842346,0.04442521557211876,0.02708900161087513,-0.04711916670203209,-0.034356601536273956,0.0007937865448184311,-0.13606934249401093,-0.1955609768629074,0.0001723367749946192,-0.1590687334537506,-0.08257022500038147
and,0.4954058527946472,0.31309178471565247,0.2763746976852417,0.3740963041782379,0.2890501022338867,0.28405213356018066,0.4309377074241638,0.264642596244812,0.4954058527946472,0.2953754663467407,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.20544172823429108
1970s,0.057396724820137024,-0.020239217206835747,-0.04341564327478409,0.012108612805604935,0.09388258308172226,0.02306746318936348,0.1453016996383667,0.06329157948493958,0.057396724820137024,0.015231026336550713,0.06756533682346344,6.336247315630317e-05,0.02405538223683834,0.03861190751194954
",",0.5201468467712402,0.3087472915649414,0.2549861669540405,0.45456063747406006,0.33135104179382324,0.25540685653686523,0.3636029064655304,0.2681531608104706,0.5201468467712402,0.2714034914970398,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
including,0.35857823491096497,0.18328791856765747,0.2894613742828369,0.21884717047214508,0.15614010393619537,0.1473497748374939,0.4393967390060425,0.1418534219264984,0.35857823491096497,0.15169480443000793,0.24006329476833344,0.104278564453125,0.2835840582847595,0.1633303165435791
most,0.41416558623313904,0.3219912350177765,0.31073999404907227,0.29933857917785645,0.1023874506354332,0.1580846607685089,1.0,0.28829532861709595,0.41416558623313904,0.27373746037483215,0.321603000164032,0.17011499404907227,0.35393568873405457,0.2107497900724411
of,0.5696388483047485,0.33290785551071167,0.22400543093681335,0.4069072902202606,0.22010725736618042,0.1791120320558548,0.4178851246833801,0.23132829368114471,0.5696388483047485,0.26530972123146057,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3027496635913849,0.48711544275283813,0.21380428969860077,0.23521888256072998,0.47635307908058167,0.2376219779253006,0.6662389636039734,0.2776218056678772,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
stories,0.22487233579158783,0.2844959497451782,0.19335885345935822,0.20611076056957245,0.11939588934183121,0.14771804213523865,0.22005082666873932,0.09521542489528656,0.22487233579158783,0.2018178552389145,0.22768671810626984,0.20147667825222015,0.3021683990955353,0.20536305010318756
of,0.5696388483047485,0.33290785551071167,0.22400543093681335,0.4069072902202606,0.22010725736618042,0.1791120320558548,0.4178851246833801,0.23132829368114471,0.5696388483047485,0.26530972123146057,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3027496635913849,0.48711544275283813,0.21380428969860077,0.23521888256072998,0.47635307908058167,0.2376219779253006,0.6662389636039734,0.2776218056678772,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
jon,0.14590106904506683,0.1635923981666565,0.14759765565395355,0.21221061050891876,0.2640553116798401,0.18314990401268005,0.08851069211959839,0.18638838827610016,0.14590106904506683,0.04735920950770378,0.17973802983760834,0.20655249059200287,0.2891683280467987,0.1621117740869522
pertwee/tom,0.33274388313293457,0.29618772864341736,0.1601361483335495,0.3396742641925812,0.4174736440181732,0.3347150981426239,0.21618883311748505,0.22920487821102142,0.33274388313293457,0.20557801425457,0.325774610042572,0.4224468767642975,0.3780026137828827,0.29853135347366333
baker,0.1998102366924286,0.1443992257118225,0.17088182270526886,0.23070454597473145,0.31452101469039917,0.24737867712974548,0.10065244138240814,0.18967601656913757,0.1998102366924286,0.06819073855876923,0.20979854464530945,0.24323499202728271,0.2846620976924896,0.1649734377861023
periods,0.19927051663398743,0.21756020188331604,0.3541262447834015,0.15220573544502258,0.08572567999362946,0.015357897616922855,0.31942692399024963,0.23987527191638947,0.19927051663398743,0.1970703899860382,0.23085090517997742,0.1486486792564392,0.16850873827934265,0.167264923453331
",",0.5201468467712402,0.3087472915649414,0.2549861669540405,0.45456063747406006,0.33135104179382324,0.25540685653686523,0.3636029064655304,0.2681531608104706,0.5201468467712402,0.2714034914970398,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
ending,0.3119421899318695,0.18526051938533783,0.2456471025943756,0.21682487428188324,0.08472976088523865,0.1690700650215149,0.21704429388046265,0.08162126690149307,0.3119421899318695,0.21986405551433563,0.23115113377571106,0.15020909905433655,0.11476068943738937,0.14182089269161224
with,0.4080928862094879,0.2464839518070221,0.23865051567554474,0.27411898970603943,0.19627678394317627,0.16616053879261017,0.336320698261261,0.19449380040168762,0.4080928862094879,0.18149565160274506,0.4239959120750427,0.17277967929840088,0.3282766342163086,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3027496635913849,0.48711544275283813,0.21380428969860077,0.23521888256072998,0.47635307908058167,0.2376219779253006,0.6662389636039734,0.2776218056678772,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
horns,0.13971412181854248,0.15901176631450653,0.13117600977420807,0.11280150711536407,0.12676727771759033,0.10728704929351807,0.1542121320962906,0.1774112731218338,0.13971412181854248,0.07236352562904358,0.12306904047727585,0.06528892368078232,0.13637501001358032,0.12250912934541702
of,0.5696388483047485,0.33290785551071167,0.22400543093681335,0.4069072902202606,0.22010725736618042,0.1791120320558548,0.4178851246833801,0.23132829368114471,0.5696388483047485,0.26530972123146057,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
nimon,0.23362015187740326,0.1749892681837082,0.19501715898513794,0.25508198142051697,0.23231573402881622,0.2049105018377304,0.22899170219898224,0.1329958289861679,0.23362015187740326,0.13464848697185516,0.2081376612186432,0.24276603758335114,0.2906084358692169,0.20897544920444489
(,0.3087427020072937,0.2411840260028839,0.08572688698768616,0.2980341613292694,0.27494165301322937,0.15098623931407928,0.20654040575027466,0.21017715334892273,0.3087427020072937,0.21760296821594238,0.30882009863853455,0.1570640504360199,0.2443375140428543,0.40561532974243164
1979,0.26264503598213196,0.17707666754722595,0.16679756343364716,0.1920030564069748,0.1055729016661644,0.1031390130519867,0.2657288908958435,0.14650708436965942,0.26264503598213196,0.08506584912538528,0.260578453540802,0.13568224012851715,0.215601846575737,0.09159877151250839
),0.3326910734176636,0.26259949803352356,0.08092418313026428,0.3267642855644226,0.25012093782424927,0.13731203973293304,0.23620007932186127,0.22699546813964844,0.3326910734176636,0.21150164306163788,0.31236231327056885,0.1509941965341568,0.2457384318113327,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.25086674094200134,0.40146201848983765,0.2620043158531189,0.29926401376724243,0.35404038429260254,0.2863844931125641,0.5591574311256409,0.24290238320827484,0.4645031690597534,0.22361043095588684,0.3541337847709656,0.4130953550338745
