,what,is,the,most,critical,resource,in,the,analysis,of,computational,problems,associated,with,non-deterministic,turing,machines,?
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.6236066222190857,0.2623418867588043,0.21067190170288086,0.41474202275276184,0.4335206151008606,0.21450452506542206,0.37253960967063904,0.2698468267917633,0.33828115463256836,0.2743540108203888,0.35744401812553406,0.28941595554351807,0.29928943514823914,0.3765847384929657,0.2124512493610382
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2872886061668396,0.23272927105426788,0.5696388483047485,0.733189046382904,0.24679350852966309,1.0,0.2832651138305664,0.2450421154499054,0.3077163100242615,0.41827285289764404,0.37207725644111633,0.2670239806175232,0.18757474422454834,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.25937238335609436,0.2305259257555008,0.6662389636039734,1.0,0.24241644144058228,0.733189046382904,0.18477948009967804,0.2659202516078949,0.2742886245250702,0.4223487675189972,0.35790613293647766,0.2644472122192383,0.22618883848190308,0.22068053483963013
mathematical,0.2707732021808624,0.18057724833488464,0.21343764662742615,0.17165492475032806,0.304374635219574,0.19289559125900269,0.20596176385879517,0.21343764662742615,0.43820512294769287,0.2863022983074188,0.6238549947738647,0.30364128947257996,0.15789316594600677,0.2270043045282364,0.5291311740875244,0.49911850690841675,0.28813865780830383,0.1630573719739914
models,0.22431734204292297,0.17595206201076508,0.16804195940494537,0.2565315365791321,0.19943657517433167,0.15662036836147308,0.2122073471546173,0.16804195940494537,0.3365923762321472,0.19773605465888977,0.3618801534175873,0.24725596606731415,0.16945281624794006,0.1653987169265747,0.28988561034202576,0.2393689900636673,0.3086799085140228,0.16656708717346191
we,0.5622460842132568,0.2876903712749481,0.3206169009208679,0.25597360730171204,0.27260804176330566,0.28575894236564636,0.23132319748401642,0.3206169009208679,0.23192641139030457,0.2769293785095215,0.31462714076042175,0.3296279311180115,0.16444624960422516,0.2434365600347519,0.40666988492012024,0.25451889634132385,0.33576518297195435,0.535264790058136
want,0.516654908657074,0.2273285835981369,0.3003826439380646,0.2557942569255829,0.22228655219078064,0.22871266305446625,0.2281211018562317,0.3003826439380646,0.1506824642419815,0.2645295262336731,0.23937125504016876,0.3299461901187897,0.13336870074272156,0.2721838057041168,0.3148394525051117,0.19867102801799774,0.2771616578102112,0.44783785939216614
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.321603000164032,0.21045534312725067,0.28694528341293335,0.45010748505592346,0.535392165184021,0.21860700845718384,0.41548454761505127,0.246933713555336,0.28989166021347046,0.2648659348487854,0.4239959120750427,0.3208942711353302,0.22095461189746857,0.2695792019367218,0.29463258385658264
analyze,0.2935202717781067,0.2287852019071579,0.2610788345336914,0.17046426236629486,0.3171924948692322,0.3092332184314728,0.232345312833786,0.2610788345336914,0.6809750199317932,0.2221144735813141,0.5181128978729248,0.2915824055671692,0.17134319245815277,0.1869625747203827,0.4829210937023163,0.380180299282074,0.38901668787002563,0.19188500940799713
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2721431255340576,0.2016548067331314,0.5201468467712402,0.4933079481124878,0.25410884618759155,0.4946078956127167,0.28742313385009766,0.2596952021121979,0.27184680104255676,0.4120737314224243,0.26620715856552124,0.2807261645793915,0.25857728719711304,0.31091248989105225
so,0.539469838142395,0.3153412640094757,0.4296516180038452,0.4134979248046875,0.2687751352787018,0.21477605402469635,0.31275880336761475,0.4296516180038452,0.20022143423557281,0.3184450566768646,0.2885071933269501,0.3860955834388733,0.21921388804912567,0.4189452826976776,0.38328084349632263,0.2248721867799759,0.3518407642841339,0.43163934350013733
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.4497850239276886,0.29562899470329285,0.23472116887569427,0.435920387506485,0.5473989248275757,0.34139660000801086,0.41498205065727234,0.3084385395050049,0.3758413791656494,0.2675568461418152,0.4154358208179474,0.45615339279174805,0.3136295974254608,0.3558396100997925,0.32716336846351624
non-deterministic,0.4249761998653412,0.34313321113586426,0.35790613293647766,0.28548556566238403,0.3984804153442383,0.3045431971549988,0.25323057174682617,0.35790613293647766,0.5070148706436157,0.37207725644111633,0.5867934823036194,0.3103458881378174,0.3196840286254883,0.28003308176994324,1.0,0.41113001108169556,0.30472615361213684,0.284718781709671
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.35173171758651733,0.17994733154773712,0.24254600703716278,0.3431483507156372,0.43061500787734985,0.13189220428466797,0.35127586126327515,0.25503867864608765,0.2643886208534241,0.17621587216854095,0.31862112879753113,0.3118092119693756,0.3296571373939514,0.2947674095630646,0.27391523122787476
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.17989195883274078,0.2658635079860687,0.5394441485404968,0.5823672413825989,0.23970499634742737,0.4854315221309662,0.2470806986093521,0.16985496878623962,0.2300606518983841,0.3250955045223236,0.34313321113586426,0.18364353477954865,0.1786929816007614,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2645706832408905,0.2206394225358963,0.539380669593811,0.5829201340675354,0.26785340905189514,0.5052502155303955,0.29858994483947754,0.21523453295230865,0.22056666016578674,0.3783375024795532,0.35841843485832214,0.25234705209732056,0.21060632169246674,0.23916715383529663
very,0.37053924798965454,0.3671363294124603,0.34171217679977417,0.5814827680587769,0.30731692910194397,0.21135777235031128,0.3209688663482666,0.34171217679977417,0.19256480038166046,0.34437474608421326,0.2696800231933594,0.32230573892593384,0.276346892118454,0.3860565423965454,0.2768148183822632,0.1702156364917755,0.2839404344558716,0.20864155888557434
important,0.31164905428886414,0.350485235452652,0.39348116517066956,0.5079463124275208,0.3134397566318512,0.26509150862693787,0.3796374499797821,0.39348116517066956,0.21878837049007416,0.43301743268966675,0.28099051117897034,0.2298530638217926,0.268383264541626,0.2211170494556427,0.36704787611961365,0.24033088982105255,0.23173458874225616,0.17812499403953552
resource,0.22875596582889557,0.2658635079860687,0.2305259257555008,0.20372964441776276,0.26155197620391846,1.0000001192092896,0.20030556619167328,0.2305259257555008,0.23714801669120789,0.23272927105426788,0.36342814564704895,0.1812726855278015,0.1897939294576645,0.19526492059230804,0.3045431971549988,0.2393440306186676,0.26193174719810486,0.28215932846069336
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.23975791037082672,0.20030556619167328,1.0,0.6662389636039734,0.19403725862503052,0.5696388483047485,0.2346334308385849,0.21061907708644867,0.23328746855258942,0.4080928862094879,0.25323057174682617,0.26572495698928833,0.2209317833185196,0.20430970191955566
analyzing,0.3381609320640564,0.19878950715065002,0.2792452275753021,0.20787671208381653,0.35562410950660706,0.33885326981544495,0.236190065741539,0.2792452275753021,0.6581424474716187,0.26903924345970154,0.5497123003005981,0.3670557737350464,0.23346732556819916,0.23949472606182098,0.5300939679145813,0.4502015709877014,0.38976961374282837,0.20892402529716492
computational,0.29464593529701233,0.2470806986093521,0.18477948009967804,0.2605879008769989,0.3654429316520691,0.36342814564704895,0.2346334308385849,0.18477948009967804,0.473461776971817,0.2832651138305664,1.0,0.3718613386154175,0.21529307961463928,0.17668114602565765,0.5867934823036194,0.500740647315979,0.36443278193473816,0.21617397665977478
problems,0.3306994140148163,0.16985496878623962,0.2659202516078949,0.25217464566230774,0.22856834530830383,0.1812726855278015,0.21061907708644867,0.2659202516078949,0.28109532594680786,0.2450421154499054,0.3718613386154175,1.0,0.2496960163116455,0.3139011859893799,0.3103458881378174,0.22053948044776917,0.32536882162094116,0.2638136148452759
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.2589523494243622,0.2455640733242035,0.5591574311256409,0.5934505462646484,0.1780904233455658,0.5352458953857422,0.24047870934009552,0.2602308988571167,0.2184346318244934,0.4446153938770294,0.3051149249076843,0.19254323840141296,0.22565115988254547,0.4130953550338745
