,which,journal,was,the,joint,statement,published,in,?
is,0.4457404911518097,0.13728763163089752,0.5810302495956421,0.5823672413825989,0.18687279522418976,0.24378558993339539,0.17880885303020477,0.5394441485404968,0.22961433231830597
at,0.3286694884300232,0.1481688916683197,0.36707764863967896,0.457212895154953,0.2091975063085556,0.19107723236083984,0.16002829372882843,0.4374977946281433,0.21978627145290375
least,0.38271406292915344,0.12288197875022888,0.20791326463222504,0.3428877890110016,0.16342014074325562,0.2877051830291748,0.11774443089962006,0.3232700824737549,0.28866854310035706
90,-0.23659062385559082,-0.05743526667356491,0.04228345304727554,-0.08136876672506332,-0.12549489736557007,-0.13159188628196716,0.04858294129371643,0.022158663719892502,-0.0034062080085277557
%,0.19622854888439178,0.12678928673267365,0.11743833869695663,0.21490740776062012,0.1303526908159256,0.17389275133609772,0.0803445503115654,0.19465309381484985,0.21441808342933655
certain,0.5292714238166809,0.1908523440361023,0.16044850647449493,0.392071396112442,0.19199320673942566,0.287235289812088,0.14688274264335632,0.2942397892475128,0.2516106069087982
that,0.6894589066505432,0.21266260743141174,0.33670201897621155,0.5473989248275757,0.20248666405677795,0.42887982726097107,0.23603634536266327,0.435920387506485,0.32716336846351624
temperatures,0.3175550699234009,0.18309813737869263,0.1787019520998001,0.27544233202934265,0.1649266481399536,0.12382373958826065,0.15445253252983093,0.2835210859775543,0.1895846426486969
will,0.3827246427536011,0.11284174025058746,0.22588570415973663,0.3635469079017639,0.18880271911621094,0.270864337682724,0.14283141493797302,0.2580665349960327,0.35046905279159546
continue,0.2816554009914398,0.17093408107757568,0.19536785781383514,0.28966447710990906,0.1212589219212532,0.2522568106651306,0.2056937962770462,0.249076247215271,0.23903685808181763
to,0.5345056653022766,0.1801624298095703,0.3636345863342285,0.535392165184021,0.1634485125541687,0.29286426305770874,0.12403073906898499,0.45010748505592346,0.29463258385658264
rise,0.2739121615886688,0.06896749138832092,0.1483619064092636,0.3404741883277893,0.04408787563443184,0.1326090693473816,0.1635788381099701,0.1934409737586975,0.10799103230237961
",",0.3658004403114319,0.23057693243026733,0.45456063747406006,0.4933079481124878,0.1446857750415802,0.22861604392528534,0.2937801778316498,0.5201468467712402,0.31091248989105225
with,0.46403205394744873,0.12844568490982056,0.27411898970603943,0.4223487675189972,0.2725379467010498,0.17604300379753113,0.1949073225259781,0.4080928862094879,0.2433311939239502
average,0.2536912262439728,0.1777547001838684,0.18843130767345428,0.27058175206184387,0.12471867352724075,0.15244752168655396,0.1764763742685318,0.23465414345264435,0.21764592826366425
global,0.2472987174987793,0.17640340328216553,0.14278262853622437,0.17898012697696686,0.1912110298871994,0.22331616282463074,0.17623333632946014,0.10151144117116928,0.22985349595546722
surface,0.3333227038383484,0.11954324692487717,0.15540370345115662,0.2555135488510132,0.19501368701457977,0.1780204027891159,0.1280181109905243,0.20246390998363495,0.14613434672355652
temperature,0.29479682445526123,0.18645437061786652,0.18288718163967133,0.27585095167160034,0.18527467548847198,0.1284111589193344,0.12926745414733887,0.269207626581192,0.2011885941028595
projected,0.31133511662483215,0.134935662150383,0.19859115779399872,0.2842520475387573,0.2746811509132385,0.15827715396881104,0.24425092339515686,0.2198019027709961,0.17913633584976196
to,0.5345056653022766,0.1801624298095703,0.3636345863342285,0.535392165184021,0.1634485125541687,0.29286426305770874,0.12403073906898499,0.45010748505592346,0.29463258385658264
increase,0.3720623254776001,0.13595907390117645,0.13373249769210815,0.32049667835235596,0.11437083780765533,0.16846567392349243,0.05339481681585312,0.25893163681030273,0.11119163036346436
by,0.40543368458747864,0.12132450193166733,0.4752357602119446,0.4408751428127289,0.23853729665279388,0.19928686320781708,0.32986849546432495,0.370934396982193,0.17966607213020325
between,0.395174115896225,0.10140303522348404,0.24048170447349548,0.39067012071609497,0.2089424580335617,0.13416625559329987,0.142499178647995,0.41100412607192993,0.12887074053287506
1.4,0.3630576729774475,0.3358926773071289,0.1462642103433609,0.31343409419059753,0.1910725086927414,0.30216437578201294,0.24729248881340027,0.2868213951587677,0.3414674699306488
and,0.506277859210968,0.1939743459224701,0.3740963041782379,0.5171257257461548,0.1892649531364441,0.17807939648628235,0.22629010677337646,0.4954058527946472,0.20544172823429108
5.8,0.01876789890229702,-0.04878479987382889,-0.07605551928281784,-0.08443012833595276,-0.08476007729768753,-0.12917840480804443,-0.12542283535003662,0.031230192631483078,-0.03517145663499832
°c,0.19759373366832733,0.12264077365398407,0.13748805224895477,0.1833128035068512,0.1446875035762787,0.09201686829328537,0.06992248445749283,0.19822709262371063,0.2095707356929779
above,0.29614752531051636,0.11583772301673889,0.11464940011501312,0.33988961577415466,0.06507852673530579,0.2142329066991806,0.11067096143960953,0.22744394838809967,0.2521739900112152
1990,-0.2580156922340393,-0.036490973085165024,0.0701504573225975,-0.0810435339808464,-0.102314293384552,-0.00944514200091362,0.06839044392108917,-0.012069408781826496,0.07789827883243561
levels,0.3389960825443268,0.1423872858285904,0.10329693555831909,0.286034494638443,0.0310510341078043,0.06908022612333298,0.09389743953943253,0.2418597936630249,0.1541307419538498
by,0.40543368458747864,0.12132450193166733,0.4752357602119446,0.4408751428127289,0.23853729665279388,0.19928686320781708,0.32986849546432495,0.370934396982193,0.17966607213020325
2100,0.1754540055990219,0.09561580419540405,0.22435085475444794,0.208340585231781,0.00473365094512701,0.10836051404476166,0.10675404220819473,0.1920589804649353,0.14122723042964935
'',-0.03332270681858063,-0.03177144378423691,0.04456103965640068,0.041273195296525955,0.04313424602150917,-0.01801685243844986,0.013779557310044765,0.07432962208986282,0.018684765323996544
.,0.45942068099975586,0.14262992143630981,0.40146201848983765,0.5934505462646484,0.19999448955059052,0.21827399730682373,0.23857341706752777,0.5591574311256409,0.4130953550338745
