,what,does,the,beroe,do,when,pursuing,prey,?
beroe,0.14043943583965302,0.14422236382961273,0.2654626965522766,1.0,0.1479204297065735,0.1683955192565918,0.13766394555568695,0.23065748810768127,0.1766621172428131
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2364800125360489,0.3283645510673523,0.36674630641937256,0.24585573375225067,0.17115898430347443,0.31091248989105225
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.23844553530216217,0.30895981192588806,0.3471449911594391,0.09703059494495392,0.17207421362400055,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2801643908023834,0.26237669587135315,0.44397395849227905,0.23904359340667725,0.23781940340995789,0.23916715383529663
pair,0.1797199696302414,0.11549903452396393,0.2643369734287262,0.14503464102745056,0.18702144920825958,0.31273943185806274,0.19187280535697937,0.3201387822628021,0.11695868521928787
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.24126726388931274,0.26150479912757874,0.3757161796092987,0.21620486676692963,0.16259106993675232,0.1826142966747284
narrow,0.21173065900802612,0.2384456992149353,0.3104094862937927,0.22597551345825195,0.15406569838523865,0.23444139957427979,0.11142043769359589,0.2505556344985962,0.1023377925157547
strips,0.15434999763965607,0.2184792459011078,0.22506500780582428,0.18915113806724548,0.18156015872955322,0.23753531277179718,0.20365342497825623,0.21793901920318604,0.07454114407300949
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.24126726388931274,0.26150479912757874,0.3757161796092987,0.21620486676692963,0.16259106993675232,0.1826142966747284
adhesive,0.17428472638130188,0.22805410623550415,0.19201050698757172,0.16488035023212433,0.2312164157629013,0.22464124858379364,0.1660178005695343,0.31271111965179443,0.17806750535964966
epithelial,0.2701612412929535,0.2548117935657501,0.30176806449890137,0.3457549810409546,0.25705763697624207,0.29120954871177673,0.15360799431800842,0.3737834393978119,0.1838352233171463
cells,0.1758001297712326,0.24285221099853516,0.19095487892627716,0.24988630414009094,0.2676107585430145,0.2794494032859802,0.04648025706410408,0.2766021192073822,0.1898086667060852
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.16552194952964783,0.3025321364402771,0.37706470489501953,0.24080048501491547,0.16649864614009857,0.2714994251728058
the,0.42745697498321533,0.35928019881248474,1.0,0.2654626965522766,0.30239659547805786,0.5091903209686279,0.2532423436641693,0.2732231020927429,0.22068053483963013
stomach,0.15104956924915314,0.17960916459560394,0.23040339350700378,0.1727174073457718,0.21099582314491272,0.23874004185199738,0.05038991570472717,0.36897510290145874,0.17851494252681732
wall,0.164457768201828,0.14503061771392822,0.3003387749195099,0.16915783286094666,0.146332785487175,0.22983333468437195,0.14078056812286377,0.21262340247631073,0.06349854171276093
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.18084250390529633,0.44533252716064453,0.5860282182693481,0.31094229221343994,0.2647857367992401,0.32716336846351624
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.1646428406238556,0.06628920882940292,0.07174111902713776,-0.020918017253279686,0.12713317573070526,0.0685480609536171
zip,0.048085518181324005,0.16812601685523987,0.1920934021472931,0.30346545577049255,0.16717731952667236,0.12828850746154785,0.09669525176286697,0.18519870936870575,0.17864041030406952
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,-0.021927639842033386,-0.00043653504690155387,-0.07688097655773163,-0.007920471951365471,-0.07479113340377808,0.018684765323996544
the,0.42745697498321533,0.35928019881248474,1.0,0.2654626965522766,0.30239659547805786,0.5091903209686279,0.2532423436641693,0.2732231020927429,0.22068053483963013
mouth,0.18337541818618774,0.21820485591888428,0.3073960244655609,0.19541604816913605,0.17105767130851746,0.23531217873096466,0.07498583942651749,0.3106551766395569,0.21761061251163483
shut,0.2487407624721527,0.206777423620224,0.23559285700321198,0.15063469111919403,0.24526336789131165,0.2700444459915161,0.13473756611347198,0.22340936958789825,0.22577165067195892
when,0.4700249433517456,0.3380102217197418,0.5091903209686279,0.1683955192565918,0.28572237491607666,0.9999999403953552,0.2606760859489441,0.20046767592430115,0.22841128706932068
the,0.42745697498321533,0.35928019881248474,1.0,0.2654626965522766,0.30239659547805786,0.5091903209686279,0.2532423436641693,0.2732231020927429,0.22068053483963013
animal,0.2420092225074768,0.15385185182094574,0.2502762973308563,0.24916402995586395,0.1809399127960205,0.20016175508499146,0.1485544741153717,0.3894936442375183,0.13991324603557587
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.23844553530216217,0.30895981192588806,0.3471449911594391,0.09703059494495392,0.17207421362400055,0.22961433231830597
not,0.5449194312095642,0.6355478763580322,0.4310511648654938,0.19532960653305054,0.6619802713394165,0.4799930453300476,0.30461496114730835,0.2093145102262497,0.41942933201789856
feeding,0.25255632400512695,0.2402135729789734,0.27616533637046814,0.2170518934726715,0.24794423580169678,0.27768635749816895,0.2735826373100281,0.5888319611549377,0.1769361048936844
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2364800125360489,0.3283645510673523,0.36674630641937256,0.24585573375225067,0.17115898430347443,0.31091248989105225
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.13070620596408844,0.1481526494026184,0.4376842677593231,0.16530370712280273,0.18207105994224548,0.17966607213020325
forming,0.18138349056243896,0.16553376615047455,0.3776164948940277,0.15775306522846222,0.21139582991600037,0.30839982628822327,0.21867136657238007,0.205825075507164,0.11404796689748764
intercellular,0.21224792301654816,0.23137608170509338,0.2879800498485565,0.27776038646698,0.26248985528945923,0.30207425355911255,0.1674698293209076,0.3119097054004669,0.16642093658447266
connections,0.23633168637752533,0.21988347172737122,0.31443437933921814,0.16600266098976135,0.21508201956748962,0.2415582239627838,0.15185041725635529,0.16682544350624084,0.14831478893756866
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.17580267786979675,0.23744353652000427,0.5075214505195618,0.18677623569965363,0.1490461528301239,0.2433311939239502
the,0.42745697498321533,0.35928019881248474,1.0,0.2654626965522766,0.30239659547805786,0.5091903209686279,0.2532423436641693,0.2732231020927429,0.22068053483963013
opposite,0.2760887145996094,0.28554317355155945,0.2730693221092224,0.09511550515890121,0.24732781946659088,0.23887182772159576,0.1460106372833252,0.1396438181400299,0.0778411254286766
adhesive,0.17428472638130188,0.22805410623550415,0.19201050698757172,0.16488035023212433,0.2312164157629013,0.22464124858379364,0.1660178005695343,0.31271111965179443,0.17806750535964966
strip,0.15591688454151154,0.16811233758926392,0.20150524377822876,0.19952601194381714,0.10779234766960144,0.1863192468881607,0.16017772257328033,0.1270219385623932,0.06863179802894592
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.24944455921649933,0.3613996207714081,0.475719153881073,0.23798848688602448,0.16321569681167603,0.4130953550338745
,what,does,the,beroe,do,when,pursuing,prey,?
this,0.5489566326141357,0.4166489243507385,0.6274310946464539,0.18868863582611084,0.34963881969451904,0.4959332048892975,0.2504247725009918,0.22832034528255463,0.3155723512172699
tight,0.1766127198934555,0.22512082755565643,0.20536431670188904,0.16874654591083527,0.19492946565151215,0.25795572996139526,0.1689971536397934,0.2616738975048065,0.11662518978118896
closure,0.24223414063453674,0.18808035552501678,0.2092582881450653,0.12060445547103882,0.2086210399866104,0.21041278541088104,0.231632798910141,0.2184194028377533,0.24107147753238678
streamlines,0.24249126017093658,0.2749987840652466,0.2981370985507965,0.21143007278442383,0.2657453119754791,0.189541295170784,0.2601066529750824,0.3314650058746338,0.23961760103702545
the,0.42745697498321533,0.35928019881248474,1.0,0.2654626965522766,0.30239659547805786,0.5091903209686279,0.2532423436641693,0.2732231020927429,0.22068053483963013
front,0.19401875138282776,0.18855611979961395,0.3733479380607605,0.13882361352443695,0.15774807333946228,0.27138909697532654,0.1893371194601059,0.19725465774536133,0.16351862251758575
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.24126726388931274,0.26150479912757874,0.3757161796092987,0.21620486676692963,0.16259106993675232,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.2654626965522766,0.30239659547805786,0.5091903209686279,0.2532423436641693,0.2732231020927429,0.22068053483963013
animal,0.2420092225074768,0.15385185182094574,0.2502762973308563,0.24916402995586395,0.1809399127960205,0.20016175508499146,0.1485544741153717,0.3894936442375183,0.13991324603557587
when,0.4700249433517456,0.3380102217197418,0.5091903209686279,0.1683955192565918,0.28572237491607666,0.9999999403953552,0.2606760859489441,0.20046767592430115,0.22841128706932068
it,0.45803478360176086,0.34188351035118103,0.6251175999641418,0.21826374530792236,0.337066113948822,0.4775012135505676,0.14991186559200287,0.25764724612236023,0.25732165575027466
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.23844553530216217,0.30895981192588806,0.3471449911594391,0.09703059494495392,0.17207421362400055,0.22961433231830597
pursuing,0.27320462465286255,0.21007759869098663,0.2532423436641693,0.13766394555568695,0.21653471887111664,0.2606760859489441,0.9999999403953552,0.24151699244976044,0.17021717131137848
prey,0.21349354088306427,0.18921011686325073,0.2732231020927429,0.23065748810768127,0.1948252022266388,0.20046767592430115,0.24151699244976044,1.0,0.15793472528457642
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.24944455921649933,0.3613996207714081,0.475719153881073,0.23798848688602448,0.16321569681167603,0.4130953550338745
