,how,many,yards,did,newton,get,for,passes,in,the,2015,season,?
seasons,0.12353117763996124,0.1946718841791153,0.32562366127967834,0.18920958042144775,0.10007040947675705,0.16780348122119904,0.26410943269729614,0.19817236065864563,0.2194332778453827,0.24226845800876617,-0.060289785265922546,0.8080282211303711,0.13766995072364807
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.28486189246177673,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
throwing,0.24389290809631348,0.2297176569700241,0.33956798911094666,0.2288447916507721,0.1744842380285263,0.3236141502857208,0.29772108793258667,0.3070942461490631,0.1828322857618332,0.2748998701572418,0.049856171011924744,0.14558328688144684,0.15241092443466187
for,0.3308170735836029,0.40972793102264404,0.21746347844600677,0.318512886762619,0.18168501555919647,0.342695415019989,0.9999999403953552,0.2133815735578537,0.4322226941585541,0.4739971458911896,-0.08512632548809052,0.24490800499916077,0.264628142118454
"3,837",-0.04463791474699974,-0.03211802616715431,0.01638616994023323,-0.0767732635140419,0.021701980382204056,-0.07207854837179184,0.005208166781812906,0.08260678499937057,0.09096096456050873,0.14094862341880798,0.36837074160575867,-0.010354091413319111,-0.03566814586520195
yards,0.1345205456018448,0.13134367763996124,1.0,0.11230118572711945,0.29241275787353516,0.13370735943317413,0.21746347844600677,0.3818858563899994,0.14206624031066895,0.16070343554019928,0.02945392206311226,0.3280850648880005,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.22255054116249084,0.37609121203422546,0.5064792633056641,0.2739555835723877,0.4954058527946472,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
rushing,0.2803467810153961,0.21215204894542694,0.5547915101051331,0.21943612396717072,0.304086834192276,0.2619721293449402,0.31589773297309875,0.4206598401069641,0.21822091937065125,0.2992783486843109,-0.10239597409963608,0.2357044816017151,0.14363552629947662
for,0.3308170735836029,0.40972793102264404,0.21746347844600677,0.318512886762619,0.18168501555919647,0.342695415019989,0.9999999403953552,0.2133815735578537,0.4322226941585541,0.4739971458911896,-0.08512632548809052,0.24490800499916077,0.264628142118454
636,-0.007202938664704561,0.07316522300243378,0.0132901044562459,0.011679795570671558,0.14664290845394135,0.07439330965280533,0.13158677518367767,0.038191795349121094,0.16928495466709137,0.0817032977938652,-0.19799460470676422,0.04713992401957512,-0.036500390619039536
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.28486189246177673,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2172633707523346,0.3330625295639038,0.1801067441701889,0.3326869010925293,0.4232339859008789,0.21371236443519592,0.3399278521537781,0.39804592728614807,-0.013383761048316956,0.21403980255126953,0.21076419949531555
recording,0.19648906588554382,0.20405806601047516,0.21804086863994598,0.20224055647850037,0.22601540386676788,0.17770172655582428,0.28583967685699463,0.09701414406299591,0.2528064250946045,0.2685704827308655,-0.07319832593202591,0.19551503658294678,0.18037092685699463
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.1884482353925705,0.27948489785194397,0.44038116931915283,0.31111034750938416,0.539380669593811,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.23916715383529663
career-high,0.2514631748199463,0.33343032002449036,0.39537036418914795,0.3148426413536072,0.19111330807209015,0.2820582985877991,0.3471291661262512,0.16734260320663452,0.2944321930408478,0.26239198446273804,-0.033197686076164246,0.32599934935569763,0.18277767300605774
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.22255054116249084,0.37609121203422546,0.5064792633056641,0.2739555835723877,0.4954058527946472,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
league-leading,0.2028302550315857,0.2940694987773895,0.35681408643722534,0.29858919978141785,0.21760407090187073,0.25639212131500244,0.41309621930122375,0.2799805998802185,0.366347998380661,0.41902515292167664,0.033030472695827484,0.391226589679718,0.2778867185115814
45,-0.032615967094898224,0.02003762125968933,0.02249443158507347,-0.0017516070511192083,0.026041382923722267,-0.05307977274060249,0.05910564959049225,-0.041077688336372375,0.05398287624120712,-0.020405476912856102,0.0810927227139473,-0.022937055677175522,-0.01282194908708334
total,0.22199897468090057,0.2912171483039856,0.26723575592041016,0.14788632094860077,0.1840561330318451,0.14970579743385315,0.18924455344676971,0.1648339480161667,0.27667245268821716,0.27068960666656494,0.037357207387685776,0.17375686764717102,0.14396025240421295
touchdowns,0.15057362616062164,0.1144808754324913,0.7052563428878784,0.20483340322971344,0.31141117215156555,0.22884364426136017,0.2948407232761383,0.42499709129333496,0.17643709480762482,0.20508192479610443,0.008580083958804607,0.4151381552219391,0.1509619653224945
(,0.1676948219537735,0.1455259770154953,0.15869200229644775,0.18979617953300476,0.17499087750911713,0.2644343078136444,0.3357032239437103,0.23742862045764923,0.3087427020072937,0.33289089798927307,0.14610634744167328,0.1242075115442276,0.40561532974243164
35,-0.11944353580474854,-0.07066774368286133,-0.11452069878578186,-0.03584199398756027,-0.08320112526416779,0.04023030027747154,-0.028315884992480278,-0.020436232909560204,-0.023801730945706367,-0.04927394539117813,0.06824924796819687,-0.11634469032287598,-0.044106997549533844
passing,0.24499450623989105,0.15060079097747803,0.43056851625442505,0.16936171054840088,0.23282510042190552,0.29742732644081116,0.2578018009662628,0.6374642848968506,0.1942625194787979,0.3088957965373993,0.00843111239373684,0.24395446479320526,0.10353918373584747
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.28486189246177673,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
10,0.09177426248788834,0.3056783974170685,-0.03439547121524811,0.1914099007844925,0.03830950707197189,0.0783049687743187,0.07862305641174316,0.0971112996339798,0.22690178453922272,0.2880653440952301,0.15571165084838867,0.017048560082912445,0.022911956533789635
rushing,0.2803467810153961,0.21215204894542694,0.5547915101051331,0.21943612396717072,0.304086834192276,0.2619721293449402,0.31589773297309875,0.4206598401069641,0.21822091937065125,0.2992783486843109,-0.10239597409963608,0.2357044816017151,0.14363552629947662
),0.17939934134483337,0.16602720320224762,0.17269422113895416,0.18584993481636047,0.17433513700962067,0.26274725794792175,0.3639558255672455,0.24582558870315552,0.3326910734176636,0.3456730246543884,0.1380191147327423,0.14535100758075714,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.28486189246177673,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.1884482353925705,0.27948489785194397,0.44038116931915283,0.31111034750938416,0.539380669593811,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.23916715383529663
career-low,0.2479514181613922,0.2875238358974457,0.33976468443870544,0.31910577416419983,0.22043463587760925,0.2698148190975189,0.32845163345336914,0.14593759179115295,0.26392239332199097,0.21368016302585602,-0.06424173712730408,0.3512099087238312,0.15329208970069885
10,0.09177426248788834,0.3056783974170685,-0.03439547121524811,0.1914099007844925,0.03830950707197189,0.0783049687743187,0.07862305641174316,0.0971112996339798,0.22690178453922272,0.2880653440952301,0.15571165084838867,0.017048560082912445,0.022911956533789635
interceptions,0.2084771692752838,0.21864065527915955,0.6127163171768188,0.21840861439704895,0.30017799139022827,0.24244055151939392,0.30427032709121704,0.41554737091064453,0.19061775505542755,0.22331646084785461,0.015746407210826874,0.35161852836608887,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.28486189246177673,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.22255054116249084,0.37609121203422546,0.5064792633056641,0.2739555835723877,0.4954058527946472,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.1884482353925705,0.27948489785194397,0.44038116931915283,0.31111034750938416,0.539380669593811,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.23916715383529663
career-best,0.22005383670330048,0.30896151065826416,0.3150091767311096,0.3254493474960327,0.18897037208080292,0.23106060922145844,0.3935834467411041,0.14001603424549103,0.3449181616306305,0.29364049434661865,-0.001517498749308288,0.35868939757347107,0.2002197951078415
quarterback,0.10935026407241821,0.09331715106964111,0.5115955471992493,0.13718701899051666,0.29465755820274353,0.19782772660255432,0.2683273255825043,0.32282570004463196,0.17283181846141815,0.23757418990135193,-0.07722106575965881,0.360336571931839,0.13221268355846405
rating,0.20311082899570465,0.1606440395116806,0.2996661067008972,0.17871320247650146,0.20168572664260864,0.22907499969005585,0.26534613966941833,0.23164884746074677,0.16727057099342346,0.24654440581798553,-0.03246351331472397,0.31314903497695923,0.18754872679710388
of,0.2480744868516922,0.37253960967063904,0.14466260373592377,0.2513895630836487,0.18479612469673157,0.26628199219703674,0.4185989499092102,0.31505411863327026,0.5696388483047485,0.733189046382904,0.21138253808021545,0.1598338931798935,0.1826142966747284
99.4,0.07374688237905502,0.09562889486551285,0.11833503097295761,0.1511625200510025,0.07128863781690598,0.04856012016534805,0.09110534936189651,0.08063327521085739,0.05381285399198532,0.07925555855035782,0.252677857875824,0.04704667255282402,0.1159149557352066
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.35288307070732117,0.20699870586395264,0.39392393827438354,0.4726039469242096,0.22859860956668854,0.5591574311256409,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
