,what,is,it,estimated,that,about,half,of,all,variation,in,homicide,rates,can,be,accounted,for,by,?
rates,0.2148645967245102,0.24308988451957703,0.20320101082324982,0.3671438694000244,0.3044385015964508,0.26417064666748047,0.2079170048236847,0.2585311233997345,0.27634888887405396,0.264058917760849,0.26258307695388794,0.36175763607025146,1.0,0.3076973557472229,0.27536261081695557,0.34739935398101807,0.24851617217063904,0.23408402502536774,0.13808594644069672
can,0.34502777457237244,0.44256699085235596,0.3819273114204407,0.15765570104122162,0.4522190988063812,0.27397462725639343,0.14452819526195526,0.2603091299533844,0.3574998378753662,0.29149577021598816,0.26527702808380127,0.1482374519109726,0.3076973557472229,1.0,0.5791122913360596,0.2525704503059387,0.35690054297447205,0.29642900824546814,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.5203388929367065,0.21316911280155182,0.6036020517349243,0.26362910866737366,0.18918320536613464,0.33904364705085754,0.42151448130607605,0.2556818425655365,0.3481820821762085,0.2160605788230896,0.27536261081695557,0.5791122913360596,1.0,0.3180038332939148,0.3801851272583008,0.43158695101737976,0.3324260413646698
accounted,0.2562321424484253,0.20267806947231293,0.18014757335186005,0.47650396823883057,0.3668058514595032,0.30928367376327515,0.18099196255207062,0.2735593020915985,0.315192312002182,0.17831481993198395,0.22296495735645294,0.25662168860435486,0.34739935398101807,0.2525704503059387,0.3180038332939148,1.0,0.27571922540664673,0.26489707827568054,0.2127840369939804
for,0.3017193675041199,0.43268078565597534,0.32171204686164856,0.13000595569610596,0.4137635827064514,0.3312419354915619,0.21664121747016907,0.4185989499092102,0.41144001483917236,0.25241565704345703,0.4322226941585541,0.2187897264957428,0.24851617217063904,0.35690054297447205,0.3801851272583008,0.27571922540664673,0.9999999403953552,0.3248702883720398,0.264628142118454
by,0.2455483376979828,0.3899846076965332,0.40926623344421387,0.21071015298366547,0.37496164441108704,0.30091190338134766,0.22449548542499542,0.3646814823150635,0.2944089472293854,0.1935606151819229,0.370934396982193,0.24464139342308044,0.23408402502536774,0.29642900824546814,0.43158695101737976,0.26489707827568054,0.3248702883720398,1.0000001192092896,0.17966607213020325
differences,0.3500737249851227,0.26013633608818054,0.26903223991394043,0.25278085470199585,0.3880206346511841,0.23939117789268494,0.1916971653699875,0.3115874230861664,0.3065022826194763,0.45892059803009033,0.23158365488052368,0.12914475798606873,0.4071134626865387,0.35049203038215637,0.2894904613494873,0.3279736340045929,0.2461000382900238,0.21569925546646118,0.20399115979671478
in,0.30808621644973755,0.5394441485404968,0.5130809545516968,0.2508986294269562,0.435920387506485,0.39797019958496094,0.25644969940185547,0.5696388483047485,0.3335905969142914,0.2113669216632843,1.0,0.25105005502700806,0.26258307695388794,0.26527702808380127,0.3481820821762085,0.22296495735645294,0.4322226941585541,0.370934396982193,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.6251175999641418,0.29184040427207947,0.5473989248275757,0.37995871901512146,0.3189295828342438,0.733189046382904,0.4860881567001343,0.28104788064956665,0.6662389636039734,0.24151867628097534,0.25867342948913574,0.312528520822525,0.4248143136501312,0.2786780297756195,0.4739971458911896,0.4408751428127289,0.22068053483963013
amount,0.2602839767932892,0.3016021251678467,0.3270067572593689,0.36823832988739014,0.3969508707523346,0.2517687976360321,0.23315510153770447,0.2541177570819855,0.3066994845867157,0.27216455340385437,0.2569429874420166,0.17265141010284424,0.3999899625778198,0.4105219542980194,0.3666991889476776,0.24450553953647614,0.3007623255252838,0.19143085181713104,0.17984020709991455
of,0.33290785551071167,0.4854315221309662,0.38761502504348755,0.30473583936691284,0.41498205065727234,0.40939709544181824,0.2784358561038971,1.0,0.42798417806625366,0.2677055895328522,0.5696388483047485,0.2356693297624588,0.2585311233997345,0.2603091299533844,0.33904364705085754,0.2735593020915985,0.4185989499092102,0.3646814823150635,0.1826142966747284
inequality,0.30072227120399475,0.1953488290309906,0.1806231439113617,0.22268076241016388,0.3467824459075928,0.23402167856693268,0.2163107544183731,0.27910974621772766,0.28587979078292847,0.27245229482650757,0.19402410089969635,0.24575695395469666,0.3752773702144623,0.2628359794616699,0.2602038085460663,0.28824520111083984,0.256974995136261,0.17648567259311676,0.23619021475315094
in,0.30808621644973755,0.5394441485404968,0.5130809545516968,0.2508986294269562,0.435920387506485,0.39797019958496094,0.25644969940185547,0.5696388483047485,0.3335905969142914,0.2113669216632843,1.0,0.25105005502700806,0.26258307695388794,0.26527702808380127,0.3481820821762085,0.22296495735645294,0.4322226941585541,0.370934396982193,0.20430970191955566
each,0.3353266417980194,0.2954041659832001,0.31343626976013184,0.2027280330657959,0.46111494302749634,0.25596532225608826,0.254218727350235,0.38460010290145874,0.41569873690605164,0.3030400574207306,0.30816060304641724,0.1577443927526474,0.2672700881958008,0.4078707695007324,0.3907950520515442,0.23365910351276398,0.3044290542602539,0.29190269112586975,0.21173812448978424
province,0.18841709196567535,0.21870040893554688,0.20719458162784576,0.2598729729652405,0.15127234160900116,0.1997043788433075,0.12106222659349442,0.28751370310783386,0.12929777801036835,0.13297639787197113,0.2537287175655365,0.11542359739542007,0.08334000408649445,0.08042033761739731,0.12143640965223312,0.22863507270812988,0.12437472492456436,0.1752561330795288,0.11473246663808823
or,0.33867141604423523,0.41870999336242676,0.36389440298080444,0.1863892823457718,0.4729836881160736,0.3335071802139282,0.2456115484237671,0.3792596757411957,0.3321593105792999,0.33430585265159607,0.3586423695087433,0.18455150723457336,0.2977779805660248,0.5614996552467346,0.5260903835296631,0.3077682554721832,0.4111599624156952,0.30274316668510437,0.32389625906944275
state,0.24273863434791565,0.2627358138561249,0.32295069098472595,0.19611671566963196,0.24252457916736603,0.2187233716249466,0.11473357677459717,0.34253445267677307,0.2085113525390625,0.11680836230516434,0.33316072821617126,0.13652700185775757,0.18999813497066498,0.13665424287319183,0.22221757471561432,0.2407844513654709,0.19460363686084747,0.2263980358839035,0.1160883978009224
.,0.3567904531955719,0.4569662809371948,0.5593622326850891,0.23778799176216125,0.4460422694683075,0.42038556933403015,0.2995082437992096,0.5352458953857422,0.43406882882118225,0.2556132972240448,0.5591574311256409,0.25010383129119873,0.2061878889799118,0.35783761739730835,0.4383580684661865,0.20356956124305725,0.4726039469242096,0.3936232924461365,0.4130953550338745
