,where,was,william,iron,arm,'s,castle,located,?
arm,0.1986663043498993,0.1614151895046234,0.1123870462179184,0.15929558873176575,1.0,-0.021379897370934486,0.05203154310584068,0.17478647828102112,0.12539196014404297
's,0.0007701900321990252,0.008974763564765453,0.00675395829603076,-0.0246629249304533,-0.021379897370934486,0.9999999403953552,-0.12325005233287811,-0.031078986823558807,-0.023395681753754616
citadel,0.1794964224100113,0.2652580440044403,0.18155714869499207,0.21256563067436218,0.08347464352846146,-0.0639030709862709,0.316460520029068,0.31207069754600525,0.11120149493217468
at,0.4402937591075897,0.36707764863967896,0.16626758873462677,0.15910829603672028,0.13889813423156738,-0.08481216430664062,0.18407873809337616,0.3688831031322479,0.21978627145290375
squillace,0.21052412688732147,0.23766499757766724,0.28944849967956543,0.28651413321495056,0.2617782652378082,0.03833131864666939,0.23771876096725464,0.1935015767812729,0.26080378890037537
",",0.3149496018886566,0.45456063747406006,0.23339112102985382,0.23416942358016968,0.1692921221256256,-0.0016132977325469255,0.2080804705619812,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.2535148561000824,0.2576066851615906,0.2107696235179901,0.06895173341035843,0.18904168903827667,0.24183952808380127,0.20544172823429108
cathedrals,0.2296634018421173,0.21527917683124542,0.20463618636131287,0.15642419457435608,0.10818686336278915,-1.0607905096549075e-05,0.31445470452308655,0.21347734332084656,0.15824170410633087
",",0.3149496018886566,0.45456063747406006,0.23339112102985382,0.23416942358016968,0.1692921221256256,-0.0016132977325469255,0.2080804705619812,0.2678719460964203,0.31091248989105225
such,0.3198639750480652,0.12487147748470306,0.10043726116418839,0.188498392701149,0.12465570122003555,0.05073437839746475,0.07265492528676987,0.12636038661003113,0.17851735651493073
as,0.35409465432167053,0.3677520453929901,0.21397505700588226,0.2332594394683838,0.17801997065544128,-0.05775856226682663,0.13820332288742065,0.20928777754306793,0.27043893933296204
roger,0.10713841766119003,0.26313790678977966,0.32343417406082153,0.20775289833545685,0.09523916244506836,-0.05052544176578522,0.16770192980766296,0.09876205027103424,0.0969553217291832
ii,0.16962364315986633,0.25630512833595276,0.20738165080547333,0.2794528305530548,0.11398636549711227,0.06274007260799408,0.263621062040329,0.16204328835010529,0.11928234249353409
's,0.0007701900321990252,0.008974763564765453,0.00675395829603076,-0.0246629249304533,-0.021379897370934486,0.9999999403953552,-0.12325005233287811,-0.031078986823558807,-0.023395681753754616
cappella,0.17568467557430267,0.18270008265972137,0.11164369434118271,0.09337425231933594,0.11970268934965134,0.08498915284872055,0.17568416893482208,0.10304209589958191,0.18091969192028046
palatina,0.17138426005840302,0.1752009391784668,0.12453518062829971,0.15816517174243927,0.14684219658374786,0.06274676322937012,0.2694634199142456,0.24021276831626892,0.1402033418416977
chapel,0.2330174744129181,0.24186702072620392,0.21861661970615387,0.14225727319717407,0.16148976981639862,-0.07768881320953369,0.3558175563812256,0.2833307981491089,0.11566921323537827
at,0.4402937591075897,0.36707764863967896,0.16626758873462677,0.15910829603672028,0.13889813423156738,-0.08481216430664062,0.18407873809337616,0.3688831031322479,0.21978627145290375
palermo,0.20469138026237488,0.18647578358650208,0.16814281046390533,0.10140714049339294,0.10726936906576157,-0.019995490089058876,0.2886075973510742,0.1647309809923172,0.13712424039840698
",",0.3149496018886566,0.45456063747406006,0.23339112102985382,0.23416942358016968,0.1692921221256256,-0.0016132977325469255,0.2080804705619812,0.2678719460964203,0.31091248989105225
which,0.5477990508079529,0.2830964922904968,0.13988013565540314,0.2625897526741028,0.2086159735918045,0.03856118768453598,0.13866081833839417,0.29797419905662537,0.25814583897590637
dot,0.19396139681339264,0.08978588879108429,0.10643238574266434,0.09233412146568298,0.13077758252620697,-0.0041047497652471066,0.08960285782814026,0.0942540168762207,0.15106257796287537
the,0.5003893971443176,0.48711544275283813,0.21537061035633087,0.27578672766685486,0.2214433252811432,-0.01540423184633255,0.21430203318595886,0.407527357339859,0.22068053483963013
landscape,0.1637357473373413,0.16219072043895721,0.22351519763469696,0.18623371422290802,0.031059885397553444,0.011288821697235107,0.23188619315624237,0.16503886878490448,0.11197245866060257
and,0.43859338760375977,0.3740963041782379,0.2535148561000824,0.2576066851615906,0.2107696235179901,0.06895173341035843,0.18904168903827667,0.24183952808380127,0.20544172823429108
give,0.28533127903938293,0.16511452198028564,0.2011519968509674,0.1173325851559639,0.1870613545179367,0.032917920500040054,0.09346449375152588,0.0923255980014801,0.2985610067844391
a,0.40997210144996643,0.4508470594882965,0.19269351661205292,0.25579822063446045,0.2200365960597992,0.04866964742541313,0.16013845801353455,0.2605401277542114,0.23916715383529663
wholly,0.18075767159461975,0.12723933160305023,0.0959874838590622,0.11061260849237442,0.055936310440301895,0.0845378190279007,0.08324351906776428,0.20301352441310883,0.2409968376159668
distinct,0.20926499366760254,0.10660439729690552,0.09999550133943558,0.20164233446121216,0.10083569586277008,0.004191444255411625,0.03228118643164635,0.1764843612909317,0.09523114562034607
architectural,0.13998836278915405,0.22371706366539001,0.13115300238132477,0.22640420496463776,0.1661129742860794,-0.03541046753525734,0.20246557891368866,0.23010054230690002,0.13917183876037598
flavor,0.07316840440034866,0.15754711627960205,0.13665202260017395,0.19419267773628235,0.1047750860452652,0.0490059070289135,0.051779136061668396,0.08950918167829514,0.115692138671875
to,0.47735077142715454,0.3636345863342285,0.19802416861057281,0.18131506443023682,0.2332841008901596,0.03782717138528824,0.15589231252670288,0.20850814878940582,0.29463258385658264
accompany,0.29009518027305603,0.20780451595783234,0.19969850778579712,0.16266395151615143,0.1409355103969574,0.015523886308073997,0.06859584152698517,0.13072429597377777,0.17882870137691498
its,0.27530840039253235,0.3518870174884796,0.1372324377298355,0.2664733827114105,0.14465777575969696,0.03202139586210251,0.16061393916606903,0.3198530077934265,0.15103481709957123
unique,0.23359957337379456,0.1490018218755722,0.1266893744468689,0.16252748668193817,0.10995151102542877,0.04303603619337082,0.016339601948857307,0.1778310090303421,0.17680858075618744
history,0.20361927151679993,0.25589004158973694,0.16563621163368225,0.11848568916320801,0.12508268654346466,-0.0466335192322731,0.11685238778591156,0.1913161724805832,0.2501974403858185
.,0.41390106081962585,0.40146201848983765,0.2768123149871826,0.23086592555046082,0.20812642574310303,-0.003708066651597619,0.1885698437690735,0.28226932883262634,0.4130953550338745
