,in,what,year,did,the,nfl,switch,to,a,16-game,regular,season,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.15305201709270477,0.21010391414165497,0.535392165184021,0.5829201340675354,0.3390442430973053,0.3214086890220642,0.2507155239582062,0.22068053483963013
seventh,0.27526944875717163,0.1368705779314041,0.2566646933555603,0.15575523674488068,0.36732497811317444,0.1664181649684906,0.08482363820075989,0.23148073256015778,0.2745407223701477,0.20221279561519623,0.15266725420951843,0.25105464458465576,0.10981480032205582
team,0.18841172754764557,0.17632107436656952,0.17860233783721924,0.1497787982225418,0.22564226388931274,0.352365642786026,0.18931187689304352,0.23889471590518951,0.19125498831272125,0.36331602931022644,0.2476644068956375,0.3451383709907532,0.11243411153554916
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.1526731252670288,0.25462213158607483,1.0,0.45503583550453186,0.2950660288333893,0.30861178040504456,0.22382742166519165,0.29463258385658264
win,0.2503834664821625,0.15653561055660248,0.24133984744548798,0.303374707698822,0.28308698534965515,0.22728218138217926,0.16147002577781677,0.2910063862800598,0.2358047515153885,0.327262818813324,0.19661571085453033,0.2685241401195526,0.1873117983341217
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.457212895154953,0.20260320603847504,0.20865799486637115,0.36524343490600586,0.3095070421695709,0.24160058796405792,0.25247499346733093,0.18120098114013672,0.21978627145290375
least,0.3232700824737549,0.3337163031101227,0.27794453501701355,0.2185145616531372,0.3428877890110016,0.09886547923088074,0.16285721957683563,0.35133054852485657,0.3442045748233795,0.21363086998462677,0.32447779178619385,0.19100981950759888,0.28866854310035706
15,0.02424248494207859,-0.01077192835509777,-0.03266001120209694,0.03605250269174576,-0.011810222640633583,0.02818235382437706,-0.09714929014444351,-0.047946229577064514,-0.052463941276073456,0.06507556140422821,-0.009971684776246548,0.058130551129579544,-0.010706285014748573
regular,0.23172755539417267,0.224887877702713,0.2006196677684784,0.26963475346565247,0.3214086890220642,0.2313152551651001,0.24165499210357666,0.30861178040504456,0.313107967376709,0.26340222358703613,1.0,0.4002528786659241,0.18334713578224182
season,0.2184021919965744,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.3929455280303955,0.1904376745223999,0.22382742166519165,0.1855505406856537,0.31891191005706787,0.4002528786659241,1.0,0.16793298721313477
games,0.24802106618881226,0.1820194572210312,0.23908990621566772,0.18056219816207886,0.2676136791706085,0.3467232584953308,0.13288383185863495,0.23381441831588745,0.19753754138946533,0.6299633979797363,0.24902638792991638,0.34330427646636963,0.1360001415014267
since,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.13534599542617798,0.2229505479335785,0.3733763098716736,0.3303585946559906,0.2159487009048462,0.2647797167301178,0.25668418407440186,0.2876587212085724
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.15305201709270477,0.21010391414165497,0.535392165184021,0.5829201340675354,0.3390442430973053,0.3214086890220642,0.2507155239582062,0.22068053483963013
league,0.22963495552539825,0.16616638004779816,0.20387181639671326,0.17557655274868011,0.2724147439002991,0.3908804953098297,0.17678804695606232,0.18720030784606934,0.17562834918498993,0.34583115577697754,0.2909901440143585,0.41418924927711487,0.15941482782363892
expanded,0.27289336919784546,0.2418898046016693,0.2102680653333664,0.20851697027683258,0.3258892893791199,0.15330870449543,0.14005114138126373,0.29032543301582336,0.20242644846439362,0.24324999749660492,0.20705881714820862,0.1161201074719429,0.2124357968568802
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.1526731252670288,0.25462213158607483,1.0,0.45503583550453186,0.2950660288333893,0.30861178040504456,0.22382742166519165,0.29463258385658264
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26745039224624634,0.45503583550453186,1.0,0.3130919337272644,0.313107967376709,0.1855505406856537,0.23916715383529663
16-game,0.2743573784828186,0.2855149209499359,0.19654951989650726,0.2209806740283966,0.3390442430973053,0.3051850199699402,0.26258230209350586,0.2950660288333893,0.3130919337272644,0.9999998807907104,0.26340222358703613,0.31891191005706787,0.26639387011528015
schedule,0.20525701344013214,0.22513388097286224,0.20663884282112122,0.2402072250843048,0.21986375749111176,0.236643448472023,0.20825962722301483,0.2847902476787567,0.20767942070960999,0.1737092137336731,0.3617466986179352,0.29308274388313293,0.16743622720241547
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.15835623443126678,0.45010748505592346,0.539380669593811,0.2743573784828186,0.23172755539417267,0.2184021919965744,0.20430970191955566
1978,0.20181521773338318,-0.04368842765688896,0.0923275575041771,0.043191809207201004,0.1314823180437088,-0.039362888783216476,0.11293723434209824,0.08089005202054977,0.07501233369112015,-0.010489849373698235,0.04264671355485916,0.08949889242649078,0.06364871561527252
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.1964210718870163,0.2557997405529022,0.4645031690597534,0.50484299659729,0.3616344630718231,0.2778880000114441,0.24674734473228455,0.4130953550338745
