,how,much,of,a,voting,majority,must,there,be,to,effectively,censure,the,commission,?
censure,0.33116525411605835,0.27667152881622314,0.20162148773670197,0.12573236227035522,0.26055243611335754,0.3049308657646179,0.34906452894210815,0.2780769169330597,0.319197416305542,0.3181663453578949,0.2579527497291565,1.0,0.26266124844551086,0.328366756439209,0.24182048439979553
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.5829201340675354,0.26425203680992126,0.28757327795028687,0.2713140547275543,0.47025805711746216,0.4248143136501312,0.535392165184021,0.3534683883190155,0.26266124844551086,1.0,0.24418850243091583,0.22068053483963013
whole,0.3523266613483429,0.41048508882522583,0.4001069962978363,0.4061710238456726,0.25611746311187744,0.2270815372467041,0.239341601729393,0.3348108232021332,0.29312652349472046,0.3655387759208679,0.23493215441703796,0.20861150324344635,0.4517841339111328,0.15848906338214874,0.21052291989326477
commission,0.20294733345508575,0.1491299420595169,0.2698368728160858,0.18981990218162537,0.21189720928668976,0.20650842785835266,0.16934053599834442,0.12579765915870667,0.19977925717830658,0.24674905836582184,0.2345578670501709,0.328366756439209,0.24418850243091583,0.9999998807907104,0.16231559216976166
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.3206180930137634,0.1999615579843521,0.18431158363819122,0.20299430191516876,0.22351126372814178,0.2349044382572174,0.30882009863853455,0.21322710812091827,0.10615907609462738,0.33289089798927307,0.13601887226104736,0.40561532974243164
as,0.33782753348350525,0.36514025926589966,0.3886612355709076,0.39550232887268066,0.20988748967647552,0.27021417021751404,0.2723003923892975,0.33535557985305786,0.5230465531349182,0.42092081904411316,0.34562626481056213,0.2675454020500183,0.48381632566452026,0.19155941903591156,0.27043893933296204
happened,0.3445339500904083,0.2898404896259308,0.30501094460487366,0.2774496078491211,0.22387582063674927,0.1559932976961136,0.1457802802324295,0.3844650685787201,0.259830504655838,0.2299996316432953,0.20316466689109802,0.12929102778434753,0.3589572608470917,0.18256618082523346,0.3097429871559143
to,0.44169697165489197,0.40610215067863464,0.41548454761505127,0.45503583550453186,0.2493610978126526,0.26316750049591064,0.43356871604919434,0.40669289231300354,0.4972836375236511,1.0,0.3721640110015869,0.3181663453578949,0.535392165184021,0.24674905836582184,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.5829201340675354,0.26425203680992126,0.28757327795028687,0.2713140547275543,0.47025805711746216,0.4248143136501312,0.535392165184021,0.3534683883190155,0.26266124844551086,1.0,0.24418850243091583,0.22068053483963013
santer,0.09188046306371689,0.10330680012702942,0.25782716274261475,0.3074120581150055,0.12649670243263245,0.1691281944513321,0.12654709815979004,0.10561908036470413,0.1740105003118515,0.14286357164382935,0.0930473729968071,0.14675359427928925,0.26932787895202637,0.19472827017307281,0.17877967655658722
commission,0.20294733345508575,0.1491299420595169,0.2698368728160858,0.18981990218162537,0.21189720928668976,0.20650842785835266,0.16934053599834442,0.12579765915870667,0.19977925717830658,0.24674905836582184,0.2345578670501709,0.328366756439209,0.24418850243091583,0.9999998807907104,0.16231559216976166
in,0.2601168751716614,0.2725222110748291,0.5696388483047485,0.539380669593811,0.21573682129383087,0.2563854157924652,0.18276341259479523,0.5361666083335876,0.3481820821762085,0.45010748505592346,0.2694817781448364,0.17871522903442383,0.6662389636039734,0.21326816082000732,0.20430970191955566
1999,0.016421351581811905,0.0315697081387043,0.06211002916097641,0.01720399782061577,0.08153253048658371,0.029662225395441055,-0.06205231323838234,-0.01446172222495079,-0.037506103515625,0.03205801546573639,0.11214914917945862,0.027264216914772987,0.06755080074071884,0.15438084304332733,0.05416720360517502
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.3640355169773102,0.19123396277427673,0.1868065446615219,0.19068287312984467,0.24042794108390808,0.24578070640563965,0.31236231327056885,0.21835413575172424,0.1097642332315445,0.3456730246543884,0.12954048812389374,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.50484299659729,0.26005733013153076,0.30306822061538696,0.27722811698913574,0.43897318840026855,0.4383580684661865,0.4645031690597534,0.2778584361076355,0.20973747968673706,0.5934505462646484,0.20309296250343323,0.4130953550338745
