,a,specific,algorithm,demonstrating,t,(,n,),represents,what,measure,of,time,complexity,?
resources,0.19164273142814636,0.30970028042793274,0.22128941118717194,0.2432245910167694,0.16473884880542755,0.18712666630744934,0.15462303161621094,0.19202645123004913,0.1977384239435196,0.24701403081417084,0.20565222203731537,0.2746381163597107,0.27837085723876953,0.30577579140663147,0.26047492027282715
",",0.427140474319458,0.24305859208106995,0.19359813630580902,0.2929231822490692,0.31002363562583923,0.6363511681556702,0.2316582053899765,0.63033527135849,0.24179992079734802,0.3087472915649414,0.18738344311714172,0.4946078956127167,0.3029961884021759,0.27822354435920715,0.31091248989105225
such,0.2706976532936096,0.36387842893600464,0.2024221122264862,0.24071595072746277,0.2120000422000885,0.21001732349395752,0.1843491941690445,0.19659385085105896,0.21452172100543976,0.23989605903625488,0.29481056332588196,0.3209529519081116,0.24758757650852203,0.33842724561691284,0.17851735651493073
as,0.39550232887268066,0.25336480140686035,0.19048626720905304,0.19204717874526978,0.2405824363231659,0.32029855251312256,0.1300116330385208,0.32161882519721985,0.27909791469573975,0.31749409437179565,0.25576961040496826,0.3886612355709076,0.3239102065563202,0.22960948944091797,0.27043893933296204
space,0.20296213030815125,0.21797367930412292,0.24555864930152893,0.1562841236591339,0.19454509019851685,0.23673366010189056,0.16453927755355835,0.24192531406879425,0.15929335355758667,0.20525942742824554,0.18054817616939545,0.21300287544727325,0.2780037522315979,0.2585889995098114,0.1885536164045334
consumption,0.2690817713737488,0.27422282099723816,0.26125654578208923,0.16887934505939484,0.1167970597743988,0.1798643320798874,0.16382265090942383,0.1805521696805954,0.2388983517885208,0.22381934523582458,0.3675582706928253,0.249590665102005,0.22188495099544525,0.3575735092163086,0.1937485784292221
),0.3640355169773102,0.1913466602563858,0.12365659326314926,0.139304518699646,0.2804548442363739,0.9561100602149963,0.23685944080352783,1.0,0.23691263794898987,0.26259949803352356,0.1701265126466751,0.3680361211299896,0.2857224941253662,0.21122688055038452,0.42300865054130554
",",0.427140474319458,0.24305859208106995,0.19359813630580902,0.2929231822490692,0.31002363562583923,0.6363511681556702,0.2316582053899765,0.63033527135849,0.24179992079734802,0.3087472915649414,0.18738344311714172,0.4946078956127167,0.3029961884021759,0.27822354435920715,0.31091248989105225
one,0.4910551905632019,0.30612727999687195,0.21857407689094543,0.19496601819992065,0.24080070853233337,0.2922096848487854,0.23284418880939484,0.31658053398132324,0.3019271492958069,0.376489520072937,0.26058200001716614,0.4999135136604309,0.4878559708595276,0.30865851044654846,0.2673267424106598
is,0.658733606338501,0.27748769521713257,0.24848374724388123,0.16025525331497192,0.23234573006629944,0.35393038392066956,0.2254602462053299,0.37732169032096863,0.3905610740184784,0.28837618231773376,0.2864217460155487,0.4854315221309662,0.25187405943870544,0.2541271150112152,0.22961433231830597
interested,0.25289642810821533,0.25268033146858215,0.1333458572626114,0.178313747048378,0.23252888023853302,0.16172149777412415,0.1258953958749771,0.1823774129152298,0.18092353641986847,0.35256704688072205,0.12349485605955124,0.24032539129257202,0.32179024815559387,0.29349783062934875,0.2901444137096405
in,0.539380669593811,0.26078200340270996,0.1526014357805252,0.28554007411003113,0.1924382597208023,0.3087427020072937,0.16728445887565613,0.3326910734176636,0.28071391582489014,0.30808621644973755,0.17892111837863922,0.5696388483047485,0.3431483507156372,0.20012179017066956,0.20430970191955566
proving,0.22778788208961487,0.24649734795093536,0.3350870609283447,0.36870676279067993,0.30751940608024597,0.1955723911523819,0.16429121792316437,0.19031725823879242,0.20050251483917236,0.35093116760253906,0.24337005615234375,0.29165971279144287,0.24698244035243988,0.33179715275764465,0.3045685887336731
upper,0.26226839423179626,0.13358792662620544,0.08487749844789505,0.16021957993507385,0.09590692073106766,0.14661404490470886,0.11659296602010727,0.1565362960100174,0.25431081652641296,0.1592642068862915,0.19726522266864777,0.25818127393722534,0.14377018809318542,0.10262332111597061,0.051342256367206573
and,0.3739250600337982,0.25608575344085693,0.06731905043125153,0.24843649566173553,0.25205641984939575,0.4862271547317505,0.2290663868188858,0.4961937665939331,0.25101107358932495,0.31309178471565247,0.23739957809448242,0.5116966962814331,0.3025408685207367,0.2520415782928467,0.20544172823429108
lower,0.2221667766571045,0.19752226769924164,0.13642898201942444,0.1526348888874054,0.10317623615264893,0.18077315390110016,0.14663417637348175,0.19089847803115845,0.2637168765068054,0.20079238712787628,0.2276890128850937,0.31757521629333496,0.13625381886959076,0.15649381279945374,0.08471795171499252
bounds,0.269717276096344,0.22809074819087982,0.15993814170360565,0.22749973833560944,0.17358355224132538,0.2746313214302063,0.18969543278217316,0.2621079683303833,0.20705530047416687,0.17344798147678375,0.21799346804618835,0.24635128676891327,0.2507743537425995,0.27057716250419617,0.12707965075969696
on,0.3848365545272827,0.236932173371315,0.1285811960697174,0.287467360496521,0.24407607316970825,0.28656116127967834,0.1479972004890442,0.29937487840652466,0.18003089725971222,0.34226128458976746,0.1926666796207428,0.3966929316520691,0.30044233798980713,0.22000707685947418,0.2714994251728058
the,0.5829201340675354,0.3501757085323334,0.15884782373905182,0.28351321816444397,0.2083338052034378,0.33289089798927307,0.18813885748386383,0.3456730246543884,0.3328246772289276,0.42745697498321533,0.2528008222579956,0.733189046382904,0.43061500787734985,0.21171598136425018,0.22068053483963013
minimum,0.2512331008911133,0.2964353561401367,0.27795010805130005,0.209244504570961,0.2499360591173172,0.23270738124847412,0.21740101277828217,0.22895589470863342,0.16611307859420776,0.2632068395614624,0.37153512239456177,0.23140138387680054,0.31430113315582275,0.3665913939476013,0.19625477492809296
amount,0.3439450263977051,0.378601998090744,0.22432398796081543,0.20680923759937286,0.24082297086715698,0.1956038922071457,0.214004784822464,0.19204795360565186,0.18074160814285278,0.2602839767932892,0.4227982461452484,0.2541177570819855,0.43065115809440613,0.35564368963241577,0.17984020709991455
of,0.5052502155303955,0.2744234502315521,0.17516344785690308,0.2578790783882141,0.14617829024791718,0.35032153129577637,0.18925218284130096,0.3680361211299896,0.3967677056789398,0.33290785551071167,0.22469913959503174,1.0,0.35127586126327515,0.23338180780410767,0.1826142966747284
time,0.3292340338230133,0.27570295333862305,0.25266581773757935,0.192222461104393,0.2744426727294922,0.28391751646995544,0.09111524373292923,0.2857224941253662,0.15559974312782288,0.36319252848625183,0.23244519531726837,0.35127586126327515,0.9999998807907104,0.2680857479572296,0.27391523122787476
required,0.2891559302806854,0.42099136114120483,0.25002574920654297,0.32387787103652954,0.31238657236099243,0.22542260587215424,0.146831676363945,0.245443657040596,0.1948150098323822,0.2506856620311737,0.3064560294151306,0.26183071732521057,0.3149583637714386,0.31667131185531616,0.24962718784809113
by,0.32094135880470276,0.2610040307044983,0.14533276855945587,0.20260639488697052,0.167274609208107,0.20696312189102173,0.17974872887134552,0.2151763141155243,0.1788869947195053,0.2455483376979828,0.2567248046398163,0.3646814823150635,0.26502725481987,0.17643122375011444,0.17966607213020325
the,0.5829201340675354,0.3501757085323334,0.15884782373905182,0.28351321816444397,0.2083338052034378,0.33289089798927307,0.18813885748386383,0.3456730246543884,0.3328246772289276,0.42745697498321533,0.2528008222579956,0.733189046382904,0.43061500787734985,0.21171598136425018,0.22068053483963013
most,0.3508910834789276,0.2289237529039383,0.11581528931856155,0.17905288934707642,0.20773667097091675,0.20654040575027466,0.06949906796216965,0.23620007932186127,0.22644980251789093,0.3219912350177765,0.186997652053833,0.4178851246833801,0.35173171758651733,0.22505328059196472,0.2107497900724411
efficient,0.19768685102462769,0.3477694094181061,0.3949858546257019,0.3196771740913391,0.2502165734767914,0.14426638185977936,0.14421634376049042,0.1525680124759674,0.2041897475719452,0.22662539780139923,0.35664311051368713,0.22586165368556976,0.30601978302001953,0.44493651390075684,0.18034493923187256
algorithm,0.20294487476348877,0.17737331986427307,1.0,0.1480606645345688,0.22717240452766418,0.11773339658975601,0.1695808321237564,0.12365659326314926,0.14708130061626434,0.2700590193271637,0.2548926770687103,0.17516344785690308,0.25266581773757935,0.4874947965145111,0.21180397272109985
solving,0.26296553015708923,0.2521016299724579,0.4540969729423523,0.3085402548313141,0.242150217294693,0.125931978225708,0.2171725183725357,0.13782267272472382,0.208461731672287,0.32633283734321594,0.29393270611763,0.257053017616272,0.2700018882751465,0.4775889217853546,0.27607977390289307
a,1.0,0.3531852960586548,0.20294487476348877,0.2878801226615906,0.2456076741218567,0.3206180930137634,0.25362148880958557,0.3640355169773102,0.36227351427078247,0.3320399522781372,0.2953258156776428,0.5052502155303955,0.3292340338230133,0.27206721901893616,0.23916715383529663
given,0.3335871398448944,0.3393879234790802,0.19242917001247406,0.1825651228427887,0.18007150292396545,0.2224431186914444,0.13886377215385437,0.25457310676574707,0.1408538520336151,0.21883496642112732,0.2553119659423828,0.39388060569763184,0.317789226770401,0.19106194376945496,0.2570464313030243
problem,0.2605542540550232,0.27924418449401855,0.39858657121658325,0.2540338635444641,0.34571874141693115,0.1944350153207779,0.1942267268896103,0.20261481404304504,0.1409035176038742,0.42183366417884827,0.26293298602104187,0.20464475452899933,0.3373833894729614,0.5039530992507935,0.3762950301170349
.,0.50484299659729,0.2631765305995941,0.15753796696662903,0.20643439888954163,0.3410096764564514,0.5072786808013916,0.29137879610061646,0.5363735556602478,0.23563289642333984,0.3567904531955719,0.23919615149497986,0.5352458953857422,0.371569961309433,0.21340465545654297,0.4130953550338745
