,what,did,the,kenyan,business,people,hope,for,when,meeting,with,the,chinese,?
...,0.001098619308322668,0.04458035156130791,0.04743409901857376,0.004527361132204533,0.17335760593414307,0.1337094008922577,-0.0073732431046664715,0.03104333020746708,0.017524629831314087,0.03644396364688873,-0.028930222615599632,0.04743409901857376,0.005570176523178816,-0.07163430005311966
gain,0.27609169483184814,0.2568015456199646,0.2682225704193115,0.09554948657751083,0.18524739146232605,0.20849813520908356,0.30635109543800354,0.2699543833732605,0.2245345413684845,0.13587771356105804,0.2690732777118683,0.2682225704193115,0.025675049051642418,0.1417919248342514
support,0.2797985076904297,0.2911772131919861,0.22984638810157776,0.21628598868846893,0.1628800332546234,0.2108479142189026,0.2830696702003479,0.3156939148902893,0.19993360340595245,0.1969529390335083,0.23764535784721375,0.22984638810157776,0.1484408974647522,0.22626608610153198
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.13041892647743225,0.2394990175962448,0.30292633175849915,0.2051088511943817,0.314039945602417,0.405669629573822,0.18873384594917297,0.26272761821746826,0.40150508284568787,0.2034907042980194,0.19969791173934937
china,0.13832437992095947,0.16472692787647247,0.3110525608062744,0.29265183210372925,0.233589768409729,0.23917561769485474,0.15997657179832458,0.15661011636257172,0.20798636972904205,0.12028277665376663,0.19833041727542877,0.3110525608062744,0.6621482372283936,0.18007943034172058
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.20705007016658783,0.2736336290836334,0.24900002777576447,0.2751930058002472,0.9999999403953552,0.43402108550071716,0.23861375451087952,0.39140474796295166,0.4739971458911896,0.20530261099338531,0.264628142118454
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.24743399024009705,0.2670866549015045,0.3483705520629883,0.2188071757555008,0.44038116931915283,0.44397395849227905,0.23210038244724274,0.3783375024795532,0.5829201340675354,0.23124997317790985,0.23916715383529663
planned,0.21141068637371063,0.3708326518535614,0.3010992109775543,0.18036791682243347,0.2089337259531021,0.15088719129562378,0.20975124835968018,0.21071262657642365,0.15857912600040436,0.25552913546562195,0.18405099213123322,0.3010992109775543,0.1653783768415451,0.16188396513462067
$,0.24858909845352173,0.23203131556510925,0.23367542028427124,0.17611320316791534,0.27654585242271423,0.13645637035369873,0.14764218032360077,0.22711659967899323,0.17828483879566193,0.0827755406498909,0.18037788569927216,0.23367542028427124,0.13619793951511383,0.2786129117012024
2.5,-0.1488470584154129,-0.2193155735731125,-0.2036779820919037,-0.03789673000574112,-0.10353788733482361,-0.1839538812637329,-0.06598687916994095,-0.13709726929664612,-0.11083503067493439,-0.14481541514396667,-0.13294553756713867,-0.2036779820919037,-0.019942278042435646,0.058774158358573914
billion,0.262668639421463,0.1482735127210617,0.2162325382232666,0.18685463070869446,0.2742602229118347,0.19099193811416626,0.11137877404689789,0.18087230622768402,0.17189708352088928,0.06282451003789902,0.15145397186279297,0.2162325382232666,0.17412658035755157,0.25791820883750916
railway,0.16704553365707397,0.13646093010902405,0.2692219316959381,0.17403869330883026,0.21120989322662354,0.22838574647903442,0.16891497373580933,0.16928666830062866,0.18599987030029297,0.12304425984621048,0.13719378411769867,0.2692219316959381,0.16219156980514526,0.07994066178798676
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.13041892647743225,0.2394990175962448,0.30292633175849915,0.2051088511943817,0.314039945602417,0.405669629573822,0.18873384594917297,0.26272761821746826,0.40150508284568787,0.2034907042980194,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,1.0,0.1675717681646347,0.2389037162065506,0.36838498711586,0.2378109097480774,0.4739971458911896,0.5091903209686279,0.3390691578388214,0.4223487675189972,1.0,0.2785343527793884,0.22068053483963013
southern,0.18679563701152802,0.13322393596172333,0.3282862603664398,0.11699788272380829,0.17563286423683167,0.24767246842384338,0.13673867285251617,0.14496514201164246,0.22505681216716766,0.10856341570615768,0.18574869632720947,0.3282862603664398,0.22171291708946228,0.11225555837154388
kenyan,0.11042535305023193,0.17606396973133087,0.1675717681646347,0.9999999403953552,0.16541148722171783,0.14730507135391235,0.2077411413192749,0.20705007016658783,0.11939845234155655,0.17171484231948853,0.12480845302343369,0.1675717681646347,0.2832888662815094,0.1738916039466858
port,0.1327695995569229,0.10525383055210114,0.2648184895515442,0.12073495239019394,0.2102649062871933,0.25047439336776733,0.10857518017292023,0.15345950424671173,0.19527626037597656,0.11834345012903214,0.15417149662971497,0.2648184895515442,0.11910932511091232,0.06519711017608643
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.16629895567893982,0.23985227942466736,0.3251037895679474,0.2194291651248932,0.4185989499092102,0.3757161796092987,0.2703947126865387,0.41827285289764404,0.733189046382904,0.24275560677051544,0.1826142966747284
mombasa,0.20014868676662445,0.08541414886713028,0.28063899278640747,0.40861964225769043,0.19700704514980316,0.1829225867986679,0.15213361382484436,0.15733379125595093,0.145181804895401,0.24873822927474976,0.12525150179862976,0.28063899278640747,0.21898816525936127,0.15605612099170685
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1391933262348175,0.28079214692115784,0.37275731563568115,0.28287798166275024,0.4451248347759247,0.5423505902290344,0.2453547865152359,0.4239959120750427,0.535392165184021,0.17416036128997803,0.29463258385658264
neighboring,0.19534336030483246,0.1133442223072052,0.2893197238445282,0.20972925424575806,0.20914161205291748,0.31502246856689453,0.09631790965795517,0.16307927668094635,0.24920354783535004,0.19225463271141052,0.3359612226486206,0.2893197238445282,0.1384492814540863,0.05513705313205719
uganda,0.20343343913555145,0.16877932846546173,0.2260068655014038,0.4020521342754364,0.15799441933631897,0.2795942723751068,0.17300868034362793,0.20461539924144745,0.14438803493976593,0.16690853238105774,0.048192378133535385,0.2260068655014038,0.17284612357616425,0.14235436916351318
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2573927044868469,0.2952407896518707,0.36644625663757324,0.3157316744327545,0.4464869201183319,0.36674630641937256,0.25274211168289185,0.4120737314224243,0.4933079481124878,0.2697280943393707,0.31091248989105225
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.21821321547031403,0.22870652377605438,0.15704652667045593,0.24941639602184296,0.44774648547172546,0.4437963366508484,0.20302601158618927,0.40387406945228577,0.48381632566452026,0.2490641176700592,0.27043893933296204
well,0.4154493808746338,0.4341743588447571,0.42630070447921753,0.13947786390781403,0.21569934487342834,0.25818559527397156,0.3270593285560608,0.46352139115333557,0.33199459314346313,0.17608098685741425,0.37264955043792725,0.42630070447921753,0.22173762321472168,0.24815571308135986
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.21821321547031403,0.22870652377605438,0.15704652667045593,0.24941639602184296,0.44774648547172546,0.4437963366508484,0.20302601158618927,0.40387406945228577,0.48381632566452026,0.2490641176700592,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.24743399024009705,0.2670866549015045,0.3483705520629883,0.2188071757555008,0.44038116931915283,0.44397395849227905,0.23210038244724274,0.3783375024795532,0.5829201340675354,0.23124997317790985,0.23916715383529663
nearly,0.21304303407669067,0.2667127847671509,0.3409946858882904,0.14755022525787354,0.16133692860603333,0.23083046078681946,0.20597057044506073,0.3204576373100281,0.31576305627822876,0.17030517756938934,0.3068016469478607,0.3409946858882904,0.2493862360715866,0.11670064926147461
$,0.24858909845352173,0.23203131556510925,0.23367542028427124,0.17611320316791534,0.27654585242271423,0.13645637035369873,0.14764218032360077,0.22711659967899323,0.17828483879566193,0.0827755406498909,0.18037788569927216,0.23367542028427124,0.13619793951511383,0.2786129117012024
1.8,0.061373136937618256,-0.06506136059761047,0.2105393409729004,0.07864231616258621,0.029586980119347572,0.008319287560880184,0.06495290994644165,0.0676819309592247,-0.000786098709795624,0.0449381060898304,0.10740277916193008,0.2105393409729004,0.14863204956054688,0.1605871468782425
billion,0.262668639421463,0.1482735127210617,0.2162325382232666,0.18685463070869446,0.2742602229118347,0.19099193811416626,0.11137877404689789,0.18087230622768402,0.17189708352088928,0.06282451003789902,0.15145397186279297,0.2162325382232666,0.17412658035755157,0.25791820883750916
dam,0.09182299673557281,0.13450704514980316,0.2182406634092331,0.16332009434700012,0.14141948521137238,0.13420288264751434,0.12985357642173767,0.13583697378635406,0.16169871389865875,0.13231563568115234,0.13655303418636322,0.2182406634092331,0.1444602906703949,0.08216840028762817
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.05945055931806564,0.06789033114910126,0.0037952337879687548,-0.09866482764482498,-0.04479556903243065,-0.07688097655773163,-0.0449235700070858,0.07907696813344955,0.041273195296525955,0.01746375672519207,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2573927044868469,0.2952407896518707,0.36644625663757324,0.3157316744327545,0.4464869201183319,0.36674630641937256,0.25274211168289185,0.4120737314224243,0.4933079481124878,0.2697280943393707,0.31091248989105225
according,0.2776208221912384,0.19118738174438477,0.3202974498271942,0.10607921332120895,0.15493038296699524,0.2239774912595749,0.12260360270738602,0.1956551969051361,0.1697726845741272,0.1716775894165039,0.25230053067207336,0.3202974498271942,0.17618916928768158,0.21173474192619324
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1391933262348175,0.28079214692115784,0.37275731563568115,0.28287798166275024,0.4451248347759247,0.5423505902290344,0.2453547865152359,0.4239959120750427,0.535392165184021,0.17416036128997803,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.24743399024009705,0.2670866549015045,0.3483705520629883,0.2188071757555008,0.44038116931915283,0.44397395849227905,0.23210038244724274,0.3783375024795532,0.5829201340675354,0.23124997317790985,0.23916715383529663
statement,0.39422667026519775,0.2726841866970062,0.20954233407974243,0.19894085824489594,0.20032580196857452,0.14282536506652832,0.31947898864746094,0.24888525903224945,0.2748432755470276,0.2733123302459717,0.17604300379753113,0.20954233407974243,0.13097165524959564,0.28978636860847473
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.13041892647743225,0.2394990175962448,0.30292633175849915,0.2051088511943817,0.314039945602417,0.405669629573822,0.18873384594917297,0.26272761821746826,0.40150508284568787,0.2034907042980194,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,1.0,0.1675717681646347,0.2389037162065506,0.36838498711586,0.2378109097480774,0.4739971458911896,0.5091903209686279,0.3390691578388214,0.4223487675189972,1.0,0.2785343527793884,0.22068053483963013
president,0.1870913952589035,0.1801012009382248,0.24330610036849976,0.3137630820274353,0.25813618302345276,0.20062722265720367,0.12942372262477875,0.17469504475593567,0.17933911085128784,0.27597948908805847,0.14994901418685913,0.24330610036849976,0.07772315293550491,0.14148259162902832
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,-0.029863690957427025,0.026998259127140045,0.023582622408866882,0.041527990251779556,-0.07241261005401611,-0.03368149697780609,0.013799736276268959,-0.04624466598033905,-0.01540423184633255,0.01673142798244953,-0.023395681753754616
office,0.12159775197505951,0.1974928379058838,0.27314993739128113,0.20342585444450378,0.34262731671333313,0.1904871016740799,0.07351476699113846,0.25028741359710693,0.22369864583015442,0.29719629883766174,0.1258654147386551,0.27314993739128113,0.09473814815282822,0.16497313976287842
also,0.42747777700424194,0.39334940910339355,0.6021018624305725,0.20093689858913422,0.26247191429138184,0.34775957465171814,0.2592478394508362,0.5373267531394958,0.5475645065307617,0.2458883821964264,0.44397303462028503,0.6021018624305725,0.2667738199234009,0.21848613023757935
at,0.2838611304759979,0.28390252590179443,0.457212895154953,0.1982744038105011,0.1551831066608429,0.2582513391971588,0.2580207288265228,0.34237727522850037,0.38876327872276306,0.2620472311973572,0.29126521944999695,0.457212895154953,0.10313132405281067,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,1.0,0.1675717681646347,0.2389037162065506,0.36838498711586,0.2378109097480774,0.4739971458911896,0.5091903209686279,0.3390691578388214,0.4223487675189972,1.0,0.2785343527793884,0.22068053483963013
time,0.36319252848625183,0.3567926585674286,0.43061500787734985,0.1433669477701187,0.24218250811100006,0.25196269154548645,0.21123552322387695,0.3992156386375427,0.4363728165626526,0.2581925392150879,0.31862112879753113,0.43061500787734985,0.2375582754611969,0.27391523122787476
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.16629895567893982,0.23985227942466736,0.3251037895679474,0.2194291651248932,0.4185989499092102,0.3757161796092987,0.2703947126865387,0.41827285289764404,0.733189046382904,0.24275560677051544,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.1675717681646347,0.2389037162065506,0.36838498711586,0.2378109097480774,0.4739971458911896,0.5091903209686279,0.3390691578388214,0.4223487675189972,1.0,0.2785343527793884,0.22068053483963013
trip,0.24576207995414734,0.17639218270778656,0.2299763560295105,0.14502660930156708,0.22565847635269165,0.19713860750198364,0.22463977336883545,0.2293619066476822,0.2435750961303711,0.2665513753890991,0.21563397347927094,0.2299763560295105,0.0615830160677433,0.09162633121013641
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.23113515973091125,0.25987809896469116,0.33118996024131775,0.2732508182525635,0.4726039469242096,0.475719153881073,0.23260334134101868,0.4446153938770294,0.5934505462646484,0.25441038608551025,0.4130953550338745
