,although,some,acadians,went,to,france,and,other,destiantions,",",what,north,american,city,did,many,move,to,?
the,0.3265823423862457,0.4566698372364044,0.3208988904953003,0.3345835506916046,0.535392165184021,0.35517507791519165,0.5171257257461548,0.44152235984802246,0.36867618560791016,0.4933079481124878,0.42745697498321533,0.36298373341560364,0.24562937021255493,0.35769423842430115,0.34736719727516174,0.4335206151008606,0.29817628860473633,0.535392165184021,0.22068053483963013
british,0.1774938404560089,0.20344354212284088,0.25053057074546814,0.1982937455177307,0.22690963745117188,0.23781980574131012,0.325880765914917,0.20676550269126892,0.12942565977573395,0.25734075903892517,0.19255435466766357,0.2482547163963318,0.4854423403739929,0.2015840709209442,0.2039594054222107,0.23270447552204132,0.11071613430976868,0.22690963745117188,0.09711728990077972
resettled,0.21622714400291443,0.2622559666633606,0.387685626745224,0.30823278427124023,0.2696749269962311,0.17163699865341187,0.2387782782316208,0.19386985898017883,0.2625729739665985,0.3050065040588379,0.27066051959991455,0.2492528110742569,0.13261346518993378,0.24589340388774872,0.21052876114845276,0.24012692272663116,0.26981526613235474,0.2696749269962311,0.10624805092811584
many,0.36542749404907227,0.7976660132408142,0.28592538833618164,0.24444319307804108,0.40243685245513916,0.24514140188694,0.5296266674995422,0.6324484348297119,0.40525615215301514,0.40610817074775696,0.36131182312965393,0.20274685323238373,0.22814549505710602,0.21416836977005005,0.375588983297348,0.9999999403953552,0.21665515005588531,0.40243685245513916,0.2124512493610382
acadians,0.1810140460729599,0.2842528223991394,1.0000001192092896,0.18059895932674408,0.26798632740974426,0.24577556550502777,0.2563720941543579,0.2594931125640869,0.3413476049900055,0.22484250366687775,0.2788337767124176,0.3080332577228546,0.15863315761089325,0.27008724212646484,0.19002331793308258,0.28592538833618164,0.19537855684757233,0.26798632740974426,0.12194617837667465
throughout,0.32804834842681885,0.36527150869369507,0.2349749058485031,0.15542881190776825,0.31226396560668945,0.17709822952747345,0.36296960711479187,0.3057580590248108,0.3895479440689087,0.22385434806346893,0.2130906730890274,0.23976026475429535,0.15733513236045837,0.21468807756900787,0.194510817527771,0.4781026542186737,0.13326643407344818,0.31226396560668945,0.12665234506130219
its,0.334116667509079,0.37440580129623413,0.20331823825836182,0.17974990606307983,0.3691340684890747,0.21158620715141296,0.3841775357723236,0.29483991861343384,0.2804388999938965,0.33157986402511597,0.30393704771995544,0.25565099716186523,0.14820368587970734,0.3465842306613922,0.19922670722007751,0.3319723308086395,0.20699678361415863,0.3691340684890747,0.15103481709957123
north,0.17349742352962494,0.18648658692836761,0.3080332577228546,0.22157733142375946,0.2743184268474579,0.28069406747817993,0.2776443064212799,0.21928533911705017,0.21430432796478271,0.31834840774536133,0.18673177063465118,1.0,0.2107747346162796,0.3820379972457886,0.16732536256313324,0.20274685323238373,0.20174208283424377,0.2743184268474579,0.11829731613397598
american,0.20087464153766632,0.2167930155992508,0.15863315761089325,0.17615444958209991,0.16338081657886505,0.21813958883285522,0.32290002703666687,0.2411116361618042,0.14544303715229034,0.3048616647720337,0.1909721940755844,0.2107747346162796,1.0000001192092896,0.21511299908161163,0.21486236155033112,0.22814549505710602,0.1473543345928192,0.16338081657886505,0.18877598643302917
provinces,0.11559944599866867,0.1783476173877716,0.25863292813301086,0.09619986265897751,0.17522335052490234,0.2012544423341751,0.21712972223758698,0.1842174381017685,0.2432558387517929,0.23710061609745026,0.20201168954372406,0.3051472306251526,0.06482882797718048,0.3264538645744324,0.06039728224277496,0.13495087623596191,0.045373909175395966,0.17522335052490234,0.10239427536725998
",",0.36230817437171936,0.42400437593460083,0.22484250366687775,0.29013195633888245,0.44245919585227966,0.28250643610954285,0.6633074283599854,0.4446498453617096,0.332711786031723,1.0000001192092896,0.3087472915649414,0.31834840774536133,0.3048616647720337,0.35839709639549255,0.3015086054801941,0.40610817074775696,0.25767531991004944,0.44245919585227966,0.31091248989105225
but,0.5169905424118042,0.5773703455924988,0.2473398745059967,0.271634042263031,0.5542377829551697,0.25404971837997437,0.5762497186660767,0.5185769200325012,0.38810500502586365,0.48126736283302307,0.5029441118240356,0.19513697922229767,0.183598592877388,0.22763673961162567,0.49033689498901367,0.46599987149238586,0.29766401648521423,0.5542377829551697,0.27921953797340393
many,0.36542749404907227,0.7976660132408142,0.28592538833618164,0.24444319307804108,0.40243685245513916,0.24514140188694,0.5296266674995422,0.6324484348297119,0.40525615215301514,0.40610817074775696,0.36131182312965393,0.20274685323238373,0.22814549505710602,0.21416836977005005,0.375588983297348,0.9999999403953552,0.21665515005588531,0.40243685245513916,0.2124512493610382
went,0.17230592668056488,0.22878345847129822,0.18059895932674408,1.0,0.33234721422195435,0.22612981498241425,0.3419242799282074,0.16995321214199066,0.21280060708522797,0.29013195633888245,0.20164033770561218,0.22157733142375946,0.17615444958209991,0.21452568471431732,0.4810470640659332,0.24444319307804108,0.2362053394317627,0.33234721422195435,0.12109432369470596
to,0.4176313281059265,0.4636894166469574,0.26798632740974426,0.33234721422195435,1.0,0.2670897841453552,0.48971283435821533,0.4193183183670044,0.36169886589050293,0.44245919585227966,0.455847829580307,0.2743184268474579,0.16338081657886505,0.20300441980361938,0.4452643394470215,0.40243685245513916,0.37858664989471436,1.0,0.29463258385658264
france,0.18896937370300293,0.22965848445892334,0.24577556550502777,0.22612981498241425,0.2670897841453552,1.0000001192092896,0.2925812005996704,0.19600534439086914,0.20615500211715698,0.28250643610954285,0.17793065309524536,0.28069406747817993,0.21813958883285522,0.20111693441867828,0.2138325721025467,0.24514140188694,0.1416676789522171,0.2670897841453552,0.15069349110126495
",",0.36230817437171936,0.42400437593460083,0.22484250366687775,0.29013195633888245,0.44245919585227966,0.28250643610954285,0.6633074283599854,0.4446498453617096,0.332711786031723,1.0000001192092896,0.3087472915649414,0.31834840774536133,0.3048616647720337,0.35839709639549255,0.3015086054801941,0.40610817074775696,0.25767531991004944,0.44245919585227966,0.31091248989105225
and,0.334905743598938,0.5337774157524109,0.2563720941543579,0.3419242799282074,0.48971283435821533,0.2925812005996704,1.0,0.5504306554794312,0.32703128457069397,0.6633074283599854,0.31309178471565247,0.2776443064212799,0.32290002703666687,0.2827445864677429,0.34479495882987976,0.5296266674995422,0.2671177089214325,0.48971283435821533,0.20544172823429108
some,0.4071548581123352,0.9999999403953552,0.2842528223991394,0.22878345847129822,0.4636894166469574,0.22965848445892334,0.5337774157524109,0.6399164199829102,0.3891739547252655,0.42400437593460083,0.4491020441055298,0.18648658692836761,0.2167930155992508,0.1744091510772705,0.42553430795669556,0.7976660132408142,0.24638108909130096,0.4636894166469574,0.2562315762042999
went,0.17230592668056488,0.22878345847129822,0.18059895932674408,1.0,0.33234721422195435,0.22612981498241425,0.3419242799282074,0.16995321214199066,0.21280060708522797,0.29013195633888245,0.20164033770561218,0.22157733142375946,0.17615444958209991,0.21452568471431732,0.4810470640659332,0.24444319307804108,0.2362053394317627,0.33234721422195435,0.12109432369470596
to,0.4176313281059265,0.4636894166469574,0.26798632740974426,0.33234721422195435,1.0,0.2670897841453552,0.48971283435821533,0.4193183183670044,0.36169886589050293,0.44245919585227966,0.455847829580307,0.2743184268474579,0.16338081657886505,0.20300441980361938,0.4452643394470215,0.40243685245513916,0.37858664989471436,1.0,0.29463258385658264
new,0.14055941998958588,0.3095579743385315,0.2767774760723114,0.20990735292434692,0.33159172534942627,0.2269197404384613,0.31402453780174255,0.2957918047904968,0.21295702457427979,0.36073189973831177,0.2130378633737564,0.24270093441009521,0.24982258677482605,0.3555362820625305,0.227974995970726,0.2992318272590637,0.16426461935043335,0.33159172534942627,0.14782847464084625
orleans,0.13851052522659302,0.22179201245307922,0.25514480471611023,0.20116659998893738,0.17485511302947998,0.28859400749206543,0.2771657407283783,0.13751935958862305,0.20914779603481293,0.2922953963279724,0.14538788795471191,0.1605026125907898,0.29314202070236206,0.3083096742630005,0.2159711718559265,0.20345625281333923,0.14181694388389587,0.17485511302947998,0.13097690045833588
",",0.36230817437171936,0.42400437593460083,0.22484250366687775,0.29013195633888245,0.44245919585227966,0.28250643610954285,0.6633074283599854,0.4446498453617096,0.332711786031723,1.0000001192092896,0.3087472915649414,0.31834840774536133,0.3048616647720337,0.35839709639549255,0.3015086054801941,0.40610817074775696,0.25767531991004944,0.44245919585227966,0.31091248989105225
which,0.3901670575141907,0.5407140851020813,0.2687130868434906,0.17248094081878662,0.5345056653022766,0.1980295330286026,0.506277859210968,0.50507652759552,0.34362611174583435,0.3658004403114319,0.5261979103088379,0.2384447455406189,0.16603466868400574,0.22264601290225983,0.2750149369239807,0.5168171525001526,0.2914038598537445,0.5345056653022766,0.25814583897590637
they,0.35977882146835327,0.5894032716751099,0.33570995926856995,0.3310505151748657,0.5452046394348145,0.23793530464172363,0.5073080658912659,0.5182796120643616,0.3125390410423279,0.390799880027771,0.4431931674480438,0.21933981776237488,0.20345567166805267,0.17537204921245575,0.4879390597343445,0.5400822758674622,0.31877490878105164,0.5452046394348145,0.2753053903579712
had,0.3558347523212433,0.3648970425128937,0.23096461594104767,0.4485461115837097,0.37984350323677063,0.2409151792526245,0.3872550129890442,0.30737367272377014,0.2810112535953522,0.35487717390060425,0.23849567770957947,0.18847866356372833,0.20283499360084534,0.22134195268154144,0.540525496006012,0.40130746364593506,0.21338777244091034,0.37984350323677063,0.20728366076946259
expected,0.304446816444397,0.3299057185649872,0.24553756415843964,0.24864254891872406,0.42255479097366333,0.1470153033733368,0.33531272411346436,0.24973352253437042,0.32433101534843445,0.23470614850521088,0.3720298707485199,0.17615187168121338,0.16517086327075958,0.16063153743743896,0.43765610456466675,0.29809391498565674,0.22451961040496826,0.42255479097366333,0.19474582374095917
to,0.4176313281059265,0.4636894166469574,0.26798632740974426,0.33234721422195435,1.0,0.2670897841453552,0.48971283435821533,0.4193183183670044,0.36169886589050293,0.44245919585227966,0.455847829580307,0.2743184268474579,0.16338081657886505,0.20300441980361938,0.4452643394470215,0.40243685245513916,0.37858664989471436,1.0,0.29463258385658264
remain,0.36133089661598206,0.37220045924186707,0.19856621325016022,0.21794986724853516,0.3472624719142914,0.16850663721561432,0.28385093808174133,0.30298370122909546,0.30203989148139954,0.23353272676467896,0.29587244987487793,0.10331662744283676,0.05697580799460411,0.11982718855142593,0.26352423429489136,0.2809775471687317,0.33097928762435913,0.3472624719142914,0.1868363618850708
french,0.18420164287090302,0.20150943100452423,0.346652090549469,0.17140884697437286,0.1713797152042389,0.5492131114006042,0.32751965522766113,0.21225492656230927,0.11740842461585999,0.28806620836257935,0.17393042147159576,0.14223402738571167,0.3777676820755005,0.17549027502536774,0.1584041714668274,0.2158181369304657,0.09822385758161545,0.1713797152042389,0.1386883556842804
.,0.33771249651908875,0.40663889050483704,0.16570593416690826,0.27773603796958923,0.4645031690597534,0.33719199895858765,0.588965117931366,0.41511186957359314,0.3146100342273712,0.6812511086463928,0.3567904531955719,0.3171539604663849,0.29108086228370667,0.29856356978416443,0.35288307070732117,0.3974229395389557,0.31650546193122864,0.4645031690597534,0.4130953550338745
