,what,is,the,name,of,the,museum,and,research,center,for,near,eastern,studies,",",that,is,owned,by,the,university,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24861779808998108,0.5171257257461548,0.24391183257102966,0.29064592719078064,0.4739971458911896,0.2879819869995117,0.3928247392177582,0.22738903760910034,0.4933079481124878,0.5473989248275757,0.5823672413825989,0.1999378502368927,0.4408751428127289,1.0,0.263973206281662,0.22068053483963013
university—and,0.22351041436195374,0.24342456459999084,0.28548046946525574,0.18342489004135132,0.33881109952926636,0.28548046946525574,0.3304635286331177,0.3126892149448395,0.4352147579193115,0.3226182162761688,0.2123589664697647,0.22890028357505798,0.3057946562767029,0.4720842242240906,0.3362405300140381,0.19109462201595306,0.24342456459999084,0.24223081767559052,0.21899254620075226,0.28548046946525574,0.9410418272018433,0.20396491885185242
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.14725451171398163,0.3739250600337982,0.1935642808675766,0.2640431225299835,0.44038116931915283,0.25033900141716003,0.2322530597448349,0.24775946140289307,0.427140474319458,0.47537946701049805,0.658733606338501,0.2226235419511795,0.32094135880470276,0.5829201340675354,0.20256656408309937,0.23916715383529663
number,0.23046229779720306,0.22390379011631012,0.35145696997642517,0.2084028571844101,0.2778518795967102,0.35145696997642517,0.10465078800916672,0.28545793890953064,0.12508481740951538,0.14855095744132996,0.2861633002758026,0.11625891178846359,0.16517959535121918,0.12054302543401718,0.2535701394081116,0.32951247692108154,0.22390379011631012,0.10124926269054413,0.2551532983779907,0.35145696997642517,0.15913988649845123,0.19256845116615295
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.23314370214939117,0.5116966962814331,0.22573977708816528,0.24526838958263397,0.4185989499092102,0.2651676535606384,0.33281487226486206,0.26975658535957336,0.4946078956127167,0.41498205065727234,0.4854315221309662,0.17190153896808624,0.3646814823150635,0.733189046382904,0.30646374821662903,0.1826142966747284
national,0.16882304847240448,0.23413582146167755,0.32739606499671936,0.12491574138402939,0.3314673602581024,0.32739606499671936,0.2500859498977661,0.2608908712863922,0.28877732157707214,0.3012959063053131,0.36267757415771484,0.16207624971866608,0.26813551783561707,0.21682968735694885,0.23933029174804688,0.20268747210502625,0.23413582146167755,0.21642951667308807,0.19307640194892883,0.32739606499671936,0.35592976212501526,0.15643028914928436
resource,0.22875596582889557,0.2658635079860687,0.2305259257555008,0.07608795166015625,0.23272927105426788,0.2305259257555008,0.22633838653564453,0.26207050681114197,0.3441121578216553,0.29149264097213745,0.2766108512878418,0.10116667300462723,0.15475095808506012,0.2347279191017151,0.2016548067331314,0.23472116887569427,0.2658635079860687,0.1933082640171051,0.198492169380188,0.2305259257555008,0.23630866408348083,0.28215932846069336
centers,0.22307880222797394,0.2814328074455261,0.3307511508464813,0.07516664266586304,0.2771235704421997,0.3307511508464813,0.28580570220947266,0.31431901454925537,0.357981413602829,0.6786694526672363,0.2730714976787567,0.24758651852607727,0.19504602253437042,0.30092868208885193,0.18621011078357697,0.2902345657348633,0.2814328074455261,0.21494722366333008,0.1955481767654419,0.3307511508464813,0.22566844522953033,0.16634750366210938
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.6633074283599854,0.2764695882797241,0.1905742734670639,0.4464869201183319,0.3141826391220093,0.3081906735897064,0.26373082399368286,1.0000001192092896,0.4137537479400635,0.4691906273365021,0.21168820559978485,0.3680937886238098,0.4933079481124878,0.3017033040523529,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.3738902807235718,0.16202661395072937,0.44195112586021423,0.3738902807235718,0.21556918323040009,0.5144438743591309,0.21278038620948792,0.15924067795276642,0.42507120966911316,0.18196545541286469,0.2924877107143402,0.19746330380439758,0.4127510190010071,0.31577053666114807,0.25093933939933777,0.2173445224761963,0.30155983567237854,0.3738902807235718,0.22509735822677612,0.1633303165435791
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24861779808998108,0.5171257257461548,0.24391183257102966,0.29064592719078064,0.4739971458911896,0.2879819869995117,0.3928247392177582,0.22738903760910034,0.4933079481124878,0.5473989248275757,0.5823672413825989,0.1999378502368927,0.4408751428127289,1.0,0.263973206281662,0.22068053483963013
center,0.1908310204744339,0.24782158434391022,0.29064592719078064,0.1019691452383995,0.24526838958263397,0.29064592719078064,0.30677101016044617,0.28670641779899597,0.3200088143348694,0.9999999403953552,0.1980270892381668,0.26069921255111694,0.20423313975334167,0.28434738516807556,0.1905742734670639,0.22661058604717255,0.24782158434391022,0.12679190933704376,0.12630024552345276,0.29064592719078064,0.2763576805591583,0.12538520991802216
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.15718214213848114,0.5064792633056641,0.29481053352355957,0.1980270892381668,0.9999999403953552,0.12145546078681946,0.14339342713356018,0.15209509432315826,0.4464869201183319,0.4137635827064514,0.43268078565597534,0.19904224574565887,0.3248702883720398,0.4739971458911896,0.18573740124702454,0.264628142118454
middle,0.18312302231788635,0.21621397137641907,0.3405749201774597,0.19938592612743378,0.2799445688724518,0.3405749201774597,0.07178838551044464,0.2514324486255646,0.13287998735904694,0.30944669246673584,0.17248252034187317,0.2380584478378296,0.31986919045448303,0.18287581205368042,0.24847112596035004,0.22241683304309845,0.21621397137641907,0.14912860095500946,0.18733404576778412,0.3405749201774597,0.14737999439239502,0.13139553368091583
eastern,0.2263268083333969,0.2375388890504837,0.3928247392177582,0.16027866303920746,0.33281487226486206,0.3928247392177582,0.15230895578861237,0.22891712188720703,0.1931396871805191,0.20423313975334167,0.14339342713356018,0.3047536313533783,1.0,0.15337835252285004,0.3081906735897064,0.23358812928199768,0.2375388890504837,0.1972998082637787,0.17081402242183685,0.3928247392177582,0.2567829489707947,0.20060817897319794
studies,0.18772079050540924,0.2583865225315094,0.22738903760910034,0.13550646603107452,0.26975658535957336,0.22738903760910034,0.2648851275444031,0.30504533648490906,0.6278853416442871,0.28434738516807556,0.15209509432315826,0.16183628141880035,0.15337835252285004,0.9999998807907104,0.26373082399368286,0.26255905628204346,0.2583865225315094,0.10946828126907349,0.17011062800884247,0.22738903760910034,0.4639947712421417,0.1388726830482483
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.19497929513454437,0.588965117931366,0.2517603039741516,0.29649654030799866,0.4726039469242096,0.2532462477684021,0.2820250988006592,0.22173671424388885,0.6812511086463928,0.4460422694683075,0.4569662809371948,0.23474757373332977,0.3936232924461365,0.5934505462646484,0.290679007768631,0.4130953550338745
